,000016.SH,000300.SH,000905.SH,HSI.HK,SPX.GI,CBA00601.CB,CBA02001.CB,BRN0Y.ICE,,,
date,上证50,沪深300,中证500,恒生指数,标普500,中债国债总指数(总值)财富指数,中债企业债总指数(总值)财富指数,布伦特原油连续,,,
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),,,
2013-08-15,1595.152,2321.576,3631.321,22539.25,1661.32,143.4714,128.9628,109.32,,,
2013-08-16,1592.794,2304.144,3554.348,22517.81,1655.83,143.4839,128.9654,110.42,,,
2013-08-19,1608.865,2331.43,3609.028,22463.7,1646.06,143.1752,128.9435,109.59,,,
2013-08-20,1594.54,2312.465,3599.637,21970.29,1652.35,142.7926,128.7664,110.15,,,
2013-08-21,1588.081,2308.589,3627.501,21817.73,1642.8,142.9724,128.7895,109.73,,,
2013-08-22,1582.618,2303.932,3636.469,21895.4,1656.96,142.9961,128.832,110,,,
2013-08-23,1566.293,2286.929,3627.97,21863.51,1663.5,143.281,128.9285,111.05,,,
2013-08-26,1601.379,2335.616,3703.593,22005.32,1656.78,143.5087,128.9869,110.93,,,
2013-08-27,1602.002,2340.881,3732.098,21874.77,1630.48,143.4705,129.0531,115.29,,,
2013-08-28,1592.869,2328.056,3703.92,21524.65,1634.96,143.1961,129.0764,116.33,,,
2013-08-29,1588.153,2318.311,3701.083,21704.78,1638.17,143.161,129.0777,114.44,,,
2013-08-30,1589.777,2313.91,3664.148,21731.37,1632.97,143.1928,129.0956,114.45,,,
2013-09-02,1591.934,2320.344,3689.959,22175.34,--,143.1773,129.1444,112.44,,,
2013-09-03,1614.537,2354.502,3744.871,22394.58,1639.77,143.1697,129.1679,113.7,,,
2013-09-04,1613.537,2350.699,3755.239,22326.22,1653.08,143.014,129.1473,113.23,,,
2013-09-05,1609.604,2341.735,3762.569,22597.97,1655.08,143.0394,129.1477,113.7,,,
2013-09-06,1625.854,2357.782,3792.832,22621.22,1655.17,143.107,129.2109,114.1,,,
2013-09-09,1713.385,2440.609,3831.927,22750.65,1671.71,143.0373,129.2647,111.77,,,
2013-09-10,1737.581,2474.894,3870.923,22976.65,1683.99,142.8856,129.2915,109.96,,,
2013-09-11,1741.318,2482.889,3834.258,22937.14,1689.13,142.6043,129.2252,110.29,,,
2013-09-12,1772.664,2507.455,3845.068,22953.72,1683.42,142.5854,129.2043,111.89,,,
2013-09-13,1749.244,2488.902,3849.82,22915.28,1687.99,142.397,129.1232,111.79,,,
2013-09-16,1738.248,2478.39,3854.207,23252.41,1697.6,142.3339,129.0997,109.82,,,
2013-09-17,1698.629,2427.322,3786.292,23180.52,1704.76,142.3937,129.1244,107.75,,,
2013-09-18,1700.587,2432.51,3822.123,23117.45,1725.52,142.3252,129.1637,110.74,,,
2013-09-19,--,--,--,23502.51,1722.34,--,--,--,,,
2013-09-20,--,--,--,--,1709.91,--,--,--,,,
2013-09-22,--,--,--,--,--,142.8413,129.2911,--,,,
2013-09-23,1713.084,2472.288,3899.625,23371.54,1701.84,142.6728,129.3157,107.16,,,
2013-09-24,1673.558,2443.885,3903.518,23179.04,1697.42,142.5733,129.3016,107.92,,,
2013-09-25,1661.607,2429.03,3889.221,23209.63,1692.77,142.6765,129.3203,107.06,,,
2013-09-26,1632.695,2384.443,3808.216,23125.03,1698.67,142.9303,129.3633,108.09,,,
2013-09-27,1639.152,2394.971,3822.758,23207.04,1691.75,142.8803,129.4072,107.35,,,
2013-09-29,--,--,--,--,--,142.8727,129.4211,--,,,
2013-09-30,1643.055,2409.037,3872.893,22859.86,1681.55,142.917,129.4693,107.27,,,
2013-10-01,--,--,--,--,1695,--,--,--,,,
2013-10-02,--,--,--,22984.48,1693.87,--,--,--,,,
2013-10-03,--,--,--,23214.4,1678.66,--,--,--,,,
2013-10-04,--,--,--,23138.54,1690.5,--,--,--,,,
2013-10-07,--,--,--,22973.95,1676.12,--,--,--,,,
2013-10-08,1659.713,2441.811,3938.068,23178.85,1655.45,143.0853,129.6586,109.42,,,
2013-10-09,1668.476,2453.583,3981.058,23033.97,1656.4,142.9605,129.6838,108.25,,,
2013-10-10,1637.933,2429.317,3959.63,22951.3,1692.56,143.0653,129.6915,110.87,,,
2013-10-11,1669.268,2468.508,4026.916,23218.32,1703.2,143.0618,129.729,110.29,,,
2013-10-12,--,--,--,--,--,143.0879,129.7318,--,,,
2013-10-14,1662.168,2472.542,4068.32,--,1710.14,142.866,129.8252,110.18,,,
2013-10-15,1656.259,2467.517,4074.083,23336.52,1698.06,142.7716,129.8247,109,,,
2013-10-16,1634.223,2421.371,3963.212,23228.33,1721.54,142.6502,129.774,110.49,,,
2013-10-17,1627.177,2413.33,3956.965,23094.88,1733.15,142.666,129.7476,109,,,
2013-10-18,1636.8,2426.054,3970.641,23340.1,1744.5,142.5836,129.765,109.94,,,
2013-10-21,1657.583,2471.322,4069.033,23438.15,1744.66,142.5456,129.7899,109.77,,,
2013-10-22,1640.066,2445.891,4026.516,23315.99,1754.67,142.4296,129.7557,110.06,,,
2013-10-23,1638.499,2418.491,3924.219,22999.95,1746.38,142.37,129.6612,107.65,,,
2013-10-24,1621.605,2400.511,3898.156,22835.82,1752.07,142.1312,129.4282,106.99,,,
2013-10-25,1611.519,2368.559,3821.779,22698.34,1759.77,142.0289,129.2398,107.06,,,
2013-10-28,1610.686,2365.954,3808.703,22806.58,1762.11,142.0536,129.2163,109.42,,,
2013-10-29,1633.721,2372.053,3703.86,22846.54,1771.95,141.8865,129.1622,108.81,,,
2013-10-30,1653.417,2407.471,3764.453,23304.02,1763.31,141.8104,129.0436,109.77,,,
2013-10-31,1631.047,2373.718,3713.829,23206.37,1756.54,142.0324,128.9996,108.9,,,
2013-11-01,1644.752,2384.96,3702.445,23249.79,1761.64,142.2562,129.0897,105.91,,,
2013-11-04,1638.512,2380.454,3728.188,23189.62,1767.93,142.2125,129.1401,105.94,,,
2013-11-05,1633.662,2383.769,3777.404,23038.95,1762.97,142.0066,129.1229,105.65,,,
2013-11-06,1614.214,2353.568,3737.106,23036.94,1770.49,141.7948,129.0399,104.99,,,
2013-11-07,1610.584,2340.552,3685.04,22881.03,1747.15,141.3257,129.0069,103.46,,,
2013-11-08,1587.44,2307.945,3629.94,22744.39,1770.61,141.1415,128.9045,105.04,,,
2013-11-11,1591.139,2315.889,3645.84,23069.85,1771.89,140.3639,128.667,106.18,,,
2013-11-12,1610.777,2340,3680.536,22901.41,1767.69,140.4171,128.5636,105.82,,,
2013-11-13,1569.245,2288.116,3611.76,22463.83,1782,140.008,128.3711,106.89,,,
2013-11-14,1572.729,2304.501,3659.83,22649.15,1790.62,139.7898,128.1408,108.28,,,
2013-11-15,1604.823,2350.734,3736.452,23032.15,1798.18,139.1286,127.8705,108.5,,,
2013-11-18,1675.159,2428.903,3827.882,23660.06,1791.53,138.7833,127.7971,108.47,,,
2013-11-19,1659.53,2412.163,3840.365,23657.81,1787.87,138.5353,127.5691,107.07,,,
2013-11-20,1663.759,2424.85,3878.584,23700.86,1781.37,138.2699,127.3093,107.92,,,
2013-11-21,1648.086,2409.989,3865.41,23580.29,1795.85,138.4341,127.2586,110.15,,,
2013-11-22,1642.496,2397.962,3842.756,23696.28,1804.76,138.7783,127.2874,110.49,,,
2013-11-25,1633.782,2388.629,3839.602,23684.45,1802.48,138.8161,127.3277,111.05,,,
2013-11-26,1630.94,2387.416,3845.676,23681.28,1802.75,138.9138,127.2592,111.04,,,
2013-11-27,1648.789,2414.481,3889.755,23806.35,1807.23,139.3518,127.163,111.59,,,
2013-11-28,1664.625,2439.53,3922.666,23789.09,--,139.9459,127.1616,110.95,,,
2013-11-29,1661.409,2438.944,3946.383,23881.29,1805.81,140.5427,127.3564,110.11,,,
2013-12-02,1678.867,2418.788,3770.865,24038.55,1800.9,139.9453,127.4328,111.42,,,
2013-12-03,1681.509,2442.784,3859.955,23910.47,1795.15,140.1689,127.4617,112.88,,,
2013-12-04,1699.176,2475.135,3932.998,23728.7,1792.81,140.2342,127.5238,111.17,,,
2013-12-05,1692.38,2468.197,3928.724,23712.57,1785.03,139.8235,127.568,110.71,,,
2013-12-06,1675.255,2452.287,3918.783,23743.1,1805.09,139.6644,127.5765,111.36,,,
2013-12-09,1669.872,2450.872,3947.704,23811.17,1808.37,139.451,127.6146,108.93,,,
2013-12-10,1670.553,2453.322,3950.486,23744.19,1802.62,139.0108,127.5346,109.25,,,
2013-12-11,1639.182,2412.763,3906.78,23338.24,1782.22,138.8872,127.5106,109.32,,,
2013-12-12,1631.914,2410.015,3916.962,23218.12,1775.5,139.128,127.5399,108.34,,,
2013-12-13,1626.41,2406.639,3925.434,23245.96,1775.32,139.5551,127.5955,108.3,,,
2013-12-16,1602.455,2367.923,3857.715,23114.66,1786.54,139.4947,127.6191,109.04,,,
2013-12-17,1597.265,2356.376,3834.027,23069.23,1781,139.4424,127.5995,108.21,,,
2013-12-18,1598.678,2357.226,3834.045,23143.82,1810.65,139.3278,127.5231,109.28,,,
2013-12-19,1580.113,2332.41,3795.023,22888.75,1809.6,139.1319,127.3943,110.06,,,
2013-12-20,1537.413,2278.136,3747.002,22812.18,1818.32,139.1361,127.273,111.84,,,
2013-12-23,1541.265,2284.602,3742.738,22921.56,1827.99,139.1749,127.2627,111.57,,,
2013-12-24,1539.599,2288.248,3768.703,23179.55,1833.32,139.3793,127.2947,112,,,
2013-12-25,1547.359,2305.11,3808.453,--,--,139.3824,127.3153,--,,,
2013-12-26,1524.883,2265.334,3743.132,--,1842.02,139.4647,127.3151,112,,,
2013-12-27,1550.221,2303.478,3800.774,23243.24,1841.4,139.5069,127.315,112.11,,,
2013-12-30,1547.919,2299.458,3813.003,23244.87,1841.07,139.5676,127.3562,111.2,,,
2013-12-31,1574.781,2330.026,3829.096,23306.39,1848.36,139.5265,127.37,110.9,,,
2014-01-02,1561.099,2321.978,3847.879,23340.05,1831.98,139.3753,127.3702,107.82,,,
2014-01-03,1536.067,2290.779,3816.316,22817.28,1831.37,139.2041,127.3147,107.03,,,
2014-01-06,1512.93,2238.637,3710.898,22684.15,1826.77,139.1259,127.2852,107,,,
2014-01-07,1510.654,2238.001,3733.662,22712.78,1837.88,139.217,127.2617,107.01,,,
2014-01-08,1515.333,2241.911,3738.205,22996.59,1837.49,139.4991,127.3071,106.83,,,
2014-01-09,1503.881,2222.221,3696.023,22787.33,1838.13,139.6104,127.3538,106,,,
2014-01-10,1498.268,2204.851,3628.634,22846.25,1842.37,139.6564,127.3829,106.83,,,
2014-01-13,1494.613,2193.679,3612.02,22888.76,1819.2,139.6871,127.4612,105.59,,,
2014-01-14,1499.285,2212.846,3683.534,22791.28,1838.88,139.6908,127.4229,105.25,,,
2014-01-15,1488.509,2208.941,3708.142,22902,1848.38,139.9036,127.475,105.97,,,
2014-01-16,1493.094,2211.844,3714.314,22986.41,1845.89,139.8783,127.519,105.48,,,
2014-01-17,1475.671,2178.488,3671.915,23133.35,1838.7,139.8799,127.5441,106.32,,,
2014-01-20,1464.842,2165.993,3644.125,22928.95,--,139.9177,127.555,106.33,,,
2014-01-21,1478.884,2187.41,3700.108,23033.12,1843.8,140.3507,127.6987,106.8,,,
2014-01-22,1514.121,2243.796,3799.042,23082.25,1844.86,140.7632,127.8075,108.08,,,
2014-01-23,1499.031,2231.889,3825.486,22733.9,1828.46,140.8691,127.936,107.58,,,
2014-01-24,1502.065,2245.678,3882.668,22450.06,1790.29,140.7815,127.9698,107.89,,,
2014-01-26,--,--,--,--,--,141.1095,127.9979,--,,,
2014-01-27,1478.865,2215.919,3881.947,21976.1,1781.56,141.1898,128.0898,106.29,,,
2014-01-28,1487.803,2219.855,3873.81,21960.64,1792.5,141.156,128.1094,106.89,,,
2014-01-29,1494.49,2227.781,3908.45,22141.61,1774.2,141.1482,128.1345,107.11,,,
2014-01-30,1477.345,2202.45,3885.416,22035.42,1794.19,141.1531,128.1802,107.07,,,
2014-01-31,--,--,--,--,1782.59,--,--,--,,,
2014-02-03,--,--,--,--,1741.89,--,--,--,,,
2014-02-04,--,--,--,21397.77,1755.2,--,--,--,,,
2014-02-05,--,--,--,21269.38,1751.64,--,--,--,,,
2014-02-06,--,--,--,21423.13,1773.43,--,--,--,,,
2014-02-07,1475.343,2212.483,3957.671,21636.85,1797.02,141.5409,128.4068,108.83,,,
2014-02-08,--,--,--,--,--,141.6029,128.4718,--,,,
2014-02-10,1505.834,2267.534,4074.63,21579.26,1799.84,141.5774,128.5703,107.78,,,
2014-02-11,1528.322,2285.562,4080.378,21962.98,1819.75,141.5991,128.6372,108.2,,,
2014-02-12,1527.001,2291.246,4125.412,22285.79,1819.26,141.6285,128.7259,108.27,,,
2014-02-13,1528.015,2279.554,4064.423,22165.53,1829.83,141.6942,128.9527,108.58,,,
2014-02-14,1534.239,2295.575,4134.16,22298.41,1838.63,141.7266,129.1988,109.07,,,
2014-02-17,1538.105,2311.647,4212.745,22535.94,--,141.6126,129.3571,109.1,,,
2014-02-18,1508.541,2282.442,4207.699,22587.72,1840.76,141.4967,129.4344,110.63,,,
2014-02-19,1533.396,2308.656,4207.994,22664.52,1828.75,141.4145,129.558,110.42,,,
2014-02-20,1520.138,2287.436,4149.071,22394.08,1839.78,141.5115,129.7268,110.49,,,
2014-02-21,1505.331,2264.294,4121.917,22568.24,1836.25,141.6048,129.989,109.84,,,
2014-02-24,1468.06,2214.509,4105.792,22388.56,1847.61,141.8833,130.3213,110.71,,,
2014-02-25,1440.892,2157.909,3961.439,22317.2,1845.12,142.5959,130.6013,109.59,,,
2014-02-26,1444.198,2163.405,3987.48,22437.44,1845.16,142.4899,130.8778,109.51,,,
2014-02-27,1452.461,2154.108,3934.727,22828.18,1854.29,143.0507,131.1387,108.77,,,
2014-02-28,1464.321,2178.971,3975.929,22836.96,1859.45,142.8031,131.2589,108.65,,,
2014-03-03,1462.686,2190.37,4058.799,22500.67,1845.73,142.6409,131.3574,110.78,,,
2014-03-04,1464.284,2184.273,4059.567,22657.63,1873.91,142.2413,131.2338,108.73,,,
2014-03-05,1448.331,2163.976,4037.784,22579.78,1873.81,142.1349,131.0107,107.28,,,
2014-03-06,1459.508,2173.634,4032.756,22702.97,1877.03,142.1273,130.9008,107.8,,,
2014-03-07,1455.585,2168.358,4012.447,22660.49,1878.04,142.1575,130.8818,108.23,,,
2014-03-10,1408.873,2097.787,3860.244,22264.93,1877.17,142.4063,130.9029,107.38,,,
2014-03-11,1412.733,2108.661,3864.26,22269.61,1867.63,142.3842,130.9702,107.77,,,
2014-03-12,1418.698,2114.134,3865.662,21901.95,1868.2,142.5458,131.0071,107.6,,,
2014-03-13,1437.392,2140.333,3907.146,21756.08,1846.34,142.6521,131.0361,106.99,,,
2014-03-14,1426.395,2122.836,3888.975,21539.49,1841.13,142.7546,131.1015,108.5,,,
2014-03-17,1434.157,2143.038,3967.15,21473.95,1858.83,142.8601,131.2118,106.4,,,
2014-03-18,1427.63,2138.133,3989.201,21583.5,1872.25,142.6979,131.1829,106.65,,,
2014-03-19,1418.707,2120.87,3980.673,21568.69,1860.77,142.6321,131.0646,105.84,,,
2014-03-20,1406.915,2086.967,3876.578,21182.16,1872.01,142.5583,131.0418,106.23,,,
2014-03-21,1464.08,2158.798,3952.392,21436.7,1866.52,142.668,131.1359,106.94,,,
2014-03-24,1477.532,2176.554,3985.861,21846.45,1857.44,142.681,131.1631,106.36,,,
2014-03-25,1470.121,2174.44,3991.144,21732.32,1865.62,142.7066,131.1043,106.75,,,
2014-03-26,1467.08,2171.047,4001.502,21887.75,1852.56,142.7567,131.1362,106.9,,,
2014-03-27,1464.53,2155.707,3944.044,21834.45,1849.04,142.7505,131.1494,107.55,,,
2014-03-28,1472.047,2151.965,3865.295,22065.53,1857.62,142.712,131.1546,107.86,,,
2014-03-31,1465.783,2146.305,3840.536,22151.06,1872.34,142.8343,131.1442,107.65,,,
2014-04-01,1473.142,2163.115,3899.488,22448.54,1885.52,142.8422,131.1975,105.31,,,
2014-04-02,1491.303,2180.727,3902.043,22523.94,1890.9,142.8266,131.1686,104.7,,,
2014-04-03,1477.488,2165.008,3896.28,22565.08,1888.77,142.7577,131.1611,106.14,,,
2014-04-04,1490.334,2185.472,3939.229,22510.08,1865.09,142.7348,131.2237,106.57,,,
2014-04-07,--,--,--,22377.15,1845.04,--,--,--,,,
2014-04-08,1534.747,2237.316,3981.625,22596.97,1851.96,142.8719,131.3881,107.48,,,
2014-04-09,1530.875,2238.62,4018.547,22843.17,1872.18,142.6986,131.3965,107.9,,,
2014-04-10,1570.397,2273.761,4038.84,23186.96,1833.08,142.7737,131.442,107.39,,,
2014-04-11,1565.308,2270.666,4021.194,23003.64,1815.69,142.872,131.5604,107.15,,,
2014-04-14,1557.7,2268.613,4051.33,23038.8,1830.61,143.0975,131.7473,108.96,,,
2014-04-15,1523.22,2229.463,4021.906,22671.26,1842.98,143.2248,131.8524,109.18,,,
2014-04-16,1527.054,2232.526,4019.883,22696.01,1862.31,143.4146,132.0279,109.71,,,
2014-04-17,1520.562,2224.803,4014.94,22760.24,1864.85,144.0706,132.305,109.76,,,
2014-04-18,1521.278,2224.479,4029.262,--,--,144.0031,132.3775,--,,,
2014-04-21,1493.756,2187.248,3965.337,--,1871.89,144.0358,132.4998,109.95,,,
2014-04-22,1509.547,2196.795,3947.169,22730.68,1879.55,144.0704,132.5862,109.37,,,
2014-04-23,1507.041,2194.668,3929.168,22509.64,1875.39,143.9053,132.6184,109.14,,,
2014-04-24,1510.285,2190.474,3884.811,22562.8,1878.61,143.8755,132.6683,110.39,,,
2014-04-25,1501.046,2167.826,3800.681,22223.53,1863.4,143.9718,132.6971,109.39,,,
2014-04-28,1483.776,2134.969,3684.593,22132.53,1869.43,144.0246,132.7495,108.12,,,
2014-04-29,1496.009,2158.47,3738.926,22453.89,1878.33,144.0909,132.7895,108.91,,,
