,000016.SH,000300.SH,000905.SH,HSI.HK,SPX.GI,CBA00601.CB,CBA02001.CB,BRN0Y.ICE,,,
date,上证50,沪深300,中证500,恒生指数,标普500,中债国债总指数(总值)财富指数,中债企业债总指数(总值)财富指数,布伦特原油连续,,,
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),,,
2018-09-06,2416.033,3262.8808,4793.345,26974.82,2878.05,175.6605,173.2965,76.63,,,
2018-09-07,2437.677,3277.6438,4791.778,26973.47,2871.6799,175.5813,173.3111,77.1,,,
2018-09-10,2413.426,3230.0681,4704.878,26613.42,2877.1299,175.2557,173.3596,77.36,,,
2018-09-11,2398.768,3224.2116,4702.903,26422.55,2887.8899,175.101,173.3138,79.5,,,
2018-09-12,2381.388,3202.0248,4693.974,26345.04,2888.9199,175.1851,173.3124,79.75,,,
2018-09-13,2415.312,3236.5662,4721.212,27014.49,2904.1799,175.2818,173.3366,78.43,,,
2018-09-14,2425.421,3242.0902,4670.08,27286.41,2904.98,175.4459,173.3831,78.1,,,
2018-09-17,2399.881,3204.9224,4602.39,26932.85,2888.8,175.5805,173.525,78,,,
2018-09-18,2458.768,3269.4319,4683.506,27084.66,2904.3101,175.5853,173.589,78.9,,,
2018-09-19,2487.077,3312.4823,4736.893,27407.37,2907.95,175.4273,173.6259,79.34,,,
2018-09-20,2487.422,3310.1258,4733.481,27477.67,2930.75,175.3362,173.6375,78.71,,,
2018-09-21,2573.603,3410.4856,4805.215,27953.58,2929.6699,175.4933,173.6409,78.77,,,
2018-09-24,--,--,--,27499.39,2919.3701,--,--,81.39,,,
2018-09-25,2547.791,3379.8043,4792.551,--,2915.5601,175.6341,173.7297,81.5,,,
2018-09-26,2582.767,3417.2413,4815.631,27816.87,2905.97,175.8092,173.774,81.75,,,
2018-09-27,2575.449,3403.5902,4755.38,27715.67,2914,176.0238,173.8557,81.68,,,
2018-09-28,2606.668,3438.8649,4800.729,27788.52,2913.98,176.1227,173.9403,82.69,,,
2018-09-29,--,--,--,--,--,176.194,173.9555,--,,,
2018-09-30,--,--,--,--,--,176.2306,173.9548,--,,,
2018-10-01,--,--,--,--,2924.5901,--,--,84.95,,,
2018-10-02,--,--,--,27126.38,2923.4299,--,--,84.64,,,
2018-10-03,--,--,--,27091.26,2925.51,--,--,86.1,,,
2018-10-04,--,--,--,26623.87,2901.6101,--,--,84.88,,,
2018-10-05,--,--,--,26572.57,2885.5701,--,--,84.11,,,
2018-10-08,2486.822,3290.8988,4646.493,26202.57,2884.4299,176.3416,174.2455,83.76,,,
2018-10-09,2491.663,3288.6906,4634.894,26172.91,2880.3401,176.3667,174.3025,84.86,,,
2018-10-10,2494.056,3281.5978,4629.888,26193.07,2785.6799,176.4446,174.4014,82.6,,,
2018-10-11,2390.503,3124.1139,4307.421,25266.37,2728.3701,176.7871,174.5025,80.36,,,
2018-10-12,2444.131,3170.7262,4278.035,25801.49,2767.1299,176.8293,174.6107,80.6,,,
2018-10-15,2412.479,3126.4516,4199.153,25445.06,2750.79,176.8273,174.7217,80.76,,,
2018-10-16,2415.492,3100.9738,4099.683,25462.26,2809.9199,176.8948,174.8007,81.56,,,
2018-10-17,2429.215,3118.2463,4133.383,--,2809.21,176.9216,174.8644,80.36,,,
2018-10-18,2369.068,3044.3918,4018.461,25454.55,2768.78,177.1607,174.9668,79.35,,,
2018-10-19,2446.32,3134.9455,4127.985,25561.4,2767.78,177.2833,175.0147,80.02,,,
2018-10-22,2540.152,3270.2732,4333.145,26153.15,2755.8799,177.1936,175.1154,79.98,,,
2018-10-23,2464.812,3183.4257,4253.556,25346.55,2740.6899,177.2619,175.1354,76.24,,,
2018-10-24,2477.488,3188.2018,4245.488,25249.78,2656.1001,177.4961,175.1909,75.68,,,
2018-10-25,2485.099,3194.3084,4234.421,24994.46,2705.5701,177.6492,175.2576,76.73,,,
2018-10-26,2468.91,3173.635,4233.959,24717.63,2658.6899,177.7093,175.2615,77.73,,,
2018-10-29,2389.577,3076.8889,4162.526,24812.04,2641.25,177.9641,175.4187,76.86,,,
2018-10-30,2415.649,3110.2605,4204.542,24585.53,2682.6299,178.1041,175.5572,76.04,,,
2018-10-31,2451.121,3153.8234,4272.552,24979.69,2711.74,178.1463,175.5839,75.46,,,
2018-11-01,2460.162,3177.0338,4298.984,25416,2740.3701,178.2384,175.6889,72.75,,,
2018-11-02,2542.768,3290.2455,4437.946,26486.35,2723.0601,177.9478,175.6842,72.62,,,
2018-11-05,2511.59,3262.8351,4440.827,25934.39,2738.3101,178.0439,175.7557,72.71,,,
2018-11-06,2499.679,3243.1504,4438.097,26120.96,2755.45,178.1984,175.8032,71.65,,,
2018-11-07,2482.334,3221.9101,4415.136,26147.69,2813.8899,178.5221,175.9127,72,,,
2018-11-08,2485.998,3212.7737,4382.329,26227.72,2806.8301,178.5969,176.0195,70.96,,,
2018-11-09,2434.212,3167.4442,4368.614,25601.92,2781.01,178.6551,176.0999,69.88,,,
2018-11-12,2444.967,3205.1407,4481.688,25633.18,2726.22,178.7494,176.2123,68.97,,,
2018-11-13,2462.973,3237.3823,4563.535,25792.87,2722.1799,178.902,176.2678,65.35,,,
2018-11-14,2429.9857,3204.9427,4545.5089,25654.43,2701.5801,179.4962,176.4395,65.86,,,
2018-11-15,2459.1411,3242.3715,4619.8141,26103.34,2730.2,179.8429,176.5254,66.63,,,
2018-11-16,2461.4445,3257.6735,4659.0965,26183.53,2736.27,180.3884,176.6922,67.1,,,
2018-11-19,2492.0842,3294.6031,4670.737,26372,2690.73,180.4155,176.9229,67.01,,,
2018-11-20,2446.7911,3218.4076,4537.4493,25840.34,2641.8899,180.1772,177.0104,62.44,,,
2018-11-21,2451.2723,3226.4918,4554.6747,25971.47,2649.9299,180.3149,177.0444,63.46,,,
2018-11-22,2437.6387,3214.4273,4551.3264,26019.41,--,180.2176,177.0969,62.52,,,
2018-11-23,2399.2026,3143.4752,4374.7644,25927.68,2632.5601,180.0855,177.1099,59.19,,,
2018-11-26,2401.8978,3141.2434,4367.4619,26376.18,2673.45,180.0281,177.1726,60.41,,,
2018-11-27,2394.2943,3137.2413,4387.6515,26331.96,2682.1699,180.0932,177.1884,60.88,,,
2018-11-28,2421.1336,3178.9326,4441.8569,26682.56,2743.78,180.2584,177.2555,58.61,,,
2018-11-29,2401.8524,3137.6542,4345.703,26451.03,2737.76,180.503,177.2901,59.26,,,
2018-11-30,2428.0445,3172.69,4376.6511,26506.75,2760.1599,180.5706,177.3672,58.68,,,
2018-12-03,2488.0567,3260.9502,4515.1735,27182.04,2790.3701,180.6307,177.4555,61.9,,,
2018-12-04,2496.1425,3267.7095,4536.2104,27260.44,2700.0601,181.1067,177.5003,61.31,,,
2018-12-05,2481.7917,3252.0041,4502.7021,26819.68,--,181.3372,177.7268,61.61,,,
2018-12-06,2434.4908,3181.673,4411.0884,26156.38,2695.95,181.6053,177.7458,60.31,,,
2018-12-07,2430.7223,3181.5646,4410.9593,26063.76,2633.0801,181.784,177.8588,61.4,,,
2018-12-10,2408.6063,3144.7631,4359.3122,25752.38,2637.72,182.0164,177.9787,59.81,,,
2018-12-11,2415.5777,3159.8158,4395.5702,25771.67,2636.78,182.1632,178.0408,60.46,,,
2018-12-12,2423.3178,3170.6092,4393.324,26186.71,2651.0701,182.1836,178.0857,60.18,,,
2018-12-13,2457.9046,3219.6924,4443.1572,26524.35,2650.54,181.6007,178.0457,61.71,,,
2018-12-14,2423.3814,3165.9109,4337.1025,26094.79,2599.95,181.5286,177.9817,60.25,,,
2018-12-17,2425.9446,3161.1966,4330.6465,26087.98,2545.9399,181.3466,177.9753,58.66,,,
2018-12-18,2397.8676,3128.4265,4307.2675,25814.25,2546.1599,181.3986,177.8884,56.08,,,
2018-12-19,2369.5483,3091.1255,4247.8991,25865.39,2506.96,181.5122,177.9137,56.55,,,
2018-12-20,2334.9217,3067.4169,4259.7614,25623.53,2467.4199,181.8372,178.0283,54.7,,,
2018-12-21,2306.1451,3029.3951,4231.144,25753.42,2416.5801,181.8976,178.0866,53.5,,,
2018-12-24,2309.2327,3038.1981,4274.7218,25651.38,2351.1001,181.8401,178.1497,50.43,,,
2018-12-25,2297.3326,3017.2815,4225.5124,--,--,181.9072,178.1621,--,,,
2018-12-26,2281.5579,3002.0327,4208.4053,--,2467.7,182.0596,178.1567,54.86,,,
2018-12-27,2276.0571,2990.5057,4161.2702,25478.88,2488.8301,182.3508,178.1814,53,,,
2018-12-28,2293.0985,3010.6536,4168.0363,25504.2,2485.74,182.8239,178.3918,52.23,,,
2018-12-29,--,--,--,--,--,182.912,178.427,--,,,
2018-12-30,--,--,--,--,--,182.9167,178.4537,--,,,
2018-12-31,--,--,--,25845.7,2506.8501,182.9333,178.4807,54.15,,,
2019-01-02,2262.7908,2969.5353,4131.9567,25130.35,2510.03,183.4889,178.7118,54.68,,,
2019-01-03,2269.243,2964.8421,4112.807,25064.36,2447.8899,183.6008,178.936,55.55,,,
2019-01-04,2314.6466,3035.8741,4210.8786,25626.03,2531.9399,183.5155,179.1411,57.42,,,
2019-01-07,2314.3193,3054.303,4288.3234,25835.7,2549.6899,183.4784,179.3706,57.57,,,
2019-01-08,2305.1708,3047.7035,4277.2967,25875.45,2574.4099,183.8706,179.588,58.59,,,
2019-01-09,2332.7192,3078.4759,4288.7717,26462.32,2584.96,183.7506,179.6741,61.34,,,
2019-01-10,2331.8507,3072.6864,4281.8606,26521.43,2596.6399,183.671,179.7842,61.18,,,
2019-01-11,2354.4987,3094.7782,4314.8757,26667.27,2596.26,183.6747,179.8478,60.59,,,
2019-01-14,2331.1358,3067.7845,4286.5474,26298.33,2582.6101,183.5561,179.9339,59.32,,,
2019-01-15,2378.3696,3127.9904,4347.3555,26830.29,2610.3,183.4864,179.924,60.53,,,
2019-01-16,2381.2178,3128.6517,4336.8779,26902.1,2616.1001,184.0784,179.9991,61.3,,,
2019-01-17,2371.3481,3111.4168,4303.7308,26755.63,2635.96,184.1646,180.1257,61.15,,,
2019-01-18,2417.363,3168.1739,4347.8112,27090.81,2670.71,183.9865,180.1758,62.58,,,
2019-01-21,2432.487,3185.6364,4373.6333,27196.54,--,183.9501,180.2172,62.81,,,
2019-01-22,2401.233,3143.3171,4308.2518,27005.45,2632.8999,183.9577,180.2089,61.61,,,
2019-01-23,2397.0493,3141.0532,4315.6846,27008.2,2638.7,183.9546,180.2194,60.99,,,
2019-01-24,2411.5621,3158.7817,4338.17,27120.98,2642.3301,183.8265,180.2123,61.19,,,
2019-01-25,2441.64,3184.4696,4318.4417,27569.19,2664.76,183.7542,180.1912,61.51,,,
2019-01-28,2437.0261,3183.7777,4307.2196,27576.96,2643.8501,183.6533,180.2475,60.09,,,
2019-01-29,2455.8968,3193.9698,4254.2875,27531.68,2640,183.9123,180.2744,61.21,,,
2019-01-30,2440.0146,3168.4829,4211.6235,27642.85,2681.05,184.0684,180.3521,61.75,,,
2019-01-31,2483.4709,3201.6331,4176.4739,27942.47,2704.1001,184.1739,180.4493,61.9,,,
2019-02-01,2499.6442,3247.3971,4294.2696,27930.74,2706.53,184.2048,180.5471,62.9,,,
2019-02-02,--,--,--,--,--,184.2985,180.5819,--,,,
2019-02-03,--,--,--,--,--,184.3678,180.6186,--,,,
2019-02-04,--,--,--,27990.21,2724.8701,--,--,62.82,,,
2019-02-05,--,--,--,--,2737.7,--,--,62.11,,,
2019-02-06,--,--,--,--,2731.6101,--,--,62.55,,,
2019-02-07,--,--,--,--,2706.05,--,--,61.68,,,
2019-02-08,--,--,--,27946.32,2707.8799,--,--,61.97,,,
2019-02-11,2527.4736,3306.4725,4402.8668,28143.84,2709.8,184.5642,180.8697,61.58,,,
2019-02-12,2533.1817,3330.3353,4439.485,28171.33,2744.73,184.6153,180.9882,62.61,,,
2019-02-13,2580.6116,3397.0276,4512.4088,28497.59,2753.03,184.6839,181.0568,63.6,,,
2019-02-14,2576.3062,3402.1403,4532.1699,28432.05,2745.73,184.6355,181.1347,64.56,,,
2019-02-15,2517.4622,3338.7047,4502.7348,27900.84,2775.6001,184.6119,181.1891,66.39,,,
2019-02-18,2582.8512,3445.7448,4660.999,28347.01,--,184.4168,181.2919,66.5,,,
2019-02-19,2579.0463,3439.6078,4667.2836,28228.13,2779.76,184.4203,181.289,66.44,,,
2019-02-20,2588.166,3451.9273,4667.6243,28514.05,2784.7,184.4466,181.3602,67.18,,,
2019-02-21,2577.2255,3442.7056,4659.1431,28629.92,2774.8799,184.4101,181.3931,66.94,,,
2019-02-22,2623.0736,3520.1182,4777.2977,28816.3,2792.6699,184.4918,181.3854,66.91,,,
2019-02-25,2787.6987,3729.4831,5044.3466,28959.3,2796.1101,184.0347,181.3957,--,,,
2019-02-26,2733.9005,3684.6935,5038.5435,28772.06,2793.8999,183.7921,181.2153,65.64,,,
2019-02-27,2750.3391,3678.3921,5017.8842,28757.44,2792.3799,183.9969,181.2177,66.23,,,
2019-02-28,2743.9716,3669.3703,5025.2913,28633.18,2784.49,183.9204,181.184,66.02,,,
2019-03-01,2819.4681,3749.7143,5067.225,28812.17,2803.6899,183.8146,181.1179,65,,,
2019-03-04,2832.5878,3794.104,5158.2467,28959.59,2792.8101,183.7602,181.0269,65.55,,,
2019-03-05,2828.8685,3816.0132,5295.2878,28961.6,2789.6499,183.6462,180.9331,65.57,,,
2019-03-06,2840.2717,3848.0903,5390.0294,29037.6,2771.45,183.6604,180.8815,65.93,,,
2019-03-07,2789.7001,3808.8497,5458.6153,28779.45,2748.9299,183.9455,180.9501,66.09,,,
2019-03-08,2685.592,3657.579,5245.6999,28228.42,2743.0701,184.1443,181.0678,65.81,,,
2019-03-11,2708.5982,3729.9546,5456.381,28503.3,2783.3,184.2347,181.2077,66.63,,,
2019-03-12,2719.7727,3755.3519,5551.0029,28920.87,2791.52,184.2027,181.2,66.82,,,
2019-03-13,2723.9618,3724.1941,5424.8642,28807.45,2810.9199,184.2146,181.2022,67.64,,,
2019-03-14,2729.1324,3698.4858,5298.5024,28851.39,2808.48,184.142,181.2092,67.18,,,
2019-03-15,2755.8053,3745.005,5359.0087,29012.26,2822.48,184.2098,181.1893,67.02,,,
2019-03-18,2825.1837,3851.7479,5501.183,29409.01,2832.9399,184.2542,181.2685,67.43,,,
2019-03-19,2806.8964,3833.9626,5522.1801,29466.28,2832.5701,184.2919,181.2867,67.71,,,
2019-03-20,2812.9179,3835.4397,5515.7856,29320.97,2824.23,184.2431,181.2912,68.3,,,
2019-03-21,2802.9647,3836.8913,5589.478,29071.56,2854.8799,184.3712,181.3379,67.74,,,
2019-03-22,2795.3909,3833.8013,5622.1402,29113.36,2800.71,184.6138,181.3849,67.08,,,
2019-03-25,2718.1807,3742.8252,5549.6711,28523.35,2798.3601,184.8711,181.5331,67.3,,,
2019-03-26,2706.1537,3700.4388,5394.8787,28566.91,2818.46,184.9929,181.6091,68.03,,,
2019-03-27,2741.5907,3743.3878,5447.8795,28728.25,2805.3701,184.95,181.6936,67.83,,,
2019-03-28,2733.9743,3728.3953,5370.1234,28775.21,2815.4399,185.0605,181.7243,68,,,
2019-03-29,2838.5054,3872.3412,5547.6561,29051.36,2834.3999,185.1911,181.8153,68.39,,,
2019-04-01,2892.619,3973.928,5757.8379,29562.02,2867.1899,184.6941,181.8813,69.16,,,
2019-04-02,2888.5304,3971.2852,5775.5497,29624.67,2867.24,184.5116,181.7399,69.57,,,
2019-04-03,2920.0013,4022.1566,5836.0369,29986.39,2873.3999,183.8553,181.6723,69.52,,,
2019-04-04,2951.9848,4062.2309,5871.5575,29936.32,2879.3899,183.6423,181.5694,69.31,,,
2019-04-05,--,--,--,--,2892.74,--,--,70.48,,,
2019-04-08,2962.2749,4057.2286,5847.6296,30077.15,2895.77,183.7192,181.6075,71.1,,,
2019-04-09,2967.5136,4075.4301,5858.0464,30157.49,2878.2,183.3119,181.5533,70.83,,,
2019-04-10,2979.0985,4085.847,5850.7609,30119.56,2888.21,183.2652,181.4798,71.57,,,
2019-04-11,2928.4268,3997.5778,5727.1749,29839.45,2888.3201,183.3003,181.5084,70.98,,,
2019-04-12,2920.5151,3988.6168,5714.3676,29909.76,2907.4099,183.0437,181.5776,71.55,,,
2019-04-15,2924.9257,3975.5244,5655.9825,29810.72,2905.5801,182.4742,181.4184,71.3,,,
2019-04-16,3023.0253,4085.7891,5777.0111,30129.87,2907.0601,182.1981,181.2745,71.86,,,
2019-04-17,3017.4162,4087.2398,5807.7288,30124.68,2900.45,182.1756,181.1819,71.64,,,
2019-04-18,3004.9245,4072.0753,5775.171,29963.26,2905.03,182.5006,181.2071,72.01,,,
2019-04-19,3042.4321,4120.6078,5810.1798,--,--,182.3578,181.3143,--,,,
2019-04-22,2970.488,4025.6109,5723.0417,--,2907.97,182.1286,181.4054,74.25,,,
2019-04-23,2978.8451,4019.0053,5628.0624,29963.24,2933.6799,182.1266,181.3648,74.36,,,
2019-04-24,2974.8473,4030.0887,5679.7256,29805.83,2927.25,181.8501,181.394,74.48,,,
2019-04-25,2927.995,3941.816,5458.4194,29549.8,2926.1699,182.0201,181.3929,74.33,,,
2019-04-26,2892.8568,3889.2748,5408.0306,29605.01,2939.8799,182.1861,181.4222,71.57,,,
2019-04-28,--,--,--,--,--,182.2429,181.4699,--,,,
2019-04-29,2939.405,3900.3339,5265.6011,29892.81,2943.03,182.1728,181.4722,71.96,,,
2019-04-30,2945.2438,3913.211,5307.56,29699.11,2945.8301,182.375,181.5289,72.78,,,
2019-05-01,--,--,--,--,2923.73,--,--,72.05,,,
2019-05-02,--,--,--,29944.18,2917.52,--,--,70.35,,,
2019-05-03,--,--,--,30081.55,2945.6399,--,--,70.78,,,
2019-05-05,--,--,--,--,--,182.5073,181.6927,--,,,
2019-05-06,2805.0354,3684.6168,4908.7984,29209.82,2932.47,182.8385,181.8375,70.98,,,
2019-05-07,2806.2577,3720.6684,4973.4043,29363.02,2884.05,182.7639,181.978,69.87,,,
2019-05-08,2758.2435,3667.4574,4947.7419,29003.2,2879.4199,182.9079,182.1253,70.32,,,
2019-05-09,2698.7804,3599.7001,4888.4128,28311.07,2870.72,183.185,182.3033,70.32,,,
2019-05-10,2793.7589,3730.4513,5064.323,28550.24,2881.3999,183.224,182.4062,70.86,,,
2019-05-13,2741.1118,3668.7255,5005.9044,--,2811.8701,183.5014,182.5882,69.95,,,
2019-05-14,2724.7337,3645.1503,4965.6124,28122.02,2834.4099,183.3726,182.7082,70.99,,,
2019-05-15,2783.5439,3727.0923,5076.555,28268.71,2850.96,183.3922,182.8,71.95,,,
2019-05-16,2791.4146,3743.9635,5108.3588,28275.07,2876.3201,183.5628,182.8794,72.77,,,
2019-05-17,2735.2124,3648.7609,4942.5792,27946.46,2859.53,183.4423,182.9437,72.17,,,
2019-05-20,2715.4315,3617.7924,4923.5589,27787.61,2840.23,183.4737,183.0949,72.06,,,
2019-05-21,2739.7852,3666.7762,5009.8725,27657.24,2864.3601,183.345,183.1184,72.04,,,
2019-05-22,2725.7343,3649.3796,4976.3929,27705.94,2856.27,183.2219,183.1002,70.91,,,
2019-05-23,2685.9336,3583.9646,4872.9202,27267.13,2822.24,183.387,183.1675,68,,,
2019-05-24,2702.0252,3593.9139,4841.7573,27353.93,2826.0601,183.4464,183.2071,69.26,,,
2019-05-27,2722.3345,3637.1971,4962.947,27288.09,--,183.1361,183.2194,70.01,,,
2019-05-28,2748.7987,3672.2605,4955.4855,27390.81,2802.3899,183.3716,183.1236,70.16,,,
2019-05-29,2755.8081,3663.909,4956.8638,27235.71,2783.02,183.6721,183.2174,69.74,,,
2019-05-30,2742.9635,3641.1833,4926.403,27114.88,2788.8601,183.788,183.2779,66.65,,,
2019-05-31,2728.9459,3629.7893,4912.0005,26901.09,2752.0601,183.7669,183.3366,64.47,,,
2019-06-03,2743.0644,3632.0127,4853.8153,26893.86,2744.45,184.0864,183.452,60.9,,,
2019-06-04,2721.3139,3598.4666,4795.4129,26761.52,2803.27,184.4471,183.4792,61.4,,,
2019-06-05,2719.5949,3597.105,4783.8245,26895.44,2826.1499,184.5719,183.5396,60.5,,,
2019-06-06,2706.7621,3564.6778,4678.7844,26965.28,2843.49,184.6689,183.5918,62.23,,,
2019-06-07,--,--,--,--,2873.3401,--,--,63.24,,,
2019-06-10,2743.3745,3610.7435,4725.2643,27578.64,2886.73,184.5952,183.6882,62.32,,,
2019-06-11,2812.8986,3719.2759,4901.4723,27789.34,2885.72,184.2429,183.7021,62.06,,,
2019-06-12,2796.7319,3691.0957,4863.4922,27308.46,2879.8401,184.2724,183.6553,59.78,,,
2019-06-13,2794.5361,3685.3933,4877.6505,27294.71,2891.6399,184.4503,183.5787,61.35,,,
2019-06-14,2785.6055,3654.8799,4795.5267,27118.35,2886.98,184.727,183.4634,62.04,,,
2019-06-17,2793.7037,3654.8248,4802.8185,27227.16,2889.6699,184.8575,183.5756,60.93,,,
2019-06-18,2806.454,3667.6185,4797.1468,27498.77,2917.75,184.8122,183.5973,62.31,,,
2019-06-19,2842.7358,3715.9381,4858.9164,28202.14,2926.46,184.7033,183.6665,62.27,,,
2019-06-20,2942.6287,3828.5183,4954.7338,28550.43,2954.1799,184.8371,183.7195,64.7,,,
2019-06-21,2938.7729,3833.9383,5021.3051,28473.71,2950.46,184.8148,183.8164,65.35,,,
2019-06-24,2949.5176,3841.2659,5024.2046,28513,2945.3501,184.6826,183.9444,64.78,,,
2019-06-25,2910.1212,3801.3098,4974.9882,28185.98,2917.3799,184.7661,183.9918,65.84,,,
2019-06-26,2903.4868,3794.331,4962.5936,28221.98,2913.78,184.701,184.0868,66.36,,,
2019-06-27,2937.1283,3834.8172,5007.4833,28621.42,2924.9199,184.6477,184.1466,66.33,,,
2019-06-28,2930.5982,3825.5873,4950.4798,28542.62,2941.76,184.8422,184.1871,66.51,,,
2019-07-01,3002.9395,3935.8116,5100.2619,--,2964.3301,184.9143,184.3413,65.22,,,
2019-07-02,2999.0759,3937.1691,5084.41,28875.56,2973.01,185.5105,184.4052,62.82,,,
2019-07-03,2964.7309,3893.5341,5040.7227,28855.14,2995.8201,185.7133,184.5143,63.86,,,
2019-07-04,2953.2719,3873.1019,5025.0207,28795.77,--,185.8218,184.5911,63.18,,,
2019-07-05,2961.9222,3893.2025,5042.6599,28774.83,2990.4099,185.7132,184.6253,64.44,,,
2019-07-08,2897.5121,3802.7897,4870.7807,28331.69,2975.95,185.6262,184.6597,63.89,,,
2019-07-09,2881.5517,3793.1297,4881.6235,28116.28,2979.6299,185.6785,184.6452,64.54,,,
2019-07-10,2878.7812,3786.739,4843.8649,28204.69,2993.0701,185.6646,184.6156,66.72,,,
2019-07-11,2887.8313,3785.221,4844.5474,28431.8,2999.9099,185.764,184.6438,66.81,,,
2019-07-12,2902.1295,3808.7311,4861.5679,28471.62,3013.77,185.8803,184.6595,67,,,
2019-07-15,2902.6099,3824.1878,4925.3243,28554.88,3014.3,185.7502,184.7363,66.19,,,
2019-07-16,2884.561,3806.8449,4932.0458,28619.62,3004.04,185.7304,184.7523,64.4,,,
2019-07-17,2875.0299,3804.6384,4929.085,28593.17,2984.4199,185.6912,184.7401,63.6,,,
2019-07-18,2859.1646,3768.4019,4844.1087,28461.66,2995.1101,185.8111,184.7593,62.59,,,
2019-07-19,2895.6249,3807.9551,4878.6903,28765.4,2976.6101,185.7433,184.79,--,,,
2019-07-22,2881.9038,3781.6832,4776.5749,28371.26,2985.03,185.9298,184.8785,63.3,,,
2019-07-23,2881.0982,3789.9135,4823.9182,28466.48,3005.47,186.0097,184.9179,64.21,,,
2019-07-24,2906.5502,3819.8325,4873.0271,28524.04,3019.5601,185.8519,184.9747,63.13,,,
2019-07-25,2931.1758,3851.0665,4891.6432,28594.3,3003.6699,185.9366,184.9896,63.08,,,
2019-07-26,2939.3547,3858.5688,4898.1099,28397.74,3025.8601,185.9275,185.0254,63.39,,,
2019-07-29,2930.4891,3854.2704,4897.0183,28106.41,3020.97,185.8332,185.0968,63.82,,,
2019-07-30,2944.025,3870.3176,4922.9175,28146.5,3013.1799,185.875,185.0891,64.99,,,
2019-07-31,2912.6612,3835.3589,4903.203,27777.75,2980.3799,186.1108,185.1321,65.18,,,
2019-08-01,2887.8665,3803.4694,4870.469,27565.7,2953.5601,186.1974,185.1769,61.05,,,
2019-08-02,2843.7704,3747.4379,4809.9198,26918.58,2932.05,186.7452,185.2724,61.17,,,
2019-08-05,2786.7196,3675.6884,4751.9846,26151.32,2844.74,187.2414,185.4419,60.05,,,
2019-08-06,2760.6799,3636.3289,4650.5627,25976.24,2881.77,187.1705,185.5293,58.63,,,
2019-08-07,2747.2491,3621.431,4626.3641,25997.03,2883.98,187.3432,185.6149,57.44,,,
2019-08-08,2786.8715,3669.2936,4656.1009,26120.77,2938.0901,187.4053,185.6908,57.75,,,
2019-08-09,2772.1492,3633.5296,4600.3526,25939.3,2918.6499,187.6844,185.7436,58.42,,,
2019-08-12,2824.8041,3699.1047,4685.045,25824.72,2882.7,187.5922,185.8267,58.37,,,
2019-08-13,2792.9137,3665.7515,4658.3884,25281.3,2926.3201,187.9264,185.901,60.91,,,
2019-08-14,2804.3553,3682.4015,4683.8403,25302.28,2840.6001,188.1264,185.9638,58.99,,,
2019-08-15,2814.3881,3694.0006,4706.5504,25495.46,2847.6001,188.2028,186.0684,58.4,,,
2019-08-16,2824.2258,3710.5386,4722.6625,25734.22,2888.6799,188.1249,186.0889,58.64,,,
2019-08-19,2877.2312,3791.0946,4875.0363,26291.84,2923.6499,188.2636,186.1608,59.74,,,
2019-08-20,2875.653,3787.7324,4872.6061,26231.54,2900.51,188.1626,186.2212,60.05,,,
2019-08-21,2869.2196,3781.7579,4882.7213,26270.04,2924.4299,187.9117,186.2303,60.38,,,
2019-08-22,2878.0047,3793.5061,4887.9142,26048.72,2922.95,187.8899,186.2656,60.05,,,
2019-08-23,2917.3773,3820.8638,4887.9024,26179.33,2847.1101,187.8455,186.2664,58.94,,,
2019-08-26,2863.4793,3765.9105,4855.4584,25680.33,2878.3799,188.0612,186.3742,58.87,,,
2019-08-27,2887.2385,3816.9459,4936.1238,25664.07,2869.1599,187.9738,186.3745,60.05,,,
2019-08-28,2867.0269,3802.5844,4928.1935,25615.48,2887.9399,187.9755,186.3927,60.43,,,
2019-08-29,2855.4504,3790.1867,4934.1838,25703.5,2924.5801,188.1914,186.462,61,,,
2019-08-30,2872.401,3799.5863,4886.494,25724.73,2926.46,187.8974,186.4731,60.43,,,
2019-09-02,2894.9575,3848.3198,5008.2958,25626.55,--,187.7863,186.5561,58.61,,,
2019-09-03,2892.1821,3853.6106,5044.1805,25527.85,2906.27,187.8049,186.5527,58.27,,,
2019-09-04,2919.6782,3886.0012,5093.2662,26523.23,2937.78,187.9902,186.5677,60.43,,,
2019-09-05,2955.8399,3925.323,5138.4051,26515.53,2976,188.4645,186.6409,60.8,,,
2019-09-06,2981.0728,3948.5075,5154.6378,26690.76,2978.71,188.5476,186.6661,61.78,,,
2019-09-09,2981.5862,3972.9484,5263.4594,26681.4,2978.4299,188.4949,186.7661,62.71,,,
2019-09-10,2969.8048,3959.265,5245.305,26683.68,2979.3899,188.3653,186.8212,62.71,,,
2019-09-11,2957.1439,3930.0999,5217.2913,27159.06,3000.9299,188.3326,186.8581,61.02,,,
2019-09-12,2999.5617,3972.3799,5242.6115,27087.63,3009.5701,188.034,186.894,60.49,,,
2019-09-13,--,--,--,27352.69,3007.3899,--,--,60.25,,,
2019-09-16,2982.4481,3957.7154,5250.3398,27124.55,2997.96,188.0541,187.0043,68.02,,,
2019-09-17,2937.0077,3891.2208,5140.4502,26790.24,3005.7,187.9702,187.0259,64.16,,,
2019-09-18,2954.3577,3910.0837,5141.0381,26754.12,3006.73,187.6925,187.067,63.55,,,
