ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
600320.SH,20220930,3.15,0.3881,0.715,1.05,37.7304,44.9173,1.1619,0.6388,0.5875,0.0,1.5873,526835.3501,332199.7661,180323.2242,1659531.3528,1046429.2632
600321.SH,20220930,1.81,0.5882,1.1036,0.56,62.6946,,1.4838,2.1646,2.5795,0.0,,151055.0,151055.0,80504.3287,273409.55,273409.55
600322.SH,20220930,2.39,12.2503,17.488,0.92,,,21.8107,0.5664,0.4177,0.0,,110570.0,110570.0,77454.031,264262.3,264262.3
600323.SH,20220930,18.9,0.433,0.7911,1.57,13.2459,14.1899,1.4991,1.3085,1.1534,1.164,1.164,81534.7146,81534.7146,44623.5838,1541006.1059,1541006.1059
600325.SH,20220930,9.85,2.393,3.2562,1.1,6.5276,6.2178,1.199,0.407,0.3759,4.5686,4.6701,211716.1116,211715.2116,155589.5753,2085403.6993,2085394.8343
600326.SH,20220930,4.62,0.5357,0.6812,0.8,106.305,,1.0266,0.7365,0.8003,1.7272,1.7316,92088.6187,91855.8173,72235.7581,425449.4184,424373.8759
600327.SH,20220930,4.52,0.4962,0.9045,0.63,6.243,6.1701,1.1599,0.5792,0.9512,11.0619,7.7434,88477.9518,88477.9518,48539.7346,399920.3421,399920.3421
600328.SH,20220930,15.04,1.6713,2.1138,0.8,9.8895,6.9412,1.6763,1.0889,0.8286,1.508,3.0816,97113.6742,55961.162,44244.9064,1460589.66,841655.8765
600329.SH,20220930,22.11,0.3134,0.7388,0.8,22.2336,22.0547,2.6507,2.4757,2.4284,1.3573,2.2614,77344.3076,56586.8076,24001.2548,1710082.641,1251134.316
600330.SH,20220930,10.58,1.2548,1.6379,0.86,25.4058,23.6845,2.0642,2.5811,2.4106,0.4661,0.4726,99656.573,99656.573,76348.7657,1054366.5423,1054366.5423
600331.SH,20220930,2.76,0.5378,0.8277,0.65,18.3414,28.4109,12.047,1.9292,1.7919,0.0,,203200.0,203200.0,132032.5975,560832.0,560832.0
600332.SH,20220930,25.96,0.3079,0.6427,1.04,11.3459,11.0849,1.3819,0.6115,0.602,2.0724,2.6464,162579.0949,140589.0949,67358.5846,4220553.3036,3649692.9036
600333.SH,20220930,6.02,5.6455,13.6862,1.98,149.6926,,1.8185,2.0406,1.9809,0.8306,,60903.0684,60903.0684,25121.9808,366636.4718,366636.4718
600335.SH,20220930,7.38,0.812,1.9479,0.73,41.9795,31.1884,1.0034,0.2447,0.2843,1.626,0.9485,145687.5351,102973.6837,42926.7069,1075174.009,759945.7857
600336.SH,20220930,5.68,1.4381,2.5752,0.86,25.1431,24.6859,1.8597,0.5256,0.4893,2.1129,1.4085,79816.5669,79091.6869,44168.7183,453358.1,449240.7816
600337.SH,20220930,2.75,0.3523,0.6343,0.76,17.9678,,1.1245,0.7798,0.8197,0.0,,149594.4883,149594.4883,83081.8259,411384.8428,411384.8428
600338.SH,20220930,22.3,3.0197,4.0096,0.96,28.2976,27.1915,5.8129,9.9515,9.7937,1.3453,,91421.0168,91421.0168,68850.3236,2038688.6746,2038688.6746
600339.SH,20220930,2.84,0.5366,1.9301,0.75,34.5164,25.6974,0.6264,0.1986,0.1816,1.6197,0.8803,558314.7471,558314.7471,155218.0662,1585613.8818,1585613.8818
600340.SH,20220930,2.5,0.7865,0.9408,0.9,,,2.3571,0.2266,0.2682,0.0,,391372.0342,389335.5062,325480.0256,978430.0855,973338.7655
600343.SH,20220930,8.45,0.574,1.021,0.57,,,2.8895,4.3987,4.4104,0.0,,63820.6348,63820.6348,35876.5744,539284.3641,539284.3641
600345.SH,20220930,14.3,0.5144,0.9768,0.65,30.9604,30.7221,1.3677,25.768,19.3021,0.3497,0.3497,19800.0,19800.0,10427.6962,283140.0,283140.0
600346.SH,20220930,16.92,0.2909,0.782,0.82,7.6686,7.9853,2.0179,0.6016,0.5603,4.54,5.9693,703909.9786,703909.9786,261824.2681,11910156.8379,11910156.8379
600348.SH,20220930,18.27,2.3037,5.1792,0.89,12.4343,7.7023,1.9973,1.1561,1.1732,1.3684,2.7367,240500.0,240500.0,106975.2422,4393935.0,4393935.0
600350.SH,20220930,5.43,0.1377,1.0519,0.88,8.5876,8.0445,0.9211,1.6177,1.4843,6.9749,7.342,482721.2433,482721.2433,63197.2067,2621176.3511,2621176.3511
600351.SH,20220930,5.7,0.9972,1.1364,1.29,23.4594,23.3251,1.4798,1.5879,1.6926,0.8772,1.4035,77000.0023,77000.0023,67570.0023,438900.0131,438900.0131
600352.SH,20220930,9.01,0.1891,0.2443,0.74,8.6879,12.8874,0.9564,1.7595,1.6923,2.7747,2.7296,325333.186,325333.186,251735.633,2931252.0059,2931252.0059
600353.SH,20220930,11.22,1.5761,2.7655,1.1,114.6197,103.6585,3.7581,6.5977,5.8744,0.2456,,59200.7971,54372.0,30986.9132,664232.9435,610053.84
600354.SH,20220930,5.6,1.1126,1.5657,0.52,326.5546,435.5436,4.8213,3.2053,3.3781,0.0,,52780.208,52780.208,37506.3036,295569.1648,295569.1648
600355.SH,20220930,3.07,1.2983,1.5442,0.63,,,6.4059,5.724,7.0538,0.0,,49208.92,49208.92,41373.92,151071.3844,151071.3844
600356.SH,20220930,6.45,0.3746,0.5346,0.74,19.007,28.9436,0.8305,0.9531,0.9074,2.062,1.5814,29873.1378,29873.1378,20930.8295,192681.7388,192681.7388
600358.SH,20220930,5.61,1.0482,1.5885,0.66,112.115,122.9383,14.7497,3.4379,3.6742,0.0,,50493.666,50493.666,33319.7,283269.4663,283269.4663
600359.SH,20220930,7.93,2.7271,4.5693,0.63,73.9498,50.9683,5.2902,4.4143,3.8475,0.0,,38151.282,38151.282,22769.7245,302539.6663,302539.6663
600360.SH,20220930,6.58,0.7274,0.9364,0.62,54.6097,49.34,1.9597,2.8591,2.7871,0.228,0.5623,96029.5304,96029.5304,74596.8648,631874.31,631874.31
600361.SH,20220930,6.36,2.0597,4.575,0.9,,,2.2156,0.5069,0.5233,1.2579,,66580.7918,66580.7918,29975.1147,423453.8358,423453.8358
600362.SH,20220930,15.24,0.3727,0.8876,0.69,9.3641,8.7096,0.7685,0.1192,0.112,0.6562,3.2808,346272.9405,207524.7405,87129.6295,5277199.6132,3162677.0452
600363.SH,20220930,24.99,2.8593,3.628,0.98,49.0967,44.0062,3.2486,3.1726,2.9775,0.2322,0.2081,45524.575,44707.675,35234.0658,1137659.1293,1117244.7983
600365.SH,20220930,5.02,4.2136,5.3642,1.11,567.2805,,6.0079,3.1481,3.1262,0.0,,42540.0,40000.0,31419.8092,213550.8,200800.0
600366.SH,20220930,10.51,0.9573,1.4516,0.74,20.0592,19.9973,2.0773,2.7692,1.9411,0.9348,0.9405,98911.3721,98911.3721,65228.34,1039558.5208,1039558.5208
600367.SH,20220930,17.79,1.826,2.8456,0.73,19.8299,13.4036,2.887,2.3761,2.0951,0.1125,0.5621,29323.66,29323.66,18816.9264,521667.9114,521667.9114
600368.SH,20220930,3.47,0.5,1.0062,0.71,5.5661,6.279,0.7176,2.1336,2.3684,4.3516,5.4179,112563.2068,112563.2068,55934.6286,390594.3276,390594.3276
600369.SH,20220930,3.67,0.3006,0.5017,1.22,23.4913,44.6053,0.975,7.8769,12.0687,2.7248,2.1798,664510.9124,564510.9124,338187.2449,2438755.0485,2071755.0485
600370.SH,20220930,2.81,0.624,0.9975,0.67,17.3865,12.3788,1.6887,0.5621,0.5275,3.3403,5.3381,389633.9676,116511.3996,72888.4093,1094871.449,327397.0329
600371.SH,20220930,11.36,0.8413,1.6417,0.43,87.5861,48.3201,6.0451,14.992,14.744,0.8803,0.8803,29257.8,29257.8,14992.7865,332368.608,332368.608
600372.SH,20220930,18.46,0.6156,1.8277,0.8,44.5661,38.1191,3.0657,3.6176,3.419,0.5388,0.6735,192821.4265,192821.4265,64945.8653,3559483.5332,3559483.5332
600373.SH,20220930,8.39,0.401,0.9063,0.86,5.5637,6.9584,0.6977,1.0611,1.0469,6.5554,8.1049,135506.3719,135506.3719,59952.2687,1136898.4602,1136898.4602
600375.SH,20220930,6.67,0.7206,0.8502,0.75,,,5.2365,0.8204,1.3255,0.0,,65431.4844,55574.0597,47105.9692,436428.0009,370678.9782
600376.SH,20220930,4.38,0.9095,1.9211,1.79,16.3201,,0.4651,0.1666,0.2717,9.1324,2.2831,257956.5242,257956.5242,122126.6904,1129849.576,1129849.576
600377.SH,20220930,7.19,0.0748,0.6045,0.77,8.6679,11.1526,1.2897,2.6262,2.7266,6.3978,6.3978,503774.75,380218.3001,47054.5099,3622140.4525,2733769.5777
600378.SH,20220930,38.9,0.1022,0.4276,0.59,40.0985,36.7108,4.7372,4.8147,4.3505,0.6352,0.7483,91892.4734,90328.6881,21596.4248,3574617.2153,3513785.9671
600379.SH,20220930,9.58,1.2248,2.0813,0.62,62.2898,59.8533,5.1387,3.1322,2.8743,0.4384,0.6472,33020.1564,33020.1564,19430.7154,316333.0983,316333.0983
600380.SH,20220930,10.52,0.6912,1.27,0.9,15.2608,14.0555,1.6948,1.2748,1.2189,1.4239,1.369,192717.8341,192717.8341,104890.5588,2027391.6147,2027391.6147
600381.SH,20220930,9.99,1.5248,2.7498,0.74,,,3.3105,45.9029,31.5133,0.0,,58706.0741,58706.0741,32553.5901,586473.6803,586473.6803
600382.SH,20220930,4.19,0.2168,0.4076,0.64,3.5671,3.0243,0.8931,1.8961,1.5589,2.351,20.9426,78893.3815,78893.3815,41960.2446,330563.2685,330563.2685
600383.SH,20220930,11.49,1.6225,1.7596,1.66,5.5128,5.4319,0.8374,0.5243,0.5587,6.0923,5.483,451458.3572,451458.3572,416280.5943,5187256.5242,5187256.5242
600386.SH,20220930,3.62,0.7042,1.5648,0.82,21.9913,33.7229,1.5979,0.6775,0.7712,2.2099,2.2099,80640.0,80640.0,36288.0,291916.8,291916.8
600387.SH,20220930,8.08,1.0894,1.4014,0.63,49.438,38.738,1.2246,0.4567,0.3385,0.6683,0.6436,46814.4464,40404.8492,31411.4405,378260.7269,326471.1815
600388.SH,20220930,11.22,0.4174,0.6165,0.98,13.9423,14.3125,1.7817,1.0618,1.0606,1.6042,2.2282,106909.6351,106909.6351,72382.7856,1199526.1058,1199526.1058
600389.SH,20220930,43.88,1.2019,2.3596,1.61,16.4119,7.7799,5.0472,2.0666,1.5652,3.3247,6.8368,30536.71,29700.0,15127.7467,1339950.8348,1303236.0
600390.SH,20220930,4.5,0.1747,0.3524,0.57,5.9497,7.8955,0.5037,10.1666,27.9185,7.8222,3.0,449806.5459,449806.5459,223024.9462,2024129.4566,2024129.4566
600391.SH,20220930,16.72,1.6686,2.6079,0.89,259.3177,85.9119,3.7377,1.575,1.5197,0.0,,33012.9367,33012.9367,21122.2062,551976.3016,551976.3016
600392.SH,20220930,15.14,1.0219,1.3854,0.71,24.6623,14.1134,2.7867,2.4997,1.8283,0.3303,0.6605,175282.657,175282.657,129288.376,2653779.427,2653779.427
600393.SH,20220930,1.43,2.0484,2.2253,0.64,,,1.0113,4.0809,2.1228,0.0,,253624.787,100610.5552,92610.5552,362683.4454,143873.0939
600395.SH,20220930,8.48,1.2103,3.4985,0.9,15.5265,9.3129,1.678,1.8717,1.4727,3.6368,4.717,214662.4894,165505.1861,57256.9675,1820337.9101,1403483.9781
600396.SH,20220930,2.71,0.4954,1.1283,0.61,,,,0.6071,0.5889,0.0,,147270.6817,147270.6817,64662.6238,399103.5474,399103.5474
600397.SH,20220930,3.61,5.8581,9.6578,0.86,64.8039,,7.988,0.3808,0.35,0.0,,98995.9882,98995.9882,60047.3792,357375.5174,357375.5174
600398.SH,20220930,4.23,0.1245,0.372,0.59,7.3344,8.6317,1.3493,0.9051,0.9337,6.052,12.0567,431960.5902,431960.5902,144602.9971,1827193.2965,1827193.2965
600399.SH,20220930,14.82,0.694,0.9809,0.92,37.3076,54.5808,4.837,3.9418,3.9172,0.0,,197210.0,197210.0,139522.3556,2922652.2,2922652.2
600400.SH,20220930,4.93,0.6093,1.8117,0.82,147.5047,211.9656,3.7735,4.8462,4.6612,2.4218,1.3185,230302.1852,229137.1852,77066.3434,1135389.773,1129646.323
600403.SH,20220930,5.04,0.6492,4.1877,0.84,9.3485,6.4062,1.6655,1.5232,1.4711,0.0,6.9444,239081.2402,239081.2402,37065.1791,1204969.4506,1204969.4506
600405.SH,20220930,5.31,2.2196,2.5005,0.62,,,3.4048,2.8197,2.5202,0.0,,55327.5448,55327.5448,49113.6833,293789.2629,293789.2629
600406.SH,20220930,24.87,0.2413,0.5673,1.01,29.506,28.1745,4.3782,3.9255,3.7898,1.1659,1.3739,669424.9118,662762.3212,281882.4514,16648597.5565,16482898.9282
600408.SH,20220930,3.03,1.2006,1.7544,1.01,10.765,,1.0418,0.2348,0.2123,0.0,,100680.0,100680.0,68899.2884,305060.4,305060.4
600409.SH,20220930,6.13,0.8767,1.6092,1.2,7.573,10.256,0.9707,0.5459,0.522,3.9967,3.9967,206434.9448,206434.9448,112473.3154,1265446.2116,1265446.2116
600410.SH,20220930,4.7,0.51,0.5385,0.57,223.5104,,1.1355,1.3593,1.4116,0.5272,0.0907,109874.3383,109874.3383,104052.1444,516409.39,516409.39
600415.SH,20220930,4.46,0.2319,0.559,0.56,18.3578,14.3576,1.5923,4.059,2.9983,1.2329,1.6368,549127.4176,544321.4176,225756.8256,2449108.2825,2427673.5225
600416.SH,20220930,19.89,1.4399,1.4399,1.17,289.055,159.9272,5.7253,5.7065,5.378,0.0,,115495.19,62863.1202,62863.1202,2297199.3291,1250347.4608
600418.SH,20220930,13.68,5.5661,6.7183,1.28,149.3868,,2.0624,0.743,0.8392,0.1458,0.2047,218400.9791,189331.2117,156860.9089,2987725.3941,2590050.9761
600419.SH,20220930,14.37,1.5315,2.3267,0.63,30.7417,26.0822,2.0723,2.1814,2.0117,0.9632,0.9812,32019.0246,30414.5474,20020.1412,460113.3835,437057.0461
600420.SH,20220930,8.57,0.3745,0.9001,1.01,15.4875,23.9818,1.041,0.6311,0.693,1.1668,1.1669,102698.2118,102698.2118,42725.3295,880123.6751,880123.6751
600421.SH,20220930,10.27,0.5297,1.1403,1.78,,,87.1995,15.4106,18.2687,0.0,,19560.0,19560.0,9085.2748,200881.2,200881.2
600422.SH,20220930,11.37,0.8934,1.4636,1.53,16.9823,21.982,1.7915,1.0446,1.0278,2.0229,2.3747,75825.5769,75697.5757,46206.4311,862136.8094,860681.4357
600423.SH,20220930,3.37,0.3271,0.5057,0.8,93.4101,148.4284,6.2156,21.1454,20.1469,0.0,,79869.5026,79869.5026,51653.7613,269160.2238,269160.2238
600425.SH,20220930,3.66,1.2537,1.7666,0.65,16.0239,12.2127,0.993,1.29,1.1647,0.0,4.3716,137879.0086,137879.0086,97850.2988,504637.1715,504637.1715
600426.SH,20220930,29.17,0.6919,1.0216,1.1,8.5382,7.7784,2.4665,2.3253,1.9627,0.7879,2.7415,212331.9999,210917.1597,142843.3764,6193724.4371,6152453.5484
600428.SH,20220930,6.24,2.635,5.3704,0.77,44.6017,27.3487,1.3394,1.5303,1.2212,0.3205,0.8013,214665.0771,214665.0771,105324.7126,1339510.0811,1339510.0811
600429.SH,20220930,4.55,0.1606,0.5973,0.7,28.1541,35.9105,1.3923,0.893,0.864,0.1085,1.0846,151728.5426,149755.7426,40256.6929,690364.8688,681388.6288
600433.SH,20220930,3.35,0.3321,0.476,0.66,44.5475,28.9323,1.2279,0.8353,0.6201,0.9049,2.0896,184455.7178,143945.8393,100433.7349,617926.6546,482218.5617
600435.SH,20220930,7.69,0.516,0.8452,0.74,85.7605,67.9859,4.7528,2.8689,2.7901,0.3251,0.3251,148932.0,148932.0,90918.043,1145287.08,1145287.08
600436.SH,20220930,266.8,0.3488,0.7672,0.51,66.2011,61.19,15.7482,20.0666,18.7267,0.3373,0.4535,60331.721,60331.721,27429.4567,16096503.1628,16096503.1628
600438.SH,20220930,46.96,0.9308,1.6577,0.74,25.7547,12.1031,4.6704,3.3295,2.1733,0.5132,1.9421,450154.8184,450154.8184,252752.5669,21139270.2721,21139270.2721
600439.SH,20220930,2.59,0.5892,0.8888,0.48,48.6969,48.3075,1.0511,1.8726,1.9332,0.0,,113198.544,113198.544,75044.7223,293184.229,293184.229
600444.SH,20220930,12.23,1.0744,1.9418,0.64,36.8075,31.8659,2.7383,2.127,2.0388,1.2265,1.063,14642.1932,14642.1932,8101.736,179074.0228,179074.0228
600446.SH,20220930,9.84,1.6628,2.4612,0.87,37.1361,34.0831,2.657,1.3934,1.3667,0.7727,0.2715,94108.1805,93846.0205,63403.1293,926024.4961,923444.8417
600448.SH,20220930,3.24,2.8681,3.5249,0.86,,,1.5067,0.5635,0.5424,0.0,,62981.9662,62981.9662,51245.5192,204061.5705,204061.5705
600449.SH,20220930,11.74,0.6057,1.1885,1.01,7.0064,7.0302,0.8139,0.9708,0.8038,5.707,4.5997,47818.1042,47818.1042,24370.5938,561384.5433,561384.5433
600452.SH,20220930,12.88,0.8657,1.4836,0.97,23.3187,17.6032,2.6778,3.7451,3.4491,0.8199,1.0352,91460.8128,91460.8128,53369.0233,1178015.2689,1178015.2689
600455.SH,20220930,18.8,1.0541,1.433,1.08,33.0565,33.3369,5.2319,4.9386,4.8918,0.0,,6245.8,6245.8,4594.549,117421.04,117421.04
600456.SH,20220930,43.25,1.1384,2.1795,0.8,36.8814,32.2766,3.4496,3.9389,3.573,2.4277,1.9653,47777.7539,47777.7539,24955.0241,2066387.8562,2066387.8562
600458.SH,20220930,8.27,0.712,1.4135,0.7,36.5911,35.2397,1.3399,0.4725,0.4897,1.5115,0.9674,80279.8152,80279.8152,40440.222,663914.0717,663914.0717
600459.SH,20220930,14.33,0.5211,0.8633,0.68,21.8825,24.7687,2.1718,0.233,0.2306,1.1884,1.3957,59115.678,56902.0415,34343.8631,847127.6657,815406.2547
600460.SH,20220930,32.05,0.8315,1.4769,0.55,29.9034,26.9149,6.5703,6.3086,5.6235,0.0463,0.312,141607.1845,141607.1845,79725.4849,4538510.2632,4538510.2632
600461.SH,20220930,7.3,0.3611,0.7472,1.11,9.2522,8.1561,1.2452,0.9282,0.9867,5.2609,6.8492,103933.3457,91774.7091,44358.9251,758713.4236,669955.3764
600462.SH,20220930,1.85,0.506,0.6295,1.29,,,34.2226,4.2547,4.9321,0.0,,61708.0,55881.5,44912.8096,114159.8,103380.775
600463.SH,20220930,7.25,1.6087,4.644,0.55,,,1.739,2.1469,2.2374,0.1379,,30000.0,30000.0,10392.1181,217500.0,217500.0
600466.SH,20220930,1.27,3.6917,4.9562,1.08,,,,0.1916,0.2293,0.0,,303493.0435,303493.0435,226062.1274,385436.1652,385436.1652
600467.SH,20220930,2.42,0.7393,1.2372,0.58,53.4272,57.0272,1.0627,2.8202,2.9346,0.5372,0.5785,146099.4304,146099.4304,87296.9114,353560.6216,353560.6216
600468.SH,20220930,4.1,2.854,6.7828,3.67,42.5895,41.241,2.3471,1.9061,1.8944,0.7561,0.7073,108773.5321,108773.5321,45769.6009,445971.4816,445971.4816
600469.SH,20220930,4.48,1.176,2.1218,0.64,,,1.1974,0.5894,0.664,1.3362,0.4454,73113.7184,56241.3222,31170.1648,327549.4584,251961.1235
600470.SH,20220930,6.48,1.5924,2.1373,0.79,14.2441,12.2186,1.8721,0.5648,0.4423,0.0,,52160.0,52160.0,38862.8256,337996.8,337996.8
600475.SH,20220930,8.14,0.7135,2.8324,0.6,10.1718,9.9419,1.0323,0.9172,0.8637,2.5469,3.3109,94389.4086,92697.847,23350.3845,768329.786,754560.4746
600476.SH,20220930,12.0,0.8797,1.4501,0.73,488.8744,,13.2092,4.1734,3.7427,0.0,,16107.0,16107.0,9771.228,193284.0,193284.0
600477.SH,20220930,4.08,1.5095,2.4422,0.71,23.4841,23.0991,1.8814,1.0092,0.9833,2.3396,1.4653,236911.1152,236896.615,146425.2386,966597.35,966538.1892
600478.SH,20220930,7.05,1.3046,1.8498,1.07,277.5625,164.5807,4.3803,3.828,3.7878,0.0,,166071.8386,166071.8386,117118.1449,1170806.4621,1170806.4621
600479.SH,20220930,9.19,0.767,1.0731,0.78,13.0765,12.6086,1.9529,1.0781,1.0338,10.5953,6.5288,42980.7117,41850.7117,29912.5981,394992.7405,384608.0405
600480.SH,20220930,7.76,0.5148,0.8737,0.92,25.8709,25.1859,1.1426,0.4518,0.4518,1.4055,1.2887,91696.541,86134.8059,50749.2248,711565.1582,668406.0938
600481.SH,20220930,15.55,0.9851,2.0605,0.97,93.7957,51.8546,4.6746,7.5954,4.23,0.1112,,187066.1251,162725.5808,77792.8156,2908878.2453,2530382.7814
600482.SH,20220930,14.88,0.1535,0.3173,0.74,52.4444,75.2821,0.8877,1.1397,1.1256,0.5108,0.578,216068.2115,202743.2396,98085.5641,3215094.9871,3016819.4052
600483.SH,20220930,10.69,0.3984,1.1391,0.89,16.4742,14.1675,1.1472,1.73,1.7891,2.415,1.9645,195456.5789,174602.4833,61062.1927,2089430.8284,1866500.5465
600486.SH,20220930,100.01,0.8097,1.3878,1.26,25.362,15.9339,3.7482,2.6173,2.1049,0.6499,0.6499,30989.8907,30989.8907,18080.2082,3099298.9689,3099298.9689
600487.SH,20220930,18.2,1.5991,2.2234,0.8,29.9326,26.4515,2.0587,1.0417,0.9486,0.3256,0.378,236221.0885,236221.0885,169891.4887,4299223.8107,4299223.8107
600488.SH,20220930,4.23,0.4162,0.9559,1.42,95.2908,73.6518,1.5333,1.2371,1.2048,0.2374,0.3321,109636.268,109188.668,47533.7429,463761.4136,461868.0656
600489.SH,20220930,7.39,0.6174,1.0258,0.94,21.0984,17.8948,1.4192,0.6385,0.6466,2.1705,3.0352,484731.2564,436266.121,262549.579,3582163.9848,3224006.6342
600490.SH,20220930,3.14,0.5159,0.7291,0.66,93.4445,,1.0858,0.8092,1.0628,2.0546,,221288.7079,199262.1386,141007.9228,694846.5428,625683.1152
600491.SH,20220930,5.65,0.443,0.7346,0.59,12.9525,16.7888,0.7054,0.4422,0.5032,0.885,0.7434,152975.7955,152975.7955,92247.2015,864313.2446,864313.2446
600493.SH,20220930,5.12,1.1154,1.6653,0.78,19.0265,24.718,1.6814,1.0697,1.0587,0.7813,1.5781,27200.0,27200.0,18218.6406,139264.0,139264.0
600495.SH,20220930,3.49,0.6525,0.9457,0.74,390.2144,55.4286,1.3035,3.4927,2.7958,0.2006,0.2865,120819.0886,120819.0886,83353.4978,421658.6192,421658.6192
600496.SH,20220930,4.0,1.2935,1.7642,1.45,11.7231,10.911,1.0499,0.5318,0.5036,0.75,0.9,201287.4349,201287.4349,147580.4745,805149.7396,805149.7396
600497.SH,20220930,5.21,1.5313,2.4773,0.77,45.3882,26.421,1.7296,1.2214,1.1998,0.9597,2.3033,509129.1568,509129.1568,314714.8784,2652562.9069,2652562.9069
600498.SH,20220930,12.42,0.472,0.8378,0.98,51.2295,47.0196,1.3287,0.5606,0.5211,0.6136,0.6441,118782.8054,113154.5054,63744.7313,1475282.4431,1405378.9571
600499.SH,20220930,16.74,1.0405,1.4551,0.73,32.4298,12.0044,3.3376,3.3293,2.9951,0.579,1.0422,194841.9929,163720.5702,117068.5166,3261654.9611,2740682.3451
600500.SH,20220930,6.78,0.315,0.7051,0.63,8.6146,18.7612,1.5392,0.2324,0.2175,0.5904,1.1799,276406.9672,272475.6372,121735.6875,1874039.2376,1847384.8202
600501.SH,20220930,10.5,1.1013,2.0723,0.72,68.2523,84.1628,2.0506,1.1118,1.1093,0.0,,43192.86,42128.36,22388.9828,453525.03,442347.78
600502.SH,20220930,4.97,1.6817,2.4879,0.8,7.7854,7.484,1.0182,0.1196,0.1163,4.035,5.0437,171653.3938,171653.3938,116026.882,853117.3672,853117.3672
600503.SH,20220930,2.79,0.5807,0.6655,0.6,46.4182,67.0519,1.1773,8.5178,24.3584,0.1792,0.1792,160229.0,160229.0,139827.0,447038.91,447038.91
600505.SH,20220930,7.55,0.8743,1.9801,0.64,64.7209,48.8896,2.2471,2.5451,2.4031,0.3974,0.4636,36456.75,36456.75,16096.8977,275248.4625,275248.4625
600506.SH,20220930,9.59,1.1984,1.5744,0.95,,,6.9991,4.0525,0.9678,0.0,,14770.6873,14770.6873,11242.8858,141650.8912,141650.8912
600507.SH,20220930,6.03,0.2913,0.5526,0.58,5.1468,6.4446,1.8024,0.6486,0.5598,16.8664,18.408,233180.5223,215595.0223,113645.2857,1406078.5495,1300037.9845
600508.SH,20220930,16.19,2.195,5.8424,0.92,31.3407,7.9001,0.9781,1.1521,0.9385,1.7171,0.9574,72271.8,72271.8,27152.6667,1170080.442,1170080.442
600509.SH,20220930,4.7,0.6753,1.1467,0.56,,,0.9921,0.766,0.6928,0.2766,,115141.5017,115141.5017,67813.9277,541165.058,541165.058
600510.SH,20220930,6.36,1.0371,2.6592,1.04,10.0288,27.6822,0.7089,0.6762,1.0391,3.6164,3.6164,104478.8426,101497.1426,39585.0928,664485.4389,645521.8269
600511.SH,20220930,24.91,0.478,0.7741,0.79,10.7148,10.1567,1.4329,0.4045,0.4051,2.2079,2.8101,75450.2998,55334.6424,34166.1253,1879466.968,1378385.9422
600512.SH,20220930,2.75,0.8632,1.0531,0.58,5.3596,23.1843,0.7332,0.6349,0.6611,1.8182,0.7198,159890.2832,159890.2832,131058.1138,439698.2788,439698.2788
600513.SH,20220930,8.76,1.3247,2.1396,1.32,21.1664,19.333,2.1159,1.5284,1.4105,1.2365,1.4269,28714.5674,28545.627,17673.7754,251539.6104,250059.6925
600515.SH,20220930,3.85,0.4919,0.7227,0.9,94.9459,90.7247,2.2715,9.7219,10.4012,0.0,,1142530.9602,917601.2508,624520.0338,4398744.1968,3532764.8156
600516.SH,20220930,6.23,0.3446,0.5795,0.64,21.8618,25.6834,1.5663,5.0972,4.7817,8.0257,,380597.0368,380597.0368,226307.6847,2371119.5393,2371119.5393
600517.SH,20220930,4.7,0.3949,0.643,0.86,21.9594,22.4028,1.45,4.7048,4.2,1.3191,1.4043,571843.5744,189963.9925,116657.3593,2687664.7997,892830.7648
600518.SH,20220930,1.81,0.2087,0.3028,0.6,3.1692,2.9004,2.5788,6.043,6.4976,0.0,,1386386.669,1361292.8105,938033.764,2509359.8709,2463939.987
600519.SH,20220930,1872.5,0.1695,0.387,0.79,44.8384,40.8373,12.2446,22.1511,20.5041,1.0303,1.1575,125619.78,125619.78,55009.3757,235223038.05,235223038.05
600520.SH,20220930,10.23,4.155,5.6992,0.66,184.0535,52.0862,4.0615,3.6508,3.4674,0.0,,15843.0,15843.0,11550.488,162073.89,162073.89
600521.SH,20220930,19.19,0.7563,1.289,1.15,58.3914,52.7303,4.2382,4.285,3.8306,1.0219,0.5174,148347.4646,145461.2706,85346.0881,2846787.8457,2791401.7828
600522.SH,20220930,22.47,1.0796,1.3963,0.9,445.626,43.7882,2.7253,1.6613,1.8168,0.3934,0.445,341294.9652,341294.9652,263883.1769,7668897.868,7668897.868
600523.SH,20220930,17.99,0.7914,1.4742,0.66,47.5722,65.878,2.6702,3.0378,3.2714,1.1117,0.7393,40431.132,40404.462,21689.7277,727356.0647,726876.2714
600525.SH,20220930,4.51,0.5629,0.8105,0.84,,,1.6815,0.9713,0.8677,0.0,,130577.5152,130577.5152,90680.6744,588904.5936,588904.5936
600526.SH,20220930,5.12,0.4804,0.8477,0.56,81.0923,80.1459,1.1999,1.3071,1.2061,0.0,,86394.314,54740.4672,31026.1974,442338.8877,280271.1921
600527.SH,20220930,2.04,0.336,0.5269,0.53,34.4425,37.0264,1.5335,4.0383,4.007,4.902,3.4314,173176.0902,173176.0902,110448.7295,353279.224,353279.224
600528.SH,20220930,7.38,0.2035,0.4502,0.71,8.832,9.0406,0.8024,0.6037,0.5981,1.9106,1.9648,222155.1588,222155.1588,100431.1424,1639505.0719,1639505.0719
