ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
002065.SZ,20220930,5.33,0.3665,0.5248,0.85,37.1802,42.9618,1.5306,1.5697,1.5601,0.9117,0.9381,320548.2375,290419.0146,202848.7696,1708522.1059,1547933.3478
002066.SZ,20220930,9.83,0.8242,1.3766,0.78,47.5207,43.0435,4.0126,0.5004,0.4884,0.0,,23100.0,23100.0,13830.2535,227073.0,227073.0
002067.SZ,20220930,3.32,0.3923,0.4096,0.6,8.9859,13.5589,0.7291,0.6368,0.6167,0.0,,119394.1921,105635.6221,101180.6221,396388.7178,350710.2654
002068.SZ,20220930,13.84,3.1074,5.7753,1.06,24.0008,261.9504,3.1011,1.3056,1.2002,1.7983,1.079,74811.9596,72702.7596,39117.7259,1035397.5209,1006206.1929
002069.SZ,20220930,3.48,0.3816,0.5962,0.55,336.9673,77.3082,72.1048,1.1881,1.1839,0.0,,71111.2194,69434.0173,44437.8828,247467.0435,241630.3802
002072.SZ,20220930,6.54,1.4713,1.4713,1.41,281.3335,296.0895,39.9536,18.9094,7.9408,0.0,,36768.0,25760.54,25760.54,240462.72,168473.9316
002073.SZ,20220930,5.91,1.0938,1.2954,0.71,39.6163,35.8882,1.2408,1.0332,0.8649,0.0,,95358.6674,93393.2074,78862.3588,563569.7243,551953.8557
002074.SZ,20220930,30.53,1.3344,1.9125,0.84,533.0156,458.9174,2.3231,5.2442,3.5168,0.0,0.3065,177887.4835,123834.9227,86402.5565,5430904.8713,3780680.19
002075.SZ,20220930,3.79,0.536,0.7306,0.72,7.5192,9.0209,1.3241,0.4524,0.4427,2.623,2.0984,220677.1772,220676.8247,161889.6521,836366.5016,836365.1656
002076.SZ,20220930,2.05,1.1965,1.4026,0.51,,,,10.1465,11.534,0.0,,76957.1569,74609.4511,63644.8198,157762.1716,152949.3748
002077.SZ,20220930,11.66,7.1096,14.2539,0.76,49.707,80.1826,2.1328,9.8985,10.3938,0.0,,58034.8513,58034.8513,28946.9403,676686.3662,676686.3662
002078.SZ,20220930,11.45,0.3063,0.5757,0.66,10.4051,12.9012,1.5241,0.9615,0.8537,0.8531,1.7467,268701.0051,263966.1701,140443.7517,3076626.5084,3022412.6476
002079.SZ,20220930,11.4,3.2004,4.3114,1.01,42.3027,37.7961,3.7565,3.7201,3.134,0.3339,0.386,80788.6616,78974.7844,58624.5892,920990.7422,900312.5422
002080.SZ,20220930,19.92,0.4103,1.032,0.83,9.9093,9.8378,2.2316,1.6471,1.6028,2.008,3.1878,167812.3584,167812.3584,66724.898,3342822.1793,3342822.1793
002081.SZ,20220930,4.52,0.4259,0.8443,0.85,,,1.0055,0.473,0.5216,4.4266,,265532.3689,263595.3454,132977.8142,1200206.3074,1191450.9612
002082.SZ,20220930,8.67,1.9312,2.2065,1.93,32.1903,47.7075,2.0206,2.7763,3.0927,2.2921,,61822.2829,36021.2237,31526.8877,535999.1927,312304.0095
002083.SZ,20220930,4.63,0.7669,1.279,0.74,13.9288,13.4112,1.024,0.7374,0.7012,0.0,6.4795,82135.7922,80920.8162,48519.2774,380288.7179,374663.379
002084.SZ,20220930,6.74,33.2988,55.7213,3.01,52.2846,96.1248,2.4095,1.085,1.1443,0.0,,66416.2096,66071.3641,39483.9484,447645.2527,445320.994
002085.SZ,20220930,5.31,0.7934,1.2762,0.86,34.8341,25.7489,2.1046,0.9338,0.8228,1.7844,,218687.9678,218687.9678,135965.6371,1161233.109,1161233.109
002086.SZ,20220930,2.78,0.8358,1.0674,0.7,,,5.1668,5.4057,4.031,0.0,,75635.0,62976.9241,49311.924,210265.3,175075.849
002087.SZ,20220930,3.0,0.8501,1.1698,0.57,50.0613,,0.5746,0.462,0.5093,0.7667,0.2667,81679.4335,81563.8642,59267.845,245038.3005,244691.5926
002088.SZ,20220930,23.37,0.4664,1.1927,1.03,22.1518,19.9116,4.5452,3.7401,3.5758,2.5981,2.9953,50633.2586,45132.5837,17648.3759,1183299.2535,1054748.4811
002089.SZ,20220930,2.19,3.362,3.6206,1.45,637.7608,27.625,2.3971,12.8035,13.5555,0.0,,137466.9616,124680.2926,115774.9057,301052.6459,273049.8408
002090.SZ,20220930,10.83,3.5119,5.4338,0.66,30.201,37.5486,3.5632,2.6684,2.842,0.869,0.2173,40426.4936,39947.4085,25818.104,437818.9257,432630.4341
002091.SZ,20220930,8.31,0.7778,1.3556,0.88,10.941,7.5301,1.2131,0.3438,0.2934,2.8901,2.9515,162755.3824,157597.1415,90430.0648,1352497.2277,1309632.2459
002092.SZ,20220930,6.67,0.5494,0.6899,0.62,6.4186,8.2021,0.6607,0.2777,0.2839,0.1237,1.7818,260081.9517,248979.0764,198261.8979,1734746.6178,1660690.4396
002093.SZ,20220930,4.81,0.4851,1.074,0.42,49.5453,51.7473,1.3795,10.086,10.4942,0.2079,0.2079,100750.0,100377.5125,45333.7519,484607.5,482815.8351
002094.SZ,20220930,3.4,6.2514,7.9555,0.55,143.7429,344.3992,1.0471,0.745,0.7664,0.0,,69089.7549,69045.3549,54255.5227,234905.1667,234754.2067
002095.SZ,20220930,11.59,0.2504,0.5116,0.49,128.7776,127.3993,3.1896,6.2714,6.8543,0.4314,,25272.0,25170.8415,12322.4073,292902.48,291730.053
002096.SZ,20220930,11.25,1.4069,4.0107,0.72,87.2927,85.1922,2.2372,2.215,1.9929,0.1736,0.2667,38017.82,37128.7,13024.8188,427700.475,417697.875
002097.SZ,20220930,5.98,0.2944,0.4539,0.75,20.4134,,1.1515,0.5699,0.7899,1.6727,,108721.2465,100199.1612,64987.4742,650153.0541,599190.984
002098.SZ,20220930,5.53,0.522,1.3096,0.83,15.6959,17.1694,1.9677,0.8753,0.8318,0.0,,35800.0,35800.0,14269.8421,197974.0,197974.0
002099.SZ,20220930,6.79,1.0201,1.6983,1.68,115.4166,53.2554,1.7836,4.4233,3.9768,0.2946,1.4728,161871.5253,160972.386,96694.1273,1099107.6568,1093002.5009
002100.SZ,20220930,9.21,1.5432,2.0866,0.71,,,1.7761,0.7922,0.7876,3.9669,,135427.6302,135427.6302,100159.2283,1247288.4741,1247288.4741
002101.SZ,20220930,20.55,3.4052,6.8849,0.55,36.2219,27.8812,2.292,1.8104,1.8317,0.7316,1.4599,52887.8866,52879.0366,26153.2841,1086846.0696,1086664.2021
002102.SZ,20220930,2.9,0.2491,0.3401,0.71,75.5602,12.4641,1.9027,0.5644,0.6059,0.0,,263383.629,240346.3424,176024.3155,763812.5241,697004.393
002103.SZ,20220930,4.58,4.8559,7.8732,0.64,132.911,206.2194,3.0019,0.8607,1.017,0.0,,53427.2953,42147.6412,25995.1583,244697.0125,193036.1967
002104.SZ,20220930,6.75,5.2936,5.6376,1.07,88.8326,64.5639,2.491,4.9125,4.8911,3.1776,3.1776,69858.8404,58975.0029,55376.8742,471547.1727,398081.2696
002105.SZ,20220930,6.49,0.5749,1.0974,0.89,8.7756,8.7746,2.6905,0.9079,0.9887,3.0482,3.8103,36850.0,36850.0,19305.1053,239156.5,239156.5
002106.SZ,20220930,7.7,1.1132,1.552,1.23,11.0659,12.2671,1.1195,0.7074,0.7239,1.9481,1.2987,70581.616,70413.2508,50505.8997,543478.4432,542182.0312
002107.SZ,20220930,5.71,1.9198,3.9611,0.65,20.1715,28.0117,4.5352,3.4963,3.5398,4.5534,4.5534,57720.96,56301.9322,27287.2959,329586.6816,321484.0329
002108.SZ,20220930,4.73,0.4903,0.7667,0.91,21.6191,26.8597,1.5802,2.7384,2.7681,1.7922,0.8961,167269.7766,141792.4199,90687.9153,791186.0433,670678.1461
002109.SZ,20220930,5.21,0.6547,2.1373,0.59,10.1847,8.0312,1.1558,1.9335,1.6461,0.0,2.8791,105294.4789,105294.4789,32251.4745,548584.2351,548584.2351
002110.SZ,20220930,4.89,0.2378,0.5474,1.14,3.0128,7.0244,0.5539,0.191,0.2056,9.118,16.615,245157.6238,245157.6238,106524.7814,1198820.7804,1198820.7804
002111.SZ,20220930,7.87,0.3345,0.5081,0.5,82.1012,,1.3553,1.3661,1.5476,3.631,3.8064,53447.4505,47541.1206,31301.1871,420631.4354,374148.6191
002112.SZ,20220930,6.52,4.5458,5.5091,0.79,92.0446,69.1138,4.0154,1.6531,1.6323,0.0,0.236,26208.0,25844.3761,21325.2778,170876.16,168505.3322
002113.SZ,20220930,1.3,2.8505,3.4629,0.92,,,15.4632,4.5097,5.6897,0.0,,151054.7023,97656.3907,80384.3908,196371.113,126953.3079
002114.SZ,20220930,6.42,1.8329,2.5245,0.7,67.9061,,1.4903,1.1379,1.1754,0.0,,32339.5267,32339.0823,23479.3223,207619.7614,207616.9084
002115.SZ,20220930,4.3,3.0431,3.347,0.51,,,1.5093,0.3398,0.3512,0.0,,81099.1332,69376.937,63077.444,348726.2728,298320.8291
002116.SZ,20220930,8.1,0.7935,1.8695,0.66,21.0389,18.6967,2.1867,0.6425,0.6174,1.0346,1.7691,41762.8938,41640.4414,17674.5119,338279.4398,337287.5753
002117.SZ,20220930,6.66,0.3966,0.5732,0.66,19.4872,20.8373,2.4531,3.0261,3.2943,6.006,4.5045,54566.6421,54549.1146,37746.7896,363413.8364,363297.1032
002118.SZ,20220930,2.49,4.4457,5.1197,1.37,,,1.3454,12.9222,20.8031,0.0,,128075.9826,128065.1764,111205.3276,318909.1967,318882.2892
002119.SZ,20220930,10.76,1.7573,2.4412,0.71,22.2806,21.4326,3.359,1.84,1.9473,0.2416,0.4647,37528.4,36491.0,26267.8085,403805.584,392643.16
002120.SZ,20220930,15.65,0.5268,1.1856,0.82,30.7567,28.8056,2.793,1.0885,0.98,0.3132,0.3323,290226.35,281508.9376,125098.0354,4542042.3775,4405614.8734
002121.SZ,20220930,7.87,4.9689,6.686,1.8,,,18.2672,3.4656,3.4451,0.0,,140834.9147,133046.8886,98878.3595,1108370.7787,1047079.0133
002122.SZ,20220930,2.68,0.9924,1.643,1.69,,,6.019,3.8853,4.1215,0.0,,121439.0891,120210.4166,72610.1052,325456.7588,322163.9165
002123.SZ,20220930,9.78,0.8626,0.8986,0.73,,,1.8615,2.4708,2.2737,0.0,,80219.628,66829.2038,64148.7694,784547.9618,653589.6132
002124.SZ,20220930,6.79,2.5952,2.716,0.7,,,3.1131,1.1886,1.4148,6.3118,,183919.2626,153745.5557,146905.6257,1248811.7931,1043932.3232
002125.SZ,20220930,16.05,1.5552,2.4961,0.55,42.4932,20.5025,4.4539,5.3983,5.3111,0.1246,0.3115,62948.1713,59324.983,36962.487,1010318.1494,952165.9772
002126.SZ,20220930,12.33,2.5231,2.6887,0.61,44.32,55.3358,2.2581,1.2495,1.2803,0.6488,0.6488,79213.2672,74496.4032,69906.0077,976699.5846,918540.6515
002127.SZ,20220930,4.45,0.7513,0.8724,0.76,22.8989,26.9271,2.2516,2.8096,2.7441,3.5886,1.7107,245487.0403,199470.4197,171771.8316,1092417.3293,887643.3677
002128.SZ,20220930,13.07,1.6386,3.8314,0.99,7.0548,6.1845,1.1419,1.0189,0.9406,3.0604,3.8256,192157.3493,176741.1329,75588.7904,2511496.5554,2310006.607
002129.SZ,20220930,44.76,1.577,2.2469,1.35,35.8973,26.4596,4.2446,3.5191,2.6225,0.1258,0.2458,323173.3699,323007.9947,226702.1985,14465240.0367,14457837.8428
002130.SZ,20220930,6.0,0.8527,1.0505,0.71,13.677,14.1455,1.8782,1.3982,1.3974,0.4996,0.5833,125989.8562,124822.468,101323.2625,755939.1372,748934.808
002131.SZ,20220930,1.75,1.0189,1.0713,1.0,,,0.9201,0.5829,0.5644,0.5676,,675480.4205,583455.5384,554923.2671,1182090.7359,1021047.1922
002132.SZ,20220930,5.01,1.3959,1.8387,0.69,50.0069,47.7295,1.9367,2.0675,1.7379,0.8847,,140154.4698,139918.6411,106219.3611,702173.8937,700992.3919
002133.SZ,20220930,3.24,1.7722,2.7106,1.1,7.6878,10.7452,0.635,0.3406,0.3072,2.4691,1.5432,77414.4175,76987.0201,50335.7811,250822.7127,249437.9451
002134.SZ,20220930,8.02,1.4596,2.0703,0.41,73.2198,69.664,4.5276,2.8164,2.8902,0.0,,24584.9768,24584.9768,17332.4014,197171.5139,197171.5139
002135.SZ,20220930,6.59,0.8611,1.4326,0.65,15.5837,17.8818,1.2391,0.6805,0.6415,0.358,1.4967,116554.974,109389.9322,65748.2824,768097.2787,720879.6532
002136.SZ,20220930,12.82,1.0842,1.6115,0.78,14.8776,12.1412,2.7132,1.3467,1.1063,0.78,1.17,21502.0,21420.296,14411.0511,275655.64,274608.1947
002137.SZ,20220930,4.88,4.7173,5.4823,0.61,,,1.9087,3.0587,3.3117,0.0,,57750.4854,39056.6767,33606.8784,281822.3688,190596.5823
002138.SZ,20220930,19.82,0.7589,0.8354,0.64,20.368,23.9482,2.9273,3.4914,3.6304,0.9984,1.5022,80631.8354,72530.3191,65881.2902,1598122.9776,1437550.9246
002139.SZ,20220930,10.32,2.0571,2.1674,0.68,23.2174,34.2224,2.4816,1.6888,1.5707,0.4312,0.4781,127102.7372,104169.2505,98869.0326,1311700.2479,1075026.6652
002140.SZ,20220930,8.86,0.8913,2.1833,0.74,19.4175,17.2748,1.8088,0.8046,0.8311,1.1289,1.693,54519.144,53563.3275,21867.0874,483039.6158,474571.0817
002141.SZ,20220930,4.39,0.5399,0.9006,0.4,170.6441,113.8954,5.9155,3.3892,3.7168,0.0,,113465.6519,113465.6519,68014.5872,498114.2118,498114.2118
002142.SZ,20220930,31.55,0.3996,0.7657,1.12,10.6591,9.7837,1.4238,3.9478,3.6445,1.4419,1.5848,660359.0792,652291.3664,340422.8565,20834328.9488,20579792.6099
002144.SZ,20220930,9.14,0.9942,1.0747,0.46,24.9067,52.5759,0.8599,2.688,2.7392,1.0941,1.0941,17676.2528,13789.9605,12757.6007,161560.9506,126040.239
002145.SZ,20220930,6.89,0.7429,1.0184,0.75,16.8635,18.7035,3.004,3.8178,3.6384,0.4004,0.8008,297782.6315,230726.5087,168304.0087,2051722.331,1589705.6449
002146.SZ,20220930,2.35,1.137,1.975,1.09,,,0.2733,0.2163,0.3713,14.8936,,434816.3851,390027.1351,224524.4583,1021818.505,916563.7675
002148.SZ,20220930,5.05,5.1885,5.5563,0.46,50.65,82.9884,2.4109,12.975,12.53,0.1959,0.5941,56089.943,45173.9461,42183.6064,283254.2122,228128.4278
002149.SZ,20220930,15.66,2.2278,3.4657,0.93,57.4622,49.5403,2.8367,3.1928,2.8266,0.9579,0.6386,48821.4274,48813.9274,31377.9182,764543.5531,764426.1031
002150.SZ,20220930,7.31,2.2481,5.175,0.76,18.1135,15.1198,1.7364,1.3566,1.3071,2.052,2.052,35651.7053,35514.9728,15428.4021,260613.9657,259614.4512
002151.SZ,20220930,26.43,0.7887,1.0489,0.79,66.9605,75.6519,3.2012,3.5226,3.99,0.0,0.219,51321.6997,39026.9126,29344.8405,1356432.5231,1031481.3
002152.SZ,20220930,8.15,0.3286,0.6577,0.8,24.5549,23.4725,1.8085,2.9844,2.834,1.8405,1.8405,248338.2898,248213.1213,124008.6959,2023957.0619,2022936.9386
002153.SZ,20220930,12.37,0.3452,0.7138,0.66,,,3.2414,8.0783,8.3758,0.165,0.1732,209937.9878,123028.7542,59487.7744,2596932.9091,1521865.6895
002154.SZ,20220930,3.58,0.7778,0.966,0.62,11.2508,11.1835,1.3967,1.1737,1.1683,4.8943,13.1285,145933.3729,111417.4989,89709.6422,522441.475,398874.6461
002155.SZ,20220930,12.01,1.1765,1.9581,0.68,39.7358,32.1811,2.5459,0.7274,0.6495,0.0,0.4996,120203.9474,120191.7817,72217.6851,1443649.4083,1443503.2982
002156.SZ,20220930,15.08,1.4838,2.4038,0.8,20.9492,21.7545,1.8385,1.2675,1.0958,0.1722,,132903.6928,132887.0788,82024.6616,2004187.6874,2003937.1483
002157.SZ,20220930,4.47,1.0164,1.6342,0.55,,,,0.2983,0.4577,15.389,,318101.0339,242956.6474,151102.4621,1421911.6215,1086016.2139
002158.SZ,20220930,22.86,1.8933,4.9173,1.5,25.1013,22.854,4.6085,4.1003,4.0448,1.444,1.5748,53472.4139,53332.7847,20535.0357,1222379.3818,1219187.4582
002159.SZ,20220930,10.99,1.8998,2.8323,0.6,,,1.6755,4.4839,6.7233,0.0,,17730.1325,13802.8985,9258.5685,194854.1562,151693.8545
002160.SZ,20220930,4.35,1.2031,1.5118,0.73,33.2974,55.4594,1.0983,0.5552,0.5275,0.0,,79558.1976,76341.0591,60751.7594,346078.1596,332083.6071
002161.SZ,20220930,4.55,0.9298,1.1967,0.6,,,2.398,6.8378,6.6961,0.0,,73975.74,71242.0633,55353.1438,336589.617,324151.388
002162.SZ,20220930,4.09,1.3168,2.6766,0.71,82.0728,295.3375,2.9695,3.0055,3.1665,0.0,,92650.0,85348.2313,41987.3793,378938.5,349074.266
002163.SZ,20220930,11.11,0.4914,0.6743,0.52,90.0436,553.754,6.558,2.1504,2.3003,0.0,,84495.7867,80355.0,58561.5797,938748.1902,892744.05
002164.SZ,20220930,5.51,1.1415,1.7996,0.66,8.8147,3.1302,2.1545,1.816,1.9262,0.0,,53217.3689,48090.0218,30505.8761,293227.7026,264976.0201
002165.SZ,20220930,5.24,16.9464,21.213,1.5,129.5637,,1.8276,1.1237,1.2747,1.5267,2.0992,73526.9837,72730.1446,58101.9867,385281.3946,381105.9577
002166.SZ,20220930,9.98,4.4954,5.5017,1.21,61.57,37.9517,2.4396,6.9237,5.8708,0.3875,,73068.4825,46643.9617,38112.7137,729223.4554,465506.7378
002167.SZ,20220930,6.04,1.5617,2.1531,0.72,31.1061,22.1576,3.2098,3.6397,3.2837,0.0,,77513.4,68114.3713,49405.7895,468180.936,411410.8027
002168.SZ,20220930,3.8,1.5157,1.8221,0.6,,,54.7655,9.237,10.0057,0.0,,80192.9568,79415.7693,66063.2618,304733.2358,301779.9233
002169.SZ,20220930,8.26,3.1656,4.1047,0.84,19.3755,,2.1495,3.4445,3.4065,1.1831,1.1831,78779.1994,76376.1867,58902.468,650716.187,630867.3021
002170.SZ,20220930,5.59,1.0484,1.3785,0.68,61.5744,49.9973,2.3265,2.0015,1.7567,0.1783,0.1783,88986.2627,70820.5702,53860.8825,497433.2085,395886.9874
002171.SZ,20220930,8.59,2.2896,3.5547,0.93,20.2149,19.4415,1.853,0.3069,0.2819,1.1183,2.8879,133453.3339,124098.2834,79934.1764,1146364.1382,1066004.2544
002172.SZ,20220930,3.41,1.6397,2.4473,1.17,,,23.9154,0.8621,1.1379,0.0,,76573.236,76527.198,51275.6381,261114.7348,260957.7452
002173.SZ,20220930,5.94,5.6221,8.4561,0.83,,,1.386,3.7825,3.9633,0.0,,45307.9583,37225.2021,24749.2712,269129.2723,221117.7005
002174.SZ,20220930,7.48,0.678,0.9456,1.04,40.8084,,1.3614,2.1379,2.7837,0.0,,91587.0698,91417.5473,65545.5881,685071.2821,683803.2538
002175.SZ,20220930,3.29,1.3167,1.6964,0.63,10.2606,7.9038,11.6238,17.9661,15.9216,0.0,,127678.0727,127677.3227,99097.0716,420060.8592,420058.3917
002176.SZ,20220930,19.63,2.9391,3.4224,0.99,86.8268,21.5757,10.2663,11.2314,7.7396,0.0,,170632.5581,170544.4883,146456.935,3349517.1155,3347788.3053
002177.SZ,20220930,2.46,1.747,2.0826,0.68,,,1.1561,20.9307,22.3752,0.4065,0.4065,76119.1294,76119.1294,63854.972,187253.0583,187253.0583
002178.SZ,20220930,3.88,0.7879,1.2382,0.71,306.9094,3843.6078,4.9703,3.3815,4.0859,0.0,,71215.3001,71152.4366,45276.2372,276315.3644,276071.454
002179.SZ,20220930,58.0,0.6064,1.186,1.03,46.3076,38.6434,5.7233,7.1656,6.4049,0.4772,0.6773,158962.496,155341.0388,79423.3233,9219824.768,9009780.2504
002180.SZ,20220930,43.15,0.4175,0.6444,0.77,52.5282,33.8835,3.9948,2.6809,2.4265,0.2114,0.2314,141604.6938,117544.2479,76167.3563,6110242.5375,5072034.2969
002181.SZ,20220930,3.78,1.5602,4.784,0.88,48.9437,59.8029,1.0317,8.0383,8.0372,1.5873,1.2698,116105.8174,113446.2472,36997.909,438879.9898,428826.8144
002182.SZ,20220930,20.95,3.4432,4.3847,1.06,27.4768,15.8719,3.5394,1.6685,1.428,0.4773,0.4773,64642.2538,55718.9836,43755.0707,1354255.2171,1167312.7064
002183.SZ,20220930,5.52,0.713,1.0015,0.59,28.3051,37.314,1.6391,0.2042,0.2218,0.2961,0.7246,259700.9091,238308.946,169660.566,1433549.0182,1315465.3819
002184.SZ,20220930,9.75,1.1179,1.326,0.77,25.5361,27.6975,2.8699,1.3774,1.4465,0.6977,2.0513,35190.837,24015.1004,20246.6587,343110.6608,234147.2289
002185.SZ,20220930,8.1,0.4144,0.5295,0.73,18.335,19.7081,1.6882,2.1457,2.0439,0.2322,0.5556,320448.4648,320364.925,250717.6795,2595632.5649,2594955.8925
002186.SZ,20220930,8.44,2.3968,4.2589,1.59,,,2.9969,2.747,3.2721,0.0,,30846.3955,30805.3705,17336.2229,260343.578,259997.327
002187.SZ,20220930,6.65,0.3855,0.8479,0.36,17.9698,27.1842,1.1452,0.7834,0.6687,0.3657,6.1654,70403.8932,51711.0966,23508.2766,468185.8898,343878.7924
002188.SZ,20220930,5.35,7.1744,9.5548,0.45,10.4748,8.5062,16.6349,5.7131,4.977,0.0,,29253.8575,24088.3257,18087.0255,156508.1376,128872.5425
002189.SZ,20220930,13.28,1.0004,1.7307,0.61,23.7235,49.9552,2.2689,0.8437,0.9313,1.4771,1.6874,26230.9463,26115.7236,15095.3329,348346.9669,346816.8094
002190.SZ,20220930,23.23,0.7178,1.4673,0.83,149.5338,112.8838,1.5337,6.5714,5.8385,0.4305,0.2152,35872.9343,35872.9343,17547.96,833328.2638,833328.2638
002191.SZ,20220930,8.48,2.8493,4.4056,1.16,12.2316,12.3174,1.5932,2.4616,2.3697,4.0512,4.1098,147088.755,142256.9119,92002.941,1247312.6424,1206338.6129
002192.SZ,20220930,112.56,2.7415,3.6418,0.98,427.9841,46.268,23.8798,31.7476,18.5886,0.0,,25965.5203,25912.0228,19505.8119,2922678.965,2916657.2864
002193.SZ,20220930,6.17,1.1656,2.2449,0.8,1624.8973,19.0978,0.5895,2.3411,2.0226,0.1621,0.1783,26171.555,26093.0713,13548.2365,161478.4944,160994.2499
002194.SZ,20220930,8.68,0.913,1.1966,0.65,26.0509,20.5895,2.2738,3.2284,2.9812,1.7022,0.574,68344.3306,50572.9661,38587.5758,593228.7896,438973.3457
002195.SZ,20220930,1.92,0.6538,0.7248,0.73,27.6627,27.5201,1.1694,11.7885,14.0047,0.0,1.0177,572484.7663,565556.8155,510164.3721,1099170.7513,1085869.0858
002197.SZ,20220930,10.0,30.8118,34.4136,2.31,162.3211,155.034,1.9995,4.8955,4.742,0.0,,61436.2928,53427.5562,47835.6108,614362.928,534275.562
002198.SZ,20220930,4.95,0.8535,1.1582,0.72,1700.5518,426.7892,3.6247,4.3712,4.4128,0.0,,50750.9848,50750.9848,37402.6152,251217.3748,251217.3748
002199.SZ,20220930,6.3,1.5716,2.1836,0.73,49.5721,,3.6683,5.0384,6.3522,0.0,,24344.2363,24344.2363,17521.255,153368.6887,153368.6887
002200.SZ,20220930,7.1,0.4242,0.7519,0.89,,,60.6018,3.3329,5.6168,0.0,,18413.289,18413.289,10387.2883,130734.3519,130734.3519
002201.SZ,20220930,13.13,1.112,2.0257,1.06,207.0552,226.6001,8.3088,5.7128,5.6508,0.0427,0.0925,65163.6241,65025.1938,35695.1484,855598.3844,853780.7946
002202.SZ,20220930,11.34,0.3887,0.5187,0.63,13.8597,13.5793,1.3803,0.9474,0.9713,2.2046,2.2046,422506.7647,339359.5067,254336.0936,4791226.7117,3848336.806
002203.SZ,20220930,11.59,0.249,0.4491,0.8,20.5873,20.0549,2.0627,0.36,0.334,0.6351,0.6471,196673.7749,192394.3182,106665.9018,2279449.0511,2229850.1479
002204.SZ,20220930,5.49,1.7854,4.7206,0.46,91.8912,47.8936,1.5893,1.1641,1.0757,0.6375,0.5464,193137.0032,193137.0032,73048.9274,1060322.1476,1060322.1476
002205.SZ,20220930,9.16,4.328,6.2012,0.63,198.0882,,2.0608,1.4794,1.6105,0.1092,0.1092,18584.3228,18584.3228,12970.4108,170232.3968,170232.3968
002206.SZ,20220930,5.58,1.1653,1.4007,0.91,11.3349,13.1513,2.0884,1.2861,1.1904,3.5552,1.7921,116795.722,91071.9936,75763.265,651720.1288,508181.7243
002207.SZ,20220930,7.9,10.1717,14.5778,0.84,270.0136,57.3423,15.7619,10.7862,10.28,0.0,,26205.5378,26010.6125,18148.9847,207023.7486,205483.8388
002208.SZ,20220930,6.95,1.1988,2.2905,0.71,6.3665,15.4643,0.8967,0.7387,1.2942,1.4388,1.4388,80329.1894,62219.838,32564.1324,558287.8663,432427.8741
002209.SZ,20220930,7.24,2.803,3.6236,1.06,,,2.3896,1.33,1.3012,0.1381,,19524.405,15452.4582,11953.072,141356.6922,111875.7974
002210.SZ,20220930,2.36,1.4166,2.266,1.44,1277.7468,2681.6902,35.3237,23.6351,25.4302,0.0,,266123.2774,265944.8079,166251.6854,628050.9347,627629.7466
002211.SZ,20220930,2.6,1.0956,1.7553,0.71,,,32.3446,1.9876,2.3628,0.0,,43247.5779,43228.8279,26983.5994,112443.7025,112394.9525
002212.SZ,20220930,9.2,1.3156,1.5222,0.65,47.4155,52.8327,1.1565,3.2538,3.0926,0.421,0.2153,118537.107,116607.7669,100777.4703,1090541.3844,1072791.4555
002213.SZ,20220930,11.91,2.7373,3.3999,1.3,158.5011,125.4598,6.8942,2.8616,2.7266,0.084,,20600.0,20600.0,16585.3485,245346.0,245346.0
002214.SZ,20220930,12.35,0.5299,0.5784,0.8,43.2369,,3.0452,9.1884,17.8267,0.5368,0.6403,59923.7935,47786.1127,43782.1356,740058.8497,590158.4918
002215.SZ,20220930,5.34,1.1365,1.45,0.75,17.3061,16.3616,1.6492,1.1741,1.1686,1.7238,3.7462,98954.1427,79074.3829,61975.8576,528415.122,422257.2047
002216.SZ,20220930,16.25,0.9001,1.8353,0.7,22.2939,17.9935,4.0851,2.0576,2.0051,3.3566,1.2308,87918.4048,63015.5397,30905.8811,1428674.078,1024002.5201
002217.SZ,20220930,2.6,0.3741,0.6066,1.08,105.5566,,1.0076,0.4992,0.5429,0.0,,311641.622,310928.9351,191743.1731,810268.2172,808415.2313
002218.SZ,20220930,5.09,1.6207,2.6337,0.59,36.7995,68.7921,1.6978,5.052,4.98,0.6876,1.374,141302.0549,138709.7895,85353.8517,719227.4594,706032.8286
002219.SZ,20220930,3.69,0.2998,0.563,0.82,,,7.5118,3.9935,3.9394,0.0,,326416.3753,324309.9495,172670.9096,1204476.4249,1196703.7137
002221.SZ,20220930,7.62,0.5071,0.8822,0.77,10.5357,22.5071,1.1915,0.4555,0.4399,3.0315,2.8478,157612.7767,145842.2913,83842.2032,1201009.3585,1111318.2597
002222.SZ,20220930,13.55,0.9824,1.2857,1.11,30.27,27.7249,4.5448,8.411,7.9435,0.738,1.107,42750.0,42559.2468,32519.2701,579262.5,576677.7941
002223.SZ,20220930,28.81,2.1551,3.5518,1.3,19.4826,22.0882,3.2906,4.1892,4.2136,1.0285,1.0348,100247.6929,93780.8658,56903.9211,2888136.0324,2701826.7437
002224.SZ,20220930,4.37,0.9405,1.0623,0.87,28.1529,31.0986,1.3063,3.1836,3.0213,0.4466,0.4466,72959.3531,54274.7951,48049.5966,318832.373,237180.8546
002225.SZ,20220930,4.11,1.1346,1.4284,0.84,49.5813,31.0754,1.3342,0.9485,0.8792,1.4598,1.2165,101036.7017,82361.5548,65421.0354,415260.844,338505.9902
