,沪深300,新华商品指数,债券指数,标普500,上证50,纳斯达克100,中证REITs
2016-05-04,3209.4614,1032.983,169.1437,2051.12,2152.934,4312.01,
2016-05-05,3213.9199,1017.08,169.1206,2050.63,2152.882,4309.48,
2016-05-06,3130.3544,1006.646,169.1297,2057.14,2107.009,4330.17,
2016-05-09,3065.6154,982.431,169.3542,2058.69,2072.467,4341.23,
2016-05-10,3069.1124,983.527,169.3534,2084.39,2072.382,4402.04,
2016-05-11,3082.8086,989.046,169.3798,2064.46,2078.413,4361.03,
2016-05-12,3090.1372,985.366,169.4837,2064.11,2084.838,4342.81,
2016-05-13,3074.9351,962.993,169.4966,2046.61,2076.188,4326.53,
2016-05-16,3095.3085,967.58,169.3677,2066.66,2082.616,4380.48,
2016-05-17,3086.0249,986.194,169.3306,2047.21,2075.465,4322.56,
2016-05-18,3068.0358,971.349,169.1769,2047.63,2078.759,4338.23,
2016-05-19,3062.5002,971.349,169.1116,2040.04,2073.804,4315.58,
2016-05-20,3078.2183,965.709,169.098,2052.32,2083.117,4362.9,
2016-05-23,3087.2225,943.571,169.0663,2048.04,2082.412,4355.1,
2016-05-24,3063.5556,943.571,169.1797,2076.06,2066.643,4444.3,
2016-05-25,3059.2259,931.174,169.1682,2090.54,2071.907,4476.43,
2016-05-26,3064.2111,951.678,169.1487,2090.1,2076.137,4487.96,
2016-05-27,3062.4993,954.184,169.1145,2099.06,2074.92,4512.54,
2016-05-30,3066.7095,954.184,169.0634,,2092.161,,
2016-05-31,3169.5598,957.408,169.0331,2096.96,2155.656,4523.89,
2016-06-01,3160.547,953.74,168.9836,2099.33,2138.963,4520.07,
2016-06-02,3167.0997,955.107,168.9019,2105.26,2137.652,4531.35,
2016-06-03,3189.3255,963.684,168.8712,2099.13,2152.637,4509.79,
2016-06-06,3178.7883,977.574,169.0264,2109.41,2136.323,4523.63,
2016-06-07,3177.0536,987.374,169.0323,2112.13,2139.069,4513.09,
2016-06-08,3163.9864,984.169,169.0091,2119.12,2132.963,4520.63,
2016-06-09,,,,2115.48,,4512.69,
2016-06-10,,,,2096.07,,4461.05,
2016-06-12,,,169.0604,,,,
2016-06-13,3066.3413,997.083,169.1272,2079.06,2084.3,4422.76,
2016-06-14,3075.9834,991.536,169.3736,2075.32,2095.023,4424.91,
2016-06-15,3116.3682,981.0,169.4721,2071.5,2106.631,4409.51,
2016-06-16,3094.6748,987.794,169.6337,2077.99,2094.815,4424.23,
2016-06-17,3110.3572,985.475,169.6832,2071.22,2102.201,4374.38,
2016-06-20,3112.6744,998.932,169.7083,2083.25,2104.22,4400.16,
2016-06-21,3106.3175,1002.313,169.7025,2088.9,2104.558,4413.4,
2016-06-22,3133.9611,1004.603,169.8386,2085.45,2115.769,4404.73,
2016-06-23,3117.3168,1013.577,169.8217,2113.32,2105.532,4467.48,
2016-06-24,3077.1554,1009.374,169.7665,2037.41,2076.3,4285.7,
2016-06-27,3120.5443,1045.425,169.9961,2000.54,2095.893,4201.05,
2016-06-28,3136.4013,1058.224,170.0165,2036.09,2102.053,4290.47,
2016-06-29,3151.3898,1056.315,169.9897,2070.77,2122.97,4364.74,
2016-06-30,3153.921,1074.369,170.0721,2098.86,2122.633,4417.7,
2016-07-01,3154.2003,1076.364,170.3074,2102.95,2127.094,4437.45,
2016-07-04,3204.6962,1110.339,170.3403,,2163.292,,
2016-07-05,3207.3827,1097.309,170.2818,2088.55,2168.855,4410.75,
2016-07-06,3216.8035,1079.111,170.3607,2099.73,2167.101,4444.7,
2016-07-07,3209.9542,1069.866,170.5434,2097.9,2166.884,4459.58,
2016-07-08,3192.2804,1058.224,170.616,2129.9,2148.761,4528.36,
2016-07-11,3203.3298,1069.369,170.7392,2137.16,2155.716,4554.71,
2016-07-12,3273.1823,1093.721,170.687,2152.14,2200.348,4577.61,
2016-07-13,3282.8681,1100.921,170.5709,2152.43,2197.788,4565.77,
2016-07-14,3276.7637,1105.986,170.6071,2163.75,2195.227,4596.49,
2016-07-15,3276.2775,1102.989,170.6458,2161.74,2192.394,4589.83,
2016-07-18,3262.0222,1074.036,170.7395,2166.89,2187.983,4619.68,
2016-07-19,3248.2341,1073.831,170.8052,2163.78,2175.397,4603.28,
2016-07-20,3237.6051,1072.245,171.1709,2173.02,2167.121,4657.2,
2016-07-21,3252.5227,1090.45,171.6051,2165.17,2177.778,4647.02,
2016-07-22,3225.1621,1073.491,171.5155,2175.03,2157.232,4666.07,
2016-07-25,3230.885,1077.703,171.4308,2168.48,2159.554,4665.93,
2016-07-26,3269.5882,1076.749,171.5136,2169.18,2182.505,4672.11,
2016-07-27,3218.243,1085.159,171.6534,2166.58,2173.973,4702.88,
2016-07-28,3221.1365,1095.869,171.7422,2170.06,2163.809,4721.41,
2016-07-29,3203.9304,1079.336,171.8843,2173.6,2155.239,4730.23,
2016-08-01,3176.8091,1104.468,171.9526,2170.84,2147.558,4756.04,
2016-08-02,3189.0529,1104.175,171.9974,2157.03,2148.455,4719.21,
2016-08-03,3193.5073,1103.02,172.0547,2163.79,2145.788,4734.33,
2016-08-04,3201.2888,1094.062,172.1027,2164.25,2143.844,4743.81,
2016-08-05,3205.1101,1110.965,172.2807,2182.87,2148.682,4791.21,
2016-08-08,3234.1833,1118.118,172.4548,2180.89,2159.673,4784.74,
2016-08-09,3256.9813,1114.431,172.8012,2181.74,2175.345,4795.75,
2016-08-10,3243.3409,1114.506,173.0096,2175.49,2170.103,4783.39,
2016-08-11,3233.3604,1108.226,173.1112,2185.79,2177.064,4803.31,
2016-08-12,3294.2337,1113.844,173.3769,2184.05,2222.488,4807.08,
2016-08-15,3393.4239,1111.952,173.7036,2190.15,2287.656,4827.12,
2016-08-16,3378.2451,1124.416,173.6714,2178.15,2257.699,4797.19,
2016-08-17,3373.0476,1118.959,173.5097,2182.22,2253.736,4805.45,
2016-08-18,3364.4851,1122.482,173.4971,2187.02,2244.72,4808.68,
2016-08-19,3365.0197,1124.307,173.293,2183.87,2249.342,4806.14,
2016-08-22,3336.7949,1113.829,173.3845,2182.64,2237.128,4808.56,
2016-08-23,3341.8298,1122.145,173.0693,2186.9,2241.952,4818.48,
2016-08-24,3329.8631,1118.52,172.8965,2175.44,2232.213,4783.49,
2016-08-25,3308.9721,1099.047,172.9456,2172.47,2222.152,4775.43,
2016-08-26,3307.0902,1101.065,173.0658,2169.04,2219.308,4783.69,
2016-08-29,3307.7812,1089.242,173.0257,2180.38,2214.259,4791.09,
2016-08-30,3311.9872,1085.347,172.7285,2176.12,2224.062,4775.99,
2016-08-31,3327.7938,1074.252,172.8371,2170.95,2232.712,4771.05,
2016-09-01,3301.5767,1080.745,172.7957,2170.86,2220.403,4783.94,
2016-09-02,3314.1142,1086.113,172.8598,2179.98,2229.893,4798.74,
2016-09-05,3319.6803,1094.578,172.8303,,2228.718,,
2016-09-06,3342.6259,1101.577,172.822,2186.48,2232.451,4829.51,
2016-09-07,3340.8172,1091.642,172.7666,2186.15,2236.546,4831.86,
2016-09-08,3339.564,1094.586,172.8501,2181.3,2236.626,4804.0,
2016-09-09,3318.044,1091.542,172.966,2127.81,2229.31,4681.53,
2016-09-12,3262.6043,1070.73,172.8646,2159.04,2199.976,4764.65,
2016-09-13,3260.333,1071.294,172.9876,2127.02,2193.193,4722.84,
2016-09-14,3238.7299,1068.595,173.0692,2125.77,2176.523,4746.06,
2016-09-15,,,,2147.26,,4819.9,
2016-09-16,,,,2139.16,,4818.05,
2016-09-18,,,173.1536,,,,
2016-09-19,3263.1242,1082.003,173.1997,2139.12,2189.461,4796.07,
2016-09-20,3257.4034,1092.127,173.2912,2139.76,2184.207,4805.22,
2016-09-21,3266.6363,1095.695,173.3199,2163.12,2187.154,4853.75,
2016-09-22,3291.1211,1100.501,173.4204,2177.18,2200.698,4891.36,
2016-09-23,3275.6665,1105.833,173.6569,2164.69,2196.29,4858.91,
2016-09-26,3220.2838,1106.376,173.7927,2146.1,2167.264,4817.17,
2016-09-27,3240.7546,1101.826,173.794,2159.93,2176.448,4866.71,
2016-09-28,3230.8904,1102.594,173.7914,2171.37,2166.723,4875.27,
2016-09-29,3244.3874,1106.71,173.826,2151.13,2175.37,4838.3,
2016-09-30,3253.2848,1103.135,173.8955,2168.27,2177.352,4875.7,
2016-10-03,,,,2161.2,,4866.63,
2016-10-04,,,,2150.49,,4859.47,
2016-10-05,,,,2159.73,,4877.75,
2016-10-06,,,,2160.77,,4873.92,
2016-10-07,,,,2153.74,,4864.52,
2016-10-08,,,174.0918,,,,
2016-10-09,,,174.2945,,,,
2016-10-10,3293.8689,1112.351,174.3947,2163.66,2202.873,4893.77,
2016-10-11,3306.5573,1127.034,174.4004,2136.73,2209.228,4821.91,
2016-10-12,3300.0099,1127.935,174.3252,2139.18,2200.997,4819.63,
2016-10-13,3302.6455,1121.476,174.3618,2132.55,2202.117,4803.1,
2016-10-14,3305.8481,1131.703,174.5294,2132.98,2209.815,4808.49,
2016-10-17,3277.8787,1141.727,174.694,2126.5,2192.885,4796.17,
2016-10-18,3321.3324,1149.089,174.749,2139.6,2222.783,4839.72,
2016-10-19,3316.2407,1144.152,174.9897,2144.29,2221.534,4836.61,
2016-10-20,3318.6044,1151.941,175.2346,2141.34,2223.424,4832.71,
2016-10-21,3327.74,1150.109,175.4912,2141.16,2240.75,4851.86,
2016-10-24,3367.5778,1163.656,175.4535,2151.33,2270.95,4909.97,
2016-10-25,3367.4547,1188.154,175.3783,2143.16,2266.172,4891.45,
2016-10-26,3354.8003,1177.901,175.06,2139.43,2257.116,4860.59,
2016-10-27,3345.695,1185.161,175.05,2133.04,2250.259,4836.45,
2016-10-28,3340.1262,1195.93,175.0642,2126.41,2253.802,4805.59,
2016-10-31,3336.2778,1207.233,174.9532,2126.15,2250.469,4801.27,
2016-11-01,3359.0515,1212.34,174.8843,2111.72,2263.479,4766.94,
2016-11-02,3333.3524,1199.156,174.8715,2097.94,2244.744,4726.91,
2016-11-03,3365.085,1206.212,174.942,2088.66,2273.633,4679.1,
2016-11-04,3354.1749,1211.46,174.9317,2085.18,2271.926,4660.46,
2016-11-07,3356.5916,1244.066,174.6892,2131.52,2276.954,4773.73,
2016-11-08,3371.1177,1251.074,174.5268,2139.56,2282.418,4804.92,
2016-11-09,3353.0547,1287.099,174.5479,2163.26,2263.924,4825.18,
2016-11-10,3390.6119,1314.561,174.3561,2167.48,2289.449,4747.03,
2016-11-11,3417.2211,1350.792,174.2114,2164.45,2308.429,4751.95,
2016-11-14,3430.2482,1304.379,173.6956,2164.2,2317.773,4702.04,
2016-11-15,3429.8697,1278.499,173.4358,2180.39,2310.901,4764.47,
2016-11-16,3429.5921,1296.562,173.3252,2176.94,2309.943,4792.27,
2016-11-17,3436.535,1290.966,172.9557,2187.12,2316.721,4826.59,
2016-11-18,3417.4554,1276.93,173.054,2181.9,2307.274,4808.04,
2016-11-21,3441.1106,1297.417,173.0568,2198.18,2334.678,4859.0,
2016-11-22,3468.3637,1334.55,173.1608,2202.94,2353.002,4873.84,
2016-11-23,3474.7289,1335.502,173.385,2204.72,2360.336,4853.86,
2016-11-24,3488.7402,1345.453,173.471,,2368.734,,
2016-11-25,3521.2984,1360.063,173.4093,2213.35,2393.946,4870.02,
2016-11-28,3535.0807,1390.781,173.6312,2201.72,2403.135,4857.02,
2016-11-29,3564.0404,1349.349,173.1552,2204.66,2441.579,4873.21,
2016-11-30,3538.001,1322.695,172.7871,2198.81,2419.414,4810.81,
2016-12-01,3565.036,1349.129,172.1574,2191.08,2431.306,4734.1,
2016-12-02,3528.9547,1338.847,172.0685,2191.95,2416.508,4739.37,
2016-12-05,3469.4073,1365.538,171.9108,2204.71,2375.258,4778.14,
2016-12-06,3459.1533,1363.39,171.0043,2212.23,2368.682,4788.67,
2016-12-07,3475.7473,1404.346,171.2189,2241.35,2376.919,4851.94,
2016-12-08,3470.1426,1391.562,171.3656,2246.19,2379.001,4859.19,
2016-12-09,3493.7004,1388.152,171.3665,2259.53,2411.314,4895.9,
2016-12-12,3409.1794,1401.859,170.8594,2256.96,2387.159,4874.3,
2016-12-13,3405.0355,1415.346,170.3388,2271.72,2372.931,4935.84,
2016-12-14,3378.9453,1398.385,169.9962,2253.28,2360.379,4921.22,
2016-12-15,3340.4338,1401.72,168.3879,2262.03,2309.816,4933.41,
2016-12-16,3346.0305,1384.04,168.4359,2258.07,2302.315,4914.86,
2016-12-19,3328.9827,1360.0,167.8681,2262.53,2291.384,4934.85,
2016-12-20,3309.0641,1341.94,167.6515,2270.76,2279.683,4953.8,
2016-12-21,3338.536,1348.071,168.1326,2265.18,2297.371,4948.9,
2016-12-22,3335.672,1314.218,168.9071,2260.96,2292.041,4934.39,
2016-12-23,3307.5991,1314.456,169.3553,2263.79,2278.478,4940.02,
2016-12-26,3322.4006,1293.149,169.7881,,2294.709,,
2016-12-27,3316.3852,1311.548,169.7749,2268.88,2286.962,4965.81,
2016-12-28,3301.8887,1316.421,169.973,2249.92,2277.176,4926.29,
2016-12-29,3297.7648,1321.846,170.6393,2249.26,2275.106,4918.28,
2016-12-30,3310.0808,1304.583,171.1266,2238.83,2286.898,4863.62,
2016-12-31,,,171.1498,,,,
2017-01-03,3342.2272,1292.61,170.6872,2257.83,2307.892,4911.33,
2017-01-04,3368.3117,1299.108,170.3652,2270.75,2322.206,4937.2,
2017-01-05,3367.7892,1300.712,170.0915,2269.0,2322.684,4964.95,
2017-01-06,3347.6665,1290.731,170.2016,2276.98,2308.936,5007.08,
2017-01-09,3363.9014,1322.411,170.3966,2268.9,2318.337,5024.9,
2017-01-10,3358.2716,1343.681,170.5206,2268.9,2312.599,5035.17,
2017-01-11,3334.4954,1353.613,170.218,2275.32,2300.475,5050.21,
2017-01-12,3317.6241,1361.66,170.3646,2270.44,2295.403,5041.43,
2017-01-13,3319.9122,1367.514,170.3729,2274.64,2308.055,5059.51,
2017-01-16,3319.4455,1410.208,170.3133,,2337.394,,
2017-01-17,3326.3563,1384.388,170.0399,2267.89,2329.595,5044.65,
2017-01-18,3339.3653,1387.321,170.0551,2271.89,2342.775,5055.85,
2017-01-19,3329.2891,1384.726,170.0263,2263.69,2334.957,5051.17,
2017-01-20,3354.8891,1360.739,170.1576,2271.31,2347.183,5063.2,
2017-01-22,,,170.1777,,,,
2017-01-23,3364.0808,1368.453,170.2343,2265.2,2347.105,5065.7,
2017-01-24,3364.4509,1388.605,169.9578,2280.07,2352.424,5101.06,
2017-01-25,3375.9042,1389.242,169.5474,2298.37,2358.697,5151.47,
2017-01-26,3387.9606,1406.747,169.4988,2296.68,2364.024,5156.92,
2017-01-27,,,,2294.69,,5168.06,
2017-01-30,,,,2280.9,,5129.33,
2017-01-31,,,,2278.87,,5116.77,
2017-02-01,,,,2279.55,,5152.69,
2017-02-02,,,,2280.85,,5147.7,
2017-02-03,3364.4923,1368.889,169.1088,2297.42,2339.989,5161.6,
2017-02-04,,,169.1236,,,,
2017-02-06,3373.2051,1368.573,168.6163,2292.56,2343.967,5167.96,
2017-02-07,3365.6849,1381.599,168.5031,2293.08,2337.535,5185.88,
2017-02-08,3383.2878,1393.834,168.541,2294.67,2346.426,5196.58,
2017-02-09,3396.2924,1386.471,168.8268,2307.87,2354.901,5212.16,
2017-02-10,3413.4868,1411.07,168.7437,2316.1,2368.183,5226.69,
2017-02-13,3436.275,1448.177,168.7875,2328.25,2379.306,5256.82,
2017-02-14,3435.8042,1448.467,168.8228,2337.58,2373.514,5271.07,
2017-02-15,3421.7131,1423.312,168.788,2349.25,2372.192,5302.39,
2017-02-16,3440.9331,1409.255,168.9761,2347.22,2376.763,5300.64,
2017-02-17,3421.4419,1413.376,169.2713,2351.16,2362.709,5324.72,
2017-02-20,3471.3926,1424.264,169.6458,,2394.12,5324.72,
2017-02-21,3482.823,1424.361,169.4807,2365.38,2396.884,5350.73,
2017-02-22,3489.7567,1411.943,169.6788,2362.82,2398.192,5352.13,
2017-02-23,3473.3236,1392.663,169.8523,2363.81,2387.417,5332.37,
2017-02-24,3473.8517,1395.997,169.748,2367.34,2389.877,5343.31,
2017-02-27,3446.2228,1406.314,169.8468,2369.73,2370.559,5347.55,
2017-02-28,3452.8103,1390.408,169.798,2363.64,2370.707,5330.31,
2017-03-01,3458.4376,1407.68,169.7005,2395.96,2371.925,5390.99,
2017-03-02,3435.0963,1410.125,169.7009,2381.92,2354.913,5363.26,
2017-03-03,3427.8628,1406.255,169.7084,2383.12,2347.146,5373.48,
2017-03-06,3446.484,1397.574,169.6058,2375.31,2349.889,5360.31,
2017-03-07,3453.9565,1394.049,169.568,2368.39,2356.293,5351.28,
2017-03-08,3448.7313,1366.221,169.3632,2362.98,2358.074,5359.8,
2017-03-09,3426.9438,1354.353,169.3215,2364.87,2346.553,5363.98,
2017-03-10,3427.8916,1345.431,169.3043,2372.6,2339.234,5385.9,
2017-03-13,3458.098,1372.095,169.4712,2373.47,2354.89,5394.57,
2017-03-14,3456.6934,1364.075,169.5511,2365.45,2354.9,5382.17,
2017-03-15,3463.6436,1379.336,169.5427,2385.26,2357.307,5416.25,
2017-03-16,3481.5066,1387.791,169.8242,2381.38,2369.194,5412.08,
2017-03-17,3445.8051,1383.387,169.7582,2378.25,2346.96,5408.76,
2017-03-20,3449.6126,1385.486,169.6648,2373.47,2350.067,5413.31,
2017-03-21,3466.3468,1368.187,169.4893,2344.02,2357.136,5332.53,
2017-03-22,3450.0502,1346.571,169.5294,2348.45,2338.547,5367.55,
2017-03-23,3461.9782,1352.3,169.4776,2345.96,2347.434,5355.14,
2017-03-24,3489.5997,1347.507,169.8239,2343.98,2365.604,5364.0,
2017-03-27,3478.0385,1319.955,170.0313,2341.59,2364.428,5374.27,
2017-03-28,3469.8093,1321.478,170.0541,2358.57,2356.314,5407.21,
2017-03-29,3465.1933,1347.312,170.0289,2361.13,2352.694,5430.27,
2017-03-30,3436.758,1335.249,170.0363,2368.06,2346.667,5439.74,
2017-03-31,3456.0455,1332.487,170.0618,2362.72,2359.752,5436.23,
2017-04-01,,,170.1456,,,,
2017-04-03,,,,2358.84,,5432.2,
2017-04-04,,,,2360.16,,5440.41,
2017-04-05,3503.8932,1351.868,170.1145,2352.95,2384.264,5418.52,
2017-04-06,3514.0469,1351.457,170.0871,2357.49,2390.389,5420.88,
2017-04-07,3517.4634,1322.901,170.1193,2355.54,2388.271,5418.37,
2017-04-10,3505.1392,1314.668,170.1024,2357.16,2379.157,5421.68,
2017-04-11,3517.328,1307.486,170.1284,2353.78,2382.109,5398.4,
2017-04-12,3509.4387,1286.532,170.0259,2344.78,2378.863,5377.03,
2017-04-13,3514.5662,1294.931,170.1212,2328.95,2368.106,5353.59,
2017-04-14,3486.5045,1286.614,169.8487,,2355.52,,
2017-04-17,3479.9417,1287.286,169.4176,2349.01,2357.523,5399.2,
2017-04-18,3462.7429,1269.048,169.2392,2342.19,2337.351,5391.66,
2017-04-19,3445.8761,1266.92,169.2239,2338.17,2325.042,5399.64,
2017-04-20,3461.5481,1278.394,169.0728,2355.84,2335.647,5443.53,
2017-04-21,3466.7865,1285.697,168.7359,2348.69,2347.675,5442.05,
2017-04-24,3431.2587,1279.352,168.4406,2374.15,2341.93,5508.03,
2017-04-25,3440.9743,1275.072,168.6172,2388.61,2344.741,5548.19,
2017-04-26,3445.1832,1273.454,168.5653,2387.45,2344.505,5541.09,
2017-04-27,3446.7202,1282.396,168.631,2388.77,2351.64,5571.28,
2017-04-28,3439.753,1294.144,168.6238,2384.2,2347.039,5583.53,
2017-05-01,,,,2388.33,,5629.63,
2017-05-02,3426.5766,1306.893,168.4499,2391.17,2336.792,5644.07,
2017-05-03,3413.1282,1297.15,168.1519,2388.13,2329.766,5625.16,
2017-05-04,3404.3864,1255.242,167.9237,2389.52,2325.433,5626.32,
2017-05-05,3382.5502,1238.185,167.8832,2399.29,2320.602,5646.09,
2017-05-08,3358.8125,1243.579,167.5792,2399.38,2326.097,5659.07,
2017-05-09,3352.5324,1247.159,167.3119,2396.92,2316.294,5678.31,
2017-05-10,3337.7007,1249.085,166.8525,2399.63,2324.922,5681.68,
2017-05-11,3356.6459,1255.56,167.1294,2394.44,2339.29,5674.22,
2017-05-12,3385.3787,1240.781,166.9308,2390.9,2375.45,5686.81,
2017-05-15,3399.1937,1254.85,167.0708,2402.32,2381.752,5704.48,
2017-05-16,3428.6491,1259.26,167.0225,2400.67,2381.317,5724.44,
2017-05-17,3409.9656,1271.024,166.6788,2357.03,2363.559,5580.55,
2017-05-18,3398.1127,1262.399,166.7408,2365.72,2354.753,5626.31,
2017-05-19,3403.8492,1282.623,166.6677,2381.73,2361.662,5651.56,
2017-05-22,3411.2387,1290.987,166.4397,2394.02,2381.553,5699.4,
2017-05-23,3424.194,1288.059,166.5135,2398.42,2411.8,5703.35,
2017-05-24,3424.1669,1271.916,166.6983,2404.39,2407.571,5730.3,
2017-05-25,3485.6581,1272.335,166.9184,2415.07,2473.495,5778.37,
2017-05-26,3480.4345,1267.176,166.8737,2415.82,2471.214,5788.36,
2017-05-27,,,166.9624,,,,
2017-05-30,,,,2412.91,,5794.63,
2017-05-31,3492.8845,1223.387,167.3676,2411.8,2479.078,5788.8,
2017-06-01,3497.7382,1224.194,167.3642,2430.06,2496.448,5816.51,
2017-06-02,3486.5074,1215.564,167.3494,2439.07,2475.464,5881.46,
2017-06-05,3468.7538,1219.125,167.5029,2436.1,2450.346,5878.12,
2017-06-06,3492.8816,1219.44,167.3989,2429.33,2466.006,5856.77,
2017-06-07,3533.8718,1221.329,167.3344,2433.14,2484.033,5877.59,
2017-06-08,3560.9786,1221.867,167.2721,2433.79,2507.034,5885.3,
2017-06-09,3576.1703,1224.951,167.429,2431.77,2519.273,5741.94,
2017-06-12,3574.3894,1237.303,167.9993,2429.39,2521.168,5708.18,
2017-06-13,3582.2674,1217.007,168.1222,2440.35,2515.143,5751.82,
2017-06-14,3535.2987,1241.364,168.3288,2437.92,2477.317,5727.07,
2017-06-15,3528.7926,1234.741,168.3743,2432.46,2461.974,5700.89,
2017-06-16,3518.7611,1238.672,168.014,2433.15,2452.79,5681.48,
2017-06-19,3553.6653,1248.139,168.5652,2453.46,2484.116,5772.22,
2017-06-20,3546.494,1245.61,168.6767,2437.03,2474.425,5726.31,
2017-06-21,3587.955,1242.88,168.3669,2435.61,2497.254,5782.39,
2017-06-22,3590.3425,1236.179,168.1293,2434.5,2516.673,5779.87,
2017-06-23,3622.8831,1250.331,168.2109,2438.3,2529.098,5803.11,
2017-06-26,3668.0919,1253.631,168.4794,2439.07,2543.321,5777.59,
2017-06-27,3674.7152,1268.682,168.6825,2419.38,2554.7,5671.6,
2017-06-28,3646.1666,1273.927,168.6351,2440.69,2537.636,5753.03,
2017-06-29,3668.8279,1295.11,168.6023,2419.7,2552.975,5653.02,
2017-06-30,3666.7977,1294.042,168.4213,2423.41,2549.968,5646.92,
2017-07-03,3650.8463,1312.749,168.2545,2429.01,2534.368,5596.96,
2017-07-04,3619.9841,1286.17,168.2271,,2511.151,,
2017-07-05,3659.6795,1293.942,168.4425,2432.54,2548.099,5648.82,
2017-07-06,3660.0967,1297.878,168.6076,2409.75,2553.879,5597.9,
2017-07-07,3655.9293,1303.194,168.5785,2425.18,2543.658,5656.47,
2017-07-10,3653.6868,1301.524,168.5764,2427.43,2550.115,5694.15,
2017-07-11,3670.8086,1321.154,168.6102,2425.53,2570.592,5709.8,
2017-07-12,3658.8236,1325.61,168.6326,2443.25,2565.143,5778.95,
2017-07-13,3686.9205,1332.01,168.7105,2447.83,2600.954,5793.36,
2017-07-14,3703.094,1321.474,168.7768,2459.27,2622.984,5838.08,
2017-07-17,3663.5575,1341.147,168.8202,2459.14,2631.414,5839.74,
2017-07-18,3667.1807,1346.226,168.6586,2460.61,2624.308,5880.1,
2017-07-19,3729.7466,1364.019,168.7257,2473.83,2657.888,5916.16,
2017-07-20,3747.8843,1354.406,168.7645,2473.45,2665.448,5921.22,
2017-07-21,3728.5976,1360.102,168.5955,2472.54,2639.213,5921.52,
2017-07-24,3743.4686,1345.263,168.4508,2469.91,2654.379,5941.37,
2017-07-25,3719.559,1363.018,168.35,2477.08,2643.073,5930.65,
2017-07-26,3705.3884,1357.237,168.1068,2477.83,2636.201,5950.73,
2017-07-27,3712.1947,1365.562,168.1984,2475.42,2636.626,5917.03,
2017-07-28,3721.8914,1353.886,168.1967,2472.1,2636.394,5908.92,
2017-07-31,3737.8732,1385.327,168.1126,2470.3,2638.124,5880.33,
2017-08-01,3770.3828,1379.411,168.0229,2476.35,2681.805,5895.17,
2017-08-02,3760.8525,1381.118,168.0947,2477.57,2680.631,5914.23,
2017-08-03,3727.8264,1374.571,168.1417,2472.16,2646.216,5891.2,
2017-08-04,3707.5796,1388.477,168.2123,2476.83,2627.803,5899.91,
2017-08-07,3726.7948,1398.276,167.9837,2480.91,2634.176,5934.73,
2017-08-08,3732.2129,1404.428,167.9865,2474.92,2635.184,5926.35,
2017-08-09,3731.044,1428.766,167.9731,2474.02,2620.381,5919.39,
2017-08-10,3715.9208,1427.583,168.0639,2438.21,2611.341,5788.19,
2017-08-11,3647.3503,1402.52,168.2848,2441.32,2570.257,5831.53,
2017-08-14,3694.6831,1396.644,168.4028,2465.84,2591.454,5908.17,
2017-08-15,3706.0566,1395.035,168.4612,2464.61,2605.242,5907.73,
2017-08-16,3701.4207,1390.193,168.3717,2468.11,2595.002,5917.42,
2017-08-17,3721.277,1428.289,168.2525,2430.01,2604.084,5796.32,
2017-08-18,3724.6748,1440.992,168.047,2425.55,2613.265,5790.91,
2017-08-21,3740.9941,1455.056,167.9105,2428.37,2616.825,5786.54,
2017-08-22,3752.298,1467.665,167.8948,2452.51,2643.503,5873.33,
2017-08-23,3756.0884,1448.542,167.9392,2444.04,2659.78,5851.78,
2017-08-24,3734.6458,1458.114,167.8179,2438.97,2646.402,5834.44,
2017-08-25,3795.7544,1472.504,167.7376,2443.05,2706.242,5822.53,
2017-08-28,3842.7119,1469.442,167.5871,2444.24,2736.462,5838.08,
2017-08-29,3834.5376,1455.637,167.7092,2446.3,2739.129,5862.14,
2017-08-30,3834.3005,1451.467,167.738,2457.59,2728.231,5932.9,
2017-08-31,3822.0928,1458.051,167.8112,2471.65,2714.631,5988.6,
2017-09-01,3830.5383,1472.791,167.8173,2476.55,2710.119,5987.9,
2017-09-04,3845.6163,1473.427,167.7754,,2711.348,,
2017-09-05,3857.0464,1482.629,167.6674,2457.85,2729.848,5932.73,
2017-09-06,3849.4499,1472.838,167.7228,2465.54,2714.331,5951.13,
2017-09-07,3829.8713,1463.258,167.9735,2465.1,2691.829,5964.31,
2017-09-08,3825.9895,1447.17,168.1159,2461.43,2686.69,5913.37,
2017-09-11,3825.6453,1447.081,168.0917,2488.11,2674.75,5980.53,
2017-09-12,3837.9341,1459.905,168.0957,2496.48,2692.54,5995.64,
2017-09-13,3842.6061,1442.796,167.9874,2498.37,2687.671,6004.38,
2017-09-14,3829.9554,1424.902,168.1666,2495.62,2672.836,5968.82,
2017-09-15,3831.2965,1410.677,168.0575,2500.23,2668.376,5988.0,
2017-09-18,3843.1428,1403.055,167.9739,2503.87,2674.176,5981.12,
2017-09-19,3832.1161,1391.581,168.0107,2506.65,2670.691,5991.08,
2017-09-20,3842.4353,1398.293,167.97,2508.24,2662.627,5973.6,
2017-09-21,3837.8176,1366.826,167.8919,2500.6,2675.551,5934.91,
2017-09-22,3837.7304,1357.152,168.1156,2502.22,2679.053,5932.32,
2017-09-25,3817.7915,1361.326,168.393,2496.66,2680.652,5867.35,
2017-09-26,3820.7816,1363.327,168.3812,2496.84,2678.991,5881.34,
2017-09-27,3821.2,1366.957,168.3308,2507.04,2661.553,5937.79,
2017-09-28,3822.5386,1333.694,168.4104,2510.06,2661.283,5933.07,
