,沪深300,新华商品指数,债券指数,标普500,上证50,纳斯达克100,中证REITs
2017-09-29,3836.5013,1347.752,168.4593,2519.36,2672.327,5979.3,
2017-09-30,,,168.4549,,,,
2017-10-02,,,,2529.12,,5981.92,
2017-10-03,,,,2534.58,,5995.06,
2017-10-04,,,,2537.74,,5998.84,
2017-10-05,,,,2552.07,,6057.14,
2017-10-06,,,,2549.33,,6064.57,
2017-10-09,3882.2076,1342.725,168.4138,2544.73,2692.077,6058.53,
2017-10-10,3889.8637,1330.484,168.3901,2550.64,2695.537,6063.52,
2017-10-11,3902.6868,1327.878,168.4073,2555.24,2707.522,6081.25,
2017-10-12,3912.9536,1346.348,168.2311,2550.93,2718.351,6069.99,
2017-10-13,3921.0017,1373.535,168.2977,2553.17,2713.377,6092.45,
2017-10-16,3913.4462,1384.107,168.0363,2557.64,2726.642,6114.53,
2017-10-17,3913.0688,1370.716,167.7925,2559.36,2723.535,6122.61,
2017-10-18,3944.1626,1366.824,167.8347,2561.26,2753.011,6114.35,
2017-10-19,3931.2495,1343.941,167.9994,2562.1,2756.035,6092.62,
2017-10-20,3926.852,1375.835,168.0435,2575.21,2737.641,6108.82,
2017-10-23,3930.7981,1356.575,168.0805,2564.98,2734.368,6067.83,
2017-10-24,3959.3953,1360.118,168.0851,2569.13,2753.649,6080.22,
2017-10-25,3976.949,1360.242,167.8022,2557.15,2752.139,6055.04,
2017-10-26,3993.5752,1357.34,167.8049,2560.4,2771.044,6037.87,
2017-10-27,4021.9676,1337.634,167.5855,2581.07,2814.272,6213.47,
2017-10-30,4009.7218,1333.741,166.9388,2572.83,2809.107,6227.59,
2017-10-31,4006.7179,1334.1,167.0237,2575.26,2793.712,6248.56,
2017-11-01,3996.6221,1339.935,167.3539,2579.36,2789.402,6248.65,
2017-11-02,3997.1343,1357.755,167.2945,2579.85,2794.102,6236.39,
2017-11-03,3992.6979,1356.34,167.258,2587.84,2800.469,6295.58,
2017-11-04,,1356.34,,,,,
2017-11-06,4020.8896,1380.855,167.3376,2591.13,2792.224,6313.61,
2017-11-07,4054.2465,1384.741,167.2149,2590.64,2821.956,6320.78,
2017-11-08,4048.0057,1380.599,167.2265,2594.38,2819.957,6345.81,
2017-11-09,4075.8998,1382.179,167.2562,2584.62,2832.961,6312.21,
2017-11-10,4111.9112,1382.515,167.1643,2582.3,2862.343,6309.07,
2017-11-13,4128.0733,1389.259,166.9155,2584.84,2873.515,6316.18,
2017-11-14,4099.351,1393.344,166.8567,2578.87,2861.423,6293.64,
2017-11-15,4073.6696,1364.592,166.9713,2564.62,2850.05,6258.36,
2017-11-16,4105.0122,1367.485,167.1936,2585.64,2879.398,6339.14,
2017-11-17,4120.8508,1369.942,167.3043,2578.85,2938.798,6314.51,
2017-11-20,4143.8334,1386.247,167.3488,2582.14,2941.153,6308.61,
2017-11-21,4217.7015,1391.28,167.2879,2599.03,2987.173,6378.63,
2017-11-22,4227.5666,1404.082,167.0388,2597.08,3012.355,6386.12,
2017-11-23,4102.3966,1406.813,167.0769,,2940.726,,
2017-11-24,4104.2034,1417.892,167.3022,2602.42,2936.834,6409.29,
2017-11-27,4049.9475,1403.99,167.3525,2601.42,2917.306,6405.97,
2017-11-28,4055.8235,1404.528,167.3017,2627.04,2897.107,6422.56,
2017-11-29,4053.7529,1408.991,167.4988,2626.07,2893.283,6311.38,
2017-11-30,4006.0993,1410.967,167.6508,2647.58,2863.447,6365.56,
2017-12-01,3998.1365,1421.24,167.7352,2642.22,2842.184,6337.87,
2017-12-04,4018.8571,1441.414,167.8288,2639.44,2861.361,6263.7,
2017-12-05,4040.1704,1426.719,167.884,2629.57,2910.476,6265.11,
2017-12-06,4015.8211,1413.025,167.9427,2629.27,2875.732,6293.05,
2017-12-07,3971.0569,1376.985,167.8777,2636.98,2848.888,6316.28,
2017-12-08,4003.3792,1390.701,167.7797,2651.5,2865.341,6344.57,
2017-12-11,4069.4997,1387.401,167.574,2659.99,2899.104,6393.89,
2017-12-12,4016.0163,1394.564,167.4961,2664.11,2850.197,6383.65,
2017-12-13,4050.0927,1389.818,167.4933,2662.85,2872.94,6394.67,
2017-12-14,4026.1516,1377.457,167.5745,2652.01,2850.046,6389.91,
2017-12-15,3980.8558,1388.645,167.7372,2675.81,2820.167,6466.32,
2017-12-18,3985.2914,1415.361,167.8581,2690.16,2829.059,6513.27,
2017-12-19,4035.3294,1409.502,167.8468,2681.47,2873.03,6480.67,
2017-12-20,4030.4898,1409.319,167.8284,2679.25,2879.643,6472.48,
2017-12-21,4067.8485,1410.297,167.8357,2684.57,2895.366,6472.69,
2017-12-22,4054.5984,1417.307,167.9214,2683.34,2880.773,6465.17,
2017-12-25,4041.5401,1399.293,167.9628,,2880.097,,
2017-12-26,4053.6224,1410.106,167.8841,2680.5,2894.336,6433.16,
2017-12-27,3991.2075,1400.465,167.8351,2682.62,2839.635,6435.15,
2017-12-28,4018.8974,1405.909,167.893,2687.54,2859.054,6441.42,
2017-12-29,4030.8549,1407.046,167.9803,2673.61,2860.436,6396.42,
2017-12-30,,,168.0047,,,,
2017-12-31,,,168.023,,,,
2018-01-02,4087.4012,1422.966,168.0527,2695.79,2908.732,6511.34,
2018-01-03,4111.3925,1417.578,168.04,2713.06,2913.26,6575.8,
2018-01-04,4128.8119,1425.703,167.977,2723.99,2919.479,6584.58,
2018-01-05,4138.7505,1421.284,168.1484,2743.15,2932.356,6653.29,
2018-01-08,4160.1595,1427.696,168.344,2747.71,2947.761,6676.63,
2018-01-09,4189.2977,1430.533,168.4383,2751.29,2969.318,6677.94,
2018-01-10,4207.8132,1426.442,168.3388,2748.23,2995.564,6662.66,
2018-01-11,4205.5863,1429.46,168.2483,2767.56,2997.045,6708.49,
2018-01-12,4225.001,1420.618,168.3427,2786.24,3018.596,6758.54,
2018-01-15,4225.2393,1420.108,168.2272,,3048.808,,
2018-01-16,4258.473,1404.802,168.2759,2776.42,3063.861,6737.14,
2018-01-17,4248.1164,1400.368,168.2486,2802.56,3076.182,6810.28,
2018-01-18,4271.4168,1405.328,168.1799,2798.03,3106.552,6811.38,
2018-01-19,4285.395,1410.066,168.2275,2810.3,3117.821,6834.33,
2018-01-22,4336.5974,1412.812,168.341,2832.97,3130.33,6906.28,
2018-01-23,4382.6129,1408.255,168.4244,2839.13,3176.504,6963.46,
2018-01-24,4389.8853,1405.203,168.4474,2837.54,3180.332,6919.35,
2018-01-25,4365.0794,1423.815,168.4647,2839.25,3157.459,6916.3,
2018-01-26,4381.2996,1416.216,168.5284,2872.87,3172.778,7022.97,
2018-01-29,4302.0181,1417.504,168.5889,2853.53,3120.695,6988.32,
2018-01-30,4256.1021,1405.808,168.5926,2822.43,3079.118,6930.73,
2018-01-31,4275.8986,1402.741,168.7016,2823.81,3116.833,6949.99,
2018-02-01,4245.8978,1395.541,168.7707,2821.98,3141.23,6901.5,
2018-02-02,4271.2326,1403.655,168.7985,2762.13,3149.641,6760.29,
2018-02-05,4274.1464,1409.319,168.7945,2648.94,3181.339,6495.92,
2018-02-06,4148.8856,1400.675,169.0309,2695.14,3117.491,6665.98,
2018-02-07,4050.4972,1404.435,169.1781,2681.65,3029.601,6582.02,
2018-02-08,4012.0472,1395.369,169.1291,2581.0,2945.844,6306.1,
2018-02-09,3840.6527,1387.884,169.2121,2619.55,2810.027,6412.68,
2018-02-11,,,169.2619,,,,
2018-02-12,3890.1046,1393.045,169.2808,2656.0,2805.211,6523.85,
2018-02-13,3935.6324,1396.739,169.3392,2662.94,2852.717,6553.86,
2018-02-14,3966.9614,1408.192,169.3767,2698.63,2871.787,6675.03,
2018-02-15,,,,2731.2,,6794.92,
2018-02-16,,,,2732.22,,6770.66,
2018-02-20,,,,2716.26,,6779.7,
2018-02-21,,,,2701.33,,6759.26,
2018-02-22,4052.7332,1410.023,169.4897,2703.96,2931.882,6761.85,
2018-02-23,4071.0889,1429.914,169.573,2747.3,2957.171,6896.6,
2018-02-24,,,169.632,,,,
2018-02-26,4118.4186,1439.838,169.9746,2779.6,2973.786,6989.1,
2018-02-27,4058.9806,1437.595,170.1645,2744.28,2927.097,6900.35,
2018-02-28,4023.6415,1432.389,170.3001,2713.83,2878.667,6854.42,
2018-03-01,4049.0863,1435.66,170.2906,2677.67,2891.298,6750.54,
2018-03-02,4016.461,1434.352,170.2392,2691.25,2864.183,6811.04,
2018-03-05,4018.097,1420.217,170.1789,2720.94,2863.991,6881.28,
2018-03-06,4066.5647,1422.045,170.2095,2728.12,2892.475,6913.02,
2018-03-07,4036.6536,1411.068,170.3058,2726.8,2878.151,6929.39,
2018-03-08,4077.6001,1394.133,170.3606,2738.97,2898.254,6966.43,
2018-03-09,4108.8652,1373.035,170.4293,2786.57,2908.197,7101.18,
2018-03-12,4127.6662,1371.242,170.5191,2783.02,2909.579,7131.12,
2018-03-13,4091.2533,1369.779,170.4762,2765.31,2883.377,7046.5112,
2018-03-14,4073.3447,1381.938,170.4801,2749.48,2871.334,7040.981,
2018-03-15,4096.1627,1377.794,170.5335,2747.33,2894.983,7030.9697,
2018-03-16,4056.4226,1372.365,170.6701,2752.01,2870.732,7019.9487,
2018-03-19,4074.2479,1356.545,170.6905,2712.92,2897.256,6864.8823,
2018-03-20,4077.7041,1352.164,170.838,2716.94,2904.397,6885.9199,
2018-03-21,4061.0502,1347.688,170.9809,2711.93,2894.184,6853.4502,
2018-03-22,4020.349,1356.913,171.1932,2643.69,2866.67,6682.2598,
2018-03-23,3904.9355,1314.587,171.6462,2588.26,2791.467,6508.0898,
2018-03-26,3879.893,1308.589,171.6066,2658.55,2738.868,6753.832,
2018-03-27,3913.2689,1317.135,171.4971,2612.62,2747.587,6529.8413,
2018-03-28,3842.7155,1305.153,171.5023,2605.0,2694.826,6460.8101,
2018-03-29,3894.0498,1309.709,171.4652,2640.87,2738.791,6581.1299,
2018-03-30,3898.4977,1328.012,171.48,,2722.153,,
2018-04-02,3886.9189,1334.81,171.5743,2581.88,2711.374,6390.8398,
2018-04-03,3862.4796,1332.698,171.6133,2614.45,2697.272,6458.8311,
2018-04-04,3854.8625,1329.531,171.7216,2644.69,2702.369,6560.0601,
2018-04-05,,,,2662.84,,6594.8398,
2018-04-06,,,,2604.47,,6433.2134,
2018-04-08,,,171.91,,,,
2018-04-09,3852.9292,1340.166,172.2571,2613.16,2715.732,6472.3442,
2018-04-10,3927.1729,1345.328,172.2652,2656.87,2780.804,6615.8726,
2018-04-11,3938.3434,1339.303,172.357,2642.19,2785.339,6583.4438,
2018-04-12,3898.6354,1333.507,172.4611,2663.99,2749.699,6656.2549,
2018-04-13,3871.1443,1338.796,172.6169,2656.3,2726.396,6628.3398,
2018-04-16,3808.863,1323.66,172.9239,2677.84,2664.705,6675.1787,
2018-04-17,3748.6412,1330.942,173.071,2706.39,2635.703,6817.291,
2018-04-18,3766.282,1343.39,174.6493,2708.64,2653.769,6833.2129,
2018-04-19,3811.843,1369.892,174.4542,2693.13,2682.552,6774.8901,
2018-04-20,3760.8543,1350.53,174.5148,2670.14,2647.376,6667.75,
2018-04-23,3766.3257,1368.485,174.0865,2670.29,2664.918,6648.8032,
2018-04-24,3843.4886,1362.858,174.2281,2634.56,2722.847,6509.0488,
2018-04-25,3828.7015,1363.242,174.0706,2639.4,2702.98,6513.9404,
2018-04-26,3755.4941,1357.889,173.9783,2666.94,2666.024,6649.6538,
2018-04-27,3756.8765,1355.298,173.867,2669.91,2653.544,6656.3535,
2018-04-28,,,173.9438,,,,
2018-04-30,,,,2648.05,,6605.5698,
2018-05-01,,,,2654.8,,6681.9609,
2018-05-02,3763.6461,1376.218,173.765,2635.67,2652.731,6644.4785,
2018-05-03,3793.0001,1374.754,173.8287,2629.73,2663.975,6643.48,
2018-05-04,3774.5981,1374.483,173.9558,2663.42,2646.355,6769.12,
2018-05-07,3834.1877,1379.462,173.9082,2672.63,2683.849,6821.874,
2018-05-08,3878.6767,1376.761,173.6727,2671.92,2722.88,6815.4824,
2018-05-09,3871.6152,1366.345,173.5588,2697.79,2717.239,6893.2144,
2018-05-10,3893.0565,1372.939,173.6427,2723.07,2729.4,6963.5474,
2018-05-11,3872.8383,1383.309,173.7467,2727.72,2724.716,6952.5601,
2018-05-14,3909.2933,1383.517,173.721,2730.1299,2753.535,6964.3727,
2018-05-15,3924.0975,1382.345,173.5778,2711.45,2750.831,6888.54,
2018-05-16,3892.8442,1380.227,173.5832,2722.46,2716.782,6929.9654,
2018-05-17,3864.0507,1377.753,173.4907,2720.1299,2700.877,6901.6325,
2018-05-18,3903.0637,1379.134,173.6145,2712.97,2740.535,6866.25,
2018-05-21,3921.2421,1378.603,173.7565,2733.01,2745.804,6905.5323,
2018-05-22,3906.2081,1371.736,173.9603,2724.4399,2728.0,6893.6201,
2018-05-23,3854.5825,1363.337,174.1262,2733.29,2683.693,6953.6307,
2018-05-24,3827.217,1370.797,174.1455,2727.76,2665.676,6949.6986,
2018-05-25,3816.498,1367.667,174.4279,2721.3301,2661.291,6960.9188,
2018-05-28,3833.2599,1366.59,174.4839,,2673.199,,
2018-05-29,3804.0093,1384.376,174.4724,2689.8601,2663.403,6926.5439,
2018-05-30,3723.3724,1374.598,174.5307,2724.01,2605.901,6976.3668,
2018-05-31,3802.3759,1385.522,174.409,2705.27,2658.292,6967.7294,
2018-06-01,3770.5891,1390.29,174.289,2734.6201,2647.187,7083.9252,
2018-06-04,3807.5781,1384.711,174.0461,2746.8701,2694.577,7143.5702,
2018-06-05,3845.3164,1385.901,173.9685,2748.8,2707.017,7166.7524,
2018-06-06,3837.3511,1389.66,173.8704,2772.3501,2692.181,7210.0817,
2018-06-07,3831.0128,1397.297,173.8493,2770.3701,2695.237,7152.8302,
2018-06-08,3779.6159,1392.76,173.9867,2779.03,2652.082,7152.6209,
2018-06-11,3779.9818,1391.903,174.0031,2782.0,2660.408,7168.4789,
2018-06-12,3825.9534,1399.821,173.8002,2786.8501,2687.702,7209.1802,
2018-06-13,3788.3391,1389.969,173.9466,2775.6299,2671.627,7205.2598,
2018-06-14,3773.3655,1394.671,174.1271,2782.49,2671.298,7279.5898,
2018-06-15,3753.4338,1395.252,174.3281,2779.6599,2667.975,7255.7598,
2018-06-18,,,,2773.75,,7251.4102,
2018-06-19,3621.1166,1365.164,174.7127,2762.5901,2599.78,7228.04,
2018-06-20,3635.4436,1374.433,174.5366,2767.3201,2598.328,7280.7002,
2018-06-21,3592.965,1356.32,174.6594,2749.76,2579.052,7217.4902,
2018-06-22,3608.9046,1357.294,174.7421,2754.8799,2583.708,7197.5098,
2018-06-25,3560.4777,1358.518,174.7339,2717.0701,2536.46,7038.1699,
2018-06-26,3531.1112,1355.28,174.7978,2723.0601,2506.717,7068.2002,
2018-06-27,3459.2621,1362.311,174.8926,2699.6299,2452.639,6969.6738,
2018-06-28,3423.5255,1371.583,175.2434,2716.3101,2425.176,7031.6039,
2018-06-29,3510.9845,1385.866,175.905,2718.3701,2479.912,7040.8017,
2018-07-02,3407.9638,1377.877,176.038,2726.71,2386.377,7097.8195,
2018-07-03,3409.2801,1375.436,176.0607,2713.22,2388.976,7014.5543,
2018-07-04,3363.7473,1365.955,176.0207,,2368.425,,
2018-07-05,3342.4379,1357.528,176.1523,2736.6101,2374.355,7101.0468,
2018-07-06,3365.1227,1356.189,175.985,2759.8201,2402.617,7207.3338,
2018-07-09,3459.1837,1365.33,175.9085,2784.1699,2471.285,7276.0014,
2018-07-10,3467.5155,1362.265,175.878,2793.8401,2471.23,7282.599,
2018-07-11,3407.5297,1355.442,176.0033,2774.02,2432.279,7243.9798,
2018-07-12,3481.0559,1364.896,176.034,2798.29,2474.625,7366.2502,
2018-07-13,3492.6897,1356.353,176.3183,2801.3101,2476.864,7375.8165,
2018-07-16,3472.0859,1354.769,176.459,2798.4299,2448.765,7357.8986,
2018-07-17,3449.3773,1352.522,176.4575,2809.55,2430.445,7403.8914,
2018-07-18,3431.3227,1351.039,176.5839,2815.6201,2420.759,7390.1259,
2018-07-19,3428.343,1358.516,176.8125,2804.49,2426.163,7352.3575,
2018-07-20,3492.8938,1365.215,176.5428,2801.8301,2493.765,7350.2269,
2018-07-23,3525.7503,1369.797,176.4796,2806.98,2526.813,7371.7801,
2018-07-24,3581.7057,1373.094,176.2103,2820.3999,2563.584,7406.2478,
2018-07-25,3577.7522,1384.358,176.1963,2846.0701,2563.687,7508.5864,
2018-07-26,3536.2456,1385.593,176.2881,2837.4399,2530.991,7400.7481,
2018-07-27,3521.2269,1398.94,176.5272,2818.8201,2525.092,7296.7809,
2018-07-30,3515.0794,1402.623,176.6697,2802.6001,2541.308,7193.1029,
2018-07-31,3517.6568,1408.341,176.9906,2816.29,2545.124,7231.9832,
2018-08-01,3447.3882,1400.529,177.1685,2813.3601,2490.245,7272.8901,
2018-08-02,3370.9579,1403.078,177.2085,2827.22,2440.313,7372.1481,
2018-08-03,3315.2839,1415.34,177.3779,2840.3501,2413.503,7395.4885,
2018-08-06,3273.2728,1435.121,177.4783,2850.3999,2406.537,7438.9947,
2018-08-07,3368.8695,1447.903,177.4587,2858.45,2479.78,7462.6533,
2018-08-08,3314.5075,1445.723,177.1602,2857.7,2446.998,7469.545,
2018-08-09,3397.5298,1447.368,176.6877,2853.5801,2504.617,7466.962,
2018-08-10,3405.0191,1435.978,176.6213,2833.28,2503.206,7408.304,
2018-08-13,3390.3441,1448.567,176.2558,2821.9299,2478.509,7401.1694,
2018-08-14,3372.9137,1443.007,176.3924,2839.96,2469.2,7447.1679,
2018-08-15,3291.976,1437.914,176.3273,2818.3701,2408.722,7354.6613,
2018-08-16,3276.7276,1423.743,176.1314,2840.6899,2405.164,7374.2948,
2018-08-17,3229.6198,1434.414,175.3158,2850.1299,2374.173,7377.5442,
2018-08-20,3267.2498,1445.601,175.3894,2857.05,2409.129,7371.4179,
2018-08-21,3326.6489,1445.39,175.1994,2862.96,2452.383,7397.2257,
2018-08-22,3307.9545,1446.998,175.4068,2861.8201,2450.154,7424.5956,
2018-08-23,3320.0257,1433.319,175.6085,2856.98,2461.067,7413.8381,
2018-08-24,3325.3347,1442.45,175.5977,2874.6899,2471.999,7485.4041,
2018-08-27,3406.5735,1431.943,175.6052,2896.74,2522.34,7559.1329,
2018-08-28,3400.1705,1438.38,175.6649,2897.52,2511.145,7570.2455,
2018-08-29,3386.5736,1430.489,175.6378,2914.04,2503.48,7660.1797,
2018-08-30,3351.0942,1432.229,175.8575,2901.1299,2479.21,7642.6699,
2018-08-31,3334.5036,1426.024,175.9628,2901.52,2474.477,7654.5536,
2018-09-03,3321.8248,1415.178,175.8208,,2465.88,,
2018-09-04,3363.8984,1415.489,175.676,2896.72,2500.438,7622.3224,
2018-09-05,3298.1412,1411.44,175.6869,2888.6001,2441.23,7523.2596,
2018-09-06,3262.8808,1422.771,175.6605,2878.05,2416.033,7453.1672,
2018-09-07,3277.6438,1417.713,175.5813,2871.6799,2437.677,7430.2607,
2018-09-10,3230.0681,1431.418,175.2557,2877.1299,2413.426,7447.6761,
2018-09-11,3224.2116,1413.28,175.101,2887.8899,2398.768,7507.8722,
2018-09-12,3202.0248,1413.68,175.1851,2888.9199,2381.388,7488.0646,
2018-09-13,3236.5662,1422.199,175.2818,2904.1799,2415.312,7561.6865,
2018-09-14,3242.0902,1419.91,175.4459,2904.98,2425.421,7545.4963,
2018-09-17,3204.9224,1417.189,175.5805,2888.8,2399.881,7434.7295,
2018-09-18,3269.4319,1423.861,175.5853,2904.3101,2458.768,7494.3994,
2018-09-19,3312.4823,1429.427,175.4273,2907.95,2487.077,7490.3231,
2018-09-20,3310.1258,1431.991,175.3362,2930.75,2487.422,7569.0345,
2018-09-21,3410.4856,1437.207,175.4933,2929.6699,2573.603,7531.0719,
2018-09-24,,,,2919.3701,,7548.7507,
2018-09-25,3379.8043,1438.322,175.6341,2915.5601,2547.791,7563.1939,
2018-09-26,3417.2413,1440.875,175.8092,2905.97,2582.767,7563.0865,
2018-09-27,3403.5902,1432.807,176.0238,2914.0,2575.449,7629.5724,
2018-09-28,3438.8649,1433.155,176.1227,2913.98,2606.668,7627.6499,
2018-09-29,,,176.194,,,,
2018-09-30,,,176.2306,,,,
2018-10-01,,,,2924.5901,,7645.4531,
2018-10-02,,,,2923.4299,,7628.2783,
2018-10-03,,,,2925.51,,7637.4258,
2018-10-04,,,,2901.6101,,7490.0,
2018-10-05,,,,2885.5701,,7399.0071,
2018-10-08,3290.8988,1450.267,176.3416,2884.4299,2486.822,7352.8231,
2018-10-09,3288.6906,1476.783,176.3667,2880.3401,2491.663,7371.6154,
2018-10-10,3281.5978,1484.176,176.4446,2785.6799,2494.056,7044.4955,
2018-10-11,3124.1139,1464.661,176.7871,2728.3701,2390.503,6964.0265,
2018-10-12,3170.7262,1479.693,176.8293,2767.1299,2444.131,7157.2085,
2018-10-15,3126.4516,1474.071,176.8273,2750.79,2412.479,7068.6706,
2018-10-16,3100.9738,1461.571,176.8948,2809.9199,2415.492,7276.4263,
2018-10-17,3118.2463,1477.35,176.9216,2809.21,2429.215,7278.6311,
2018-10-18,3044.3918,1457.521,177.1607,2768.78,2369.068,7116.0883,
2018-10-19,3134.9455,1452.98,177.2833,2767.78,2446.32,7107.233,
2018-10-22,3270.2732,1461.562,177.1936,2755.8799,2540.152,7141.2127,
2018-10-23,3183.4257,1457.054,177.2619,2740.6899,2464.812,7118.6745,
2018-10-24,3188.2018,1464.057,177.4961,2656.1001,2477.488,6789.1543,
2018-10-25,3194.3084,1457.091,177.6492,2705.5701,2485.099,7016.3893,
2018-10-26,3173.635,1456.652,177.7093,2658.6899,2468.91,6852.4043,
2018-10-29,3076.8889,1441.346,177.9641,2641.25,2389.577,6713.9018,
2018-10-30,3110.2605,1442.286,178.1041,2682.6299,2415.649,6810.1211,
2018-10-31,3153.8234,1433.017,178.1463,2711.74,2451.121,6967.0957,
2018-11-01,3177.0338,1415.664,178.2384,2740.3701,2460.162,7069.1712,
2018-11-02,3290.2455,1412.668,177.9478,2723.0601,2542.768,6965.294,
2018-11-05,3262.8351,1415.872,178.0439,2738.3101,2511.59,6937.0894,
2018-11-06,3243.1504,1409.615,178.1984,2755.45,2499.679,6988.8476,
2018-11-07,3221.9101,1401.913,178.5221,2813.8899,2482.334,7203.133,
2018-11-08,3212.7737,1405.334,178.5969,2806.8301,2485.998,7158.5908,
2018-11-09,3167.4442,1396.407,178.6551,2781.01,2434.212,7039.1492,
2018-11-12,3205.1407,1385.438,178.7494,2726.22,2444.967,6829.0976,
2018-11-13,3237.3823,1379.703,178.902,2722.1799,2462.973,6830.9057,
2018-11-14,3204.9427,1375.626,179.4962,2701.5801,2429.9857,6769.8726,
2018-11-15,3242.3715,1380.896,179.8429,2730.2,2459.1411,6890.447,
2018-11-16,3257.6735,1389.463,180.3884,2736.27,2461.4445,6867.0153,
2018-11-19,3294.6031,1382.938,180.4155,2690.73,2492.0842,6642.9165,
2018-11-20,3218.4076,1366.05,180.1772,2641.8899,2446.7911,6526.9629,
2018-11-21,3226.4918,1357.442,180.3149,2649.9299,2451.2723,6575.663,
2018-11-22,3214.4273,1350.454,180.2176,,2437.6387,,
2018-11-23,3143.4752,1326.445,180.0855,2632.5601,2399.2026,6527.3473,
2018-11-26,3141.2434,1307.285,180.0281,2673.45,2401.8978,6678.339,
2018-11-27,3137.2413,1298.092,180.0932,2682.1699,2394.2943,6701.0362,
2018-11-28,3178.9326,1314.736,180.2584,2743.78,2421.1336,6913.3261,
2018-11-29,3137.6542,1311.367,180.503,2737.76,2401.8524,6892.3997,
2018-11-30,3172.69,1317.23,180.5706,2760.1599,2428.0445,6949.0139,
2018-12-03,3260.9502,1338.209,180.6307,2790.3701,2488.0567,7062.1332,
2018-12-04,3267.7095,1346.397,181.1067,2700.0601,2496.1425,6795.2134,
2018-12-05,3252.0041,1353.705,181.3372,,2481.7917,,
2018-12-06,3181.673,1342.953,181.6053,2695.95,2434.4908,6838.8499,
2018-12-07,3181.5646,1352.763,181.784,2633.0801,2430.7223,6613.275,
2018-12-10,3144.7631,1345.678,182.0164,2637.72,2408.6063,6682.7423,
2018-12-11,3159.8158,1338.344,182.1632,2636.78,2415.5777,6704.2367,
2018-12-12,3170.6092,1341.296,182.1836,2651.0701,2423.3178,6763.9567,
2018-12-13,3219.6924,1353.411,181.6007,2650.54,2457.9046,6767.9735,
2018-12-14,3165.9109,1354.455,181.5286,2599.95,2423.3814,6594.9632,
2018-12-17,3161.1966,1358.491,181.3466,2545.9399,2425.9446,6448.3864,
2018-12-18,3128.4265,1351.833,181.3986,2546.1599,2397.8676,6491.5163,
2018-12-19,3091.1255,1342.325,181.5122,2506.96,2369.5483,6342.9681,
2018-12-20,3067.4169,1347.553,181.8372,2467.4199,2334.9217,6243.1948,
2018-12-21,3029.3951,1344.449,181.8976,2416.5801,2306.1451,6046.5566,
2018-12-24,3038.1981,1333.856,181.8401,2351.1001,2309.2327,5899.3546,
2018-12-25,3017.2815,1307.472,181.9072,,2297.3326,,
2018-12-26,3002.0327,1312.094,182.0596,2467.7,2281.5579,6262.7666,
2018-12-27,2990.5057,1323.046,182.3508,2488.8301,2276.0571,6288.302,
2018-12-28,3010.6536,1325.009,182.8239,2485.74,2293.0985,6285.2664,
2018-12-29,,,182.912,,,,
2018-12-30,,,182.9167,,,,
2018-12-31,,,182.9333,2506.8501,,6329.9702,
2019-01-02,2969.5353,1314.447,183.4889,2510.03,2262.7908,6360.8701,
2019-01-03,2964.8421,1333.194,183.6008,2447.8899,2269.243,6147.1299,
2019-01-04,3035.8741,1351.425,183.5155,2531.9399,2314.6466,6422.6699,
2019-01-07,3054.303,1358.589,183.4784,2549.6899,2314.3193,6488.25,
2019-01-08,3047.7035,1355.018,183.8706,2574.4099,2305.1708,6551.8501,
2019-01-09,3078.4759,1361.238,183.7506,2584.96,2332.7192,6600.6899,
2019-01-10,3072.6864,1359.475,183.671,2596.6399,2331.8507,6620.9399,
2019-01-11,3094.7782,1365.787,183.6747,2596.26,2354.4987,6601.3999,
2019-01-14,3067.7845,1361.781,183.5561,2582.6101,2331.1358,6541.04,
2019-01-15,3127.9904,1361.415,183.4864,2610.3,2378.3696,6669.6401,
2019-01-16,3128.6517,1368.817,184.0784,2616.1001,2381.2178,6668.5601,
2019-01-17,3111.4168,1369.145,184.1646,2635.96,2371.3481,6718.4502,
2019-01-18,3168.1739,1388.557,183.9865,2670.71,2417.363,6784.6099,
2019-01-21,3185.6364,1395.778,183.9501,,2432.487,,
2019-01-22,3143.3171,1384.837,183.9577,2632.8999,2401.233,6646.8101,
