,850531.SL,STIP.P,000300.SH,HSI.HK,SPX.GI,N225.GI,BRN0Y.ICE,CU00.SHF,CBA02001.CB,CBA00603.CB,
,黄金,美国国债0-5年期债券,沪深300,恒生指数,标普500,日经225,布伦特原油连续,沪铜连续,中债企业债总指数(总值)财富指数,中债国债总指数(总值)全价指数,
2013-02-07,8204.12,76.6508,2759.87,23177,1509.39,11357.07,116.7,58900,126.5659,117.2336,
2013-02-08,8176.31,76.5915,2771.725,23215.16,1517.93,11153.16,117.81,58920,126.6067,117.2856,
2013-02-11,--,76.5766,--,--,1517.01,--,--,--,--,--,
2013-02-12,--,76.5766,--,--,1519.43,11369.12,--,--,--,--,
2013-02-13,--,76.5766,--,--,1520.33,11251.41,--,--,--,--,
2013-02-14,--,76.6434,--,23413.25,1521.38,11307.28,--,--,--,--,
2013-02-15,--,76.5915,--,23444.56,1519.79,11173.83,--,--,--,--,
2013-02-16,--,--,--,--,--,--,--,--,126.8088,117.256,
2013-02-17,--,--,--,--,--,--,--,--,126.8904,117.2606,
2013-02-18,7868.6,--,2737.471,23381.94,--,11407.87,117.4,58390,126.9522,117.1899,
2013-02-19,7769.4,76.5766,2685.606,23143.91,1530.94,11372.34,117.2,58430,127.0577,117.18,
2013-02-20,7814.79,76.5766,2702.635,23307.41,1511.95,11468.28,115.1,58340,127.147,117.3028,
2013-02-21,7500.41,76.5766,2610.549,22906.67,1502.42,11309.13,113.65,57410,127.3155,117.3087,
2013-02-22,7552.75,76.5544,2596.604,22782.44,1515.6,11385.94,114.3,57420,127.4567,117.2714,
2013-02-25,7545.05,76.6211,2604.96,22820.08,1487.85,11662.52,113.34,57050,127.5714,117.1601,
2013-02-26,7447,76.6063,2567.595,22519.69,1496.94,11398.81,112.99,56910,127.4848,117.1349,
2013-02-27,7509.49,76.5915,2594.677,22577.01,1515.99,11253.97,112,57250,127.4912,117.1659,
2013-02-28,7574.71,76.5989,2673.327,23020.27,1514.68,11559.36,111,57400,127.5198,116.8834,
2013-03-01,7531.73,76.6137,2668.836,22880.22,1518.2,11606.38,110.51,56590,127.5748,116.904,
2013-03-04,7349.73,76.6063,2545.715,22537.81,1525.2,11652.29,110.04,56260,127.6267,116.9818,
2013-03-05,7425.65,76.6285,2622.807,22560.5,1539.79,11683.45,110.94,56820,127.6863,117.0076,
2013-03-06,7450.39,76.5915,2650.202,22777.84,1541.46,11932.27,109.98,56580,127.7212,117.0132,
2013-03-07,7488.44,76.5321,2619.479,22771.44,1544.26,11968.08,110.07,56380,127.726,117.0019,
2013-03-08,7412.56,76.5989,2606.927,23091.95,1551.18,12283.62,110.25,56620,127.7389,116.9405,
2013-03-11,7408.8,76.5736,2592.372,23090.82,1556.22,12349.05,109.48,56410,127.829,116.9198,
2013-03-12,7301.57,76.6434,2555.615,22890.6,1552.48,12314.81,109.13,56330,127.8416,116.9287,
2013-03-13,7303.78,76.6656,2527.486,22556.65,1554.52,12239.66,108.18,56750,127.8352,116.9456,
2013-03-14,7196.25,76.7547,2534.273,22619.18,1563.23,12381.19,109.34,56580,127.7876,116.9384,
2013-03-15,7141.42,76.8066,2539.873,22533.11,1560.7,12560.95,110.05,56910,127.8031,116.9311,
2013-03-18,7098.4,76.7918,2502.493,22083.36,1552.1,12220.63,109.4,55380,127.8493,116.9068,
2013-03-19,7202.26,76.7621,2525.097,22041.86,1548.34,12468.23,107.46,55060,127.7989,116.9329,
2013-03-20,7311.57,76.7398,2610.174,22256.44,1558.71,--,108.58,55480,127.8029,116.974,
2013-03-21,7281.23,76.6953,2614.988,22225.88,1545.8,12635.69,107.2,55850,127.8144,116.9524,
2013-03-22,7321.72,76.7027,2618.308,22115.3,1556.89,12338.53,107.5,55700,127.8269,116.9485,
2013-03-25,7273.63,76.7324,2613.097,22251.15,1551.69,12546.46,108.18,55990,127.8725,116.9767,
2013-03-26,7160.96,76.7324,2575.05,22311.08,1563.77,12471.62,109.4,55800,127.8403,116.9888,
2013-03-27,7111.93,76.7465,2583.53,22464.82,1562.85,12493.79,109.84,55620,127.8768,117.0046,
2013-03-28,7150.88,76.7843,2499.302,22299.63,1569.19,12335.96,109.77,55410,127.9916,117.0731,
2013-03-29,7053.51,--,2495.083,--,--,12397.91,--,55000,128.0528,117.0984,
2013-04-01,6920.98,76.8066,2493.187,--,1562.17,12135.02,111.08,53860,128.1861,117.2237,
2013-04-02,6949.8,76.7851,2486.391,22367.82,1570.25,12003.43,110.53,54630,128.3658,117.3567,
2013-04-03,6887.85,76.7331,2483.547,22337.49,1553.69,12362.2,106.89,54200,128.4823,117.4424,
2013-04-04,--,76.7628,--,--,1559.98,12634.54,--,--,--,--,
2013-04-05,--,76.7109,--,21726.9,1553.28,12833.64,--,--,--,--,
2013-04-07,--,--,--,--,--,--,--,--,128.6526,117.5628,
2013-04-08,6984.75,76.6589,2472.299,21718.05,1563.07,13192.59,104.9,54760,128.7536,117.5036,
2013-04-09,6984.5,76.5887,2489.43,21870.34,1568.61,13192.35,106.15,55250,128.8878,117.5854,
2013-04-10,7005.58,76.5327,2485.309,22034.56,1587.73,13288.13,105.65,55300,128.9684,117.6664,
2013-04-11,6915.72,76.5847,2477.876,22101.27,1593.37,13549.16,104.41,55210,128.9559,117.6207,
2013-04-12,6896.47,76.5698,2462.112,22089.05,1588.85,13485.14,102.85,55300,129.0218,117.6618,
2013-04-15,6567.44,76.4436,2436.818,21772.67,1552.36,13275.66,99.31,53630,129.1765,117.7839,
2013-04-16,6459.82,76.4214,2459.592,21672.03,1574.57,13221.44,100.1,53150,129.2998,117.9977,
2013-04-17,6424.52,76.3323,2458.473,21569.67,1552.01,13382.89,97.37,52570,129.3357,117.9162,
2013-04-18,6402.68,76.1022,2464.851,21512.52,1541.61,13220.07,99.6,50830,129.2479,117.7804,
2013-04-19,6516.6,76.2209,2533.827,22013.57,1555.25,13316.48,99.53,51130,129.0339,117.7418,
2013-04-22,6511.73,76.2506,2530.67,22044.37,1562.5,13568.37,100.37,49800,128.7021,117.6333,
2013-04-23,6370.08,76.2283,2449.471,21806.61,1578.78,13529.65,100.31,49720,128.6824,117.7638,
2013-04-24,6420.95,76.3026,2495.579,22183.05,1578.79,13843.46,101.82,51010,128.6876,117.8238,
2013-04-25,6421.26,76.3991,2467.875,22401.24,1585.16,13926.08,103.11,51800,128.7492,117.8935,
2013-04-26,6447.64,76.451,2447.306,22547.71,1582.24,13884.13,102.85,52150,128.867,117.9205,
2013-04-27,--,--,--,--,--,--,--,--,128.9297,117.9576,
2013-04-28,--,--,--,--,--,--,--,--,128.94,117.9419,
2013-04-29,--,76.4214,--,22580.77,1593.61,--,--,--,--,--,
2013-04-30,--,76.3174,--,22737.01,1597.57,13860.86,--,--,--,--,
2013-05-01,--,76.2052,--,--,1582.7,13799.35,--,--,--,--,
2013-05-02,6328.58,76.2349,2449.639,22668.3,1597.59,13694.04,102.7,50270,129.0965,118.0749,
2013-05-03,6378.61,76.287,2492.912,22689.96,1614.42,--,103.71,51610,129.1607,118.1062,
2013-05-06,6442.02,76.339,2525.983,22915.09,1617.5,--,105.46,53310,129.2194,118.018,
2013-05-07,6446.07,76.3538,2529.938,23047.09,1625.96,14180.24,103.75,52820,129.3084,118.1241,
2013-05-08,6433.34,76.3315,2542.798,23244.35,1632.69,14285.69,104.02,53490,129.2846,118.045,
2013-05-09,6419.07,76.3093,2527.794,23211.48,1626.67,14191.48,104.1,53540,129.3777,118.0666,
2013-05-10,6420.37,76.2423,2540.836,23321.22,1633.7,14607.54,103.38,53900,129.4986,118.1151,
2013-05-13,6352.87,76.1683,2530.768,22989.81,1633.77,14782.21,102.64,54010,129.6292,118.1312,
2013-05-14,6291.35,76.1383,2493.338,22930.28,1650.34,14758.42,102.53,53420,129.6999,118.1348,
2013-05-15,6266.92,76.1309,2506.925,23044.24,1658.78,15096.03,103.65,52800,129.7767,118.1004,
2013-05-16,6262.31,76.116,2552.709,23082.68,1650.47,15037.24,103.84,52670,129.8008,118.1081,
2013-05-17,6311.11,76.0484,2592.048,--,1667.47,15138.12,104.72,53400,129.8322,118.1208,
2013-05-20,6379.6,76.064,2609.607,23493.03,1666.29,15360.81,104.79,53020,129.8654,118.0955,
2013-05-21,6383.75,76.0417,2614.853,23366.37,1669.16,15381.02,103.63,53900,129.8527,118.1367,
2013-05-22,6374.58,75.9132,2618.034,23261.08,1655.35,15627.26,102.47,54050,129.8791,118.1939,
2013-05-23,6344.82,75.8337,2582.849,22669.68,1650.51,14483.98,102.66,52880,130.0085,118.2193,
2013-05-24,6367.76,75.8337,2597.228,22618.67,1649.6,14612.45,102.78,53410,130.0906,118.169,
2013-05-27,6337.14,--,2599.587,22686.05,--,14142.65,102.62,53050,130.209,118.1807,
2013-05-28,6472.96,75.7475,2644.359,22924.25,1660.06,14311.98,104.35,53250,130.2693,118.2104,
2013-05-29,6443.44,75.6776,2642.561,22554.93,1648.36,14326.46,102.18,52900,130.3208,118.1401,
2013-05-30,6478.77,75.581,2634.323,22484.31,1654.41,13589.03,102.24,53050,130.374,118.1326,
2013-05-31,6431.49,75.6256,2606.426,22392.16,1630.74,13774.54,100.15,53430,130.3915,118.1179,
2013-06-03,6388.33,75.5884,2602.623,22282.19,1640.42,13261.82,102.17,53500,130.4548,118.0821,
2013-06-04,6350.07,75.6553,2565.666,22285.52,1631.38,13533.76,103.18,53600,130.4542,118.0284,
2013-06-05,6331.86,75.581,2560.539,22069.24,1608.9,13014.87,102.63,54040,130.4512,118.0003,
2013-06-06,6274.04,75.6182,2527.845,21838.43,1622.56,12904.02,103.19,53510,130.3887,117.9565,
2013-06-07,6235.17,75.5364,2484.16,21575.26,1643.38,12877.53,104.55,53680,130.3134,117.8054,
2013-06-08,--,--,--,--,--,--,--,--,130.2903,117.7954,
2013-06-09,--,--,--,--,--,--,--,--,130.3396,117.9615,
2013-06-10,--,75.3802,--,21615.09,1642.81,13514.2,--,--,--,--,
2013-06-11,--,75.3208,--,21354.66,1626.13,13317.62,--,--,--,--,
2013-06-12,--,75.2761,--,--,1612.52,13289.32,--,--,--,--,
2013-06-13,6075.8,75.3727,2399.937,20887.04,1636.36,12445.38,104.95,52310,130.3445,117.5639,
2013-06-14,6092.56,75.4322,2416.771,20969.14,1626.73,12686.52,105.84,52420,130.2458,117.4792,
2013-06-17,6049.76,75.3876,2403.839,21225.9,1639.04,13033.12,105.62,52400,130.2042,117.401,
2013-06-18,6026.96,75.4545,2418.745,21225.88,1651.81,13007.28,106.1,51610,130.157,117.3241,
2013-06-19,5944.21,75.1794,2400.765,20986.89,1628.93,13245.22,105.87,51520,129.9695,116.9355,
2013-06-20,5759.91,74.8745,2321.466,20382.87,1588.19,13014.58,102.06,50320,129.3329,116.0614,
2013-06-21,5761.35,74.458,2317.394,20263.31,1592.43,13230.13,101.09,50250,129.2386,116.3204,
2013-06-24,5472.5,74.2951,2171.21,19813.98,1573.09,13062.78,101.07,48750,129.113,116.3641,
2013-06-25,5365.83,74.3611,2165.421,19855.72,1588.03,12969.34,101.21,49360,129.1205,116.4539,
2013-06-26,5289.41,74.4729,2168.297,20338.55,1603.26,12834.01,101.8,48750,129.5614,116.948,
2013-06-27,5272.66,74.7406,2160.735,20440.08,1613.2,13213.55,102.65,49390,129.7722,117.11,
2013-06-28,5260.51,74.8737,2200.639,20803.29,1606.28,13677.32,101.99,49220,129.9954,117.2495,
2013-07-01,5106.34,74.9191,2213.317,--,1614.96,13852.5,102.93,50100,130.0858,117.2514,
2013-07-02,4991.59,75.0381,2221.984,20658.65,1614.08,14098.74,103.41,50660,130.2345,117.2936,
2013-07-03,4964.31,75.0277,2203.828,20147.31,1615.41,14055.56,105.21,51030,130.3911,117.3182,
2013-07-04,4986.48,--,2221.979,20468.67,--,14018.93,104.84,50640,130.5264,117.3836,
2013-07-05,5078.67,74.9712,2226.849,20854.67,1631.89,14309.97,107.06,50020,130.5756,117.4044,
2013-07-08,4750.54,75.1192,2163.619,20582.19,1640.46,14109.34,106.49,49520,130.6682,117.2743,
2013-07-09,4801.34,75.108,2162.669,20683.01,1652.32,14472.9,107.35,49810,130.6706,117.235,
2013-07-10,4900.5,75.0828,2224.065,20904.56,1652.62,14416.6,107.34,49530,130.6258,116.9594,
2013-07-11,5133.33,75.2465,2326.688,21437.49,1675.02,14472.58,106.64,51250,130.5156,116.8501,
2013-07-12,4968.74,75.3209,2275.373,21277.28,1680.19,14506.25,108.2,50500,130.391,116.7403,
2013-07-15,4987.37,75.3432,2307.297,21303.31,1682.5,--,108.08,50560,130.3708,116.7389,
2013-07-16,4966.86,75.4176,2317.848,21312.38,1676.26,14599.12,107.93,50700,130.3338,116.6775,
2013-07-17,4912.7,75.4994,2282.836,21371.87,1680.91,14615.04,108.74,50340,130.2779,116.4883,
2013-07-18,4757.52,75.492,2245.328,21345.22,1689.37,14808.5,108.83,50130,130.162,116.4438,
2013-07-19,4665.55,75.5813,2190.478,21362.42,1692.09,14589.91,108.3,50040,130.0505,116.389,
2013-07-22,4847.22,75.5441,2202.189,21416.5,1695.53,14658.04,108.16,50790,129.8292,116.1591,
2013-07-23,4954.3,75.4697,2265.845,21915.42,1692.39,14778.51,108.41,50750,129.535,115.9483,
2013-07-24,4886.17,75.2465,2249.151,21968.93,1685.94,14731.28,107.05,50970,129.3663,115.7127,
2013-07-25,4813.13,75.239,2237.683,21900.96,1690.25,14562.93,107.65,50960,129.3928,116.0516,
2013-07-26,4808.7,75.239,2224.008,21968.95,1691.65,14129.98,107.19,50540,129.5237,116.1123,
2013-07-29,4698.76,75.2241,2175.97,21850.15,1685.33,13661.13,107.33,49800,129.5193,116.0549,
2013-07-30,4733.76,75.2167,2189.388,21953.96,1685.96,13869.82,107.01,49560,129.5779,116.0769,
2013-07-31,4744.71,75.3953,2193.021,21883.66,1685.73,13668.32,107.82,49920,129.6154,116.1314,
2013-08-01,4806.6,75.3874,2245.364,22088.79,1706.87,14005.77,109.4,50570,129.7908,116.2188,
2013-08-02,4750.19,75.4933,2247.263,22190.97,1709.67,14466.16,108.07,50600,129.9391,116.2614,
2013-08-05,4806.04,75.4697,2278.329,22222.01,1707.14,14258.04,107.71,50800,129.9707,116.2225,
2013-08-06,4818.52,75.5439,2293.641,21923.7,1697.37,14401.06,107.19,50880,129.9127,116.173,
2013-08-07,4780.85,75.5217,2280.623,21588.84,1690.91,13824.94,105.92,50670,129.8736,115.9602,
2013-08-08,4793.45,75.4771,2276.782,21655.88,1697.48,13605.56,105.5,51900,129.7082,115.6558,
2013-08-09,4975.72,75.4912,2286.01,21807.56,1691.42,13615.19,106.87,51920,129.6303,115.5391,
2013-08-12,5162.48,75.4328,2352.794,22271.28,1689.47,13519.43,107.86,52900,129.6175,115.403,
2013-08-13,5135.75,75.3506,2359.068,22541.13,1694.16,13867,108.1,52600,129.3882,114.9933,
2013-08-14,5049.02,75.2837,2349.08,--,1685.39,14050.16,108.96,52600,129.2128,114.735,
2013-08-15,5076.33,75.0828,2321.576,22539.25,1661.32,13752.94,109.32,52550,128.9628,114.6893,
2013-08-16,5100.56,75.0009,2304.144,22517.81,1655.83,13650.11,110.42,53380,128.9654,114.6486,
2013-08-19,5119.14,74.8893,2331.43,22463.7,1646.06,13758.13,109.59,53070,128.9435,114.3384,
2013-08-20,4981.78,75.0232,2312.465,21970.29,1652.35,13396.38,110.15,52640,128.7664,114.0178,
2013-08-21,5013.25,74.8447,2308.589,21817.73,1642.8,13424.33,109.73,52870,128.7895,114.1366,
2013-08-22,4948.64,74.7926,2303.932,21895.4,1656.96,13365.17,110,53180,128.832,114.1555,
2013-08-23,4926.91,74.986,2286.929,21863.51,1663.5,13660.55,111.05,53070,128.9285,114.3068,
2013-08-26,5054.1,75.0828,2335.616,22005.32,1656.78,13636.28,110.93,53700,128.9869,114.4648,
2013-08-27,5132.05,75.2018,2340.881,21874.77,1630.48,13542.37,115.29,53200,129.0531,114.425,
2013-08-28,5622.31,75.172,2328.056,21524.65,1634.96,13338.46,116.33,52760,129.0764,114.1841,
2013-08-29,5474.83,75.12,2318.311,21704.78,1638.17,13459.71,114.44,52740,129.0777,113.9276,
2013-08-30,5377.87,75.0307,2313.91,21731.37,1632.97,13388.86,114.45,52320,129.0956,113.9529,
2013-09-02,5479.06,--,2320.344,22175.34,--,13572.92,112.44,52850,129.1444,113.9224,
2013-09-03,5380.88,74.9711,2354.502,22394.58,1639.77,13978.44,113.7,52690,129.1679,113.9163,
2013-09-04,5434.64,74.7926,2350.699,22326.22,1653.08,14053.87,113.23,52380,129.1473,113.7925,
2013-09-05,5305.37,74.5098,2341.735,22597.97,1655.08,14064.82,113.7,52060,129.1477,113.8126,
2013-09-06,5349,74.6966,2357.782,22621.22,1655.17,13860.81,114.1,52250,129.2109,113.8187,
2013-09-09,5409.86,74.7405,2440.609,22750.65,1671.71,14205.23,111.77,52600,129.2647,113.7633,
2013-09-10,5378.37,74.6363,2474.894,22976.65,1683.99,14423.36,109.96,52330,129.2915,113.6427,
2013-09-11,5373.13,74.8074,2482.889,22937.14,1689.13,14425.07,110.29,52420,129.2252,113.4189,
2013-09-12,5291.71,74.9191,2507.455,22953.72,1683.42,14387.27,111.89,51880,129.2043,113.3969,
2013-09-13,5217.12,74.9191,2488.902,22915.28,1687.99,14404.67,111.79,51850,129.1232,113.2153,
2013-09-16,5224.32,75.0381,2478.39,23252.41,1697.6,--,109.82,51880,129.0997,113.157,
2013-09-17,5102.65,75.0604,2427.322,23180.52,1704.76,14311.67,107.75,51810,129.1244,113.1863,
2013-09-18,5122.32,75.4251,2432.51,23117.45,1725.52,14505.36,110.74,52030,129.1637,113.1187,
2013-09-19,--,75.3804,--,23502.51,1722.34,14766.18,--,--,--,--,
2013-09-20,--,75.3879,--,--,1709.91,14742.42,--,--,--,--,
2013-09-22,--,--,--,--,--,--,--,--,129.2911,113.4965,
2013-09-23,5182.18,75.335,2472.288,23371.54,1701.84,--,107.16,52380,129.3157,113.3626,
2013-09-24,5079.81,75.2978,2443.885,23179.04,1697.42,14732.61,107.92,52150,129.3016,113.2563,
2013-09-25,5112.95,75.3722,2429.03,23209.63,1692.77,14620.53,107.06,52230,129.3203,113.3306,
2013-09-26,5041.79,75.2837,2384.443,23125.03,1698.67,14799.12,108.09,52560,129.3633,113.5245,
2013-09-27,5018.72,75.3432,2394.971,23207.04,1691.75,14760.07,107.35,52650,129.4072,113.4663,
2013-09-29,--,--,--,--,--,--,--,--,129.4211,113.4459,
2013-09-30,5074.42,75.2614,2409.037,22859.86,1681.55,14455.8,107.27,52990,129.4693,113.4811,
2013-10-01,--,75.2654,--,--,1695,14484.72,--,--,--,--,
2013-10-02,--,75.4027,--,22984.48,1693.87,14170.49,--,--,--,--,
2013-10-03,--,75.4548,--,23214.4,1678.66,14157.25,--,--,--,--,
2013-10-04,--,75.3581,--,23138.54,1690.5,14024.31,--,--,--,--,
2013-10-07,--,75.3581,--,22973.95,1676.12,13853.32,--,--,--,--,
2013-10-08,5092.71,75.3048,2441.811,23178.85,1655.45,13894.61,109.42,52750,129.6586,113.6147,
2013-10-09,5077.41,75.3623,2453.583,23033.97,1656.4,14037.84,108.25,52160,129.6838,113.5079,
2013-10-10,5005.71,75.4474,2429.317,22951.3,1692.56,14194.71,110.87,51950,129.6915,113.5911,
2013-10-11,5031.48,75.4408,2468.508,23218.32,1703.2,14404.74,110.29,52070,129.729,113.5883,
2013-10-12,--,--,--,--,--,--,--,--,129.7318,113.609,
2013-10-14,5001.6,75.3929,2472.542,--,1710.14,--,110.18,52630,129.8252,113.3797,
2013-10-15,5030.16,75.3953,2467.517,23336.52,1698.06,14441.54,109,52310,129.8247,113.2863,
2013-10-16,5143.79,75.4548,2421.371,23228.33,1721.54,14467.14,110.49,52390,129.774,113.1899,
2013-10-17,5012.68,75.5218,2413.33,23094.88,1733.15,14586.51,109,52040,129.7476,113.1947,
2013-10-18,5064.48,75.5508,2426.054,23340.1,1744.5,14561.54,109.94,52370,129.765,113.1293,
2013-10-21,5087.3,75.5516,2471.322,23438.15,1744.66,14693.57,109.77,52510,129.7899,113.0666,
2013-10-22,5044.6,75.5635,2445.891,23315.99,1754.67,14713.25,110.06,52360,129.7557,112.9491,
2013-10-23,5049.48,75.4774,2418.491,22999.95,1746.38,14426.05,107.65,52250,129.6612,112.8783,
2013-10-24,4995.5,75.4772,2400.511,22835.82,1752.07,14486.41,106.99,51930,129.4282,112.6809,
2013-10-25,4914.47,75.5144,2368.559,22698.34,1759.77,14088.19,107.06,51500,129.2398,112.5999,
2013-10-28,4884.82,75.5664,2365.954,22806.58,1762.11,14396.04,109.42,51850,129.2163,112.5889,
2013-10-29,4817.44,75.5292,2372.053,22846.54,1771.95,14325.98,108.81,51800,129.1622,112.4565,
2013-10-30,4837.04,75.5516,2407.471,23304.02,1763.31,14502.35,109.77,52290,129.0436,112.3961,
2013-10-31,4786.71,75.4504,2373.718,23206.37,1756.54,14327.94,108.9,51980,128.9996,112.5721,
2013-11-01,4778.57,75.3581,2384.96,23249.79,1761.64,14201.57,105.91,52300,129.0897,112.7495,
2013-11-04,4774.74,75.3581,2380.454,23189.62,1767.93,--,105.94,51850,129.1401,112.7148,
2013-11-05,4779.95,75.2844,2383.769,23038.95,1762.97,14225.37,105.65,51780,129.1229,112.5294,
2013-11-06,4760.73,75.492,2353.568,23036.94,1770.49,14337.31,104.99,51730,129.0399,112.3616,
2013-11-07,4779.26,75.4399,2340.552,22881.03,1747.15,14228.44,103.46,51620,129.0069,111.9826,
2013-11-08,4720.31,75.3358,2307.945,22744.39,1770.61,14086.8,105.04,51600,128.9045,111.8257,
2013-11-11,4664.79,75.3876,2315.889,23069.85,1771.89,14269.84,106.18,51680,128.667,111.1992,
2013-11-12,4703.33,75.3655,2340,22901.41,1767.69,14588.68,105.82,51550,128.5636,111.2414,
2013-11-13,4632.32,75.4474,2288.116,22463.83,1782,14567.16,106.89,50750,128.3711,110.9089,
2013-11-14,4640.6,75.617,2304.501,22649.15,1790.62,14876.41,108.28,50600,128.1408,110.7361,
2013-11-15,4704.81,75.6037,2350.734,23032.15,1798.18,15165.92,108.5,50350,127.8705,110.1716,
2013-11-18,4762.41,75.6706,2428.903,23660.06,1791.53,15164.3,108.47,50550,127.7971,109.8495,
2013-11-19,4730.65,75.5069,2412.163,23657.81,1787.87,15126.56,107.07,50150,127.5691,109.6388,
2013-11-20,4743.75,75.4399,2424.85,23700.86,1781.37,15076.08,107.92,50660,127.3093,109.4215,
2013-11-21,4684.29,75.5069,2409.989,23580.29,1795.85,15365.6,110.15,50560,127.2586,109.5515,
2013-11-22,4751.41,75.5739,2397.962,23696.28,1804.76,15381.72,110.49,50800,127.2874,109.8238,
2013-11-25,4680.34,75.5069,2388.629,23684.45,1802.48,15619.13,111.05,50780,127.3277,109.7522,
2013-11-26,4698.74,75.5292,2387.416,23681.28,1802.75,15515.24,111.04,51040,127.2592,109.7938,
2013-11-27,4695.55,75.492,2414.481,23806.35,1807.23,15449.63,111.59,50860,127.163,110.1325,
2013-11-28,4748.8,--,2439.53,23789.09,--,15727.12,110.95,50600,127.1616,110.602,
2013-11-29,4732.45,75.4355,2438.944,23881.29,1805.81,15661.87,110.11,50850,127.3564,111.0737,
2013-12-02,4657.16,75.3283,2418.788,24038.55,1800.9,15655.07,111.42,50800,127.4328,110.5742,
2013-12-03,4664.85,75.364,2442.784,23910.47,1795.15,15749.66,112.88,50330,127.4617,110.7373,
2013-12-04,4692.31,75.3134,2475.135,23728.7,1792.81,15407.94,111.17,50550,127.5238,110.7888,
2013-12-05,4708.08,75.2822,2468.197,23712.57,1785.03,15177.49,110.71,50810,127.568,110.4644,
2013-12-06,4689.04,75.2356,2452.287,23743.1,1805.09,15299.86,111.36,51000,127.5765,110.3338,
2013-12-09,4691.14,75.1944,2450.872,23811.17,1808.37,15650.21,108.93,50980,127.6146,110.1551,
2013-12-10,4675.18,75.291,2453.322,23744.19,1802.62,15611.31,109.25,51190,127.5346,109.8074,
2013-12-11,4651.67,75.2687,2412.763,23338.24,1782.22,15515.06,109.32,51140,127.5106,109.4141,
2013-12-12,4605.51,75.2018,2410.015,23218.12,1775.5,15341.82,108.34,51510,127.5399,109.6038,
2013-12-13,4561.85,75.2167,2406.639,23245.96,1775.32,15403.11,108.3,51100,127.5955,109.9314,
2013-12-16,4497.25,75.2302,2367.923,23114.66,1786.54,15152.91,109.04,51250,127.6191,109.8464,
2013-12-17,4496.99,75.2896,2356.376,23069.23,1781,15278.63,108.21,51430,127.5995,109.7803,
2013-12-18,4447.84,75.2241,2357.226,23143.82,1810.65,15587.8,109.28,51280,127.5231,109.6826,
2013-12-19,4421.42,75.1349,2332.41,22888.75,1809.6,15859.22,110.06,51120,127.3943,109.5284,
2013-12-20,4267.78,75.0884,2278.136,22812.18,1818.32,15870.42,111.84,51420,127.273,109.5317,
2013-12-23,4219.44,75.0902,2284.602,22921.56,1827.99,--,111.57,51300,127.2627,109.5203,
2013-12-24,4242.8,75.0511,2288.248,23179.55,1833.32,15889.33,112,51440,127.2947,109.673,
2013-12-25,4268.73,--,2305.11,--,--,16009.99,--,52270,127.3153,109.6622,
2013-12-26,4374.49,75.053,2265.334,--,1842.02,16174.44,112,52140,127.3151,109.7172,
2013-12-27,4343.31,75.1043,2303.478,23243.24,1841.4,16178.94,112.11,52380,127.315,109.7504,
2013-12-30,4337.36,75.1721,2299.458,23244.87,1841.07,16291.31,111.2,52300,127.3562,109.7884,
2013-12-31,4335.06,75.1334,2330.026,23306.39,1848.36,--,110.9,52300,127.37,109.7561,
2014-01-02,4419.9,75.1721,2321.978,23340.05,1831.98,--,107.82,52670,127.3702,109.6371,
2014-01-03,4383.25,75.1274,2290.779,22817.28,1831.37,--,107.03,51940,127.3147,109.5024,
2014-01-06,4263.64,75.2122,2238.637,22684.15,1826.77,15908.88,107,51880,127.2852,109.4409,
2014-01-07,4269.36,75.2762,2238.001,22712.78,1837.88,15814.37,107.01,52000,127.2617,109.5126,
2014-01-08,4174.51,75.1795,2241.911,22996.59,1837.49,16121.45,106.83,52130,127.3071,109.7345,
2014-01-09,4129.59,75.239,2222.221,22787.33,1838.13,15880.33,106,51460,127.3538,109.822,
2014-01-10,4152.89,75.2838,2204.851,22846.25,1842.37,15912.06,106.83,51580,127.3829,109.8324,
2014-01-13,4189.17,75.3283,2193.679,22888.76,1819.2,--,105.59,51850,127.4612,109.8565,
2014-01-14,4159.77,75.239,2212.846,22791.28,1838.88,15422.4,105.25,51980,127.4229,109.8595,
2014-01-15,4102.5,75.1981,2208.941,22902,1848.38,15808.73,105.97,51550,127.475,110.0269,
2014-01-16,4125.13,75.1869,2211.844,22986.41,1845.89,15747.2,105.48,51870,127.519,110.0069,
2014-01-17,4045.18,75.1646,2178.488,23133.35,1838.7,15734.46,106.32,51940,127.5441,110.0082,
2014-01-20,4050.25,--,2165.993,22928.95,--,15641.68,106.33,51890,127.555,110.017,
2014-01-21,4062.06,75.1258,2187.41,23033.12,1843.8,15795.96,106.8,51720,127.6987,110.3576,
2014-01-22,4136.01,75.12,2243.796,23082.25,1844.86,15820.96,108.08,51720,127.8075,110.6819,
2014-01-23,4112.77,75.1944,2231.889,22733.9,1828.46,15695.89,107.58,51540,127.936,110.7568,
2014-01-24,4222.39,75.2241,2245.678,22450.06,1790.29,15391.56,107.89,51350,127.9698,110.6404,
2014-01-26,--,--,--,--,--,--,--,--,127.9979,110.8981,
2014-01-27,4239.78,75.1795,2215.919,21976.1,1781.56,15005.73,106.29,51110,128.0898,110.9206,
2014-01-28,4188.45,75.2317,2219.855,21960.64,1792.5,14980.16,106.89,51070,128.1094,110.8941,
2014-01-29,4183.58,75.3134,2227.781,22141.61,1774.2,15383.91,107.11,51200,128.1345,110.8785,
