,850531.SL,STIP.P,000300.SH,HSI.HK,SPX.GI,N225.GI,BRN0Y.ICE,CU00.SHF,CBA02001.CB,CBA00603.CB,
,黄金,美国国债0-5年期债券,沪深300,恒生指数,标普500,日经225,布伦特原油连续,沪铜连续,中债企业债总指数(总值)财富指数,中债国债总指数(总值)全价指数,
2019-09-10,7134.15,80.0237,3959.265,26683.68,2979.3899,21392.1,62.71,47390,186.8212,122.0051,
2019-09-11,7153.57,79.9997,3930.0999,27159.06,3000.9299,21597.76,61.02,47260,186.8581,121.984,
2019-09-12,7100.47,79.9757,3972.3799,27087.63,3009.5701,21759.61,60.49,47590,186.894,121.7906,
2019-09-13,--,79.8638,--,27352.69,3007.3899,21988.29,60.25,--,--,--,
2019-09-16,7215.72,80.0637,3957.7154,27124.55,2997.96,--,68.02,47580,187.0043,121.7919,
2019-09-17,7045.72,80.0517,3891.2208,26790.24,3005.7,22001.32,64.16,47370,187.0259,121.7314,
2019-09-18,6993.31,79.9198,3910.0837,26754.12,3006.73,21960.71,63.55,47360,187.067,121.5245,
2019-09-19,6974.99,79.9837,3924.3823,26468.95,3006.79,22044.45,64.8,47140,187.0355,121.5514,
2019-09-20,7082.3,80.0876,3935.6511,26435.67,2992.0701,22079.09,64.77,47170,187.0249,121.5527,
2019-09-23,7035.51,80.1756,3890.6616,26222.4,2991.78,--,64.38,46910,187.0943,121.5283,
2019-09-24,7032.12,80.1756,3901.0758,26281,2966.6001,22098.84,62.36,47150,187.1112,121.4455,
2019-09-25,6953.38,80.0716,3870.9837,25945.35,2984.8701,22020.15,62.52,47000,187.142,121.4479,
2019-09-26,6526.83,80.0876,3841.1388,26041.93,2977.6201,22048.24,62.6,47110,187.1709,121.3419,
2019-09-27,6442.48,80.0716,3852.6534,25954.81,2961.79,21878.9,61.91,46940,187.1984,121.2706,
2019-09-29,--,--,--,--,--,--,--,--,187.2371,121.3252,
2019-09-30,6401,80.0796,3814.5282,26092.27,2976.74,21755.84,60.75,47160,187.2965,121.2987,
2019-10-01,--,80.1361,--,--,2940.25,21885.24,59.2,--,--,--,
2019-10-02,--,80.1842,--,26042.69,2887.6101,21778.61,57.52,--,--,--,
2019-10-03,--,80.2883,--,26110.31,2910.6299,21341.74,57.61,--,--,--,
2019-10-04,--,80.3204,--,25821.03,2952.01,21410.2,58.43,--,--,--,
2019-10-07,--,80.2323,--,--,2938.79,21375.25,58.44,--,--,--,
2019-10-08,6393.83,80.2162,3837.6791,25893.4,2893.0601,21587.78,58.12,46780,187.4991,121.5464,
2019-10-09,6601.54,80.1922,3843.2392,25682.81,2919.3999,21456.38,58.32,46620,187.5337,121.5533,
2019-10-10,6610.18,80.1281,3874.6391,25707.93,2938.1299,21551.98,59.53,46650,187.5687,121.4655,
2019-10-11,6588.61,80.1041,3911.7253,26308.44,2970.27,21798.87,60.68,46910,187.5817,121.2946,
2019-10-12,--,--,--,--,--,--,--,--,187.5921,121.1707,
2019-10-14,6523.71,80.1281,3953.2411,26521.85,2966.1499,--,59.16,46920,187.617,121.233,
2019-10-15,6417.89,80,3936.2498,26503.93,2995.6799,22207.21,58.9,46880,187.6178,121.1568,
2019-10-16,6344.75,80.1441,3922.6854,26664.28,2989.6899,22472.92,59.06,46730,187.633,121.2035,
2019-10-17,6371.83,80.1922,3925.2216,26848.49,2997.95,22451.86,59.85,46630,187.6621,121.226,
2019-10-18,6232.88,80.2483,3869.3777,26719.58,2986.2,22492.68,59.3,46560,187.692,120.9854,
2019-10-21,6253,80.1682,3880.8398,26725.68,3006.72,22548.9,59.08,46990,187.7477,120.731,
2019-10-22,6232.4,80.2162,3895.8809,26786.2,2995.99,--,59.6,47080,187.7393,120.6365,
2019-10-23,6293.24,80.2162,3871.0848,26566.73,3004.52,22625.38,61.12,46900,187.737,120.6155,
2019-10-24,6131.93,80.2803,3870.6678,26797.95,3010.29,22750.6,61.42,47290,187.6988,120.6323,
2019-10-25,6259.05,80.2723,3896.7923,26667.39,3022.55,22799.81,62.03,47320,187.7056,120.539,
2019-10-28,6385.21,80.1682,3926.585,26891.26,3039.4199,22867.27,61.57,47360,187.7435,120.2186,
2019-10-29,6259.26,80.1081,3910.226,26786.76,3036.8899,22974.13,61.6,47290,187.7108,120.1925,
2019-10-30,6202.35,80.1441,3891.2255,26667.71,3046.77,22843.12,60.63,47420,187.661,120.0446,
2019-10-31,6181.33,80.2483,3886.7519,26906.72,3037.5601,22927.04,--,47250,187.5489,120.2032,
2019-11-01,6234.94,80.3401,3952.3872,27100.76,3066.9099,22850.77,61.55,47030,187.5966,120.3312,
2019-11-04,6310.65,80.3561,3978.1216,27547.3,3078.27,--,62.11,46950,187.6809,120.1902,
2019-11-05,6252.95,80.3161,4002.8128,27683.4,3074.6201,23251.99,62.97,47150,187.7176,120.4516,
2019-11-06,6212.6,80.3721,3984.8816,27688.64,3076.78,23303.82,61.79,47130,187.8189,120.4756,
2019-11-07,6199.47,80.26,3991.8749,27847.23,3085.1799,23330.32,62.38,47080,187.8961,120.4048,
2019-11-08,6150.61,80.26,3973.0107,27651.14,3093.0801,23391.87,62.61,47150,187.9431,120.383,
2019-11-11,5994.41,80.26,3902.9783,26926.55,3087.01,23331.84,62.3,47040,188.0582,120.5069,
2019-11-12,5884.4,80.252,3903.6888,27065.28,3091.8401,23520.01,62,47120,188.127,120.5378,
2019-11-13,6091.16,80.3201,3899.9815,26571.46,3094.04,23319.87,62.63,46900,188.1781,120.6168,
2019-11-14,6037.53,80.3401,3905.857,26323.69,3096.6299,23141.55,62.41,46920,188.2209,120.5347,
2019-11-15,5950,80.3,3877.0892,26326.66,3120.46,23303.32,63.45,46870,188.256,120.6335,
2019-11-18,5943.45,80.3721,3907.9291,26681.09,3122.03,23416.76,62.29,46930,188.3983,120.8495,
2019-11-19,5997.75,80.3561,3947.0392,27093.8,3120.1799,23292.65,60.81,46860,188.4692,121.0504,
2019-11-20,6124.84,80.4282,3907.8641,26889.61,3108.46,23148.57,62.44,46990,188.5706,121.0548,
2019-11-21,6156.49,80.4282,3889.598,26466.88,3103.54,23038.58,63.73,47040,188.6715,121.1493,
2019-11-22,6262.39,80.4042,3849.9948,26595.08,3110.29,23112.88,63.5,46840,188.7179,121.1387,
2019-11-25,6274.48,80.4202,3878.2061,26993.04,3133.6399,23292.81,63.6,47010,188.8086,120.9017,
2019-11-26,6328.26,80.4843,3891.6533,26913.92,3140.52,23373.32,64.08,47000,188.8455,120.9656,
2019-11-27,6236.88,80.4202,3875.6186,26954,3153.6299,23437.77,64.13,47290,188.8817,120.9652,
2019-11-28,6195.98,--,3862.3029,26893.73,--,23409.14,63.92,47260,188.9147,120.9969,
2019-11-29,6105.55,80.3681,3828.6706,26346.49,3140.98,23293.91,62.42,47230,188.9322,121.0593,
2019-12-02,6171.9,80.3499,3836.0589,26444.72,3113.8701,23529.5,60.89,47230,189.033,120.901,
2019-12-03,6216.17,80.5023,3851.0873,26391.3,3093.2,23379.81,61.16,47020,189.049,120.9908,
2019-12-04,6482.06,80.5344,3849.819,26062.56,3112.76,23135.23,63.03,46920,189.081,121.0708,
2019-12-05,6389.96,80.5183,3879.3638,26217.04,3117.4299,23300.09,63.28,47130,189.127,121.0742,
2019-12-06,6357.35,80.5424,3902.3853,26498.37,3145.9099,23354.4,64.27,47250,189.151,120.9963,
2019-12-09,6406.91,80.5264,3895.4468,26494.73,3135.96,23430.7,64.04,48200,189.245,120.9652,
2019-12-10,6481.28,80.5504,3900.3843,26436.62,3132.52,23410.19,64.18,48550,189.2853,121.0173,
2019-12-11,6502.94,80.6868,3902.7492,26645.43,3141.6299,23391.86,63.95,48800,189.3431,121.0701,
2019-12-12,6492.66,80.5825,3891.0242,26994.14,3168.5701,23424.81,64.48,48850,189.3862,121.1203,
2019-12-13,6461.44,80.7189,3968.2211,27687.76,3168.8,24023.1,64.99,48780,189.4134,121.0652,
2019-12-16,6470.61,80.6868,3987.5464,27508.09,3191.45,23952.35,65.29,48800,189.4968,121.0591,
2019-12-17,6554.69,80.759,4041.7996,27843.71,3192.52,24066.12,65.79,49110,189.5083,120.9316,
2019-12-18,6588.61,80.759,4032.7826,27884.21,3191.1399,23934.43,66.15,48950,189.5264,120.9107,
2019-12-19,6623.14,80.8283,4027.1495,27800.49,3205.3701,23864.85,66.56,48960,189.5439,120.9322,
2019-12-20,6585.31,80.7897,4017.2527,27871.35,3221.22,23816.63,66.1,48880,189.5786,121.1833,
2019-12-23,6541.8,80.756,3967.0962,27906.41,3224.01,23821.11,66.59,48930,189.679,121.3151,
2019-12-24,6676.61,80.7961,3992.9581,27864.21,3223.3799,23830.58,67.21,49450,189.7358,121.4486,
2019-12-25,6715.03,--,3990.8671,--,--,23782.87,--,49480,189.78,121.5588,
2019-12-26,6752.85,80.8604,4025.9879,--,3239.9099,23924.92,67.95,49510,189.8359,121.7692,
2019-12-27,6962.99,80.8926,4022.0278,28225.42,3240.02,23837.72,68.2,49610,189.9014,121.7501,
2019-12-30,6973.41,80.9167,4081.6334,28319.39,3221.29,23656.62,66.67,49390,190.0028,121.7599,
2019-12-31,7110.2,80.9167,4096.5821,28189.75,3230.78,--,66.03,49030,190.0393,121.8353,
2020-01-02,7240.68,81.0412,4152.2408,28543.52,3257.8501,--,66.34,49110,190.1204,121.7432,
2020-01-03,7464.58,81.1577,4144.9649,28451.5,3234.8501,--,68.7,48700,190.1913,121.7173,
2020-01-06,7883.01,81.1256,4129.2954,28226.19,3246.28,23204.86,68.55,48540,190.3217,121.8341,
2020-01-07,7630.15,81.0372,4160.2274,28322.06,3237.1799,23575.72,68.51,48780,190.3576,121.8234,
2020-01-08,7900.5,80.9649,4112.3172,28087.92,3253.05,23204.76,65.77,48630,190.4109,121.9085,
2020-01-09,7419.33,80.9649,4164.3697,28561,3274.7,23739.87,65.32,48730,190.465,121.9934,
2020-01-10,7355.96,80.997,4163.1849,28638.2,3265.3501,23850.57,65.1,48760,190.54,122.1783,
2020-01-13,7380.16,81.0291,4203.9883,28954.94,3288.1299,--,64.23,48690,190.6681,122.1949,
2020-01-14,7423.18,81.0372,4189.8862,28885.14,3283.1499,24025.17,64.46,49000,190.7075,122.1038,
2020-01-15,7314.49,81.0372,4166.7344,28773.59,3289.29,23916.58,64.27,48950,190.7401,122.1316,
2020-01-16,7196.94,81.0452,4149.0434,28883.04,3316.8101,23933.13,64.67,49040,190.7738,122.0909,
2020-01-17,7280.06,81.0211,4154.853,29056.42,3329.6201,24041.26,65.35,49110,190.8122,122.1612,
2020-01-19,--,--,--,--,--,--,--,--,190.8474,122.1919,
2020-01-20,7225.43,--,4185.8304,28795.91,--,24083.51,65.22,48950,190.9107,122.3137,
2020-01-21,7109.21,81.0918,4114.3085,27985.33,3320.79,23864.56,64.49,48280,190.9678,122.6265,
2020-01-22,6986.16,81.0291,4131.9311,28341.04,3321.75,24031.35,62.66,48410,191.0374,122.5905,
2020-01-23,6816.77,81.0532,4003.9013,27909.12,3325.54,23795.44,62.07,47920,191.0709,122.8669,
2020-01-24,--,81.0251,--,27949.64,3295.47,23827.18,60.56,--,--,--,
2020-01-27,--,81.0492,--,--,3243.6299,23343.51,58.91,--,--,--,
2020-01-28,--,81.0452,--,--,3276.24,23215.71,60.03,--,--,--,
2020-01-29,--,81.1497,--,27160.63,3273.3999,23379.4,59.6,--,--,--,
2020-01-30,--,81.1898,--,26449.13,3283.6599,22977.75,59.18,--,--,--,
2020-01-31,--,81.3184,--,26312.63,3225.52,23205.18,58.19,--,--,--,
2020-02-03,6340.34,81.1795,3688.3578,26356.98,3248.9199,22971.94,54.2,44940,192.049,124.0761,
2020-02-04,6427.09,81.075,3785.6376,26675.98,3297.5901,23084.59,53.83,45120,192.0369,123.9406,
2020-02-05,6579.74,81.083,3828.5272,26786.74,3334.6899,23319.56,55.58,45390,192.1082,123.9501,
2020-02-06,6652.29,81.075,3899.7751,27493.7,3345.78,23873.59,55.12,45860,192.1574,124.0172,
2020-02-07,6664.31,81.2278,3899.8693,27404.27,3327.71,23827.98,54.5,45500,192.2496,124.2477,
2020-02-10,6836.29,81.268,3916.0052,27241.34,3352.0901,23685.98,53.4,45210,192.4336,124.4102,
2020-02-11,6782.38,81.2197,3952.4643,27583.88,3357.75,--,54.25,45350,192.4901,124.2278,
2020-02-12,6841.81,81.2197,3984.4325,27823.66,3379.45,23861.21,56.36,45400,192.6272,124.1956,
2020-02-13,6998.65,81.2599,3959.9188,27730,3373.9399,23827.73,56.46,45470,192.7124,124.2318,
2020-02-14,7086.6,81.2921,3987.7342,27815.6,3380.1599,23687.59,57.24,45670,192.8221,124.0601,
2020-02-17,7202.97,--,4077.4241,27959.6,--,23523.24,57.54,46030,192.9554,123.8456,
2020-02-18,7294.3,81.3323,4057.5108,27530.2,3370.29,23193.8,57.68,46120,193.0059,123.9417,
2020-02-19,7432.31,81.3484,4051.3107,27655.81,3386.1499,23400.7,59.34,46260,193.089,123.9099,
2020-02-20,7418.66,81.3805,4144.6561,27609.16,3373.23,23479.15,59.13,46270,193.1666,123.7677,
2020-02-21,7745.42,81.4529,4149.4903,27308.81,3337.75,23386.74,58.36,45840,193.211,123.9725,
2020-02-24,7939.4,81.5574,4132.8388,26820.88,3225.8899,--,56.21,45830,193.3279,124.1096,
2020-02-25,7714.18,81.5172,4123.8543,26893.23,3128.21,22605.41,54.87,45780,193.405,124.0747,
2020-02-26,7370.55,81.5333,4073.0152,26696.49,3116.3899,22426.19,53.38,45480,193.4786,124.1612,
2020-02-27,7475.32,81.6056,4084.8759,26778.62,2978.76,21948.23,51.36,45250,193.561,124.3231,
2020-02-28,7033.67,81.5896,3940.0488,26129.93,2954.22,21142.96,50.5,44180,193.6355,124.5522,
2020-03-02,7148.28,81.6378,4069.6662,26291.68,3090.23,21344.08,53.06,45030,193.7582,124.5412,
2020-03-03,7187.34,82.0076,4091.3615,26284.82,3003.3701,21082.73,51.6,45410,193.7949,124.4984,
2020-03-04,7286.7,82.0076,4115.0524,26222.07,3130.1201,21100.06,51.51,45090,193.9377,124.8045,
2020-03-05,7339.96,82.088,4206.7251,26767.87,3023.9399,21329.12,50.18,45140,193.9849,124.8191,
2020-03-06,7442.07,81.9272,4138.5072,26146.67,2972.3701,20749.75,45.5,44740,194.0274,125.1875,
2020-03-09,7019.73,80.9866,3997.1325,25040.46,2746.5601,19698.76,35.03,43570,194.2698,126.0796,
2020-03-10,6933.53,80.279,4082.7315,25392.51,2882.23,19867.12,37.78,44350,194.2291,125.5625,
2020-03-11,6983.64,78.8962,4028.4289,25231.61,2741.3799,19416.06,35.84,43900,194.1565,125.5844,
2020-03-12,6751.54,78.7659,3950.9111,24309.07,2480.6399,18559.63,32.76,43130,194.1581,125.4964,
2020-03-13,6530.67,79.4389,3895.3128,24032.91,2711.02,17431.05,34.97,43350,193.9366,125.1237,
2020-03-16,6336.33,78.47,3727.8398,23063.57,2386.1299,17002.04,29.84,42320,193.873,125.1769,
2020-03-17,6075.79,78.2288,3709.6822,23263.73,2529.1899,17011.53,28.85,42510,193.7571,124.8638,
2020-03-18,5962.87,77.7465,3636.2565,22291.82,2398.1001,16726.55,26.42,39810,193.7873,124.7598,
2020-03-19,5906.45,78.5585,3589.0926,21709.13,2409.3899,16552.83,28.1,37520,193.7745,124.6439,
2020-03-20,6152.06,79.4348,3653.2239,22805.07,2304.9199,--,27.21,38800,193.7815,124.8403,
2020-03-23,6099.2,79.7162,3530.3058,21696.13,2237.3999,16887.78,27.52,37110,193.9338,125.1289,
2020-03-24,6643.31,79.869,3625.1146,22663.49,2447.3301,18092.35,27.71,38100,194.0514,125.2208,
2020-03-25,6810.31,80.2549,3722.5181,23527.19,2475.5601,19546.63,27.51,39240,194.0715,125.3009,
2020-03-26,6831.43,80.6248,3698.0472,23352.34,2630.0701,18664.6,26.87,38760,194.1222,125.5712,
2020-03-27,6912.17,80.5604,3710.0605,23484.28,2541.47,19389.43,25.1,39290,194.2034,125.5008,
2020-03-30,6704.59,80.2388,3674.1108,23175.11,2626.6499,19084.97,22.71,38780,194.2504,125.5408,
2020-03-31,6691.68,80.3192,3686.1551,23603.48,2584.5901,18917.01,22.71,39200,194.3026,125.7496,
2020-04-01,6800,80.4133,3675.0758,23085.79,2470.5,18065.41,25.6,38980,194.3617,125.9852,
2020-04-02,6678.69,81.0254,3734.5306,23280.06,2526.8999,17818.72,29.69,39770,194.4434,125.86,
2020-04-03,6713.98,81.3193,3713.2183,23236.11,2488.6499,17820.19,34.65,40080,194.4447,125.7296,
2020-04-06,--,81.3797,--,23749.12,2663.6799,18576.3,33.27,--,--,--,
