指标名称,恒生指数,CRB现货指数:工业,南华铜指数,申万行业指数:房地产开发,市场价:生猪(外三元):全国均价,期货收盘价(连续):布伦特原油:ICE,现货价:螺纹钢,中债国债总指数(总值)净价指数,中债信用债总指数(3-5年)财富指数,中债3-5年期国债指数(总值)财富指数,美国:美元指数,市盈率(成份股计算):申万大盘指数,市盈率(成份股计算):申万小盘指数
2019-06-14,"27,118.35",456.25,"3,664.53","4,728.56",15.89,62.04,"3,843.00",117.63,186.96,152.59,97.4608,11.83,36.66
2019-06-17,"27,227.16",455.97,"3,649.50","4,720.70",16.07,60.93,"3,791.00",117.68,187.08,152.72,97.5317,11.85,36.64
2019-06-18,"27,498.77",456.45,"3,663.73","4,695.01",16.30,62.31,"3,780.00",117.64,187.11,152.75,97.6453,11.88,36.59
2019-06-19,"28,202.14",456.20,"3,704.06","4,717.38",16.61,62.27,"3,789.00",117.56,187.20,152.74,97.2401,11.99,37.09
2019-06-20,"28,550.43",455.50,"3,711.18","4,811.16",16.98,64.70,"3,795.00",117.63,187.30,152.80,96.6386,12.29,37.74
2019-06-21,"28,473.71",454.59,"3,704.86","4,827.63",17.17,65.35,"3,806.00",117.61,187.41,152.87,96.1003,12.30,38.36
2019-06-24,"28,513.00",455.46,"3,696.95","4,815.36",17.34,64.78,"3,881.00",117.49,187.54,152.84,96.0125,12.34,38.36
2019-06-25,"28,185.98",456.78,"3,723.83","4,784.11",17.38,65.84,"3,895.00",117.53,187.58,152.90,96.1805,12.22,38.00
2019-06-26,"28,221.98",456.03,"3,733.32","4,765.38",17.37,66.36,"3,879.00",117.48,187.66,152.90,96.1796,12.20,37.98
2019-06-27,"28,621.42",454.66,"3,723.83","4,786.40",17.24,66.33,"3,940.00",117.43,187.75,152.85,96.2274,12.31,38.31
2019-06-28,"28,542.62",455.22,"3,717.51","4,751.32",17.20,66.51,"3,932.00",117.55,187.80,152.87,96.1420,12.27,37.82
2019-07-01,,454.68,"3,745.19","4,861.86",17.07,65.22,"4,009.00",117.56,187.96,152.94,96.8172,12.92,37.17
2019-07-02,"28,875.56",450.97,"3,685.73","4,893.15",17.05,62.82,"3,962.00",117.93,188.03,153.16,96.7509,12.90,30.13
2019-07-03,"28,855.14",452.72,"3,657.27","4,934.35",17.03,63.86,"3,935.00",118.05,188.22,153.27,96.7611,12.77,29.90
2019-07-04,"28,795.77",,"3,666.13","4,974.77",17.04,63.18,"3,929.00",118.11,188.29,153.31,96.7282,12.72,29.78
2019-07-05,"28,774.83",451.03,"3,659.33","4,921.64",17.04,64.44,"3,927.00",118.03,188.34,153.24,97.1791,12.77,29.87
2019-07-08,"28,331.69",450.43,"3,664.86","4,810.91",17.32,63.89,"3,915.00",117.94,188.39,153.20,97.3581,12.49,28.89
2019-07-09,"28,116.28",446.42,"3,649.06","4,800.58",17.43,64.54,"3,932.00",117.96,188.38,153.23,97.4962,12.45,28.96
2019-07-10,"28,204.69",448.08,"3,640.37","4,762.07",17.58,66.72,"3,921.00",117.94,188.37,153.18,97.1122,12.39,28.68
2019-07-11,"28,431.80",448.70,"3,680.66","4,741.47",17.76,66.81,"3,913.00",117.99,188.43,153.25,97.0741,12.40,28.70
2019-07-12,"28,471.62",448.55,"3,686.98","4,769.57",18.00,67.00,"3,922.00",118.06,188.44,153.31,96.7420,12.49,28.77
2019-07-15,"28,554.88",449.67,"3,705.94","4,772.44",,66.19,"3,907.00",117.94,188.53,153.31,96.9257,12.52,29.07
2019-07-16,"28,619.62",448.92,"3,705.94","4,812.60",18.58,64.40,"3,935.00",117.92,188.53,153.33,97.3674,12.47,29.13
2019-07-17,"28,593.17",448.94,"3,701.99","4,836.94",18.58,63.60,"3,933.00",117.88,188.51,153.32,97.1918,12.45,29.11
2019-07-18,"28,461.66",448.18,"3,695.67","4,788.21",18.63,62.58,"3,929.00",117.95,188.52,153.37,96.7061,12.36,28.60
2019-07-19,"28,765.40",449.58,"3,789.68","4,899.46",18.67,62.64,"3,910.00",117.89,188.56,153.41,97.0847,12.48,28.75
2019-07-22,"28,371.26",449.37,"3,745.44","4,863.40",18.73,63.30,"3,925.00",117.98,188.67,153.48,97.2876,12.41,28.02
2019-07-23,"28,466.48",449.09,"3,736.75","4,803.29",18.74,64.21,"3,925.00",118.02,188.72,153.53,97.6989,12.44,28.32
2019-07-24,"28,524.04",450.75,"3,720.16","4,811.37",18.76,63.13,"3,911.00",117.90,188.77,153.51,97.6738,12.54,28.64
2019-07-25,"28,594.30",450.17,"3,714.63","4,815.57",18.79,63.08,"3,881.00",117.95,188.80,153.52,97.7809,12.62,28.73
2019-07-26,"28,397.74",449.59,"3,717.00","4,813.88",18.81,63.39,"3,889.00",117.93,188.86,153.50,97.9362,12.64,28.75
2019-07-29,"28,106.41",450.29,"3,705.15","4,790.01",,63.82,"3,860.00",117.84,188.93,153.51,98.0533,12.62,28.75
2019-07-30,"28,146.50",448.30,"3,732.01","4,819.40",18.95,64.99,"3,863.64",117.85,188.98,153.52,98.0644,12.67,28.90
2019-07-31,"27,777.75",447.46,"3,690.93","4,703.42",19.00,65.18,"3,861.82",117.99,189.03,153.57,98.5873,12.57,28.71
2019-08-01,"27,565.70",446.61,"3,690.93","4,629.91",19.06,61.05,"3,860.00",118.04,189.12,153.66,98.3905,12.47,28.51
2019-08-02,"26,918.58",442.11,"3,668.81","4,561.22",19.11,61.17,"3,811.82",118.38,189.28,153.86,97.9971,12.29,28.07
2019-08-05,"26,151.32",440.52,"3,639.12","4,444.69",19.28,60.05,"3,804.55",118.66,189.49,154.01,97.4051,12.06,27.75
2019-08-06,"25,976.24",441.41,"3,645.28","4,394.57",19.50,58.62,"3,788.18",118.61,189.60,154.01,97.5876,11.94,27.04
2019-08-07,"25,997.03",440.13,"3,627.28","4,426.31",19.70,57.44,"3,788.18",118.71,189.69,154.18,97.6379,11.89,26.99
2019-08-08,"26,120.77",448.72,"3,670.69","4,435.90",20.03,57.75,"3,736.36",118.73,189.80,154.23,97.5457,12.03,27.16
2019-08-09,"25,939.30",448.19,"3,684.11","4,373.62",,58.42,"3,696.36",118.90,189.86,154.26,97.0440,11.95,26.86
2019-08-12,"25,824.72",446.97,"3,689.63","4,448.65",21.03,58.37,"3,616.00",118.81,189.96,154.28,97.3778,12.13,27.34
2019-08-13,"25,281.30",449.15,"3,674.64","4,407.43",21.28,60.91,"3,627.00",119.01,190.07,154.34,97.8281,12.03,27.20
2019-08-14,"25,302.28",448.98,"3,676.22","4,405.65",,,"3,664.00",119.13,190.13,154.34,97.9654,12.08,27.39
2019-08-15,"25,495.46",449.11,"3,665.17","4,408.22",22.00,58.40,"3,664.00",119.17,190.26,154.36,98.1759,12.11,27.53
2019-08-16,"25,734.22",448.13,"3,673.85","4,404.69",,58.64,"3,655.00",119.11,190.25,154.30,98.1941,12.14,27.66
2019-08-19,"26,291.84",447.06,"3,678.58","4,539.84",23.55,59.74,"3,672.00",119.16,190.31,154.38,98.3656,12.36,28.52
2019-08-20,"26,231.54",446.34,"3,679.37","4,557.12",23.80,60.05,"3,673.00",119.09,190.37,154.37,98.1757,12.34,28.57
2019-08-21,"26,270.04",446.75,"3,664.38","4,564.24",23.98,60.38,"3,644.00",118.91,190.38,154.35,98.2707,12.33,28.60
2019-08-22,"26,048.72",445.80,"3,654.91","4,542.73",24.14,60.05,"3,630.00",118.89,190.38,154.33,98.2105,12.34,28.70
2019-08-23,"26,179.33",444.28,"3,662.01","4,534.75",24.29,58.94,"3,643.00",118.85,190.36,154.31,97.2114,12.42,28.66
2019-08-26,"25,680.33",444.27,"3,632.02","4,480.90",25.05,58.87,"3,623.00",118.95,190.45,154.41,98.0452,12.26,28.50
2019-08-27,"25,664.07",443.99,"3,660.43","4,525.12",25.40,60.05,"3,586.00",118.89,190.42,154.43,98.0070,12.42,29.03
2019-08-28,"25,615.48",444.63,"3,674.64","4,514.62",25.88,60.43,"3,586.00",118.88,190.43,154.43,98.1985,12.37,28.98
2019-08-29,"25,703.50",443.55,"3,673.85","4,437.87",26.17,61.00,"3,540.00",119.00,190.48,154.53,98.4402,12.34,28.99
2019-08-30,"25,724.73",443.98,"3,684.90","4,402.00",26.41,60.43,"3,541.00",118.80,190.49,154.43,98.7732,12.37,28.59
2019-09-02,"25,626.55",,"3,680.95","4,444.68",26.60,58.61,"3,582.00",118.70,190.55,154.39,99.0361,12.49,29.29
2019-09-03,"25,527.85",443.18,"3,659.33","4,429.56",26.63,58.27,"3,604.00",118.70,190.54,154.24,98.9591,12.50,29.50
2019-09-04,"26,523.23",444.70,"3,678.42","4,553.40",26.69,60.43,"3,609.00",118.81,190.51,154.34,98.4009,12.61,29.76
2019-09-05,"26,515.53",447.25,"3,706.51","4,554.87",26.74,60.80,"3,639.00",119.10,190.62,154.62,98.3982,12.74,30.05
2019-09-06,"26,690.76",446.24,"3,742.80","4,566.76",,61.78,"3,639.00",119.14,190.67,154.75,97.9008,12.80,30.19
2019-09-09,"26,681.40",441.94,"3,740.43","4,622.82",,62.71,"3,645.00",119.08,190.75,154.75,98.3082,12.86,30.90
2019-09-10,"26,683.68",441.90,"3,741.22","4,619.49",27.23,62.71,"3,683.00",118.98,190.80,154.71,98.3373,12.82,30.93
2019-09-11,"27,159.06",443.28,"3,730.18","4,601.79",,61.02,"3,683.00",118.95,190.84,154.72,98.6372,12.77,30.70
2019-09-12,"27,087.63",443.90,"3,745.95","4,705.63",27.43,60.49,"3,671.00",118.75,190.83,154.67,98.3626,12.87,30.82
2019-09-13,"27,352.69",442.61,,,,60.25,,,,,97.7905,,
2019-09-16,"27,124.55",443.36,"3,751.47","4,679.83",27.48,68.02,"3,708.00",118.72,190.93,154.69,98.6599,12.85,30.96
2019-09-17,"26,790.24",443.03,"3,734.12","4,605.57",,64.16,"3,708.00",118.65,190.93,154.72,98.2241,12.65,30.25
2019-09-18,"26,754.12",441.46,"3,731.75","4,645.32",27.58,63.55,"3,708.00",118.46,190.95,154.73,98.5449,12.69,30.26
2019-09-19,"26,468.95",440.60,"3,712.82","4,638.16",27.67,64.80,"3,673.00",118.53,190.92,154.73,98.3522,12.73,30.57
2019-09-20,"26,435.67",441.36,"3,717.56","4,631.41",27.72,64.75,"3,649.00",118.54,190.89,154.75,98.4516,12.76,30.64
2019-09-23,"26,222.40",441.10,"3,697.05","4,557.17",27.82,64.38,"3,691.00",118.53,190.92,154.80,98.6176,12.63,30.34
2019-09-24,"26,281.00",439.82,"3,716.77","4,554.35",27.92,62.36,"3,691.00",118.44,190.91,154.79,98.3688,12.66,30.42
2019-09-25,"25,945.35",439.65,"3,707.30","4,520.62",28.00,62.52,"3,692.00",118.43,190.92,154.80,99.0222,12.57,29.86
2019-09-26,"26,041.93",,"3,716.77","4,502.63",28.06,62.60,"3,692.00",118.32,190.93,154.77,99.2085,12.52,29.02
2019-09-27,"25,954.81",439.52,"3,700.99","4,484.48",28.08,61.91,"3,697.00",118.24,190.95,154.74,99.1274,12.54,29.25
2019-09-29,,,,,28.05,,,118.28,190.97,154.80,,,
2019-09-30,"26,092.27",439.34,"3,727.02","4,467.07",28.04,60.75,"3,748.00",118.24,191.04,154.77,99.3926,12.43,28.92
2019-10-01,,439.96,,,,59.20,,,,,99.1835,,
2019-10-02,"26,042.69",439.97,,,,57.52,,,,,99.0205,,
2019-10-03,"26,110.31",439.54,,,,57.61,,,,,98.9012,,
2019-10-04,"25,821.03",439.98,,,,58.43,,,,,98.8496,,
2019-10-07,,433.62,,,,58.44,,,,,98.9832,,
2019-10-08,"25,893.40",433.47,"3,689.16","4,560.43",30.79,58.12,"3,757.00",118.40,191.23,154.93,99.1261,12.50,28.95
2019-10-09,"25,682.81",435.03,"3,675.59","4,651.85",31.60,58.32,"3,750.00",118.42,191.27,154.94,99.1179,12.53,29.18
2019-10-10,"25,707.93",436.25,"3,681.75","4,659.18",32.84,59.53,"3,750.00",118.32,191.32,154.93,98.6862,12.60,29.57
2019-10-11,"26,308.44",438.49,"3,697.36","4,686.83",34.06,60.68,"3,718.00",118.19,191.35,154.87,98.3410,12.74,29.61
2019-10-12,,,,,34.77,,,118.06,191.37,154.83,,,
2019-10-14,"26,521.85",438.43,"3,702.09","4,735.33",34.94,59.16,"3,723.00",118.10,191.40,154.86,98.4424,12.87,30.09
2019-10-15,"26,503.93",438.03,"3,701.30","4,708.96",35.07,58.90,"3,690.00",118.04,191.39,154.83,98.3343,12.83,29.66
2019-10-16,"26,664.28",438.74,"3,684.75","4,737.15",35.08,59.06,"3,690.00",118.08,191.40,154.93,98.0182,12.78,29.53
2019-10-17,"26,848.49",439.84,"3,676.86","4,712.53",35.13,59.85,"3,637.00",118.13,191.42,154.99,97.5651,12.80,29.47
2019-10-18,"26,719.58",439.15,"3,670.56","4,627.02",35.40,59.30,"3,637.00",117.97,191.43,155.04,97.1146,12.64,29.06
2019-10-21,"26,725.68",438.72,"3,706.03","4,698.61",37.69,59.08,"3,616.00",117.75,191.48,154.90,97.3322,12.72,28.90
2019-10-22,"26,786.20",439.78,"3,713.91","4,707.11",39.02,59.60,"3,616.00",117.73,191.46,154.83,97.5379,12.75,29.25
2019-10-23,"26,566.73",439.25,"3,698.93","4,642.72",39.78,61.12,"3,629.00",117.76,191.46,154.89,97.4625,12.71,29.01
2019-10-24,"26,797.95",438.31,"3,732.83","4,664.05",40.05,61.42,"3,629.00",117.77,191.42,154.93,97.6647,12.72,28.96
2019-10-25,"26,667.39",438.64,"3,735.19","4,696.82",40.02,62.03,"3,621.00",117.68,191.42,154.94,97.8303,12.78,29.16
2019-10-28,"26,891.26",439.16,"3,738.34","4,672.17",40.28,61.57,"3,655.00",117.37,191.44,154.76,97.7450,12.85,29.76
2019-10-29,"26,786.76",439.99,"3,731.25","4,625.58",40.32,61.60,"3,655.00",117.33,191.33,154.73,97.6892,12.79,29.37
2019-10-30,"26,667.71",439.39,"3,744.65","4,588.69",40.32,60.63,"3,655.00",117.17,191.21,154.45,97.4645,12.75,29.08
2019-10-31,"26,906.72",437.29,"3,730.46","4,557.62",40.18,60.21,"3,675.00",117.32,191.07,154.54,97.3320,12.73,28.85
2019-11-01,"27,100.76",437.36,"3,713.91","4,630.78",39.83,61.55,"3,675.00",117.43,191.14,154.70,97.0967,12.88,29.12
2019-11-04,"27,547.30",437.62,"3,708.08","4,628.03",39.46,62.11,"3,692.00",117.31,191.18,154.61,97.5344,12.96,29.29
2019-11-05,"27,683.40",438.64,"3,724.62","4,652.62",,62.97,"3,723.00",117.57,191.21,154.77,97.9270,13.05,29.40
2019-11-06,"27,688.64",437.57,"3,720.37","4,607.95",,61.79,"3,723.00",117.58,191.32,154.78,97.9641,13.02,29.12
2019-11-07,"27,847.23",442.60,"3,716.59","4,626.61",39.07,62.38,"3,750.00",117.50,191.42,154.73,98.1230,13.01,29.28
2019-11-08,"27,651.14",441.23,"3,723.67","4,599.63",38.81,62.61,"3,748.00",117.48,191.47,154.74,98.3861,12.94,29.20
2019-11-11,"26,926.55",,"3,710.30","4,492.70",36.54,62.30,"3,728.00",117.57,191.58,154.85,98.2108,12.73,28.45
2019-11-12,"27,065.28",441.51,"3,718.16","4,499.53",36.06,62.00,"3,728.00",117.59,191.66,154.80,98.3526,12.74,28.51
2019-11-13,"26,571.46",,"3,699.28","4,464.41",35.60,62.63,"3,780.00",117.66,191.72,154.84,98.3441,12.71,28.39
2019-11-14,"26,323.69",,"3,699.28","4,470.71",35.08,62.41,"3,780.00",117.57,191.78,154.83,98.1615,12.70,28.58
2019-11-15,"26,326.66",439.43,"3,691.42","4,441.18",34.75,63.45,"3,878.00",117.68,191.83,154.89,97.9863,12.63,28.27
2019-11-18,"26,681.09",437.46,"3,695.35","4,464.73",32.76,62.29,"3,951.00",117.94,191.98,155.11,97.8216,12.71,28.45
2019-11-19,"27,093.80",436.40,"3,688.27","4,533.40",32.13,60.81,"3,951.00",118.14,192.10,155.21,97.8395,12.80,28.96
2019-11-20,"26,889.61",,"3,700.86","4,502.92",32.13,62.44,"4,006.00",118.15,192.22,155.29,97.9082,12.69,28.81
2019-11-21,"26,466.88",435.71,"3,705.58","4,498.14",32.17,63.73,"4,006.00",118.24,192.36,155.39,97.9856,12.64,28.78
2019-11-22,"26,595.08",436.27,"3,686.70","4,495.77",32.24,63.50,"4,073.00",118.26,192.40,155.40,98.2992,12.53,28.44
2019-11-25,"26,993.04",437.37,"3,704.79","4,618.01",32.58,63.60,"4,109.00",118.10,192.48,155.34,98.3005,12.65,28.35
2019-11-26,"26,913.92",437.04,"3,702.43","4,595.85",,64.08,"4,107.00",118.17,192.51,155.36,98.2591,12.68,28.28
2019-11-27,"26,954.00",437.99,"3,726.81","4,572.47",32.07,64.13,"4,107.00",118.16,192.53,155.39,98.3952,12.64,28.29
2019-11-28,"26,893.73",,"3,724.45","4,535.37",31.80,63.92,"4,048.00",118.18,192.59,155.40,98.3401,12.59,28.21
2019-11-29,"26,346.49",436.11,"3,722.10","4,524.80",,62.42,"4,048.00",118.23,192.62,155.44,98.2876,12.48,28.23
2019-12-02,"26,444.72",435.04,"3,720.52","4,590.11",32.86,60.89,"4,015.00",118.05,192.70,155.36,97.8695,12.50,28.31
2019-12-03,"26,391.30",433.89,"3,702.75","4,608.78",33.72,61.16,"4,007.00",118.12,192.72,155.40,97.7410,12.53,28.47
2019-12-04,"26,062.56",435.20,"3,695.52","4,577.82",33.97,63.03,"3,984.00",118.19,192.77,155.51,97.6288,12.50,28.51
2019-12-05,"26,217.04",435.28,"3,713.28","4,583.70",34.34,63.28,"3,984.00",118.18,192.81,155.50,97.3946,12.59,28.82
2019-12-06,"26,498.37",442.22,"3,722.08","4,604.27",34.55,64.27,"3,892.00",118.16,192.84,155.52,97.6797,12.65,29.01
2019-12-09,"26,494.73",443.36,"3,803.74","4,689.96",34.13,64.04,"3,897.00",118.11,192.92,155.50,97.6448,12.63,29.13
2019-12-10,"26,436.62",444.52,"3,823.37","4,675.79",33.94,64.18,"3,897.00",118.15,192.95,155.54,97.4772,12.62,29.25
2019-12-11,"26,645.43",447.35,"3,847.72","4,698.28",33.86,63.95,"3,944.00",118.20,193.01,155.59,97.1441,12.65,29.13
2019-12-12,"26,994.14",448.49,"3,850.07","4,667.03",33.73,64.48,"3,944.00",118.24,193.04,155.70,97.2583,12.62,29.10
2019-12-13,"27,687.76",448.82,"3,848.50","4,725.00",33.38,64.99,"3,873.00",118.18,193.06,155.70,97.1763,12.87,29.46
2019-12-16,"27,508.09",449.54,"3,855.57","4,791.72",33.22,65.29,"3,852.00",118.16,193.13,155.76,97.0547,12.91,29.96
2019-12-17,"27,843.71",449.94,"3,868.13","4,884.30",,65.79,"3,852.00",118.02,193.11,155.70,97.1918,13.07,30.34
2019-12-18,"27,884.21",450.07,"3,853.21","4,869.44",33.39,66.15,"3,815.00",118.00,193.11,155.74,97.4215,13.05,30.42
2019-12-19,"27,800.49",451.11,"3,856.35","4,897.74",33.30,66.56,"3,815.00",118.03,193.11,155.81,97.4169,13.05,30.57
2019-12-20,"27,871.35",451.22,"3,850.07","4,938.97",33.22,66.10,"3,795.00",118.27,193.13,155.99,97.6826,13.02,30.23
2019-12-23,"27,906.41",451.09,"3,851.64","4,831.90",33.48,66.57,"3,795.00",118.41,193.23,156.17,97.6776,12.86,29.57
2019-12-24,"27,864.21",451.23,"3,894.05","4,808.25",33.44,67.21,"3,795.00",118.54,193.31,156.30,97.6802,12.92,30.03
2019-12-25,,,"3,894.83","4,794.62",,,"3,700.00",118.64,193.37,156.39,97.6608,12.90,30.16
2019-12-26,,451.60,"3,898.76","4,910.01",33.45,67.95,"3,700.00",118.84,193.44,156.58,97.5862,13.01,30.40
2019-12-27,"28,225.42",451.65,"3,905.04","4,900.82",33.43,68.20,"3,651.00",118.81,193.52,156.56,97.0042,13.01,30.22
2019-12-30,"28,319.39",453.40,"3,887.76","4,975.70",33.43,68.40,"3,687.00",118.80,193.61,156.61,96.7789,13.18,30.46
2019-12-31,"28,189.75",451.79,"3,859.50","5,008.99",33.50,66.03,"3,687.00",118.86,193.63,156.69,96.4481,13.21,30.67
2020-01-01,,,,,,,,,,,96.5136,,
2020-01-02,"28,543.52",452.49,"3,865.78","5,067.87",34.35,66.34,"3,705.00",118.75,193.71,156.69,96.8079,13.69,31.63
2020-01-03,"28,451.50",450.99,"3,830.46","5,023.22",35.15,68.70,"3,705.00",118.71,193.77,156.59,96.9082,13.65,29.85
2020-01-06,"28,226.19",452.28,"3,819.95","4,973.46",35.43,68.55,"3,691.00",118.79,193.92,156.71,96.6236,13.60,30.13
2020-01-07,"28,322.06",453.04,"3,838.61","5,020.39",35.71,68.51,"3,691.00",118.77,193.96,156.73,96.9621,13.68,30.57
2020-01-08,"28,087.92",454.35,"3,827.01","4,942.13",35.96,65.77,"3,691.00",118.84,194.04,156.86,97.3469,13.52,30.16
2020-01-09,"28,561.00",462.64,"3,834.84","5,041.91",35.95,65.32,"3,691.00",118.92,194.12,156.88,97.4207,13.66,30.57
2020-01-10,"28,638.20",462.52,"3,838.76","4,985.32",35.92,65.10,"3,685.00",119.09,194.21,156.95,97.3511,13.65,30.50
2020-01-13,"28,954.94",462.64,"3,833.28","5,029.40",35.90,64.23,"3,685.00",119.09,194.35,156.98,97.3850,13.76,30.87
2020-01-14,"28,885.14",466.71,"3,862.26","5,013.38",36.14,64.46,"3,676.00",119.00,194.40,156.91,97.3960,13.71,30.81
2020-01-15,"28,773.59",466.44,"3,858.34","4,939.71",36.42,64.27,"3,676.00",119.02,194.41,156.90,97.2257,13.64,30.77
2020-01-16,"28,883.04",467.58,"3,853.64","4,922.99",35.97,64.67,"3,676.00",119.01,194.45,156.91,97.3145,13.57,30.72
2020-01-17,"29,056.42",468.36,"3,857.56","4,910.81",35.96,65.35,"3,676.00",119.07,194.46,156.94,97.6418,13.57,30.58
2020-01-19,,,,,36.06,,,119.11,194.49,157.07,,,
2020-01-20,"28,795.91",,"3,845.81","4,881.44",36.02,65.22,"3,684.00",119.23,194.55,157.19,97.6007,13.68,30.94
2020-01-21,"27,985.33",466.38,"3,792.55","4,775.13",,64.49,"3,684.00",119.53,194.63,157.38,97.6170,13.48,30.63
2020-01-22,"28,341.04",466.89,"3,801.95","4,846.67",,62.66,"3,684.00",119.54,194.69,157.41,97.4964,13.54,30.75
2020-01-23,"27,909.12",464.37,"3,761.22","4,668.15",,62.07,"3,684.00",119.82,194.73,157.58,97.6637,13.19,29.67
2020-01-24,"27,949.64",464.31,,,,60.56,,,,,97.8881,,
2020-01-27,,460.75,,,,58.91,,,,,97.9360,,
2020-01-28,,461.08,,,,60.03,,,,,97.9626,,
2020-01-29,"27,160.63",460.94,,,,59.60,,,,,98.0485,,
2020-01-30,"26,449.13",459.31,,,,59.18,,,,,97.8664,,
2020-01-31,"26,312.63",459.05,,,,58.19,,,,,97.3596,,
2020-02-03,"26,356.98",457.81,"3,527.80","4,237.45",36.92,54.20,"3,684.00",120.99,195.79,158.53,97.8082,12.21,27.12
2020-02-04,"26,675.98",459.13,"3,544.87","4,274.08",36.94,53.83,"3,684.00",120.86,195.77,158.58,97.9494,12.53,27.28
2020-02-05,"26,786.74",460.28,"3,568.18","4,307.47",37.03,55.58,"3,684.00",120.86,195.85,158.52,98.2685,12.66,28.04
2020-02-06,"27,493.70",460.77,"3,605.56","4,357.09",37.04,55.12,"3,684.00",120.91,195.89,158.51,98.4738,12.85,28.94
2020-02-07,"27,404.27",455.33,"3,579.46","4,341.76",37.06,54.50,"3,684.00",121.13,195.98,158.67,98.7102,12.82,29.23
2020-02-10,"27,241.34",455.48,"3,558.37","4,447.08",37.22,53.40,"3,684.00",121.27,196.18,158.89,98.8662,12.84,29.63
2020-02-11,"27,583.88",457.17,"3,570.87","4,488.42",37.60,54.25,"3,631.00",121.09,196.24,158.79,98.7658,12.95,29.44
2020-02-12,"27,823.66",457.58,"3,570.09","4,495.98",37.79,56.36,"3,631.00",121.05,196.41,158.76,99.0063,13.03,29.99
2020-02-13,"27,730.00",457.71,"3,584.14","4,562.97",37.91,56.46,"3,631.00",121.08,196.49,158.77,99.1116,12.94,29.73
2020-02-14,"27,815.60",456.91,"3,602.11","4,687.66",37.91,57.24,"3,631.00",120.90,196.60,158.75,99.1626,13.02,29.82
2020-02-17,"27,959.60",,"3,631.01","4,716.68",37.88,57.54,"3,631.00",120.69,196.75,158.65,99.1683,13.08,30.65
2020-02-18,"27,530.20",457.76,"3,613.82","4,669.14",37.93,57.68,"3,631.00",120.78,196.80,158.66,99.4656,13.01,31.23
2020-02-19,"27,655.81",459.08,"3,623.98","4,682.38",37.94,59.34,"3,631.00",120.74,196.88,158.67,99.6103,13.01,30.94
2020-02-20,"27,609.16",458.37,"3,626.32","4,729.01",37.89,59.13,"3,631.00",120.61,196.94,158.67,99.8976,13.27,31.48
2020-02-21,"27,308.81",458.48,"3,591.95","4,680.85",37.76,58.36,"3,631.00",120.84,196.97,158.79,99.3457,13.28,32.00
2020-02-24,"26,820.88",456.38,"3,592.74","4,620.03",37.26,56.21,"3,516.00",121.02,197.07,158.94,99.2860,13.19,32.68
2020-02-25,"26,893.23",456.39,"3,588.83","4,628.30",37.26,54.87,"3,498.00",120.98,197.15,158.97,98.9826,13.14,32.68
2020-02-26,"26,696.49",455.11,"3,563.84","4,735.77",36.95,53.38,"3,498.00",121.05,197.24,159.01,99.1599,13.02,31.83
2020-02-27,"26,778.62",452.34,"3,549.00","4,682.66",36.82,51.36,"3,498.00",121.20,197.34,159.09,98.4205,13.03,31.86
2020-02-28,"26,129.93",451.56,"3,466.99","4,603.37",36.71,50.50,"3,498.00",121.43,197.42,159.26,98.1356,12.61,30.20
2020-03-02,"26,291.68",454.10,"3,532.60","4,813.31",36.53,53.06,"3,395.00",121.39,197.57,159.31,97.5785,12.94,31.42
2020-03-03,"26,284.82",453.33,"3,562.73","4,814.96",36.42,51.60,"3,420.00",121.34,197.60,159.28,97.2119,13.02,31.82
2020-03-04,"26,222.07",453.74,"3,536.83","4,984.00",36.38,51.51,"3,420.00",121.63,197.78,159.60,97.3707,13.07,31.97
2020-03-05,"26,767.87",454.64,"3,539.94","5,020.54",36.37,50.18,"3,420.00",121.63,197.84,159.67,96.5734,13.34,32.45
2020-03-06,"26,146.67",453.79,"3,505.35","4,888.68",36.39,45.50,"3,412.00",121.99,197.92,159.90,96.0989,13.14,32.35
2020-03-09,"25,040.46",450.62,"3,418.12","4,740.53",36.40,33.42,"3,382.00",122.94,198.26,160.41,95.0326,12.75,30.87
2020-03-10,"25,392.51",452.14,"3,481.99","4,809.75",36.49,37.78,"3,382.00",122.41,198.18,160.11,96.4559,12.97,31.57
2020-03-11,"25,231.61",449.53,"3,449.28","4,774.35",36.46,35.84,"3,422.00",122.42,198.06,160.03,96.6134,12.83,31.16
2020-03-12,"24,309.07",444.25,"3,383.86","4,713.49",36.43,32.76,"3,422.00",122.33,198.02,159.99,97.5437,12.62,30.52
2020-03-13,"24,032.91",440.64,"3,399.43","4,661.07",36.27,34.97,"3,422.00",121.95,197.70,159.77,98.4782,12.45,30.22
2020-03-16,"23,063.57",434.59,"3,320.00","4,520.28",36.16,29.84,"3,422.00",122.00,197.62,159.85,97.9881,11.98,28.69
2020-03-17,"23,263.73",429.28,"3,320.00","4,465.40",36.13,28.85,"3,502.00",121.71,197.47,159.80,99.5236,11.84,28.64
2020-03-18,"22,291.82",421.13,"3,112.06","4,298.59",36.10,26.42,"3,502.00",121.62,197.48,159.79,100.9016,11.63,28.15
2020-03-19,"21,709.13",421.78,"2,925.93","4,205.95",36.02,28.10,"3,500.00",121.52,197.42,159.83,102.8818,11.39,28.37
2020-03-20,"22,805.07",421.61,"3,030.29","4,308.43",35.96,27.21,"3,500.00",121.72,197.45,159.90,102.3979,11.58,28.33
