,000300.SH,NHCI.SL,000905.SH,CBA00601.CB,CBA02001.CB,BRN0Y.ICE
,沪深300,南华商品,中证500,中债国债总指数(总值)财富指数,中债企业债总指数(总值)财富指数,布伦特原油连续
2023/5/5,4016.8774,2226.38,6200.5759,217.3385,222.8447,75.39
2023/5/6,--,--,--,217.4011,222.9198,--
2023/5/8,4062.6624,2268.72,6248.5828,217.2848,223.0137,76.61
2023/5/9,4027.8754,2246.38,6181.9757,217.3216,223.0607,77.28
2023/5/10,3996.8695,2250.21,6173.8093,217.5556,223.1759,76.59
2023/5/11,3990.6637,2209.13,6154.4703,217.8497,223.2751,75.43
2023/5/12,3937.7622,2183.53,6091.6464,217.8106,223.3701,74.17
2023/5/15,3998.8872,2210.45,6159.3888,217.7709,223.4746,75.58
2023/5/16,3978.2054,2202.47,6110.8271,217.7345,223.498,74.72
2023/5/17,3960.165,2216.76,6122.0518,217.6822,223.5337,76.78
2023/5/18,3956.0701,2228.78,6128.1762,217.6174,223.5244,75.97
2023/5/19,3944.5403,2218.23,6117.0833,217.7389,223.5619,75.6
2023/5/22,3969.3277,2177.74,6115.3151,217.8896,223.6718,75.94
2023/5/23,3913.1882,2174.67,6052.4297,218.1357,223.7377,77.71
2023/5/24,3859.0935,2157.67,6005.7913,218.1637,223.7814,78.36
2023/5/25,3850.4996,2148.12,5988.1885,218.1111,223.7975,76.24
2023/5/26,3850.9511,2167,6034.9834,217.9999,223.801,77.12
2023/5/29,3833.9416,2178.18,6025.1552,218.0715,223.8799,77.03
2023/5/30,3837.7531,2159.02,6061.3089,218.1699,223.9102,73.61
2023/5/31,3798.5434,2134.04,6047.8021,218.2673,223.9633,72.71
2023/6/1,3806.8679,2173.35,6051.4603,218.45,224.0177,74.32
2023/6/2,3861.8337,2200.04,6105.2181,218.3465,224.0282,76.3
2023/6/5,3844.2492,2205.53,6097.1059,218.3799,224.0825,76.6
2023/6/6,3808.1629,2207.62,5983.4202,218.512,224.1299,76.14
2023/6/7,3789.3418,2206.06,5987.011,218.6411,224.2005,76.76
2023/6/8,3820.1867,2223.19,5966.1477,218.6246,224.2537,75.63
2023/6/9,3836.7026,2246.04,6009.5826,218.8162,224.3158,75
2023/6/12,3844.4324,2214.51,6027.7122,218.9531,224.4262,72.13
2023/6/13,3864.9074,2236.55,6044.0371,219.3396,224.4968,74.18
2023/6/14,3864.0247,2265.85,6044.0766,219.5477,224.5562,73.62
2023/6/15,3925.4994,2267.65,6096.8075,219.1995,224.5646,75.63
2023/6/16,3963.3509,2304.1,6148.0125,218.8693,224.4614,76.26
2023/6/19,3930.9079,2290.07,6131.3849,218.6324,224.3986,76.13
2023/6/20,3924.2377,2298.53,6126.1133,218.7801,224.4042,75.46
2023/6/21,3864.0323,2293.24,5990.8455,218.9406,224.4303,77
2023/6/22,--,--,--,--,--,74.25
2023/6/23,--,--,--,--,--,74.44
2023/6/25,--,--,--,219.1475,224.5368,--
2023/6/26,3809.6962,2270.71,5887.0324,219.1271,224.5622,74.39
2023/6/27,3845.4334,2288.22,5948.0029,219.0579,224.5461,72.5
2023/6/28,3840.7986,2281.11,5942.3112,219.1502,224.5512,73.57
2023/6/29,3821.8435,2285.75,5940.5782,219.242,224.5909,74.23
2023/6/30,3842.4516,2297.63,5998.7293,219.5152,224.6649,74.91
2023/7/3,3892.8821,2326.16,6042.3122,219.5601,224.7715,74.96
2023/7/4,3899.0133,2319.06,6055.2577,219.5773,224.8135,76.12
2023/7/5,3868.8054,2318.71,6020.8212,219.6398,224.8717,76.46
2023/7/6,3842.7547,2339.09,5988.5525,219.7355,224.9509,76.47
2023/7/7,3825.6988,2322.04,5961.6057,219.7965,225.0193,78.04
2023/7/10,3844.3269,2324.27,5984.2814,219.8706,225.1138,77.84
2023/7/11,3869.4861,2348.66,6029.2318,220.0057,225.1867,79.41
2023/7/12,3843.4369,2367.31,5962.7938,220.0401,225.2339,80.12
2023/7/13,3898.4229,2379.98,6044.0583,220.083,225.2926,81.54
2023/7/14,3899.1027,2400.11,6030.5188,220.0334,225.3109,79.68
2023/7/17,3867.1749,2367.07,6012.6895,220.1924,225.4282,78.56
2023/7/18,3854.9393,2387.16,6001.7998,220.3927,225.5314,79.84
2023/7/19,3850.8663,2401.82,5993.4126,220.4653,225.5701,79.55
