,000300.SH,NHCI.SL,000905.SH,CBA00601.CB,CBA02001.CB,BRN0Y.ICE
,沪深300,南华商品,中证500,中债国债总指数(总值)财富指数,中债企业债总指数(总值)财富指数,布伦特原油连续
2016/7/26,3269.5882,1076.749,6494.474,171.5136,163.0057,44.57
2016/7/27,3218.243,1085.159,6229.289,171.6534,163.0771,43.36
2016/7/28,3221.1365,1095.869,6243.288,171.7422,163.1672,42.6
2016/7/29,3203.9304,1079.336,6202.892,171.8843,163.2629,42.49
2016/8/1,3176.8091,1104.468,6109.278,171.9526,163.3724,42.22
2016/8/2,3189.0529,1104.175,6168.509,171.9974,163.4531,41.97
2016/8/3,3193.5073,1103.02,6198.389,172.0547,163.5392,43.44
2016/8/4,3201.2888,1094.062,6238.231,172.1027,163.6091,--
2016/8/5,3205.1101,1110.965,6203.287,172.2807,163.709,44.42
2016/8/8,3234.1833,1118.118,6290.756,172.4548,163.8808,45.18
2016/8/9,3256.9813,1114.431,6341.55,172.8012,163.9637,44.99
2016/8/10,3243.3409,1114.506,6318.268,173.0096,164.0959,43.84
2016/8/11,3233.3604,1108.226,6226.313,173.1112,164.1095,45.96
2016/8/12,3294.2337,1113.844,6299.092,173.3769,164.2198,47.08
2016/8/15,3393.4239,1111.952,6442.527,173.7036,164.3438,48.1
2016/8/16,3378.2451,1124.416,6468.895,173.6714,164.3716,48.9
2016/8/17,3373.0476,1118.959,6488.365,173.5097,164.3815,49.8
2016/8/18,3364.4851,1122.482,6490.408,173.4971,164.3544,50.9
2016/8/19,3365.0197,1124.307,6499.555,173.293,164.3673,50.79
2016/8/22,3336.7949,1113.829,6420.354,173.3845,164.4007,49.1
2016/8/23,3341.8298,1122.145,6428.698,173.0693,164.3918,49.58
2016/8/24,3329.8631,1118.52,6435.059,172.8965,164.3247,49.03
2016/8/25,3308.9721,1099.047,6382.57,172.9456,164.3327,49.68
2016/8/26,3307.0902,1101.065,6410.734,173.0658,164.3573,49.57
2016/8/29,3307.7812,1089.242,6427.529,173.0257,164.4205,49.2
2016/8/30,3311.9872,1085.347,6425.754,172.7285,164.3329,48.33
2016/8/31,3327.7938,1074.252,6434.21,172.8371,164.3942,47.04
2016/9/1,3301.5767,1080.745,6381.476,172.7957,164.3951,45.82
2016/9/2,3314.1142,1086.113,6356.954,172.8598,164.4132,46.68
2016/9/5,3319.6803,1094.578,6391.792,172.8303,164.4713,47.4
2016/9/6,3342.6259,1101.577,6492.972,172.822,164.4691,47.36
2016/9/7,3340.8172,1091.642,6494.316,172.7666,164.4713,48.55
2016/9/8,3339.564,1094.586,6517.984,172.8501,164.5103,49.69
2016/9/9,3318.044,1091.542,6471.053,172.966,164.5863,47.88
2016/9/12,3262.6043,1070.73,6291.636,172.8646,164.6387,48.15
2016/9/13,3260.333,1071.294,6320.032,172.9876,164.6201,47.19
2016/9/14,3238.7299,1068.595,6278.158,173.0692,164.6929,45.97
2016/9/15,--,--,--,--,--,46.41
2016/9/16,--,--,--,--,--,46.05
2016/9/18,--,--,--,173.1536,164.7661,--
2016/9/19,3263.1242,1082.003,6344.181,173.1997,164.7992,45.92
2016/9/20,3257.4034,1092.127,6342.033,173.2912,164.8041,46.2
2016/9/21,3266.6363,1095.695,6343.754,173.3199,164.7856,47.05
2016/9/22,3291.1211,1100.501,6385.635,173.4204,164.8537,47.46
2016/9/23,3275.6665,1105.833,6370.583,173.6569,164.9267,46.07
2016/9/26,3220.2838,1106.376,6241.516,173.7927,165.0062,46.94
2016/9/27,3240.7546,1101.826,6286.909,173.794,165.0099,46.22
2016/9/28,3230.8904,1102.594,6281.284,173.7914,165.0144,48.91
2016/9/29,3244.3874,1106.71,6298.791,173.826,165.0179,49.06
2016/9/30,3253.2848,1103.135,6328.086,173.8955,165.0444,49.05
2016/10/3,--,--,--,--,--,50.8
2016/10/4,--,--,--,--,--,51.31
2016/10/5,--,--,--,--,--,51.61
2016/10/6,--,--,--,--,--,52.59
2016/10/7,--,--,--,--,--,51.69
2016/10/8,--,--,--,174.0918,165.1964,--
2016/10/9,--,--,--,174.2945,165.2505,--
2016/10/10,3293.8689,1112.351,6447.693,174.3947,165.3477,52.92
2016/10/11,3306.5573,1127.034,6486.425,174.4004,165.3868,52.53
2016/10/12,3300.0099,1127.935,6482.738,174.3252,165.4161,51.66
2016/10/13,3302.6455,1121.476,6484.831,174.3618,165.5096,51.96
2016/10/14,3305.8481,1131.703,6469.492,174.5294,165.5962,52
2016/10/17,3277.8787,1141.727,6413.149,174.694,165.663,51.68
2016/10/18,3321.3324,1149.089,6509.282,174.749,165.7048,52.15
2016/10/19,3316.2407,1144.152,6495.257,174.9897,165.7286,52.54
2016/10/20,3318.6044,1151.941,6498.238,175.2346,165.8163,51.39
2016/10/21,3327.74,1150.109,6475.281,175.4912,165.88,51.92
2016/10/24,3367.5778,1163.656,6539.466,175.4535,165.9439,51.48
2016/10/25,3367.4547,1188.154,6563.354,175.3783,165.9293,50.26
2016/10/26,3354.8003,1177.901,6530.39,175.06,165.8078,49.95
2016/10/27,3345.695,1185.161,6517.359,175.05,165.7107,50.29
2016/10/28,3340.1262,1195.93,6455.835,175.0642,165.7479,49.6
2016/10/31,3336.2778,1207.233,6452.206,174.9532,165.7213,48.32
2016/11/1,3359.0515,1212.34,6507.95,174.8843,165.6893,47.9
2016/11/2,3333.3524,1199.156,6455.13,174.8715,165.734,47.08
2016/11/3,3365.085,1206.212,6483.732,174.942,165.7826,46.28
2016/11/4,3354.1749,1211.46,6462.593,174.9317,165.8138,45.6
2016/11/7,3356.5916,1244.066,6468.817,174.6892,165.8499,46.33
2016/11/8,3371.1177,1251.074,6503.178,174.5268,165.8004,45.82
2016/11/9,3353.0547,1287.099,6453.572,174.5479,165.8152,46.5
2016/11/10,3390.6119,1314.561,6536.965,174.3561,165.7598,45.66
2016/11/11,3417.2211,1350.792,6583.886,174.2114,165.6219,44.52
2016/11/14,3430.2482,1304.379,6615.007,173.6956,165.5414,44.76
2016/11/15,3429.8697,1278.499,6640.462,173.4358,165.3823,46.91
2016/11/16,3429.5921,1296.562,6644.188,173.3252,165.3255,46.34
2016/11/17,3436.535,1290.966,6636.469,172.9557,165.1834,46
2016/11/18,3417.4554,1276.93,6602.327,173.054,165.0868,46.89
2016/11/21,3441.1106,1297.417,6611.54,173.0568,165.0684,49.04
2016/11/22,3468.3637,1334.55,6661.246,173.1608,165.1009,49.05
2016/11/23,3474.7289,1335.502,6631.173,173.385,165.0807,48.88
2016/11/24,3488.7402,1345.453,6623.049,173.471,165.0671,48.86
2016/11/25,3521.2984,1360.063,6652.818,173.4093,165.0087,47.12
2016/11/28,3535.0807,1390.781,6670.804,173.6312,164.9922,48.09
2016/11/29,3564.0404,1349.349,6620.795,173.1552,164.8207,46.34
2016/11/30,3538.001,1322.695,6585.578,172.7871,164.2927,50.45
2016/12/1,3565.036,1349.129,6624.466,172.1574,163.7575,53.7
2016/12/2,3528.9547,1338.847,6520.975,172.0685,163.5096,54.49
2016/12/5,3469.4073,1365.538,6486.017,171.9108,163.4404,54.19
2016/12/6,3459.1533,1363.39,6490.89,171.0043,162.9263,53.89
2016/12/7,3475.7473,1404.346,6558.025,171.2189,162.8877,53.02
2016/12/8,3470.1426,1391.562,6527.434,171.3656,163.0316,53.98
2016/12/9,3493.7004,1388.152,6513.916,171.3665,163.0311,54.36
2016/12/12,3409.1794,1401.859,6249.078,170.8594,162.8886,55.45
2016/12/13,3405.0355,1415.346,6278.179,170.3388,162.4246,55.23
2016/12/14,3378.9453,1398.385,6239.499,169.9962,161.9371,53.72
2016/12/15,3340.4338,1401.72,6280.398,168.3879,160.9633,54.23
2016/12/16,3346.0305,1384.04,6318.524,168.4359,160.685,55.33
2016/12/19,3328.9827,1360,6320.732,167.8681,160.4213,55.07
2016/12/20,3309.0641,1341.94,6300.638,167.6515,159.8914,55.54
2016/12/21,3338.536,1348.071,6347.606,168.1326,160.0495,54.53
2016/12/22,3335.672,1314.218,6341.788,168.9071,160.4077,54.9
2016/12/23,3307.5991,1314.456,6281.997,169.3553,160.8468,55.08
2016/12/26,3322.4006,1293.149,6294.755,169.7881,161.046,--
2016/12/27,3316.3852,1311.548,6288.859,169.7749,161.2547,56.23
2016/12/28,3301.8887,1316.421,6270.24,169.973,161.2942,55.93
2016/12/29,3297.7648,1321.846,6252.608,170.6393,161.5035,56.13
2016/12/30,3310.0808,1304.583,6263.626,171.1266,161.72,56.75
2016/12/31,--,--,--,171.1498,161.7501,--
2017/1/3,3342.2272,1292.61,6320.763,170.6872,161.9947,55.56
2017/1/4,3368.3117,1299.108,6394.669,170.3652,162.1309,56.47
2017/1/5,3367.7892,1300.712,6399.284,170.0915,162.1702,56.9
2017/1/6,3347.6665,1290.731,6371.617,170.2016,162.1857,56.75
2017/1/9,3363.9014,1322.411,6415.418,170.3966,162.3007,54.82
2017/1/10,3358.2716,1343.681,6393.928,170.5206,162.4188,53.63
2017/1/11,3334.4954,1353.613,6331.964,170.218,162.5303,55.33
2017/1/12,3317.6241,1361.66,6272.851,170.3646,162.6024,56.11
2017/1/13,3319.9122,1367.514,6194.658,170.3729,162.6742,55.59
2017/1/16,3319.4455,1410.208,6031.241,170.3133,162.7144,55.68
2017/1/17,3326.3563,1384.388,6082.066,170.0399,162.4934,55.47
2017/1/18,3339.3653,1387.321,6068.593,170.0551,162.2599,54.25
2017/1/19,3329.2891,1384.726,6043.675,170.0263,162.1288,54.21
2017/1/20,3354.8891,1360.739,6121.998,170.1576,162.23,55.49
2017/1/22,--,--,--,170.1777,162.3442,--
2017/1/23,3364.0808,1368.453,6172.167,170.2343,162.3865,55.37
2017/1/24,3364.4509,1388.605,6165.264,169.9578,162.3988,55.16
2017/1/25,3375.9042,1389.242,6179.568,169.5474,162.2001,55.29
2017/1/26,3387.9606,1406.747,6223.706,169.4988,162.2129,56.18
2017/1/27,--,--,--,--,--,55.46
2017/1/30,--,--,--,--,--,55.25
2017/1/31,--,--,--,--,--,55.68
2017/2/1,--,--,--,--,--,56.59
2017/2/2,--,--,--,--,--,56.74
2017/2/3,3364.4923,1368.889,6207.092,169.1088,162.0783,56.72
2017/2/4,--,--,--,169.1236,161.9802,--
2017/2/6,3373.2051,1368.573,6259.247,168.6163,161.7502,55.89
2017/2/7,3365.6849,1381.599,6255.927,168.5031,161.3305,54.66
2017/2/8,3383.2878,1393.834,6291.598,168.541,161.2009,55.16
2017/2/9,3396.2924,1386.471,6331.177,168.8268,161.3497,55.74
2017/2/10,3413.4868,1411.07,6337.108,168.7437,161.4222,56.61
2017/2/13,3436.275,1448.177,6369.653,168.7875,161.5161,55.66
2017/2/14,3435.8042,1448.467,6374.885,168.8228,161.5549,55.8
2017/2/15,3421.7131,1423.312,6311.696,168.788,161.5513,55.69
2017/2/16,3440.9331,1409.255,6359.336,168.9761,161.5779,55.81
2017/2/17,3421.4419,1413.376,6307.163,169.2713,161.6742,55.72
2017/2/20,3471.3926,1424.264,6385.063,169.6458,161.7865,56.15
2017/2/21,3482.823,1424.361,6434.438,169.4807,161.8205,56.67
2017/2/22,3489.7567,1411.943,6474.225,169.6788,161.792,56.19
2017/2/23,3473.3236,1392.663,6473.993,169.8523,161.8692,56.47
2017/2/24,3473.8517,1395.997,6476.166,169.748,161.9976,56.04
2017/2/27,3446.2228,1406.314,6424.255,169.8468,162.0589,55.88
2017/2/28,3452.8103,1390.408,6450.97,169.798,162.0298,55.56
2017/3/1,3458.4376,1407.68,6467.639,169.7005,161.9849,56.28
2017/3/2,3435.0963,1410.125,6434.626,169.7009,161.9466,55.03
2017/3/3,3427.8628,1406.255,6452.839,169.7084,161.9035,55.71
2017/3/6,3446.484,1397.574,6517.324,169.6058,161.8955,55.94
2017/3/7,3453.9565,1394.049,6523.187,169.568,161.7861,55.6
2017/3/8,3448.7313,1366.221,6497.088,169.3632,161.7392,53.16
2017/3/9,3426.9438,1354.353,6439.382,169.3215,161.6404,52.38
2017/3/10,3427.8916,1345.431,6447.917,169.3043,161.5122,51.27
2017/3/13,3458.098,1372.095,6507.896,169.4712,161.4369,51.33
2017/3/14,3456.6934,1364.075,6493.485,169.5511,161.4121,51.84
2017/3/15,3463.6436,1379.336,6486.062,169.5427,161.5151,52
2017/3/16,3481.5066,1387.791,6543.341,169.8242,161.6572,51.74
2017/3/17,3445.8051,1383.387,6483.246,169.7582,161.6863,51.67
2017/3/20,3449.6126,1385.486,6498.342,169.6648,161.7277,51.72
2017/3/21,3466.3468,1368.187,6515.946,169.4893,161.634,50.85
2017/3/22,3450.0502,1346.571,6499.793,169.5294,161.7177,50.68
2017/3/23,3461.9782,1352.3,6512.187,169.4776,161.7724,50.51
2017/3/24,3489.5997,1347.507,6546.615,169.8239,161.9186,50.97
2017/3/27,3478.0385,1319.955,6516.033,170.0313,162.0911,50.79
2017/3/28,3469.8093,1321.478,6498.69,170.0541,162.2327,51.35
2017/3/29,3465.1933,1347.312,6480.543,170.0289,162.2618,52.44
2017/3/30,3436.758,1335.249,6375.744,170.0363,162.2485,52.86
2017/3/31,3456.0455,1332.487,6401.648,170.0618,162.2875,52.74
2017/4/1,--,--,--,170.1456,162.3207,--
2017/4/3,--,--,--,--,--,53.1
2017/4/4,--,--,--,--,--,54.26
2017/4/5,3503.8932,1351.868,6539.967,170.1145,162.4522,54.01
2017/4/6,3514.0469,1351.457,6559.653,170.0871,162.4386,54.9
2017/4/7,3517.4634,1322.901,6578.726,170.1193,162.501,55.26
2017/4/10,3505.1392,1314.668,6566.544,170.1024,162.6169,56
2017/4/11,3517.328,1307.486,6629.166,170.1284,162.6252,56.29
2017/4/12,3509.4387,1286.532,6576.476,170.0259,162.6784,55.62
2017/4/13,3514.5662,1294.931,6615.704,170.1212,162.6869,55.64
2017/4/14,3486.5045,1286.614,6528.162,169.8487,162.6108,--
2017/4/17,3479.9417,1287.286,6456.598,169.4176,162.4347,55.48
2017/4/18,3462.7429,1269.048,6418.211,169.2392,162.3009,54.82
2017/4/19,3445.8761,1266.92,6350.647,169.2239,162.197,53.08
2017/4/20,3461.5481,1278.394,6347.773,169.0728,162.035,52.99
2017/4/21,3466.7865,1285.697,6300.713,168.7359,161.8506,52.05
2017/4/24,3431.2587,1279.352,6138.505,168.4406,161.6651,51.61
2017/4/25,3440.9743,1275.072,6160.461,168.6172,161.5509,51.97
2017/4/26,3445.1832,1273.454,6176.398,168.5653,161.6134,51.5
2017/4/27,3446.7202,1282.396,6192.304,168.631,161.71,51.7
2017/4/28,3439.753,1294.144,6211.862,168.6238,161.7466,51.71
2017/5/1,--,--,--,--,--,51.46
2017/5/2,3426.5766,1306.893,6216.115,168.4499,161.7999,51.13
2017/5/3,3413.1282,1297.15,6197.478,168.1519,161.6269,50.62
2017/5/4,3404.3864,1255.242,6176.305,167.9237,161.5506,48.35
2017/5/5,3382.5502,1238.185,6089.683,167.8832,161.5113,49.48
2017/5/8,3358.8125,1243.579,5975.54,167.5792,161.3755,49.45
2017/5/9,3352.5324,1247.159,6012.002,167.3119,161.2028,48.99
2017/5/10,3337.7007,1249.085,5885.841,166.8525,160.889,50.28
2017/5/11,3356.6459,1255.56,5872.639,167.1294,160.7851,50.77
2017/5/12,3385.3787,1240.781,5863.783,166.9308,160.7236,50.91
2017/5/15,3399.1937,1254.85,5893.508,167.0708,160.7799,51.8
2017/5/16,3428.6491,1259.26,6014.734,167.0225,160.7146,51.23
2017/5/17,3409.9656,1271.024,6027.65,166.6788,160.7017,52.09
2017/5/18,3398.1127,1262.399,5976.3,166.7408,160.6905,52.5
2017/5/19,3403.8492,1282.623,5974.977,166.6677,160.6495,53.8
2017/5/22,3411.2387,1290.987,5888.813,166.4397,160.66,53.74
2017/5/23,3424.194,1288.059,5764.876,166.5135,160.5963,54.16
2017/5/24,3424.1669,1271.916,5799.25,166.6983,160.5966,53.86
2017/5/25,3485.6581,1272.335,5850.801,166.9184,160.6222,51.33
2017/5/26,3480.4345,1267.176,5836.934,166.8737,160.5959,52.23
2017/5/27,--,--,--,166.9624,160.6385,--
2017/5/29,--,--,--,--,--,52.25
2017/5/30,--,--,--,--,--,51.8
2017/5/31,3492.8845,1223.387,5824.104,167.3676,160.7465,50.29
2017/6/1,3497.7382,1224.194,5709.999,167.3642,160.7653,50.4
2017/6/2,3486.5074,1215.564,5772.517,167.3494,160.8163,49.95
2017/6/5,3468.7538,1219.125,5815.802,167.5029,160.8712,49.48
2017/6/6,3492.8816,1219.44,5841.523,167.3989,160.9111,49.97
2017/6/7,3533.8718,1221.329,5955.015,167.3344,160.9201,48.2
2017/6/8,3560.9786,1221.867,5958.977,167.2721,160.9637,47.87
2017/6/9,3576.1703,1224.951,5969.274,167.429,161.0037,48.3
2017/6/12,3574.3894,1237.303,5902.855,167.9993,161.1882,48.27
2017/6/13,3582.2674,1217.007,5980.057,168.1222,161.3733,48.23
2017/6/14,3535.2987,1241.364,5966.431,168.3288,161.5325,46.9
2017/6/15,3528.7926,1234.741,6021.165,168.3743,161.7,46.79
2017/6/16,3518.7611,1238.672,6013,168.014,161.8342,47.29
2017/6/19,3553.6653,1248.139,6057.412,168.5652,162.1702,46.81
2017/6/20,3546.494,1245.61,6066.905,168.6767,162.4266,45.84
2017/6/21,3587.955,1242.88,6078.193,168.3669,162.6553,44.78
2017/6/22,3590.3425,1236.179,5992.335,168.1293,162.6744,45.29
2017/6/23,3622.8831,1250.331,6010.314,168.2109,162.7162,45.61
2017/6/26,3668.0919,1253.631,6111.641,168.4794,162.8966,45.94
2017/6/27,3674.7152,1268.682,6113.166,168.6825,163.1012,46.18
2017/6/28,3646.1666,1273.927,6086.211,168.6351,163.2696,47.44
2017/6/29,3668.8279,1295.11,6116.993,168.6023,163.4214,47.28
2017/6/30,3666.7977,1294.042,6138.156,168.4213,163.4529,47.9
2017/7/3,3650.8463,1312.749,6177.395,168.2545,163.5604,49.6
2017/7/4,3619.9841,1286.17,6146.853,168.2271,163.5626,49.68
2017/7/5,3659.6795,1293.942,6193.964,168.4425,163.6037,--
2017/7/6,3660.0967,1297.878,6201.654,168.6076,163.6972,--
2017/7/7,3655.9293,1303.194,6226.011,168.5785,163.7436,46.88
2017/7/10,3653.6868,1301.524,6206.557,168.5764,163.8656,46.99
2017/7/11,3670.8086,1321.154,6128.994,168.6102,163.9135,48.1
2017/7/12,3658.8236,1325.61,6132.992,168.6326,163.9519,47.71
2017/7/13,3686.9205,1332.01,6149.934,168.7105,164.0079,48.37
2017/7/14,3703.094,1321.474,6128.74,168.7768,164.1086,49.04
2017/7/17,3663.5575,1341.147,5876.459,168.8202,164.3003,48.37
2017/7/18,3667.1807,1346.226,5938.434,168.6586,164.2603,48.7
2017/7/19,3729.7466,1364.019,6059.358,168.7257,164.2821,49.57
2017/7/20,3747.8843,1354.406,6099.284,168.7645,164.2831,49.28
2017/7/21,3728.5976,1360.102,6126.108,168.5955,164.3011,47.93
2017/7/24,3743.4686,1345.263,6167.128,168.4508,164.4021,48.71
2017/7/25,3719.559,1363.018,6153.598,168.35,164.4528,50.69
2017/7/26,3705.3884,1357.237,6146.703,168.1068,164.4721,50.89
2017/7/27,3712.1947,1365.562,6184.021,168.1984,164.4794,51.6
2017/7/28,3721.8914,1353.886,6215.463,168.1967,164.4913,52.63
2017/7/31,3737.8732,1385.327,6298,168.1126,164.595,52.62
2017/8/1,3770.3828,1379.411,6286.536,168.0229,164.5545,51.47
2017/8/2,3760.8525,1381.118,6251.863,168.0947,164.5015,52.29
2017/8/3,3727.8264,1374.571,6261.968,168.1417,164.4854,51.93
2017/8/4,3707.5796,1388.477,6225.115,168.2123,164.5568,52.46
2017/8/7,3726.7948,1398.276,6303.421,167.9837,164.553,52.3
2017/8/8,3732.2129,1404.428,6303.716,167.9865,164.4825,51.99
2017/8/9,3731.044,1428.766,6340.022,167.9731,164.4678,52.82
2017/8/10,3715.9208,1427.583,6289.217,168.0639,164.46,51.82
2017/8/11,3647.3503,1402.52,6161.19,168.2848,164.502,52.05
2017/8/14,3694.6831,1396.644,6292.642,168.4028,164.5569,50.62
2017/8/15,3706.0566,1395.035,6314.761,168.4612,164.6079,51
2017/8/16,3701.4207,1390.193,6318.799,168.3717,164.6345,50.4
2017/8/17,3721.277,1428.289,6366.034,168.2525,164.5991,50.8
2017/8/18,3724.6748,1440.992,6347.756,168.047,164.6289,52.86
2017/8/21,3740.9941,1455.056,6403.78,167.9105,164.6317,51.7
2017/8/22,3752.298,1467.665,6375.981,167.8948,164.6185,51.67
2017/8/23,3756.0884,1448.542,6322.782,167.9392,164.6088,52.52
2017/8/24,3734.6458,1458.114,6278.59,167.8179,164.5954,52.13
2017/8/25,3795.7544,1472.504,6346.531,167.7376,164.5809,52.35
2017/8/28,3842.7119,1469.442,6424.584,167.5871,164.6081,52.05
2017/8/29,3834.5376,1455.637,6408.157,167.7092,164.522,51.95
2017/8/30,3834.3005,1451.467,6453.464,167.738,164.4744,50.82
2017/8/31,3822.0928,1458.051,6470.426,167.8112,164.3877,52.31
2017/9/1,3830.5383,1472.791,6526.505,167.8173,164.5105,52.69
2017/9/4,3845.6163,1473.427,6564.68,167.7754,164.5381,52.2
2017/9/5,3857.0464,1482.629,6571.859,167.6674,164.5597,53.19
2017/9/6,3849.4499,1472.838,6607.118,167.7228,164.5752,54.17
2017/9/7,3829.8713,1463.258,6558.596,167.9735,164.619,54.5
2017/9/8,3825.9895,1447.17,6574.183,168.1159,164.7417,53.75
2017/9/11,3825.6453,1447.081,6649.628,168.0917,164.8675,53.93
2017/9/12,3837.9341,1459.905,6644.012,168.0957,164.9242,54.28
2017/9/13,3842.6061,1442.796,6684.38,167.9874,164.9916,55.08
2017/9/14,3829.9554,1424.902,6672.185,168.1666,165.0271,55.28
2017/9/15,3831.2965,1410.677,6622.044,168.0575,165.1023,55.48
2017/9/18,3843.1428,1403.055,6669.455,167.9739,165.1765,55.44
2017/9/19,3832.1161,1391.581,6636.02,168.0107,165.1841,55.4
2017/9/20,3842.4353,1398.293,6692.472,167.97,165.2251,56.18
2017/9/21,3837.8176,1366.826,6612.046,167.8919,165.2543,56.45
2017/9/22,3837.7304,1357.152,6572.01,168.1156,165.3113,56.9
2017/9/25,3817.7915,1361.326,6489.844,168.393,165.3932,59.12
2017/9/26,3820.7816,1363.327,6520.718,168.3812,165.431,58.59
2017/9/27,3821.2,1366.957,6583.14,168.3308,165.4037,57.65
2017/9/28,3822.5386,1333.694,6567.792,168.4104,165.3939,57.54
2017/9/29,3836.5013,1347.752,6603.259,168.4593,165.4339,57.51
2017/9/30,--,--,--,168.4549,165.4798,--
2017/10/9,3882.2076,1342.725,6678.371,168.4138,165.6906,--
2017/10/10,3889.8637,1330.484,6705.481,168.3901,165.6783,--
2017/10/11,3902.6868,1327.878,6666.47,168.4073,165.7243,--
2017/10/12,3912.9536,1346.348,6659.096,168.2311,165.7468,--
2017/10/13,3921.0017,1373.535,6709.816,168.2977,165.7463,57.2
2017/10/16,3913.4462,1384.107,6619.206,168.0363,165.7503,57.92
2017/10/17,3913.0688,1370.716,6612.943,167.7925,165.6844,58.11
2017/10/18,3944.1626,1366.824,6563.437,167.8347,165.6957,58.2
2017/10/19,3931.2495,1343.941,6501.4,167.9994,165.7572,57.33
2017/10/20,3926.852,1375.835,6571.424,168.0435,165.8132,57.94
2017/10/23,3930.7981,1356.575,6612.764,168.0805,165.8955,57.33
2017/10/24,3959.3953,1360.118,6603.004,168.0851,165.8526,58.53
2017/10/25,3976.949,1360.242,6647.892,167.8022,165.8705,58.44
2017/10/26,3993.5752,1357.34,6671.929,167.8049,165.8742,59.48
2017/10/27,4021.9676,1337.634,6630.807,167.5855,165.817,60.5
2017/10/30,4009.7218,1333.741,6511.762,166.9388,165.6353,60.87
2017/10/31,4006.7179,1334.1,6560.205,167.0237,165.5435,61.32
2017/11/1,3996.6221,1339.935,6552.955,167.3539,165.5555,--
2017/11/2,3997.1343,1357.755,6484.926,167.2945,165.5867,--
2017/11/3,3992.6979,1356.34,6426.98,167.258,165.5739,--
2017/11/4,--,1356.34,--,--,--,--
2017/11/6,4020.8896,1380.855,6511.096,167.3376,165.5684,64.11
2017/11/7,4054.2465,1384.741,6551.936,167.2149,165.52,63.54
2017/11/8,4048.0057,1380.599,6561.69,167.2265,165.5021,63.49
2017/11/9,4075.8998,1382.179,6611.352,167.2562,165.4829,63.81
2017/11/10,4111.9112,1382.515,6641.216,167.1643,165.4404,63.6
2017/11/13,4128.0733,1389.259,6671.205,166.9155,165.3454,63.13
2017/11/14,4099.351,1393.344,6614.514,166.8567,165.2021,61.52
2017/11/15,4073.6696,1364.592,6537.656,166.9713,165.1058,61.84
2017/11/16,4105.0122,1367.485,6558.309,167.1936,165.1283,61.37
2017/11/17,4120.8508,1369.942,6361.942,167.3043,165.1046,62.72
2017/11/20,4143.8334,1386.247,6433.17,167.3488,165.1058,62.15
2017/11/21,4217.7015,1391.28,6456.352,167.2879,165.0081,62.76
2017/11/22,4227.5666,1404.082,6439.442,167.0388,164.709,63.29
2017/11/23,4102.3966,1406.813,6274.512,167.0769,164.5314,63.42
2017/11/24,4104.2034,1417.892,6278.029,167.3022,164.4414,63.73
2017/11/27,4049.9475,1403.99,6194.552,167.3525,164.4524,63.76
2017/11/28,4055.8235,1404.528,6299.312,167.3017,164.4223,63.37
2017/11/29,4053.7529,1408.991,6318.368,167.4988,164.3529,63.35
2017/11/30,4006.0993,1410.967,6263.421,167.6508,164.3982,63.57
2017/12/1,3998.1365,1421.24,6316.407,167.7352,164.4474,63.7
2017/12/4,4018.8571,1441.414,6279.621,167.8288,164.6087,62.47
2017/12/5,4040.1704,1426.719,6132.912,167.884,164.6812,62.68
2017/12/6,4015.8211,1413.025,6172.803,167.9427,164.7205,61.2
2017/12/7,3971.0569,1376.985,6135.47,167.8777,164.7758,62.1
2017/12/8,4003.3792,1390.701,6203.143,167.7797,164.8311,63.39
2017/12/11,4069.4997,1387.401,6286.166,167.574,164.9174,64.75
2017/12/12,4016.0163,1394.564,6233.212,167.4961,164.9053,63.86
2017/12/13,4050.0927,1389.818,6277.441,167.4933,164.8609,62.78
2017/12/14,4026.1516,1377.457,6284.081,167.5745,164.8348,63.39
2017/12/15,3980.8558,1388.645,6235.761,167.7372,164.859,63.25
2017/12/18,3985.2914,1415.361,6199.989,167.8581,164.9018,63.39
2017/12/19,4035.3294,1409.502,6251.242,167.8468,164.8919,63.88
2017/12/20,4030.4898,1409.319,6199.363,167.8284,164.9138,64.5
2017/12/21,4067.8485,1410.297,6238.499,167.8357,164.8656,64.64
2017/12/22,4054.5984,1417.307,6242.885,167.9214,164.823,65.04
2017/12/25,4041.5401,1399.293,6185.591,167.9628,164.8759,--
2017/12/26,4053.6224,1410.106,6220.147,167.8841,164.8856,66.79
2017/12/27,3991.2075,1400.465,6173.153,167.8351,164.8082,66.37
2017/12/28,4018.8974,1405.909,6204.27,167.893,164.8208,66.57
2017/12/29,4030.8549,1407.046,6250.821,167.9803,164.8572,--
2017/12/30,--,--,--,168.0047,164.8866,--
2017/12/31,--,--,--,168.023,164.9138,--
2018/1/2,4087.4012,1422.966,6332.227,168.0527,165.0237,66.55
2018/1/3,4111.3925,1417.578,6388.253,168.04,165.0774,67.98
2018/1/4,4128.8119,1425.703,6417.535,167.977,165.1043,68.06
2018/1/5,4138.7505,1421.284,6417.254,168.1484,165.1658,67.79
2018/1/8,4160.1595,1427.696,6446.182,168.344,165.2774,67.92
2018/1/9,4189.2977,1430.533,6445.746,168.4383,165.382,69.16
2018/1/10,4207.8132,1426.442,6405.94,168.3388,165.3787,69.1
2018/1/11,4205.5863,1429.46,6425.94,168.2483,165.3388,69.11
2018/1/12,4225.001,1420.618,6399.374,168.3427,165.3269,69.81
2018/1/15,4225.2393,1420.108,6253.376,168.2272,165.4117,70.22
