,000300.SH,000905.SH,399006.SZ,CBA00601.CB,NHMI.SL,NHECI.SL,NHCI.SL,000852.SH,HSI.HK,SPX.GI,CBA02001.CB
,沪深300,中证500,创业板指,中债国债总指数(总值)财富指数,南华金属,南华能化,南华商品,中证1000,恒生指数,标普500,中债企业债总指数(总值)财富指数
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元)
2020-09-28,4581.9085,6178.4693,2521.246,193.0107,3928.551,1052.511,1426.633,6550.3689,23476.05,3351.6001,195.8147
2020-09-29,4591.7993,6228.7708,2563.3794,192.8493,3945.512,1059.631,1435.536,6621.0317,23275.53,3335.47,195.8542
2020-09-30,4587.3953,6192.5045,2574.7583,192.6147,3972.894,1042.384,1427.011,6617.1587,23459.05,3363,195.8549
2020-10-01,--,--,--,--,--,--,--,--,--,3380.8,--
2020-10-02,--,--,--,--,--,--,--,--,--,3348.4199,--
2020-10-05,--,--,--,--,--,--,--,--,23767.78,3408.6001,--
2020-10-06,--,--,--,--,--,--,--,--,23980.65,3360.97,--
2020-10-07,--,--,--,--,--,--,--,--,24242.86,3419.4399,--
2020-10-08,--,--,--,--,--,--,--,--,24193.35,3446.8301,--
2020-10-09,4681.1412,6357.9711,2672.9344,192.2156,4050.699,1076.104,1470.47,6822.3647,24119.13,3477.1399,196.0657
2020-10-10,--,--,--,192.2146,--,--,--,--,--,--,196.0058
2020-10-12,4823.1578,6541.176,2777.388,192.3308,4060.879,1083.857,1480.533,7036.2753,24649.68,3534.22,196.0976
2020-10-13,4839.201,6551.3987,2784.7166,192.2972,4038.47,1081.94,1474.805,7053.8711,--,3511.9299,196.1321
2020-10-14,4807.1021,6508.3743,2764.2438,192.1324,4020.82,1083.903,1470.551,6988.6091,24667.09,3488.6699,196.1531
2020-10-15,4798.7361,6460.0408,2737.9628,192.0512,4009.022,1088.009,1472.289,6926.8462,24158.54,3483.3401,196.192
2020-10-16,4791.676,6428.6822,2724.4966,192.0488,4018.26,1093.429,1476.455,6906.3883,24386.79,3483.8101,196.2383
2020-10-19,4755.4879,6358.3213,2689.669,192.2668,4009.454,1093.71,1474.905,6858.3558,24542.26,3426.9199,196.3264
2020-10-20,4793.4672,6423.1128,2740.583,192.342,4026.852,1100.342,1481.543,6923.3842,24569.54,3443.1201,196.3782
2020-10-21,4792.8284,6350.0127,2700.5327,192.4941,4074.259,1104.25,1490.367,6815.0928,24754.42,3435.5601,196.4445
2020-10-22,4777.9845,6317.1438,2673.585,192.8239,4062.463,1098.196,1484.415,6771.8073,24786.13,3453.49,196.5463
2020-10-23,4718.4881,6213.2626,2600.8426,192.6643,4023.605,1092.571,1470.896,6641.3292,24918.78,3465.3899,196.6018
2020-10-26,4691.2359,6214.3779,2617.7427,192.6833,3994.471,1084.702,1457.54,6648.521,--,3400.97,196.6819
2020-10-27,4699.2792,6221.3414,2650.7637,192.9936,4011.459,1091.041,1463.795,6682.5376,24787.19,3390.6799,196.7064
2020-10-28,4737.2718,6245.9986,2670.4815,192.866,4079.514,1088.986,1473.109,6685.429,24708.8,3271.03,196.7368
2020-10-29,4772.9198,6255.1933,2699.9229,192.8906,4045.415,1065.097,1443.817,6674.7417,24586.6,3310.1101,196.7476
2020-10-30,4695.3338,6111.4803,2655.8646,192.9787,4040.579,1042.956,1423.748,6511.1579,24107.42,3269.96,196.7655
2020-11-02,4720.8313,6143.1157,2708.3878,193.1305,4063.65,1043.911,1422.969,6513.7878,24460.01,3310.24,196.8468
2020-11-03,4777.5608,6241.7676,2744.3137,193.2129,4060.266,1053.79,1437.33,6647.575,24939.73,3369.1599,196.8906
2020-11-04,4813.6564,6234.158,2750.5536,193.3351,4067.214,1065.634,1452.292,6632.6822,24886.14,3443.4399,196.9481
2020-11-05,4885.1118,6351.9789,2787.878,193.1849,4061.999,1056.693,1445.654,6754.9495,25695.92,3510.45,196.996
2020-11-06,4885.7178,6301.2477,2733.0715,192.9858,4079.486,1051.144,1446.322,6688.6623,25712.97,3509.4399,197.0237
2020-11-09,4981.3497,6421.6506,2813.9978,192.799,4158.127,1060.052,1464.105,6851.9834,26016.17,3550.5,197.0581
2020-11-10,4953.8756,6373.0853,2773.2176,192.8706,4150.124,1072.337,1470.878,6779.4907,26301.48,3545.53,197.0292
2020-11-11,4904.8981,6294.6055,2681.5244,192.851,4182.59,1094.371,1492.981,6663.7308,26226.98,3572.6599,196.9947
2020-11-12,4908.463,6315.4938,2700.5098,192.7025,4181.305,1091.854,1485.791,6676.4219,26169.38,3537.01,196.8672
2020-11-13,4856.8513,6306.97,2706.8134,192.5519,4188.613,1090.601,1482.285,6686.3913,26156.86,3585.1499,196.5924
2020-11-16,4904.1716,6387.371,2712.4087,192.6005,4235.25,1098.61,1497.367,6747.8105,26381.67,3626.9099,196.5406
2020-11-17,4894.786,6336.9406,2658.0921,192.5252,4240.162,1093.108,1495.419,6681.7234,26415.09,3609.53,196.4404
2020-11-18,4891.6716,6341.0136,2620.6722,192.2211,4260.02,1093.657,1494.29,6682.1248,26544.29,3567.79,196.3129
2020-11-19,4927.9891,6360.5998,2645.161,191.9615,4287.33,1098.702,1503.704,6718.4582,26356.97,3581.8701,196.1573
2020-11-20,4943.2882,6422.9854,2667.0925,192.094,4336.98,1102.299,1511.81,6766.0605,26451.54,3557.54,195.9661
2020-11-23,5005.0273,6472.9301,2686.3577,192.4845,4313.879,1119.489,1516.491,6807.7175,26486.2,3577.5901,196.046
2020-11-24,4974.2855,6475.1881,2674.7983,192.3961,4340.314,1143.547,1533.154,6807.9974,26588.2,3635.4099,196.0944
2020-11-25,4910.7,6350.3667,2615.5311,192.5606,4324.47,1154.783,1536.917,6691.8739,26669.75,3629.6499,196.0855
2020-11-26,4919.5912,6334.3042,2609.3862,192.542,4372.852,1150.239,1540.411,6643.1846,26819.45,--,196.1061
2020-11-27,4980.765,6351.6119,2618.9908,192.4818,4418.315,1161.317,1550.152,6641.7734,26894.68,3638.3501,196.1192
2020-11-30,4960.2519,6320.9441,2631.8893,193.0891,4465.105,1149.633,1541.451,6622.3592,26341.49,3621.6299,196.3211
2020-12-01,5067.0983,6426.6155,2698.4431,192.9685,4433.788,1165.676,1545.79,6713.2303,26567.68,3662.45,196.4273
2020-12-02,5067.1447,6434.9791,2682.9718,192.7611,4475.313,1170.743,1548.855,6735.712,26532.58,3669.01,196.4487
2020-12-03,5057.0603,6440.8808,2712.5177,192.8315,4434.803,1169.169,1548.197,6711.8429,26728.5,3666.72,196.4742
2020-12-04,5065.9163,6464.7345,2730.8373,193.0405,4496.271,1182.272,1567.091,6746.6295,26835.92,3699.1201,196.4943
2020-12-07,5022.2351,6424.6823,2726.4828,193.0666,4539.735,1189.768,1577.139,6733.002,26506.85,3691.96,196.5862
2020-12-08,5009.8786,6423.6513,2746.2816,193.3307,4544.342,1171.047,1562.856,6734.372,26304.56,3702.25,196.5921
2020-12-09,4942.6986,6307.2207,2697.8256,193.3452,4579.907,1182.746,1569.521,6602.5166,26502.84,3672.8201,196.6237
2020-12-10,4940.5249,6320.0956,2718.5452,193.46,4678.067,1183.736,1578.748,6605.1915,26410.59,3668.1001,196.6938
2020-12-11,4889.6292,6209.427,2687.7808,193.1858,4725.603,1198.059,1597.711,6498.2391,26505.87,3663.46,196.6961
2020-12-14,4934.8352,6259.0175,2726.601,193.2705,4696.085,1202.675,1600.157,6576.8161,26389.52,3647.49,196.7633
2020-12-15,4945.1,6265.5819,2758.8546,193.4126,4751.757,1202.26,1606.752,6596.503,26207.29,3694.6201,196.8314
2020-12-16,4953.867,6235.4352,2760.6399,193.529,4789.938,1205.705,1616.146,6543.3624,26460.29,3701.1699,196.9028
2020-12-17,5017.4784,6308.9013,2785.6153,193.4848,4847.047,1231.108,1644.686,6597.8596,26678.38,3722.48,196.9158
2020-12-18,4999.9678,6291.918,2780.7302,193.5515,4963.518,1242.385,1668.021,6573.4036,26498.6,3709.4099,196.9491
2020-12-21,5046.8396,6398.5987,2882.4426,193.8142,5077.964,1248.054,1692.131,6691.5884,26306.68,3694.9199,197.0479
2020-12-22,4964.7727,6250.0606,2811.7493,194.2118,4872.552,1203.102,1633.695,6549.9694,26119.25,3687.26,197.1347
2020-12-23,5007.1235,6307.604,2842.9704,194.3086,4806.775,1200.841,1621.167,6601.2429,26343.1,3690.01,197.2127
2020-12-24,5000.0154,6205.2247,2820.7532,194.122,4838.919,1227.127,1648.428,6496.3259,26386.56,3703.0601,197.2635
2020-12-25,5042.0137,6278.4981,2840.8006,194.451,4905.47,1240.429,1667.724,6561.2749,--,--,197.2883
2020-12-28,5064.4147,6244.4818,2842.8101,194.7292,4829.615,1230.287,1650.09,6519.4714,26314.63,3735.3601,197.3964
2020-12-29,5042.9361,6199.8523,2812.9974,194.8688,4779.875,1215.039,1634.984,6477.2617,26568.49,3727.04,197.4487
2020-12-30,5113.7105,6269.2484,2900.5375,195.2462,4756.53,1216.922,1638.335,6526.8785,27147.11,3732.04,197.5422
2020-12-31,5211.2885,6367.1149,2966.2563,195.1885,4780.212,1219.576,1644.97,6646.4735,27231.13,3756.0701,197.6006
2021-01-04,5267.7181,6482.7868,3078.1113,194.8254,4838.509,1259.338,1682.703,6798.7644,27472.81,3700.6499,197.7401
2021-01-05,5368.5049,6539.7315,3097.977,195.2407,4873.086,1253.32,1679.565,6807.4471,27649.86,3726.8601,197.7941
2021-01-06,5417.6677,6528.1425,3115.0913,195.4161,4883.426,1268.319,1697.257,6724.9502,27692.3,3748.1399,197.8614
2021-01-07,5513.6568,6538.1162,3162.398,195.5665,4964.907,1295.279,1725.453,6616.5524,27548.52,3803.79,197.9695
2021-01-08,5495.4306,6557.5964,3150.7797,195.4098,4990.01,1292.911,1724.163,6585.3587,27878.22,3824.6799,198.0555
2021-01-11,5441.1583,6455.3987,3092.8608,195.2979,4850.969,1264.671,1675.977,6475.9548,27908.22,3799.6101,198.1298
2021-01-12,5596.3525,6543.2286,3180.3496,195.4759,4856.978,1277.073,1689.614,6564.7354,28276.75,3801.1899,198.1415
2021-01-13,5577.9711,6496.9131,3130.2979,195.8515,4831.707,1279.324,1695.752,6513.6399,28235.6,3809.8401,198.1655
2021-01-14,5470.4563,6439.8854,3089.1774,195.9917,4851.967,1269.687,1684.348,6506.8268,28496.86,3795.54,198.2666
2021-01-15,5458.0812,6417.5011,3089.9447,195.5247,4868.601,1279.669,1687.182,6528.461,28573.86,3768.25,198.3084
2021-01-18,5518.5205,6514.4644,3149.2004,195.335,4928.157,1276.408,1693.31,6652.0961,28862.77,--,198.2893
2021-01-19,5437.5234,6476.3736,3084.4881,195.4045,4846.07,1262.189,1677.228,6614.0707,29642.28,3798.9099,198.234
2021-01-20,5476.4336,6535.4185,3204.932,195.5706,4876.216,1268.816,1685.907,6671.4485,29962.47,3851.8501,198.2418
2021-01-21,5564.9693,6622.4959,3283.721,195.849,4915.062,1275.718,1694.594,6745.1085,29927.76,3853.0701,198.2698
2021-01-22,5569.776,6637.8052,3358.2377,195.9359,4844.473,1254.493,1667.134,6721.9167,29447.85,3841.47,198.2832
2021-01-25,5625.9232,6645.3137,3355.2401,195.9081,4879.904,1248.589,1667.162,6657.2723,30159.01,3855.3601,198.3392
2021-01-26,5512.9678,6532.961,3258.3553,195.5768,4820.171,1230.593,1648.761,6534.0973,29391.26,3849.6201,198.2005
2021-01-27,5528.0034,6557.1608,3281.0305,195.5647,4859.469,1252.542,1670.626,6537.7538,29297.53,3750.77,198.1612
2021-01-28,5377.1427,6414.3811,3161.8634,195.2474,4733.068,1242.85,1646.004,6399.1265,28550.77,3787.3799,198.02
2021-01-29,5351.9646,6346.1371,3128.8649,195.3752,4731.518,1246.381,1652.496,6304.1181,28283.71,3714.24,197.9095
2021-02-01,5417.6484,6393.278,3159.9933,195.5707,4732.463,1250.302,1661.08,6345.8142,28892.86,3773.8601,197.9671
2021-02-02,5501.0915,6454.7853,3228.6976,195.5418,4635.664,1253.734,1652.166,6417.4609,29248.7,3826.3101,198.0413
2021-02-03,5485.2008,6399.3315,3223.7662,195.2362,4650.632,1249.015,1646.835,6307.3903,29307.46,3830.1699,198.0386
2021-02-04,5473.9475,6328.7881,3200.5493,195.0802,4751.866,1277.085,1676.469,6167.7466,29113.5,3871.74,197.9829
2021-02-05,5483.414,6239.8709,3193.7066,195.1271,4805.259,1279.026,1685.814,6045.297,29288.68,3886.8301,197.9177
2021-02-07,--,--,--,195.2008,--,--,--,--,--,--,197.98
