,000300.SH,000905.SH,399006.SZ,CBA00601.CB,NHMI.SL,NHECI.SL,NHCI.SL,000852.SH,HSI.HK,SPX.GI,CBA02001.CB
,沪深300,中证500,创业板指,中债国债总指数(总值)财富指数,南华金属,南华能化,南华商品,中证1000,恒生指数,标普500,中债企业债总指数(总值)财富指数
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元)
2021-03-08,5080.0246,6256.4092,2728.8437,195.7373,5244.163,1414.336,1823.6,6327.6493,28540.83,3821.3501,198.7148
2021-03-09,4970.9994,6108.0027,2633.4496,195.7087,5063.023,1371.663,1772.351,6126.2831,28773.23,3875.4399,198.7624
2021-03-10,5003.6121,6062.2552,2676.7018,195.7644,5067.863,1362.079,1762.941,6078.2443,28907.52,3898.8101,198.831
2021-03-11,5128.2156,6213.8319,2746.5754,195.7796,5223.939,1376.77,1790.226,6219.6635,29385.61,3939.3401,198.8536
2021-03-12,5146.3786,6222.3802,2756.8127,195.7256,5177.535,1367.25,1779.422,6220.4779,28739.72,3943.3401,198.8643
2021-03-15,5035.5441,6173.8721,2644.0149,195.6806,5191.305,1366.902,1783.379,6177.7382,28833.76,3968.9399,198.9329
2021-03-16,5079.3624,6195.2438,2672.1171,195.7598,5181.175,1358.28,1772.042,6233.463,29027.69,3962.71,198.9649
2021-03-17,5100.8581,6225.3588,2704.1362,195.8812,5209.969,1378.541,1784.325,6277.5814,29034.12,3974.1201,198.9783
2021-03-18,5141.7681,6273.8556,2748.7258,195.9395,5215.769,1364.392,1777.841,6298.8857,29405.72,3915.46,198.9941
2021-03-19,5007.0907,6206.6023,2671.5179,196.1182,5145.093,1302.334,1720.641,6250.8147,28990.94,3913.1001,199.0158
2021-03-22,5057.152,6305.6919,2698.2613,196.2574,5150.074,1306.042,1724.223,6359.6002,28885.34,3940.5901,199.1076
2021-03-23,5009.2459,6219.1666,2668.0818,196.374,5174.888,1305.8,1734.436,6289.0012,28497.38,3910.52,199.1696
2021-03-24,4928.6853,6142.5439,2634.6142,196.5791,5183.31,1292.149,1723.736,6196.267,27918.14,3889.1399,199.2067
2021-03-25,4926.3469,6157.4072,2655.9988,196.6319,5168.657,1295.02,1726.347,6190.712,27899.61,3909.52,199.2491
2021-03-26,5037.9899,6251.7941,2745.4001,196.5811,5271.847,1304.843,1739.821,6301.3414,28336.43,3974.54,199.2967
2021-03-29,5046.8773,6254.9426,2733.9632,196.6015,5329.71,1321.995,1754.565,6326.6093,28338.3,3971.0901,199.3528
2021-03-30,5094.7291,6280.359,2771.3221,196.5975,5291.778,1332.644,1755.458,6301.5848,28577.5,3958.55,199.3669
2021-03-31,5048.3607,6254.0695,2758.5015,196.7611,5230.861,1329.596,1743.574,6293.3922,28378.35,3972.8899,199.4079
2021-04-01,5110.7768,6311.6644,2815.4134,196.7261,5272.828,1323.59,1753.167,6335.7913,28938.74,4019.8701,199.4431
2021-04-02,5161.5569,6326.6059,2852.2293,196.7404,5373.185,1352.521,1789.625,6361.2515,--,--,199.4665
2021-04-05,--,--,--,--,--,--,--,--,--,4077.9099,--
2021-04-06,5140.3418,6343.0962,2831.5985,196.7313,5386.257,1334.468,1773.419,6421.4868,--,4073.9399,199.5673
2021-04-07,5103.7428,6348.0761,2807.2008,196.6582,5404.545,1330.325,1778.193,6422.7617,28674.8,4079.95,199.6014
2021-04-08,5112.2086,6356.7526,2826.9895,196.6413,5400.057,1313.835,1769.894,6404.1284,29008.07,4097.1699,199.5789
2021-04-09,5035.3374,6335.2393,2783.3266,196.7731,5374.199,1308.543,1764.391,6399.5218,28698.8,4128.7998,199.5945
2021-04-12,4947.7459,6226.4182,2719.9533,196.9818,5345.99,1297.582,1751.65,6263.3991,28453.28,4127.9902,199.6792
2021-04-13,4939.6438,6209.7801,2742.8524,197.3487,5396.404,1315.391,1767.744,6231.1394,28497.25,4141.5898,199.7608
2021-04-14,4980.6279,6277.2111,2804.4092,197.4228,5393.987,1334.819,1778.062,6320.0672,28900.83,4124.6602,199.8444
2021-04-15,4948.9741,6276.4609,2790.6441,197.4727,5484.821,1358.401,1806.535,6296.6084,28793.14,4170.4199,199.9129
2021-04-16,4966.1811,6339.5906,2783.3734,197.6238,5501.626,1376.66,1822.67,6368.846,28969.71,4185.4702,199.9543
2021-04-19,5087.0165,6425.2606,2898.7286,197.7818,5523.758,1368.903,1817.881,6477.388,29106.15,4163.2598,200.0781
2021-04-20,5083.3654,6428.5411,2896.1076,197.9274,5579.641,1375.964,1832.127,6457.6294,29135.73,4134.9399,200.1767
2021-04-21,5098.7449,6420.2587,2916.9745,198.0434,5563.809,1354.773,1822.601,6457.7147,28621.92,4173.4199,200.2435
2021-04-22,5089.2435,6445.4657,2939.3949,198.0139,5561.19,1352.589,1821.733,6485.2112,28755.34,4134.98,200.2997
2021-04-23,5135.4534,6462.7558,2994.4882,197.9486,5615.763,1355.408,1832.014,6453.3025,29078.75,4180.1699,200.3389
2021-04-25,--,--,--,197.8618,--,--,--,--,--,--,200.4101
2021-04-26,5077.2372,6442.6451,2969.4049,197.6364,5737.161,1358.868,1842.075,6431.0888,28952.83,4187.6201,200.3941
2021-04-27,5090.5195,6446.2822,2986.0336,197.6089,5825.069,1372.097,1864.874,6400.9046,28941.54,4186.7202,200.4078
2021-04-28,5119.2421,6489.7441,3050.5848,197.6945,5766.972,1381.039,1861.613,6437.2467,29071.34,4183.1802,200.4009
2021-04-29,5164.1692,6491.9281,3051.4167,197.825,5824.854,1392.873,1876.818,6405.1028,29303.26,4211.4702,200.4436
2021-04-30,5123.489,6485.7075,3091.3952,198.0326,5755.602,1388.516,1861.449,6382.1364,28724.88,4181.1699,200.4805
2021-05-03,--,--,--,--,--,--,--,--,28357.54,4192.6602,--
2021-05-04,--,--,--,--,--,--,--,--,28557.14,4164.6602,--
2021-05-05,--,--,--,--,--,--,--,--,28417.98,4167.5898,--
2021-05-06,5061.1244,6489.3485,3014.8116,198.2493,5988.028,1440.53,1923.447,6398.4374,28637.46,4201.6201,200.7029
2021-05-07,4996.0527,6444.4429,2910.4109,198.2961,6101.058,1451.425,1944.47,6320.2529,28610.65,4232.6001,200.7419
2021-05-08,--,--,--,198.3255,--,--,--,--,--,--,200.7706
2021-05-10,4992.422,6475.9938,2921.7215,198.4483,6375.518,1473.091,1986.27,6338.5735,28595.66,4188.4302,200.8492
2021-05-11,5023.0595,6456.0376,2921.3431,198.5886,6314.062,1443.327,1959.811,6343.8627,28013.81,4152.1001,200.9171
2021-05-12,5044.5481,6512.0501,2960.355,198.6672,6398.2,1480.444,1995.616,6420.3372,28231.04,4063.04,201.0423
2021-05-13,4992.9738,6439.0273,2943.6175,198.5899,6130.14,1439.701,1941.293,6375.0148,27718.67,4112.5,201.1151
2021-05-14,5110.5901,6525.8036,3033.8056,198.6594,5975.174,1399.809,1897.742,6462.4764,28027.57,4173.8501,201.1797
2021-05-17,5184.9853,6578.1402,3112.7411,198.5981,6027.228,1422.486,1917.193,6457.2768,28194.09,4163.29,201.2643
2021-05-18,5187.6013,6599.5985,3090.1233,198.6618,6148.503,1438.343,1949.49,6486.8215,28593.81,4127.8301,201.3343
2021-05-19,5172.272,6584.3869,3114.724,198.8717,5943.208,1405.331,1899.604,6488.9489,--,4115.6802,201.3999
2021-05-20,5186.412,6548.7111,3143.6158,199.0997,5805.719,1370.93,1871.209,6482.8358,28450.29,4159.1201,201.4679
2021-05-21,5134.1483,6527.864,3113.2585,199.3713,5670.181,1339.633,1837.477,6480.3741,28458.44,4155.8599,201.5437
2021-05-24,5155.5875,6544.1218,3139.6858,199.3855,5559.466,1359.34,1838.658,6537.8571,28412.26,4197.0498,201.701
2021-05-25,5318.478,6619.6707,3227.3554,199.3911,5561.259,1375.701,1848.576,6615.7141,28910.86,4188.1299,201.7185
2021-05-26,5320.5927,6628.2065,3196.8478,199.5517,5406.715,1379.108,1828.016,6644.751,29166.01,4195.9902,201.7946
2021-05-27,5338.2329,6685.4054,3226.1082,199.4424,5536.864,1370.136,1838.551,6705.0451,29113.2,4200.8799,201.8505
2021-05-28,5321.0886,6668.1696,3232.2912,199.331,5660.977,1383.017,1865.332,6694.3457,29124.41,4204.1099,201.8763
2021-05-31,5331.5696,6728.9906,3309.069,199.4919,5754.216,1384.141,1878.739,6814.3631,29151.8,--,201.9492
2021-06-01,5341.6798,6739.7624,3300.1588,199.5947,5879.189,1420.174,1915.286,6854.7336,29468,4202.04,201.9962
2021-06-02,5289.9736,6681.4285,3243.0218,199.4407,5811.816,1416.377,1904.774,6759.459,29297.62,4208.1201,202.0354
2021-06-03,5255.2855,6667.7264,3201.7845,199.5104,5878.366,1438.901,1932.256,6754.0697,28966.03,4192.8501,202.0924
2021-06-04,5282.2772,6693.0574,3242.6121,199.1624,5798.867,1414.186,1904.19,6785.8035,28918.1,4229.8901,202.0719
2021-06-07,5277.6271,6721.5019,3228.2435,198.9372,5671.005,1395.695,1881.71,6861.8502,28787.28,4226.52,202.053
2021-06-08,5232.1165,6684.5626,3208.5718,198.9334,5722.173,1401.537,1888.097,6809.8642,28781.38,4227.2598,202.0523
2021-06-09,5236.4493,6692.9049,3207.6258,198.9278,5788.236,1417.539,1909.696,6823.4073,28742.63,4219.5498,202.0267
2021-06-10,5271.4661,6765.6436,3285.5095,199.0187,5819.531,1399.77,1903.583,6898.2061,28738.88,4239.1802,202.0486
2021-06-11,5224.703,6725.9152,3298.4968,198.7308,6004.775,1431.655,1940.988,6852.9728,28842.13,4247.4399,202.0633
2021-06-14,--,--,--,--,--,--,--,--,--,4255.1499,--
2021-06-15,5166.5597,6663.6623,3262.1879,198.7891,5875.474,1440.627,1916.147,6815.1187,28638.53,4246.5898,202.1864
2021-06-16,5080.4909,6566.286,3125.7015,198.7191,5729.039,1447.883,1901.528,6673.2446,28436.84,4223.7002,202.1699
2021-06-17,5101.8924,6616.174,3188.5926,198.4959,5800.856,1455.232,1907.422,6787.6684,28558.59,4221.8599,202.1465
2021-06-18,5102.4657,6657.7635,3239.2267,198.6728,5725.262,1424.06,1873.27,6863.7156,28801.27,4166.4502,202.1475
2021-06-21,5090.3854,6707.1762,3270.5769,199.0476,5554.706,1425.701,1853.493,6968.2963,28489,4224.79,202.2139
2021-06-22,5122.1583,6739.7939,3281.9923,199.1229,5615.749,1453.859,1878.814,7000.2518,28309.76,4246.4399,202.2345
2021-06-23,5147.3938,6789.9464,3318.9462,199.2268,5691.536,1477.456,1903.717,7046.1745,28817.07,4241.8398,202.2806
2021-06-24,5155.9738,6754.8657,3279.1588,199.29,5685.057,1482.022,1903.088,6974.642,28882.46,4266.4902,202.3435
2021-06-25,5239.9684,6813.4138,3347.6994,199.3288,5782.29,1496.059,1923.505,7000.4297,29288.22,4280.7002,202.3913
2021-06-28,5251.7604,6828.5162,3412.8633,199.2322,5798.099,1471.726,1918.811,7063.4706,29268.3,4290.6099,202.5241
2021-06-29,5190.5445,6765.4201,3406.2379,199.3204,5726.593,1447.632,1893.366,7004.3036,28994.1,4291.7998,202.5621
2021-06-30,5224.041,6808.1831,3477.1779,199.4256,5798.486,1454.273,1906.324,7083.6997,28827.95,4297.5,202.6009
2021-07-01,5229.6642,6716.6658,3455.3587,199.3864,5777.275,1446.232,1908.984,6969.5316,--,4319.9399,202.6964
2021-07-02,5081.1172,6658.0451,3333.8973,199.4187,5790.303,1468.286,1925.632,6908.9318,28310.42,4352.3398,202.7913
2021-07-05,5085.7924,6711.0136,3352.1166,199.6156,5915.431,1494.244,1954.098,7006.6997,28143.5,--,202.9249
2021-07-06,5083.1043,6709.4983,3291.9878,199.5956,5967.407,1496.388,1965.44,6979.0624,28072.86,4343.54,203.0231
2021-07-07,5140.4899,6764.1319,3409.5893,199.9369,6003.305,1463.304,1941.839,7089.6646,27960.62,4358.1299,203.0936
2021-07-08,5088.2566,6748.654,3432.957,200.8123,5925.72,1434.592,1910.195,7099.4105,27153.13,4320.8198,203.3242
2021-07-09,5069.4361,6804.5389,3409.3093,200.5855,5935.127,1451.774,1920.646,7142.8994,27344.54,4369.5498,203.4023
2021-07-12,5132.7088,6904.3818,3534.763,201.3001,5964.787,1461.995,1927.322,7284.2346,27515.24,4384.6299,203.6493
2021-07-13,5142.0991,6961.8475,3514.9772,201.5299,6026.953,1483.468,1946.127,7331.7263,27963.41,4369.21,203.841
2021-07-14,5083.0849,6898.7502,3488.627,201.5903,6063.986,1497.674,1957.407,7243.8162,27787.46,4374.2998,204.0104
2021-07-15,5151.4626,6932.406,3537.3914,201.3255,6063.255,1469.682,1946.83,7241.6231,27996.27,4360.0298,204.0701
2021-07-16,5094.7727,6925.1232,3432.6472,201.4475,6102.139,1478.902,1954.307,7228.3631,28004.68,4327.1602,204.1441
2021-07-19,5113.4945,6889.3375,3449.5263,201.5342,6077.879,1488.889,1950.169,7205.2678,27489.78,4258.4902,204.2777
2021-07-20,5108.9941,6901.1318,3463.7913,201.8054,6068.598,1460.324,1930.336,7253.2763,27259.25,4323.0601,204.3536
2021-07-21,5144.0428,6984.5418,3560.0455,201.9636,5964.784,1463.406,1916.669,7398.8084,27224.58,4358.6899,204.4441
2021-07-22,5151.7517,7026.5482,3544.4355,201.9295,5981.864,1484.324,1930.948,7446.4812,27723.84,4367.48,204.5225
2021-07-23,5089.2282,6985.7499,3469.873,202.114,6014.741,1496.182,1945.539,7379.7905,27321.98,4411.79,204.5816
2021-07-26,4925.299,6868.2074,3371.2278,202.6197,6071.606,1496.596,1955.582,7286.1475,26192.32,4422.2998,204.7256
2021-07-27,4751.313,6719.2557,3232.8387,202.321,6021.639,1498.938,1958.143,7093.8696,25086.43,4401.46,204.7554
2021-07-28,4760.4826,6621.9845,3284.9198,202.0976,6068.285,1516.956,1974.175,6945.5087,25473.88,4400.6401,204.7727
2021-07-29,4850.2746,6758.8869,3459.7214,202.3958,6098.821,1533.412,1984.7,7207.4826,26315.32,4419.1499,204.811
2021-07-30,4811.1695,6767.316,3440.1817,202.9263,6008.978,1539.642,1971.427,7262.383,25961.03,4395.2598,204.8869
2021-08-02,4933.736,6872.0004,3493.3591,203.3874,5917.692,1514.709,1949.889,7402.3541,26235.8,4387.1602,205.0346
2021-08-03,4934.4583,6816.0107,3477.2287,203.2455,5815.818,1483.315,1918.775,7308.9553,26194.82,4423.1499,205.1359
2021-08-04,4978.8479,6931.3365,3563.1267,203.1907,5896.255,1505.384,1940.949,7478.2072,26426.55,4402.6602,205.1746
2021-08-05,4948.6703,6911.8292,3532.5003,203.5633,5775.303,1479.47,1908.372,7447.9394,26204.69,4429.1001,205.2453
2021-08-06,4921.5647,6938.8679,3490.9015,203.4795,5828.801,1506.846,1931.945,7482.1737,26179.4,4436.52,205.3216
2021-08-09,4985.5627,6979.5256,3456.7468,202.9867,5712.813,1495.079,1900.234,7507.0824,26283.4,4432.3501,205.3726
2021-08-10,5043.148,7019.2284,3468.6696,202.8537,5753.703,1515.861,1914.904,7549.552,26605.62,4436.75,205.3579
2021-08-11,5015.3406,7073.5219,3437.0582,202.7515,5812.782,1534.012,1936.264,7605.9175,26660.16,4442.4102,205.3994
2021-08-12,4973.3509,7095.2024,3386.4321,202.9782,5766.936,1515.965,1925.051,7657.5268,26517.82,4460.8301,205.4446
2021-08-13,4945.9829,7088.8876,3345.1262,202.7825,5767.057,1520.613,1929.547,7641.9169,26391.62,4468,205.4809
2021-08-16,4941.0676,7052.4876,3301.3907,202.7053,5736.857,1513.345,1926.98,7568.1374,26181.46,4479.71,205.5764
2021-08-17,4837.4034,6894.4042,3224.1529,202.8157,5732.962,1518.207,1930.643,7360.033,25745.87,4448.0801,205.6323
2021-08-18,4894.2384,6941.008,3248.3732,203.2124,5595.64,1516.065,1907.275,7405.4856,25867.01,4400.27,205.6815
2021-08-19,4862.1394,6947.0564,3278.3568,203.3882,5439.05,1490.593,1864.349,7468.7727,25316.33,4405.7998,205.7414
2021-08-20,4769.2678,6920.0248,3192.9003,203.3463,5492.917,1483.95,1863.972,7467.3611,24849.72,4441.6699,205.7852
2021-08-23,4835.8782,7024.5647,3293.7697,203.2344,5480.652,1522.476,1873.127,7652.5587,25109.59,4479.5298,205.854
2021-08-24,4888.3902,7090.7817,3330.5802,203.3249,5640.854,1549.318,1916.041,7715.0732,25727.92,4486.23,205.8682
2021-08-25,4898.1572,7153.0043,3348.6624,203.4177,5642.04,1572.091,1929.912,7769.6268,25693.95,4496.1899,205.8982
2021-08-26,4801.6094,7118.8442,3264.45,203.0939,5590.266,1553.366,1918.671,7669.5282,25415.69,4470,205.8375
2021-08-27,4827.0433,7180.1088,3257.0715,203.2213,5680.93,1561.546,1932.843,7680.0781,25407.89,4509.3701,205.8131
2021-08-30,4813.2703,7226.8823,3271.8026,203.4403,5780.058,1563.709,1944.377,7727.7454,25539.54,4528.79,205.8891
2021-08-31,4805.6099,7255.3418,3214.1169,203.517,5719.494,1560.079,1936.354,7728.4217,25878.99,4522.6802,205.9175
2021-09-01,4869.4587,7193.1,3186.8498,203.7964,5599.964,1571.457,1920.566,7606.8742,26028.29,4524.0898,205.9489
2021-09-02,4869.4113,7307.0084,3138.8034,203.7926,5634.286,1595.092,1930.911,7690.8589,26090.43,4536.9502,205.9962
2021-09-03,4843.0624,7278.6809,3102.1449,203.7558,5702.921,1609.875,1952.422,7630.8413,25901.99,4535.4302,206.0173
2021-09-06,4933.7262,7355.4013,3228.0878,203.7886,5645.361,1622.998,1944.563,7735.0996,26163.63,--,206.0861
2021-09-07,4992.8294,7498.9255,3251.4866,203.5672,5707.166,1658.962,1970.1,7878.3488,26353.63,4520.0298,206.1002
2021-09-08,4972.1324,7544.0411,3219.9467,203.4649,5681.678,1643.999,1953.556,7894.2516,26320.93,4514.0698,206.1086
2021-09-09,4970.0133,7617.4505,3221.9407,203.433,5760.474,1667.038,1971.404,7900.2375,25716,4493.2798,206.0903
2021-09-10,5013.5219,7607.6749,3232.0104,203.4812,5775.736,1632.148,1956.84,7932.6512,26205.91,4458.5801,206.0615
2021-09-13,4991.6598,7648.7481,3194.2747,203.3905,5743.149,1650.329,1957.07,7947.4812,25813.81,4468.73,206.1281
2021-09-14,4917.1617,7556.6157,3236.5471,203.3011,5641.317,1655.039,1950.434,7916.896,25502.23,4443.0498,206.1136
2021-09-15,4867.3187,7592.3059,3200.3995,203.2785,5621.232,1677.841,1956.022,7972.2325,25033.21,4480.7002,206.0971
2021-09-16,4807.6978,7446.9353,3128.8448,203.3295,5579.536,1676.071,1947.227,7754.9469,24667.85,4473.75,206.1085
2021-09-17,4855.9402,7395.5645,3193.261,203.4602,5477.996,1672.082,1924.675,7730.2239,24920.76,4432.9902,206.1045
2021-09-18,--,--,--,203.5432,--,--,--,--,--,--,206.1196
2021-09-20,--,--,--,--,--,--,--,--,24099.14,4357.73,--
2021-09-21,--,--,--,--,--,--,--,--,24221.54,4354.1899,--
2021-09-22,4821.7675,7453.6247,3164.328,203.7399,5606.779,1710.279,1956.295,7769.0601,--,4395.6401,206.1835
2021-09-23,4853.1957,7502.8391,3182.4669,203.8372,5588.877,1747.221,1967.304,7806.8018,24510.98,4448.98,206.1971
2021-09-24,4849.4277,7380.3843,3207.8166,203.7856,5587.071,1726.812,1971.061,7695.6176,24192.16,4455.48,206.1854
2021-09-26,--,--,--,203.7739,--,--,--,--,--,--,206.2326
2021-09-27,4877.3698,7170.5899,3231.5824,203.769,5629.86,1762.623,1986.533,7467.8178,24208.78,4443.1099,206.1936
2021-09-28,4883.828,7198.8966,3211.454,203.7152,5593.088,1827.009,2004.297,7468.7328,24500.39,4352.6299,206.1813
2021-09-29,4833.9281,7010.2192,3175.1521,203.8499,5623.265,1792.764,1992.655,7199.1794,24663.5,4359.46,206.1507
2021-09-30,4866.3826,7103.6076,3244.6455,203.8549,5661.171,1855.757,2022.306,7405.4623,24575.64,4307.54,206.212
2021-10-01,--,--,--,--,--,--,--,--,--,4357.04,--
2021-10-04,--,--,--,--,--,--,--,--,24036.37,4300.46,--
2021-10-05,--,--,--,--,--,--,--,--,24104.15,4345.7202,--
2021-10-06,--,--,--,--,--,--,--,--,23966.49,4363.5498,--
2021-10-07,--,--,--,--,--,--,--,--,24701.73,4399.7598,--
2021-10-08,4929.9409,7091.3356,3243.2037,203.7051,5799.935,1876.965,2078.989,7425.6688,24837.85,4391.3398,206.4122
2021-10-09,--,--,--,203.64,--,--,--,--,--,--,206.4018
2021-10-11,4936.1918,7090.4673,3196.1887,203.2307,5925.585,1954.142,2124.94,7384.8436,25325.09,4361.1899,206.3365
2021-10-12,4883.8369,6952.1903,3138.2627,203.1056,5803.454,1966.477,2109.652,7208.473,24962.59,4350.6499,206.2809
2021-10-13,4940.1089,6981.5947,3210.1586,203.044,5713.503,1947.944,2085.766,7289.3627,--,4363.7998,206.2829
2021-10-14,4913.6123,7008.3326,3215.7355,203.0442,5809.745,1957.637,2104.364,7342.2544,--,4438.2598,206.3044
2021-10-15,4932.1084,7024.1596,3276.3209,202.8883,5853.997,2002.035,2129.449,7350.4129,25330.96,4471.3701,206.3363
2021-10-18,4874.7753,7068.1048,3276.4839,202.0528,5900.061,2053.251,2153.575,7429.6256,25409.75,4486.46,206.3407
2021-10-19,4922.7232,7120.3794,3297.2933,202.4124,5909.533,2040.623,2152.03,7504.0545,25787.21,4519.6299,206.3174
2021-10-20,4910.1846,7118.7959,3285.1216,202.6175,5735.035,1964.49,2108.184,7523.5614,26136.02,4536.1899,206.3848
2021-10-21,4928.0156,7098.2542,3279.4871,202.8822,5539.586,1906.381,2066.497,7503.5343,26017.53,4549.7798,206.4398
2021-10-22,4959.7254,7026.0676,3284.9108,202.8445,5535.728,1836.513,2052.252,7438.4806,26126.93,4544.8999,206.5024
2021-10-25,4979.5235,7103.9856,3338.624,202.8439,5494.637,1846.161,2068.985,7532.3726,26132.03,4566.48,206.6202
2021-10-26,4963.0984,7102.4335,3327.5373,202.9321,5568.872,1835.522,2085.506,7508.6886,26038.27,4574.79,206.6986
2021-10-27,4898.1644,7048.604,3308.9619,203.002,5395.213,1759.123,2032.683,7433.5459,25628.74,4551.6802,206.7922
2021-10-28,4864.138,6950.2768,3278.3587,203.1557,5368.62,1711.621,2006.871,7267.8506,25555.73,4596.4199,206.8812
2021-10-29,4908.7701,7022.4992,3350.665,203.2315,5242.54,1678.82,1982.702,7385.3049,25377.24,4605.3799,206.9904
2021-11-01,4890.6851,7060.756,3331.9148,203.6077,5158.786,1651.24,1957.193,7455.6105,25154.32,4613.6699,207.1149
2021-11-02,4839.8457,6985.0998,3339.597,203.8791,4952.793,1661.489,1945.105,7368.5999,25099.67,4630.6499,207.2088
2021-11-03,4821.1119,7017.8541,3327.0855,203.8749,5098.427,1700.316,1970.684,7385.1994,25024.75,4660.5698,207.334
2021-11-04,4868.7419,7073.8522,3362.2485,204.0035,4985.506,1642.292,1922.841,7483.6923,25225.19,4680.0601,207.4222
2021-11-05,4842.3458,6991.9077,3352.7544,204.444,4898.108,1637.908,1910.74,7389.5866,24870.51,4697.5298,207.5391
2021-11-08,4848.1795,7026.9715,3380.292,204.4628,4948.26,1660.839,1938.312,7422.9067,24763.77,4701.7002,207.6507
2021-11-09,4846.7444,7081.7539,3409.9421,204.402,4930.05,1635.085,1925.726,7531.9583,24813.13,4685.25,207.6375
2021-11-10,4821.1925,7062.3313,3399.6626,204.396,4867.278,1637.058,1926.065,7535.2279,24996.14,4646.71,207.6881
2021-11-11,4898.6529,7119.8589,3433.2408,204.1752,5038.919,1647.12,1952.737,7593.7315,25247.99,4649.27,207.7022
2021-11-12,4888.3749,7156.6127,3430.1413,204.2102,4919.639,1614.493,1925.845,7697.8082,25327.97,4682.8501,207.721
2021-11-15,4882.3777,7098.2129,3401.874,204.4015,4857.115,1562.892,1898.036,7676.4847,25390.91,4682.7998,207.8265
2021-11-16,4883.3206,7045.9387,3393.7147,204.451,4821.827,1575.859,1905.349,7589.1814,25713.78,4700.8999,207.8717
2021-11-17,4885.7544,7104.5344,3421.3289,204.441,4849.835,1580.275,1909.497,7725.0924,25650.08,4688.6699,207.9207
2021-11-18,4837.6185,7084.6827,3383.9061,204.5616,4734.116,1550.755,1879.698,7714.7966,25319.72,4704.54,207.9789
2021-11-19,4890.0575,7169.8759,3418.9597,204.5027,4906.432,1591.703,1924.361,7803.7626,25049.97,4697.96,208.0257
2021-11-22,4912.399,7255.0736,3505.7268,204.6958,4945.651,1583.445,1920.006,7947.3717,24951.34,4682.9399,208.1052
2021-11-23,4913.3457,7261.3791,3492.7692,204.6757,5048.814,1587.872,1934.097,7941.5587,24651.58,4690.7002,208.1612
2021-11-24,4916.6579,7256.1117,3478.6624,204.9438,5205.637,1649.489,1983.818,7938.7737,24685.5,4701.46,208.2284
2021-11-25,4896.4416,7233.5423,3474.4511,204.9892,5225.121,1649.191,1983.93,7925.7602,24740.16,--,208.288
2021-11-26,4860.1265,7219.8622,3468.8655,205.309,5052.353,1584.374,1932.248,7940.7888,24080.52,4594.6201,208.3394
2021-11-29,4851.423,7221.8978,3503.4088,205.311,5123.13,1554.773,1921.695,7999.8331,23852.24,4655.27,208.4432
2021-11-30,4832.026,7252.7552,3495.5926,205.2564,5106.71,1524.356,1885.936,8054.2904,23475.26,4567,208.444
2021-12-01,4843.851,7272.837,3473.3664,205.1735,5203.901,1545.179,1909.32,8055.8207,23658.92,4513.04,208.5008
2021-12-02,4856.163,7229.988,3466.914,205.0176,5125.422,1518.62,1879.061,7968.235,23788.93,4577.1001,208.5635
2021-12-03,4901.0175,7301.9173,3478.6656,204.8871,5186.983,1534.928,1900.337,8023.9634,23766.69,4538.4302,208.5925
2021-12-06,4892.6209,7240.4558,3405.9346,205.4841,5140.612,1534.98,1900.852,7906.7563,23349.38,4591.6699,208.7475
2021-12-07,4922.1015,7206.8257,3368.7844,205.3453,5272.688,1562.693,1936.889,7781.4416,23983.66,4686.75,208.7934
2021-12-08,4995.9298,7302.9905,3424.7038,205.2083,5246.878,1561.785,1934.648,7922.5518,23996.87,4701.21,208.8093
2021-12-09,5078.6901,7320.3177,3459.3187,205.1828,5189.363,1562.451,1928.795,7931.7565,24254.86,4667.4502,208.8392
2021-12-10,5055.1172,7306.646,3466.797,205.3213,5189.143,1544.47,1918.295,7949.1249,23995.72,4712.02,208.8801
2021-12-13,5083.8007,7353.0306,3496.9616,205.2761,5290.819,1592.808,1955.286,7984.8993,23954.58,4668.9702,208.9852
2021-12-14,5049.6953,7324.1331,3495.0595,205.393,5228.005,1578.588,1932.778,7981.8275,23635.95,4634.0898,209.0058
2021-12-15,5005.8991,7314.2586,3464.7577,205.4098,5213.934,1564.817,1921.101,7955.5813,23420.76,4709.8501,209.0442
2021-12-16,5034.7321,7380.9974,3490.4491,205.359,5319.948,1597.134,1954.489,8005.9752,23475.5,4668.6699,209.0634
2021-12-17,4954.7599,7314.5601,3434.3394,205.4602,5362.717,1602.258,1961.149,7894.1034,23192.63,4620.6401,209.1107
2021-12-20,4880.4178,7195.9732,3332.6061,205.4747,5303.833,1558.893,1924.735,7751.9508,22744.86,4568.02,209.1922
2021-12-21,4913.4853,7275.4675,3350.4288,205.4597,5368.106,1575.205,1947.149,7849.0325,22971.33,4649.23,209.1525
2021-12-22,4914.4544,7302.463,3368.6989,205.6077,5371.602,1584.346,1957.962,7930.8115,23102.33,4696.5601,209.1383
2021-12-23,4948.7389,7337.19,3373.7033,205.8414,5418.82,1604.301,1979.163,7932.6616,23193.64,4725.79,209.1949
2021-12-24,4921.3449,7278.7556,3297.106,205.8655,5457.2,1622.901,1998.129,7776.6064,23223.76,--,209.2039
2021-12-27,4919.3238,7272.7493,3293.8113,206.0475,5298.702,1586.09,1957.875,7776.4312,--,4791.1899,209.2875
