ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002191.SZ,20150113,71145,10698.1,86341,12984.74,105781,15910.33,126643,19049.43,69507,10455.81,72735,10933.15,48268,7253.13,8984,1350.05,55381,8337.34
002192.SZ,20150113,45895,8834.73,39858,7678.42,50984,9820.61,50427,9716.3,22012,4242.35,28759,5532.17,5714,1098.03,5562,1068.81,-3755,-723.9
002193.SZ,20150113,6795,681.85,7007,703.67,5503,553.19,5496,552.01,3276,329.56,3405,342.57,334,33.65,0,0.0,1758,176.59
002194.SZ,20150113,23891,2681.53,29847,3350.13,18746,2103.35,18762,2104.14,9727,1090.88,4708,528.9,953,107.41,0,0.0,8641,970.54
002195.SZ,20150113,5159,2364.78,4830,2215.38,10081,4622.69,10062,4608.17,7675,3501.21,6790,3101.59,1133,512.11,2365,1075.66,2742,1248.23
002196.SZ,20150113,15975,2542.59,17481,2784.77,19278,3055.48,18188,2886.05,8184,1303.87,8657,1371.74,3550,568.51,2662,427.9,6100,970.84
002197.SZ,20150113,26787,4259.31,38302,6099.71,29515,4687.33,34412,5469.72,31931,5091.23,21727,3462.93,6208,994.49,0,0.0,18099,2889.23
002198.SZ,20150113,21512,1960.71,17842,1628.74,15945,1453.93,17517,1596.21,4724,431.47,7001,637.41,179,16.25,0,0.0,220,23.32
002199.SZ,20150113,47682,4891.12,45905,4713.85,39630,4068.06,38044,3904.52,21413,2203.77,24388,2502.1,3128,316.39,3517,358.86,6942,717.07
002200.SZ,20150113,4413,794.7,3647,657.31,4005,720.98,4006,722.36,1317,238.32,2083,374.32,0,0.0,0,0.0,-435,-77.04
002201.SZ,20150113,9106,760.96,8882,745.78,9615,805.04,11868,993.42,5045,426.91,3016,253.71,0,0.0,0,0.0,670,61.85
002202.SZ,20150113,90155,12453.45,77720,10740.89,98448,13603.21,85663,11841.42,54714,7562.79,68356,9444.83,6844,947.01,18423,2539.31,4462,635.13
002203.SZ,20150113,29969,2500.31,28432,2373.87,24004,2002.89,25803,2153.49,14185,1183.29,11436,951.97,13,1.08,2500,208.25,2530,214.47
002204.SZ,20150113,111583,14547.46,92080,12008.31,106899,13943.25,98917,12900.1,52916,6894.05,64708,8436.14,3142,407.67,18835,2447.87,-43577,-5671.6
002205.SZ,20150113,5272,904.67,5324,914.14,5476,940.15,5596,960.57,2305,396.01,2133,366.12,0,0.0,0,0.0,554,95.44
002206.SZ,20150113,23902,2065.17,28059,2425.27,31164,2693.02,27561,2381.06,14011,1211.66,11973,1034.74,0,0.0,1484,128.77,5584,486.52
002207.SZ,20150113,66165,8713.9,63336,8347.64,45172,5951.33,46440,6118.82,25317,3332.48,27188,3573.37,2083,275.01,1773,232.88,-12096,-1585.05
002208.SZ,20150113,5275,415.83,5309,418.77,4757,375.21,4399,346.68,1598,125.67,1922,151.25,0,0.0,0,0.0,261,21.18
002209.SZ,20150113,5681,494.69,4661,406.36,2352,204.75,3935,342.25,563,49.17,0,0.0,0,0.0,0,0.0,987,86.99
002210.SZ,20150113,3130,619.75,2852,566.39,4786,950.19,3758,745.66,2234,444.1,3539,702.0,0,0.0,0,0.0,-2316,-459.57
002212.SZ,20150113,22125,1449.58,19784,1297.27,13341,874.76,12017,787.48,1775,116.51,5441,356.11,0,0.0,0,0.0,-3651,-237.74
002213.SZ,20150113,4433,446.46,4899,494.19,6373,643.09,7422,748.48,4878,492.29,4363,440.61,1000,101.44,0,0.0,1046,107.99
002214.SZ,20150113,4876,999.93,4019,825.02,5062,1039.15,4731,971.38,6316,1296.74,7310,1499.73,605,124.34,799,164.04,5938,1218.74
002215.SZ,20150113,26994,2340.9,23258,2038.99,42581,3700.32,26193,2284.13,19339,1684.02,30549,2638.49,4325,369.68,13238,1133.3,12078,1061.32
002216.SZ,20150113,6552,1274.46,6151,1198.16,7212,1402.58,7945,1544.81,7999,1554.36,7623,1479.69,750,145.3,795,154.02,7270,1412.86
002218.SZ,20150113,11208,1042.02,10629,989.6,8877,826.76,10030,933.48,2819,263.1,2357,219.28,112,10.47,0,0.0,-1195,-111.02
002219.SZ,20150113,9088,1839.69,11732,2379.12,14748,2983.43,15708,3186.06,15965,3238.66,13452,2719.48,2000,406.53,908,183.66,10446,2124.25
002220.SZ,20150113,8163,694.03,5194,441.73,12780,1087.82,16412,1397.4,9163,781.06,8500,723.79,0,0.0,0,0.0,5693,486.7
002221.SZ,20150113,6993,1219.53,6894,1204.06,16870,2942.54,16360,2854.78,16381,2855.51,15337,2671.78,1706,296.81,3360,583.76,-6166,-1073.13
002222.SZ,20150113,15112,1572.05,16149,1680.83,11572,1204.44,12700,1322.88,8317,866.85,5078,527.96,28,2.94,1101,114.61,4727,491.88
002223.SZ,20150113,10186,2663.6,8306,2172.76,9239,2416.97,9383,2454.1,6557,1716.22,7548,1974.66,519,135.93,1264,331.19,4165,1092.71
002224.SZ,20150113,35956,3145.8,36741,3215.14,34004,2976.28,32429,2838.74,19567,1709.97,18234,1592.89,64,5.58,2187,190.84,1501,133.56
002225.SZ,20150113,26398,1771.27,22491,1509.54,16423,1102.85,16937,1137.26,3351,224.38,5815,389.28,0,0.0,929,62.43,26,4.02
002226.SZ,20150113,18205,2193.77,16054,1935.67,18794,2265.77,18773,2262.84,7006,845.11,10749,1293.92,9417,1134.51,7846,946.73,5635,682.51
002227.SZ,20150113,19214,3981.16,20392,4238.01,18869,3913.96,21026,4366.56,10708,2232.37,7738,1602.12,1768,367.5,1404,288.29,3883,830.96
002228.SZ,20150113,3192,400.1,3230,405.0,2541,318.49,3486,437.31,1333,167.09,488,60.71,139,17.35,0,0.0,327,43.2
002229.SZ,20150113,25009,3868.55,31445,4872.07,25749,3986.0,32577,5052.63,23513,3646.35,15676,2426.5,8739,1367.7,3312,517.4,19911,3100.49
002230.SZ,20150113,58075,16611.58,63010,18035.42,76778,21981.81,81197,23262.54,69709,19959.67,65122,18653.99,18155,5225.37,13388,3826.48,29735,8556.53
002231.SZ,20150113,28777,2254.71,22978,1800.64,20975,1645.29,19557,1534.19,5281,414.28,12498,979.45,0,0.0,0,0.0,3175,249.48
002232.SZ,20150113,30019,3202.34,31996,3415.79,22033,2350.71,23138,2468.52,11919,1270.45,8837,939.19,0,0.0,0,0.0,8327,889.93
002233.SZ,20150113,28992,2811.93,26746,2595.21,26944,2613.44,30490,2956.24,14237,1380.14,12937,1254.05,0,0.0,0,0.0,1119,113.0
002234.SZ,20150113,8702,778.61,8448,757.87,11289,1011.61,10422,932.48,5127,460.39,6248,560.26,0,0.0,0,0.0,-751,-66.27
002236.SZ,20150113,109246,28903.36,134952,35739.58,144031,38123.97,177413,47026.04,141671,37548.54,150348,39888.1,146525,39010.66,78759,20932.8,104012,27580.49
002237.SZ,20150113,34377,6057.8,32337,5712.0,49347,8695.47,46170,8145.0,28707,5068.04,29786,5243.03,4280,756.52,8419,1477.8,-11773,-2051.7
002238.SZ,20150113,9257,1294.17,10980,1535.64,11161,1560.92,10017,1400.83,3272,457.88,2693,376.5,0,0.0,0,0.0,301,39.65
002239.SZ,20150113,46833,2862.76,45421,2776.57,40565,2479.84,35379,2162.95,14761,902.75,18167,1110.06,0,0.0,3192,195.77,-15983,-975.8
002240.SZ,20150113,11604,2603.64,16840,3788.6,18750,4204.05,26689,6003.46,19601,4397.23,19157,4306.83,15670,3554.95,2939,660.98,-6166,-1411.61
002241.SZ,20150113,104157,30260.03,121611,35340.88,155702,45217.88,177599,51596.23,185243,53841.87,198422,57700.17,186943,54464.91,134413,39147.42,61930,18167.38
002242.SZ,20150113,47911,5595.6,61685,7209.9,45948,5365.34,56830,6638.75,46949,5492.89,37302,4358.48,16037,1873.25,1027,119.94,16662,1951.28
002243.SZ,20150113,14271,1093.9,10609,814.16,12700,973.79,17638,1352.99,6520,500.18,5246,400.73,0,0.0,0,0.0,801,62.26
002244.SZ,20150113,23693,1819.24,20024,1538.67,27003,2074.58,28873,2219.36,26906,2069.71,28403,2182.56,3478,268.09,3780,291.05,8741,674.83
002245.SZ,20150113,17701,1995.93,24340,2748.0,22822,2572.85,26032,2936.82,24810,2801.52,22816,2577.89,10639,1207.09,2784,314.68,5533,630.38
002246.SZ,20150113,8657,835.67,8674,837.87,8327,803.84,7865,759.37,2451,237.26,2897,279.53,0,0.0,0,0.0,-1574,-150.72
002247.SZ,20150113,7569,752.54,4566,455.53,8957,892.53,8741,871.13,6480,644.04,9700,962.45,0,0.0,0,0.0,252,28.23
002248.SZ,20150113,8441,657.13,6864,535.0,7740,602.94,6120,477.07,2827,220.55,6024,468.56,0,0.0,0,0.0,-2384,-184.27
002249.SZ,20150113,15720,1925.19,13638,1671.4,16314,1998.2,15391,1884.92,18846,2309.66,16478,2018.6,4941,604.17,10314,1262.3,2436,302.89
002250.SZ,20150113,32186,5504.61,50172,8594.22,64104,10977.85,83664,14344.72,86955,14850.67,81745,14018.6,72042,12457.26,39706,6832.85,38925,6670.24
002251.SZ,20150113,15595,2233.67,15297,2192.43,23070,3303.96,25482,3651.58,14167,2030.96,12337,1765.63,285,41.06,0,0.0,-1012,-142.3
002252.SZ,20150113,6625,3003.97,6219,2823.75,8567,3885.29,10627,4819.53,7910,3595.96,7264,3302.26,1602,729.76,593,269.45,4220,1920.75
002253.SZ,20150113,11031,2727.26,14526,3594.63,11878,2934.08,12374,3058.78,8233,2044.02,4316,1067.13,744,183.28,671,168.09,6617,1645.02
002254.SZ,20150113,28212,3233.37,28177,3236.67,25202,2890.29,24498,2811.7,14238,1637.28,18309,2093.75,23845,2732.44,20513,2351.26,22557,2591.77
002255.SZ,20150113,22094,2883.84,18661,2436.41,17289,2256.5,17478,2280.97,3908,510.34,7615,993.83,1297,169.49,835,108.97,1786,235.25
002258.SZ,20150113,4618,708.58,3944,605.85,3571,548.65,3859,592.15,1272,195.28,1859,285.25,1047,160.19,846,129.46,-1260,-191.32
002259.SZ,20150113,30387,1668.53,20487,1125.54,19844,1089.67,20565,1129.36,5963,326.99,15142,830.29,0,0.0,0,0.0,-2440,-132.17
002260.SZ,20150113,6472,1655.96,7175,1835.49,11536,2952.4,13689,3504.46,13418,3436.16,12223,3128.33,4350,1111.52,2688,687.75,3162,811.28
002262.SZ,20150113,3980,1054.92,5793,1538.3,9459,2508.54,8477,2248.05,6048,1603.92,6655,1767.19,2356,629.72,917,243.56,6280,1678.8
002263.SZ,20150113,21762,1250.33,21823,1253.96,19091,1096.92,22134,1271.81,9171,527.74,6207,357.24,140,8.02,0,0.0,413,24.74
002264.SZ,20150113,10948,794.33,10423,756.6,8118,589.48,8369,607.29,1974,142.92,2249,162.84,0,0.0,0,0.0,2844,207.1
002265.SZ,20150113,4426,456.07,3852,397.35,2050,211.37,2939,302.69,600,61.9,285,29.3,0,0.0,0,0.0,1454,150.35
002266.SZ,20150113,194310,17534.47,199353,18000.69,261688,23614.87,256402,23147.0,179888,16233.44,170760,15405.86,42415,3840.72,51787,4669.95,33727,3079.12
002267.SZ,20150113,8323,913.22,7852,863.2,11131,1222.76,13094,1439.81,8185,901.91,7718,848.5,4860,539.29,3835,425.68,1989,216.79
002268.SZ,20150113,4518,2787.52,5516,3402.71,14689,9040.26,14445,8900.51,14749,9098.14,15996,9894.26,13360,8285.8,11359,7014.25,13843,8527.87
002269.SZ,20150113,19437,2135.94,20355,2238.97,31748,3490.33,29122,3203.51,17029,1872.54,17242,1891.76,1005,110.55,2501,275.11,-8988,-984.02
002271.SZ,20150113,5512,1906.57,6545,2268.23,8205,2838.08,7250,2509.16,9182,3177.82,8337,2879.96,3707,1280.8,4474,1545.91,5338,1850.85
002272.SZ,20150113,22522,1528.62,11053,753.37,21309,1441.81,14150,962.33,9694,652.21,20189,1364.07,3529,239.07,11662,781.95,-17003,-1139.39
002273.SZ,20150113,21980,4132.35,22822,4295.77,26280,4940.01,25431,4782.26,21616,4064.25,21013,3943.89,2501,468.41,3110,583.09,7495,1405.65
002274.SZ,20150113,19650,1284.4,13991,914.7,16502,1078.65,14843,970.21,3050,199.19,5727,374.06,0,0.0,4641,303.28,-2364,-153.41
002275.SZ,20150113,4529,826.38,6131,1122.26,7404,1353.35,7281,1330.47,6075,1113.78,4110,751.35,1163,211.52,1650,300.95,4076,747.57
002276.SZ,20150113,30022,2624.01,30877,2700.57,46804,4091.09,47328,4139.44,25133,2198.39,22260,1944.19,3757,327.8,5250,457.09,-3050,-257.99
002277.SZ,20150113,34273,4433.18,39981,5177.03,38008,4915.44,40618,5251.82,32025,4140.06,23880,3084.16,6216,805.7,6043,781.36,4228,552.76
002278.SZ,20150113,10326,1113.36,9884,1066.66,7802,843.19,7893,852.05,4854,524.98,5205,562.82,0,0.0,0,0.0,-701,-74.65
002279.SZ,20150113,19672,6123.83,19228,5984.3,19433,6057.34,18857,5879.93,11827,3700.54,11278,3530.51,2075,653.87,3644,1140.83,4923,1522.1
002280.SZ,20150113,8801,3631.58,9960,4116.78,18988,7852.66,19480,8069.72,16196,6694.65,15380,6359.8,5292,2199.61,4457,1832.19,10048,4172.79
002281.SZ,20150113,14409,5419.46,14411,5425.83,11379,4273.68,13767,5184.5,12340,4676.74,9324,3529.14,796,300.66,1422,531.08,4750,1797.42
002282.SZ,20150113,15933,2467.89,18282,2835.47,13467,2088.91,15954,2472.79,7236,1121.94,3939,610.48,1540,240.01,0,0.0,3135,489.49
002283.SZ,20150113,9051,770.84,9519,811.63,16190,1380.06,13572,1156.58,2475,211.36,4626,394.06,2000,171.0,2000,171.0,-661,-55.16
002284.SZ,20150113,8801,1187.69,10285,1390.68,9122,1232.2,8810,1189.2,3878,525.81,1606,217.41,0,0.0,1101,148.41,3010,407.85
002285.SZ,20150113,18175,2616.0,18228,2624.43,21963,3163.31,25494,3672.9,16871,2431.29,9328,1343.56,1811,261.14,5770,830.84,-13562,-1947.86
002286.SZ,20150113,45818,3822.4,36196,3028.27,53953,4498.11,40156,3356.37,18231,1522.26,23641,1969.91,20221,1677.86,38229,3166.08,34695,2873.65
002287.SZ,20150113,3060,692.22,3070,696.47,3503,793.68,3011,681.3,1517,345.11,1999,453.24,0,0.0,0,0.0,774,176.14
002288.SZ,20150113,17261,1754.57,17480,1777.75,15355,1560.5,16123,1637.96,7345,746.2,6358,645.55,0,0.0,0,0.0,-469,-46.57
002289.SZ,20150113,24635,4824.22,22968,4506.3,24954,4894.33,27949,5481.8,11423,2246.85,9912,1942.11,2542,499.74,2725,534.94,4976,997.72
002290.SZ,20150113,7171,803.4,5349,600.38,6868,771.38,7577,850.74,3339,376.81,4453,500.47,0,0.0,0,0.0,232,28.31
002291.SZ,20150113,9756,777.83,6069,485.3,10572,844.31,8669,692.22,2847,227.99,8429,672.05,0,0.0,7,0.56,-1542,-121.44
002292.SZ,20150113,22082,7096.05,31011,9998.41,29026,9356.25,39611,12787.8,42971,13891.34,32308,10425.58,18096,5850.99,9244,2982.83,23486,7573.6
002293.SZ,20150113,5835,1513.99,3402,884.25,6844,1776.29,5693,1478.48,4051,1050.11,5672,1471.52,1022,264.94,2985,771.08,-875,-224.38
002294.SZ,20150113,15149,5697.97,19389,7300.43,21836,8217.21,24954,9398.09,20893,7872.78,18794,7074.91,7425,2805.16,2167,819.69,9910,3731.12
002295.SZ,20150113,4372,398.49,4121,376.33,5837,532.68,4804,438.26,1095,99.83,2378,216.41,0,0.0,0,0.0,-320,-28.32
002296.SZ,20150113,19365,3009.23,19293,2999.11,17118,2661.45,16978,2639.28,6956,1081.7,7167,1113.99,0,0.0,0,0.0,3318,517.55
002297.SZ,20150113,22319,2750.22,23203,2860.8,19561,2410.99,19979,2463.41,10137,1251.06,8988,1107.41,369,45.93,216,26.57,3631,446.13
002299.SZ,20150113,29725,4162.66,32423,4552.06,40775,5709.54,54156,7580.15,33307,4669.75,21921,3077.28,8040,1132.89,3346,465.34,-2494,-310.39
002300.SZ,20150113,14264,998.91,16070,1126.83,11733,821.57,12014,842.0,5887,413.08,3950,275.2,150,10.47,0,0.0,2305,160.38
002302.SZ,20150113,22750,3333.58,19282,2827.8,22492,3298.78,22813,3346.3,7458,1095.39,10076,1476.62,260,38.04,788,115.08,-42,-1.43
002303.SZ,20150113,14878,2114.05,16297,2319.56,22056,3135.78,21457,3048.46,14979,2127.05,17078,2425.19,6017,858.55,3098,442.22,9160,1299.72
002304.SZ,20150113,6648,5525.17,5920,4927.89,8557,7118.98,8828,7347.56,3754,3132.86,3994,3320.12,922,760.93,1140,942.37,-1269,-1033.3
002305.SZ,20150113,19704,1342.63,16479,1123.51,16721,1139.59,14934,1017.8,4470,304.89,7448,507.43,2442,166.35,4476,304.72,-1182,-78.71
002306.SZ,20150113,344244,21318.59,300924,18661.73,218785,13577.16,207000,12845.57,88511,5494.82,121508,7536.94,19194,1201.49,41302,2547.82,-38656,-2363.07
002307.SZ,20150113,176586,22259.56,161167,20332.67,157655,19898.89,142075,17929.6,94535,11962.78,105633,13328.05,15295,1925.74,35196,4456.65,-29508,-3698.71
002309.SZ,20150113,7387,1468.32,10232,2040.29,9904,1972.77,12797,2553.64,14536,2912.86,8450,1692.82,1078,217.08,1427,284.27,4128,830.09
002310.SZ,20150113,31834,5703.15,32847,5893.2,35207,6309.32,37581,6739.66,33367,5982.74,26501,4747.1,9158,1644.67,12636,2259.92,11458,2061.2
002311.SZ,20150113,29662,3918.77,27541,3641.67,30495,4031.32,36031,4763.83,19970,2643.18,17023,2249.51,525,69.27,57,7.52,4018,538.06
002313.SZ,20150113,29237,3343.27,29784,3405.91,36185,4140.85,38416,4396.25,35633,4076.76,32629,3732.39,8996,1027.49,9223,1053.82,13254,1518.49
002314.SZ,20150113,13297,648.94,12539,612.13,5344,261.09,5789,282.5,550,26.66,862,42.05,0,0.0,0,0.0,1696,83.31
002315.SZ,20150113,6239,3479.48,8413,4690.55,10347,5759.71,10785,6011.26,8177,4568.03,5806,3238.51,1670,932.49,1428,799.39,2045,1141.61
002316.SZ,20150113,23465,2140.06,31785,2903.43,31849,2901.44,33442,3054.27,18113,1656.47,13065,1189.38,7335,676.25,2470,227.14,16608,1516.43
002318.SZ,20150113,14831,4900.39,15106,4998.79,26439,8755.69,32283,10695.47,44463,14745.28,37069,12287.96,8153,2712.77,9429,3131.91,1184,392.1
002319.SZ,20150113,7609,755.12,8262,820.83,10010,993.09,8097,803.61,3196,316.03,4278,422.17,0,0.0,177,17.63,-80,-8.78
002320.SZ,20150113,12717,1396.19,10626,1166.98,11869,1303.08,12724,1396.29,2866,314.46,4302,472.49,200,22.04,0,0.0,-2897,-317.71
002321.SZ,20150113,97404,7316.82,85477,6483.25,70148,5268.55,62645,4723.36,38637,2902.0,46896,3475.81,5089,390.64,16260,1195.58,-12124,-850.04
002322.SZ,20150113,33316,4447.96,30078,4020.53,35437,4734.25,31197,4171.74,12992,1734.95,19082,2541.44,22077,2937.54,23466,3120.98,18114,2416.4
002325.SZ,20150113,19169,2084.53,21683,2362.37,38452,4179.01,33845,3683.16,18426,1994.73,23420,2532.46,2901,319.72,0,0.0,8499,926.3
002326.SZ,20150113,24494,5048.62,24494,5048.58,36685,7566.45,36545,7536.67,21040,4341.48,18984,3917.02,5589,1154.16,7786,1608.45,16896,3486.82
002327.SZ,20150113,19917,2812.54,21412,3025.47,23304,3293.52,23476,3319.66,17596,2492.84,16017,2264.62,4436,626.92,4349,616.09,2718,396.31
002328.SZ,20150113,14052,1171.45,19729,1649.15,13230,1101.24,16017,1337.97,14701,1232.15,6238,517.72,0,0.0,0,0.0,8709,735.06
002330.SZ,20150113,12544,885.08,19729,1392.02,11491,810.03,15841,1115.1,17520,1233.64,5855,412.39,0,0.0,130,9.24,10932,768.82
002332.SZ,20150113,29206,3148.22,31414,3387.07,26138,2818.56,27892,3008.92,20724,2236.56,16647,1794.86,229,24.74,344,37.22,2903,317.75
002333.SZ,20150113,3994,456.19,2864,327.77,4158,474.76,4272,488.08,1964,224.95,2980,340.04,0,0.0,0,0.0,904,104.14
002334.SZ,20150113,24475,3661.89,37652,5658.18,27662,4145.86,40654,6122.81,23709,3581.86,18036,2723.49,24707,3757.44,4213,642.56,5141,776.82
002336.SZ,20150113,5056,541.75,5560,595.93,4829,517.37,4062,434.99,1120,119.92,1383,148.12,0,0.0,0,0.0,824,88.39
002337.SZ,20150113,72481,24127.56,63978,21331.25,90918,30318.12,84705,28231.75,66528,22249.64,72191,24171.13,21204,7156.67,30258,10117.86,6773,2409.98
002338.SZ,20150113,2957,1220.87,1576,651.95,3631,1497.52,3070,1268.41,3517,1451.07,5326,2198.66,1201,497.65,1334,548.1,-473,-190.1
002339.SZ,20150113,38896,5141.86,41933,5547.95,45972,6086.46,51178,6772.9,29128,3858.26,28543,3785.38,10795,1433.09,3136,413.45,6835,912.67
002340.SZ,20150113,28910,3758.34,32152,4182.13,38681,5029.45,38045,4948.2,27946,3633.97,29327,3811.26,6185,806.36,2199,286.53,5754,751.41
002341.SZ,20150113,18510,2829.6,12373,1895.57,23836,3640.81,16980,2597.1,9258,1415.88,20588,3141.15,0,0.0,1664,252.47,-6638,-1005.94
002342.SZ,20150113,38841,2331.7,30535,1834.69,48359,2906.6,44679,2685.85,28329,1706.7,37965,2283.09,155,9.36,2504,150.74,8892,540.41
002343.SZ,20150113,10471,1339.27,9194,1177.39,12225,1565.05,11939,1528.97,6985,896.14,8024,1026.66,0,0.0,524,67.44,2221,287.62
002344.SZ,20150113,27846,4438.32,26534,4234.28,29229,4661.46,28252,4509.36,24937,3977.5,26762,4261.03,2358,374.73,2821,447.34,4502,726.66
002345.SZ,20150113,14883,1254.33,14828,1250.12,14735,1242.31,16603,1400.23,8625,727.56,5371,452.68,0,0.0,1440,121.17,-2145,-179.36
002346.SZ,20150113,33166,4036.55,26447,3223.72,26871,3271.84,26696,3252.68,11650,1421.01,15031,1830.38,0,0.0,3514,422.63,-990,-113.11
002347.SZ,20150113,17007,1811.02,20578,2196.11,25392,2701.76,27648,2948.66,21771,2328.33,15920,1696.99,4001,431.92,4025,431.27,3208,354.85
002348.SZ,20150113,10149,841.04,8227,682.24,9669,801.81,9596,795.99,4786,396.86,5781,478.69,5000,414.0,6000,496.8,4548,377.43
002349.SZ,20150113,7805,1891.85,10379,2517.78,11740,2847.2,14884,3608.93,15144,3678.41,12512,3043.16,7757,1891.66,4671,1139.25,15936,3877.86
002350.SZ,20150113,8779,1059.98,7856,950.29,8401,1015.7,6481,783.87,2904,351.36,5745,692.88,0,0.0,0,0.0,1630,198.36
002352.SZ,20150113,3267,754.57,2531,586.48,3079,712.52,3437,794.99,1268,295.05,1646,380.66,0,0.0,0,0.0,1873,435.01
002353.SZ,20150113,50497,17075.4,54808,18581.13,66337,22456.07,71386,24198.77,56874,19287.19,56596,19169.76,24247,8281.79,15165,5150.79,16266,5610.03
002355.SZ,20150113,12811,848.81,13525,897.37,18094,1199.45,16657,1104.84,15948,1059.12,16193,1073.67,0,0.0,478,31.5,821,54.12
002356.SZ,20150113,800,299.69,876,328.9,743,279.04,569,213.39,396,148.05,494,184.49,0,0.0,0,0.0,-70,-24.22
002357.SZ,20150113,6048,770.53,5515,703.03,6000,764.59,6306,803.69,4003,510.75,3417,435.67,0,0.0,814,103.48,-1373,-174.04
002358.SZ,20150113,11102,3915.0,20110,7102.46,20516,7238.29,22765,8047.59,19178,6736.85,15900,5572.27,13065,4614.49,5086,1782.3,15476,5467.41
002360.SZ,20150113,23732,1739.4,25814,1888.96,16531,1208.79,18230,1331.59,8425,611.4,4645,339.03,0,0.0,0,0.0,6530,474.02
002362.SZ,20150113,15713,2701.55,19067,3279.88,16882,2902.83,16507,2838.34,8169,1405.89,5222,898.78,731,127.04,700,120.31,6322,1087.27
002363.SZ,20150113,25137,3716.81,36953,5466.06,27798,4099.77,32223,4754.72,26800,3950.43,15090,2217.98,4532,671.75,0,0.0,12470,1870.48
002364.SZ,20150113,5364,1011.52,7780,1469.29,8283,1564.05,9592,1813.2,5381,1016.79,3342,630.29,1929,366.1,244,45.68,1645,311.98
002365.SZ,20150113,9096,1093.92,9791,1180.97,7111,855.81,7406,890.89,3274,395.35,2283,273.21,0,0.0,0,0.0,1844,226.93
002366.SZ,20150113,5528,1895.35,6786,2342.69,12095,4149.18,11665,4011.67,14244,4899.97,14920,5121.42,6302,2164.47,4798,1633.18,8420,2913.18
002367.SZ,20150113,21773,2468.46,26420,3000.43,20046,2275.35,23261,2643.84,14960,1704.68,13025,1478.69,6204,705.58,278,31.11,3306,380.82
002368.SZ,20150113,5066,2576.88,7114,3629.94,12439,6335.0,18721,9543.43,28283,14402.33,31361,16054.28,105295,54732.19,93886,48818.76,-47324,-24812.44
002369.SZ,20150113,28415,2762.43,29435,2864.08,29325,2849.95,30765,2991.29,13516,1315.6,11179,1084.72,124,12.11,0,0.0,-555,-53.06
002370.SZ,20150113,6367,986.13,5759,893.41,7097,1100.06,7433,1151.65,1886,291.84,2158,332.98,0,0.0,0,0.0,2491,387.56
002371.SZ,20150113,7071,1645.91,4616,1076.4,12080,2812.14,10921,2546.28,6388,1487.83,8938,2076.38,701,161.63,1765,408.44,-2881,-670.03
002372.SZ,20150113,17537,3059.79,18336,3200.89,15434,2699.98,19602,3427.8,16518,2890.09,10439,1826.21,797,139.53,1910,334.49,1700,296.64
002373.SZ,20150113,13026,3802.3,13240,3878.51,14180,4169.61,14777,4334.88,7881,2306.67,6938,2034.38,924,269.53,1055,300.35,5955,1749.48
002374.SZ,20150113,32148,3652.9,30565,3473.07,32776,3719.8,44949,5099.76,19344,2195.15,20136,2286.75,15952,1815.07,4571,523.34,12648,1453.04
002375.SZ,20150113,43363,8835.27,43467,8876.94,66358,13528.46,68720,14030.15,63736,13012.55,62661,12778.14,17456,3581.73,16063,3272.78,27169,5591.64
002376.SZ,20150113,40819,4666.46,41035,4696.92,41412,4738.01,48461,5543.22,18512,2121.01,9166,1047.37,1904,218.17,3985,456.15,322,42.5
002377.SZ,20150113,7011,490.46,6573,460.28,8151,570.61,6970,487.72,1976,138.37,3596,251.44,0,0.0,0,0.0,2074,146.21
002378.SZ,20150113,6494,1436.34,4378,970.28,5405,1194.58,5588,1236.72,3845,849.27,4741,1048.43,1000,221.47,2036,446.24,1531,338.08
002379.SZ,20150113,46208,1906.63,35107,1448.83,32524,1341.89,29643,1223.17,6942,286.55,14102,581.62,0,0.0,6823,281.46,-6246,-255.8
002380.SZ,20150113,3786,922.71,4326,1054.06,3973,967.66,3702,902.5,1342,327.49,1073,261.29,0,0.0,0,0.0,846,206.19
002381.SZ,20150113,10317,1256.57,10189,1244.41,8276,1004.38,5846,714.29,1866,229.55,2423,296.64,0,0.0,2000,235.17,-1431,-161.14
002382.SZ,20150113,8010,1471.44,8911,1645.23,7968,1470.98,9343,1724.47,9030,1669.79,7331,1349.89,578,107.38,0,0.0,1226,236.92
002383.SZ,20150113,8885,2214.78,12593,3140.17,13470,3356.11,13316,3314.18,12099,3014.15,7695,1918.53,0,0.0,849,212.17,3832,957.42
002384.SZ,20150113,23284,2719.52,28346,3311.99,26568,3103.96,28741,3359.49,18894,2215.04,14192,1663.15,5529,649.13,2997,353.01,5727,670.57
002385.SZ,20150113,44088,6134.93,32418,4517.22,57668,8024.19,50202,6996.32,38895,5407.07,46132,6407.94,8658,1206.57,20557,2851.28,-14258,-1963.38
002386.SZ,20150113,8603,769.79,8160,730.87,9632,862.79,9003,806.07,6592,590.93,6069,543.73,2000,179.0,3596,321.84,5055,452.8
002387.SZ,20150113,4739,726.52,5335,820.87,6505,996.63,5747,882.98,5288,813.28,4953,757.08,0,0.0,498,75.5,2903,448.76
