ts_code,name,management,found_date,issue_date
562060.SH,标普A股红利ETF华宝,华宝基金,20231208,20231120
562070.SH,沪深300指增ETF华宝,华宝基金,20251217,20251201
562080.SH,300现金流ETF华宝,华宝基金,20250407,20250324
562300.SH,碳中和ETF银华,银华基金,20211220,20211110
562310.SH,沪深300成长ETF银华,银华基金,20220901,20220824
562320.SH,沪深300价值ETF银华,银华基金,20221229,20221219
562330.SH,中证500价值ETF银华,银华基金,20230407,20230327
562340.SH,中证500成长ETF银华,银华基金,20240425,20240208
562350.SH,电力ETF银华,银华基金,20220630,20220617
562360.SH,机器人ETF银华,银华基金,20210922,20210906
562380.SH,央企科技ETF银华,银华基金,20230626,20230612
562390.SH,中药ETF银华,银华基金,20220720,20220711
562500.SH,机器人ETF华夏,华夏基金,20211217,20211111
562510.SH,旅游ETF华夏,华夏基金,20211221,20211116
562520.SH,中证1000成长ETF华夏,华夏基金,20220308,20220221
562530.SH,中证1000价值ETF华夏,华夏基金,20220728,20220718
562550.SH,绿电ETF华夏,华夏基金,20230307,20230220
562560.SH,信息技术ETF华夏,华夏基金,20240327,20240102
562570.SH,信创ETF华夏,华夏基金,20240419,20240223
562580.SH,可选消费ETF华夏,华夏基金,20240318,20240103
562590.SH,半导体设备ETF华夏,华夏基金,20231009,20230920
562600.SH,医疗器械ETF华夏,华夏基金,20231123,20231009
562660.SH,中证2000ETF华夏,华夏基金,20230906,20230901
562700.SH,汽车零部件ETF华夏,华夏基金,20240506,20240315
562800.SH,稀有金属ETF嘉实,嘉实基金,20210915,20210906
562810.SH,上证指数增强ETF嘉实,嘉实基金,20250305,20250211
562820.SH,集成电路ETF嘉实,嘉实基金,20240412,20240408
562850.SH,央企能源ETF嘉实,嘉实基金,20230727,20230717
562860.SH,疫苗ETF嘉实,嘉实基金,20230216,20230206
562870.SH,证券ETF嘉实,嘉实基金,20250717,20250630
562880.SH,电池ETF嘉实,嘉实基金,20210713,20210705
562890.SH,A50ETF嘉实,嘉实基金,20240307,20240219
562900.SH,农业ETF易方达,易方达基金,20211202,20211022
562910.SH,高端制造ETF易方达,易方达基金,20211229,20211022
562920.SH,信息安全ETF易方达,易方达基金,20230531,20230301
562930.SH,软件ETF易方达,易方达基金,20230522,20230504
562950.SH,消费电子ETF易方达,易方达基金,20220112,20211130
562960.SH,绿色电力ETF易方达,易方达基金,20230403,20230320
562970.SH,光伏ETF易方达,易方达基金,20241030,20241014
562990.SH,碳中和ETF易方达,易方达基金,20220711,20220704
563000.SH,中国A50ETF易方达,易方达基金,20211029,20211022
563010.SH,电信ETF易方达,易方达基金,20230705,20230619
563020.SH,红利低波ETF易方达,易方达基金,20231206,20231016
563030.SH,中证500增强ETF易方达,易方达基金,20230217,20230201
563050.SH,央企科技ETF易方达,易方达基金,20230621,20230612
563060.SH,央企50ETF易方达,易方达基金,20250508,20250421
563080.SH,中证A50ETF易方达,易方达基金,20240306,20240219
563090.SH,上证50增强ETF易方达,易方达基金,20240527,20240509
563150.SH,油气ETF银华,银华基金,20240522,20240506
563180.SH,高股息ETF,银华基金,20240506,20240424
563200.SH,中证2000ETF富国,富国基金,20230928,20230918
563210.SH,专精特新ETF富国,富国基金,20250116,20241113
563220.SH,A500ETF富国,富国基金,20240925,20240910
563230.SH,卫星ETF富国,富国基金,20250904,20250826
563280.SH,A50增强ETF富国,富国基金,20240401,20231226
563300.SH,中证2000ETF华泰柏瑞,华泰柏瑞基金,20230906,20230901
563320.SH,通用航空ETF华泰柏瑞,华泰柏瑞基金,20250825,20250813
563330.SH,A股ETF华泰柏瑞,华泰柏瑞基金,20231030,20231018
563350.SH,A50ETF华泰柏瑞,华泰柏瑞基金,20240306,20240219
563360.SH,A500ETF华泰柏瑞,华泰柏瑞基金,20240925,20240910
563380.SH,航空航天ETF华泰柏瑞,华泰柏瑞基金,20251029,20251013
563390.SH,全指现金流ETF华泰柏瑞,华泰柏瑞基金,20250423,20250414
563500.SH,A500ETF华宝,华宝基金,20241122,20241105
563510.SH,A500红利低波ETF易方达,易方达基金,20251117,20251106
563520.SH,沪深300ETF永赢,永赢基金,20241108,20241030
563530.SH,卫星ETF易方达,易方达基金,20251105,20251027
563550.SH,A500增强ETF摩根,摩根基金,20250508,20250421
563560.SH,科技成长ETF兴业,兴业基金,20260204,20251104
563570.SH,金融科技ETF兴业,兴业基金,20251029,20251013
563580.SH,自由现金流800ETF万家,万家基金,20250716,20250701
563590.SH,A500红利低波动ETF国寿,国寿安保基金,20251027,20251009
563600.SH,A500增强ETF易方达,易方达基金,20250910,20250901
563620.SH,全指现金流ETF兴业,兴业基金,20250806,20250721
563630.SH,A500增强ETF国联安,国联安基金,20250619,20250611
563650.SH,中证A500ETF兴业,兴业基金,20250325,20250228
563660.SH,A500ETF银河,银河基金,20250320,20250303
563670.SH,金融科技ETF鹏华,鹏华基金,20250926,20250915
563680.SH,800现金流ETF汇添富,汇添富基金,20250430,20250414
563690.SH,红利低波ETF永赢,永赢基金,20250923,20250915
563700.SH,红利价值ETF易方达,易方达基金,20250416,20250331
563750.SH,中证500ETF汇添富,汇添富基金,20251022,20251013
563760.SH,全指现金流ETF中银,中银基金,20250521,20250506
563770.SH,全指现金流ETF招商,招商基金,20250508,20250423
563780.SH,现金流全指ETF方正富邦,方正富邦基金,20250430,20250414
563790.SH,卫星ETF鹏华,鹏华基金,20251218,20251208
563800.SH,A500ETF广发,广发基金,20241111,20241105
563830.SH,全指现金流ETF博时,博时基金,20250514,20250414
563850.SH,食品ETF广发,广发基金,20251210,20251124
563860.SH,中证A500ETF海富通,海富通基金,20250122,20250113
563870.SH,通用航空ETF鹏华,鹏华基金,20251231,20251208
563880.SH,A500ETF汇添富,汇添富基金,20241118,20241107
563890.SH,国企红利ETF创金合信,创金合信基金,20250924,20250915
563900.SH,300自由现金流ETF摩根,摩根基金,20250424,20250407
563930.SH,上证增强ETF招商,招商基金,20251225,20251210
563960.SH,300质量ETF兴全,兴证全球基金,20251205,20251128
563980.SH,800红利低波ETF鑫元,鑫元基金,20251024,20251013
563990.SH,800现金流ETF富国,富国基金,20250416,20250407
588000.SH,科创50ETF华夏,华夏基金,20200928,20200922
588010.SH,科创新材料ETF博时,博时基金,20220930,20220923
588020.SH,科创成长ETF易方达,易方达基金,20230823,20230814
588030.SH,科创100ETF博时,博时基金,20230906,20230828
588040.SH,科创50ETF鹏华,鹏华基金,20250403,20250324
588050.SH,科创50ETF工银,工银瑞信基金,20200928,20200922
588060.SH,科创50ETF广发,广发基金,20210715,20210705
588070.SH,科创成长ETF万家,万家基金,20241106,20241021
588080.SH,科创50ETF易方达,易方达基金,20200928,20200922
588090.SH,科创50ETF华泰柏瑞,华泰柏瑞基金,20200928,20200922
588100.SH,科创信息ETF嘉实,嘉实基金,20220518,20220509
588110.SH,科创成长ETF广发,广发基金,20230823,20230814
588120.SH,科创100ETF国泰,国泰基金,20230906,20230828
588130.SH,科创医药ETF华夏,华夏基金,20250514,20250407
588140.SH,科创200ETF广发,广发基金,20250926,20250915
588150.SH,科创50ETF南方,南方基金,20211210,20211021
588160.SH,科创新材料ETF南方,南方基金,20220930,20220923
588170.SH,科创半导体ETF华夏,华夏基金,20250324,20250317
588180.SH,科创50ETF国联安,国联安基金,20210624,20210611
588190.SH,科创100ETF,银华基金,20230906,20230828
588200.SH,科创芯片ETF嘉实,嘉实基金,20220930,20220923
588210.SH,科创100ETF易方达,易方达基金,20231108,20231030
588220.SH,科创100ETF鹏华,鹏华基金,20230906,20230828
588230.SH,科创200ETF华泰柏瑞,华泰柏瑞基金,20241216,20241125
588240.SH,科创200ETF鹏华,鹏华基金,20250213,20250205
588250.SH,科创医药ETF鹏华,鹏华基金,20250312,20250224
588260.SH,科创信息ETF华安,华安基金,20220518,20220509
588270.SH,科创200ETF易方达,易方达基金,20250605,20250519
588280.SH,科创50ETF华安,华安基金,20211012,20210922
588290.SH,科创芯片ETF华安,华安基金,20220930,20220923
588300.SH,科创创业50ETF招商,招商基金,20210625,20210621
588310.SH,科创创业ETF方正富邦,方正富邦基金,20211122,20211108
588320.SH,双创50增强ETF广发,广发基金,20221228,20221219
588330.SH,双创50ETF华宝,华宝基金,20210629,20210621
588350.SH,科创创业50ETF鹏扬,鹏扬基金,20221026,20221011
588360.SH,科创创业ETF国泰,国泰基金,20210629,20210621
588370.SH,科创50增强ETF南方,南方基金,20221201,20221121
588380.SH,科创创业ETF富国,富国基金,20210629,20210621
588390.SH,科创创业ETF博时,博时基金,20210819,20210802
588400.SH,科创创业ETF嘉实,嘉实基金,20210625,20210621
588410.SH,科创创业人工智能ETF鹏华,鹏华基金,20251217,20251128
588420.SH,科创创业人工智能ETF摩根,摩根基金,20251217,20251128
588430.SH,科创创业人工智能ETF工银,工银瑞信基金,20251217,20251128
588450.SH,科创50增强ETF招商,招商基金,20240506,20240202
588460.SH,科创50增强ETF鹏华,鹏华基金,20221201,20221114
588500.SH,科创100增强ETF易方达,易方达基金,20240627,20240618
588520.SH,科创增强ETF永赢,永赢基金,20250627,20250611
588550.SH,科创综指增强ETF易方达,易方达基金,20250827,20250818
588660.SH,科创创业50ETF兴银,兴银基金,20250228,20250213
588670.SH,科创综指增强ETF嘉实,嘉实基金,20250605,20250519
588680.SH,科创100增强ETF广发,广发基金,20240627,20240618
588690.SH,科创增强ETF银华,银华基金,20250820,20250811
588700.SH,科创医药ETF嘉实,嘉实基金,20231227,20231218
588710.SH,科创半导体设备ETF华泰柏瑞,华泰柏瑞基金,20250526,20250515
588720.SH,科创50ETF中银,中银基金,20250327,20250310
588730.SH,科创人工智能ETF易方达,易方达基金,20250116,20250102
588750.SH,科创芯片ETF汇添富,汇添富基金,20241218,20241202
588760.SH,科创人工智能ETF广发,广发基金,20250115,20250102
588770.SH,科创信息ETF摩根,摩根基金,20250314,20241212
588780.SH,科创芯片设计ETF国联安,国联安基金,20241211,20241202
588790.SH,科创AIETF博时,博时基金,20241231,20241223
588800.SH,科创100ETF华夏,华夏基金,20231108,20231030
588810.SH,科创芯片ETF富国,富国基金,20241230,20241213
588820.SH,科创200ETF华夏,华夏基金,20241223,20241206
588830.SH,科创新能源ETF鹏华,鹏华基金,20240731,20240715
588840.SH,科创50ETF万家,万家基金,20250226,20250213
588850.SH,科创机械ETF嘉实,嘉实基金,20250416,20250331
588860.SH,科创医药ETF工银,工银瑞信基金,20240808,20240506
588870.SH,科创50ETF汇添富,汇添富基金,20250120,20250102
588880.SH,科创100ETF华泰柏瑞,华泰柏瑞基金,20231108,20231030
588890.SH,科创芯片ETF南方,南方基金,20240415,20240328
588900.SH,科创100ETF南方,南方基金,20231208,20231129
588910.SH,科创价值ETF建信,建信基金,20250320,20250217
588920.SH,科创芯片ETF鹏华,鹏华基金,20250716,20250707
588930.SH,科创人工智能ETF银华,银华基金,20250106,20241223
588940.SH,科创50ETF富国,富国基金,20250521,20250507
588950.SH,科创50ETF景顺,景顺长城基金,20250115,20241210
588960.SH,科创新能源ETF富国,富国基金,20250206,20250106
588980.SH,科创100ETF广发,广发基金,20250723,20250430
588990.SH,科创芯片ETF博时,博时基金,20240808,20240506
589000.SH,科创综指ETF华夏,华夏基金,20250226,20250217
589010.SH,科创人工智能ETF华夏,华夏基金,20250326,20250310
589020.SH,科创半导体设备ETF鹏华,鹏华基金,20250827,20250818
589030.SH,科创芯片设计ETF易方达,易方达基金,20251231,20251222
589050.SH,科创综指ETF兴业,兴业基金,20250730,20250707
589060.SH,科创综指ETF东财,东财基金,20250319,20250303
589070.SH,科创芯片设计ETF天弘,天弘基金,20260115,20260105
589080.SH,科创综指ETF汇添富,汇添富基金,20250226,20250217
589090.SH,科创AIETF鹏华,鹏华基金,20250813,20250801
589100.SH,科创芯片ETF国泰,国泰基金,20250326,20250310
589110.SH,科创人工智能ETF国泰,国泰基金,20250926,20250917
589120.SH,科创创新药ETF汇添富,汇添富基金,20250910,20250825
589130.SH,科创芯片ETF易方达,易方达基金,20251229,20251208
589150.SH,科创50ETF平安,平安基金,20251217,20251201
589160.SH,科创芯片ETF广发,广发基金,20260121,20251229
589170.SH,科创芯片设计ETF鹏华,鹏华基金,20260128,20260119
589180.SH,科创新材料ETF汇添富,汇添富基金,20250605,20250519
589190.SH,科创芯片ETF华宝,华宝基金,20260119,20251230
589200.SH,科创200ETF工银,工银瑞信基金,20250723,20250707
589210.SH,科创芯片设计ETF广发,广发基金,20251211,20251128
589220.SH,科创200ETF国泰,国泰基金,20260116,20260105
589230.SH,科创人工智能ETF南方,南方基金,20260116,20260108
589300.SH,科创综指ETF嘉实,嘉实基金,20250409,20250324
589380.SH,科创AIETF富国,富国基金,20250620,20250603
589500.SH,科创综指ETF工银,工银瑞信基金,20250224,20250217
589520.SH,科创人工智能ETF华宝,华宝基金,20250305,20250224
589550.SH,科创价值ETF华夏,华夏基金,20250716,20250630
589560.SH,科创人工智能ETF汇添富,汇添富基金,20250825,20250819
589580.SH,科创综指ETF兴银,兴银基金,20250527,20250514
589600.SH,科创综指ETF富国,富国基金,20250228,20250217
589630.SH,科创综指ETF国泰,国泰基金,20250304,20250224
589660.SH,科创综指ETF南方,南方基金,20250226,20250217
589680.SH,科创综指ETF鹏华,鹏华基金,20250226,20250217
589700.SH,科创成长ETF南方,南方基金,20250521,20250506
589720.SH,科创创新药ETF国泰,国泰基金,20250723,20250714
589770.SH,科创综指ETF招商,招商基金,20250226,20250217
589780.SH,科创200ETF富国,富国基金,20250917,20250908
589800.SH,科创综指ETF易方达,易方达基金,20250225,20250217
589820.SH,科创200ETF建信,建信基金,20250827,20250811
589850.SH,科创50ETF东财,东财基金,20250801,20250718
589860.SH,科创综指ETF天弘,天弘基金,20250226,20250217
589880.SH,科创综指ETF建信,建信基金,20250220,20250217
589890.SH,科创综指ETF景顺,景顺长城基金,20250226,20250217
589900.SH,科创综指ETF博时,博时基金,20250226,20250217
589950.SH,科创100ETF富国,富国基金,20250929,20250915
589960.SH,科创新能源ETF易方达,易方达基金,20250910,20250901
589980.SH,科创100ETF汇添富,汇添富基金,20250425,20250421
589990.SH,科创综指ETF华泰柏瑞,华泰柏瑞基金,20250226,20250217
