,RiskParity,Momentum_k0.1,Momentum_k0.5,Momentum_k1.0,Momentum_k1.5,Momentum_k2.0
2019-07-10,0.033777502324140014,-0.0016535787862417026,-0.001653578786241712,-0.0016535787862416976,-0.0016535787862417075,-0.0016535787862417045
2019-07-11,0.0013489208633095306,-0.0003285441845827513,-0.0003285441845827414,-0.0003285441845827546,-0.0003285441845827627,-0.0003285441845827563
2019-07-12,0.0028438856458614737,0.006149218070439801,0.006149218070439794,0.006149218070439797,0.006149218070439811,0.0061492180704397995
2019-07-16,-0.027043360024172736,-0.004526004018864571,-0.004526004018864566,-0.004526004018864566,-0.004526004018864571,-0.0045260040188645646
2019-07-17,-0.012422360248447239,-0.0006182442170909995,-0.0006182442170910022,-0.0006182442170909962,-0.0006182442170909912,-0.000618244217090993
2019-07-18,-0.015880503144654053,-0.009473284319072099,-0.009473284319072095,-0.009473284319072094,-0.009473284319072113,-0.009473284319072097
2019-07-22,0.011343665122223831,-0.006876374092341645,-0.006876374092341652,-0.006876374092341636,-0.00687637409234165,-0.006876374092341643
2019-07-23,0.014375987361769265,0.002185554648680562,0.0021855546486805595,0.0021855546486805612,0.002185554648680561,0.0021855546486805586
2019-07-24,-0.01681980999844246,0.007826457017626957,0.00782645701762696,0.007826457017626947,0.007826457017626966,0.007826457017626952
2019-07-25,-0.0007920164739427898,0.008092587562397214,0.008092587562397209,0.008092587562397207,0.008092587562397228,0.008092587562397214
2019-07-26,0.004914394419784484,0.0019189717973939584,0.0019189717973939532,0.0019189717973939562,0.001918971797393961,0.0019189717973939553
2019-07-29,0.006783404322448386,-0.0011139706784559066,-0.0011139706784559081,-0.0011139706784559073,-0.0011139706784559092,-0.0011139706784559088
2019-07-30,0.018332811031024583,0.004180199014410718,0.004180199014410719,0.004180199014410713,0.004180199014410715,0.004180199014410711
2019-07-31,0.002923526696414933,0.0018591845395862416,0.0018591845395862674,0.0018591845395862655,0.0018591845395862585,0.0018591845395862611
2019-08-01,-0.06336299478367613,-0.06286034938123608,-0.0628603493812362,-0.06286034938123618,-0.06286034938123605,-0.0628603493812361
2019-08-02,0.001965601965602028,0.001896456014086347,0.001896456014086373,0.0018964560140863687,0.0018964560140863613,0.0018964560140863652
2019-08-05,-0.018309628903057092,-0.01816426807888694,-0.018164268078887037,-0.01816426807888703,-0.018164268078887,-0.018164268078887005
2019-08-06,-0.023646960865944977,-0.023456584765446983,-0.023456584765447007,-0.023456584765447,-0.023456584765446955,-0.02345658476544697
2019-08-07,-0.020296776394337468,-0.02009327795007099,-0.020093277950071074,-0.020093277950071067,-0.02009327795007103,-0.02009327795007104
2019-08-08,0.005396935933147607,0.005397274591146372,0.005397274591146366,0.005397274591146364,0.0053972745911463555,0.00539727459114636
2019-08-09,0.011601731601731613,0.011473353889598996,0.01147335388959906,0.011473353889599055,0.01147335388959903,0.011473353889599037
2019-08-13,0.043515504540003525,0.043149737985994245,0.04314973798599434,0.04314973798599432,0.04314973798599424,0.04314973798599426
2019-08-14,-0.03152191758331957,-0.031282534543674224,-0.03128253454367429,-0.03128253454367427,-0.03128253454367421,-0.03128253454367423
