,0
2011-08-17,1.2437284309690444
2011-08-18,1.242822332841076
2011-08-19,1.232351302354245
2011-08-22,1.2267537486103781
2011-08-23,1.2240659470798578
2011-08-24,1.221119579216408
2011-08-25,1.220515888839426
2011-08-26,1.224504413673117
2011-08-29,1.2247639726089217
2011-08-30,1.2272247247367956
2011-08-31,1.225070809239768
2011-09-01,1.2238857695231775
2011-09-02,1.22417180530933
2011-09-05,1.221681385303991
2011-09-06,1.2186592615130993
2011-09-07,1.2273706737499297
2011-09-08,1.2282009004181103
2011-09-09,1.2272254270513758
2011-09-13,1.2203944141699166
2011-09-14,1.225090782466785
2011-09-15,1.2258464223814132
2011-09-16,1.2317631509156726
2011-09-19,1.2167697057740994
2011-09-20,1.2216367121727376
2011-09-21,1.2256470986132315
2011-09-22,1.212779303129029
2011-09-23,1.20509624136005
2011-09-26,1.1941259946802611
2011-09-27,1.20404467869275
2011-09-28,1.2016600407009619
2011-09-29,1.200275678021807
2011-09-30,1.2037846837563524
2011-10-10,1.2037567025092555
2011-10-11,1.209310674187481
2011-10-12,1.2259150063504882
2011-10-13,1.2305970583656116
2011-10-14,1.2294454352857902
2011-10-17,1.230901264832441
2011-10-18,1.2240286114345122
2011-10-19,1.218463329661552
2011-10-20,1.2146444113646948
2011-10-21,1.211886411225766
2011-10-24,1.225334030413537
2011-10-25,1.227661865682269
2011-10-26,1.2328846559911693
2011-10-27,1.2264611041268512
2011-10-28,1.2304737017670364
2011-10-31,1.2229031761951592
2011-11-01,1.2194977697597258
2011-11-02,1.2177007692512751
2011-11-03,1.2125606199407255
2011-11-04,1.2116245097515148
2011-11-07,1.2121189071552332
2011-11-08,1.206978942805494
2011-11-09,1.2052645801021347
2011-11-10,1.2028862344625901
2011-11-11,1.209141203367767
2011-11-14,1.2119155867152593
2011-11-15,1.2074218051994108
2011-11-16,1.200406376573802
2011-11-17,1.1986741952386128
2011-11-18,1.1939765765385901
2011-11-21,1.1990104780274626
2011-11-22,1.2005803706398461
2011-11-23,1.1994800661941687
2011-11-24,1.1957409009331332
2011-11-25,1.1943811209176378
2011-11-28,1.2003492764660553
2011-11-29,1.204658926396117
2011-11-30,1.2060907887060723
2011-12-01,1.2101464507196655
2011-12-02,1.2115212528041581
2011-12-05,1.2206625235690707
2011-12-06,1.2219221088214884
2011-12-07,1.2224627073541683
2011-12-08,1.220837545809856
2011-12-09,1.2168274529593606
2011-12-12,1.2174847688870825
2011-12-13,1.2030454133248283
2011-12-14,1.2017123373136585
2011-12-15,1.1908040386113923
2011-12-16,1.1972892200061576
2011-12-19,1.1953338207660171
2011-12-20,1.2004022134423122
2011-12-21,1.198630394718325
2011-12-22,1.1928184408507498
2011-12-23,1.2070477932898742
2011-12-26,1.200921528246093
2011-12-27,1.197543834500975
2011-12-28,1.1955177297680122
2011-12-29,1.200077001526575
2011-12-30,1.2031137248299295
2012-01-04,1.2104483613780024
2012-01-05,1.209361779919023
